run,Z,A,kind,level,line,delta_e_eV,w12_per_s
Cu63_grid2,29,63,grid,2,L2-M4,336522.092786,8074017925370595.000000
Cu63_grid2,29,63,grid,2,L3-M4,330202.589258,1579470051840204.750000
Cu63_grid2,29,63,grid,2,L3-M5,330866.472633,9511165189697676.000000
Cu63_grid2,29,63,grid,2,M4-N6,115947.515852,1900500601185151.750000
Cu63_grid2,29,63,grid,2,M5-N6,115283.632477,134562617735808.109375
Cu63_grid2,29,63,grid,2,M5-N7,115422.619320,2024817655926281.500000
Cu63_grid2,29,63,grid,2,N6-O8,53403.192990,602615951528252.500000
Cu63_grid2,29,63,grid,2,N7-O8,53264.206147,22212731481580.843750
Cu63_grid2,29,63,grid,2,N7-O9,53306.738178,623424294504860.625000
Cu63_grid2,29,63,grid,2,O8-P10,28946.070325,235647738369778.343750
Cu63_grid2,29,63,grid,2,O9-P10,28903.538293,5339379552620.012695
Cu63_grid2,29,63,grid,2,O9-P11,28919.911422,240698392568934.687500
Cu63_grid2,29,63,grid,2,P10-Q12,17433.637609,106746723453262.531250
Cu63_grid2,29,63,grid,2,P11-Q12,17417.264480,1638789252650.128174
Cu63_grid2,29,63,grid,2,P11-Q13,17424.619986,108308101577501.156250
Cu63_grid2,29,63,grid,2,Q12-R14,11307.945324,53861110083483.171875
Cu63_grid2,29,63,grid,2,Q13-R14,11300.589819,597524237282.018677
Cu63_grid2,29,63,grid,2,Q13-R15,11304.282873,54433574054904.867188
Cu63_grid3,29,63,grid,3,K1-L3,1514310.566187,79722850205537728.000000
Cu63_grid3,29,63,grid,3,O8-P10,28946.072322,235647751966612.093750
Cu65_rminus,29,65,rminus,0,K1-L2,1506189.108598,79721318466875168.000000
Cu65_rminus,29,65,rminus,0,K1-L3,1512503.941383,79636769007463728.000000
Cu65_rminus,29,65,rminus,0,L2-M4,336529.477981,8074249163238324.000000
Cu65_rminus,29,65,rminus,0,L3-M4,330214.645196,1579532089382253.750000
Cu65_rminus,29,65,rminus,0,L3-M5,330878.560070,9511542920897454.000000
Cu65_rminus,29,65,rminus,0,M4-N6,115953.833525,1900602772759746.000000
Cu65_rminus,29,65,rminus,0,M5-N6,115289.918651,134569852373915.625000
Cu65_rminus,29,65,rminus,0,M5-N7,115428.912965,2024926531174209.250000
Cu65_rminus,29,65,rminus,0,N6-O8,53406.111149,602648462430612.125000
Cu65_rminus,29,65,rminus,0,N7-O8,53267.116835,22213928088613.953125
Cu65_rminus,29,65,rminus,0,N7-O9,53309.651156,623457974501901.875000
Cu65_rminus,29,65,rminus,0,O8-P10,28947.656406,235660521328568.843750
Cu65_rminus,29,65,rminus,0,O9-P10,28905.122085,5339668778540.174805
Cu65_rminus,29,65,rminus,0,O9-P11,28921.496090,240711465286909.312500
Cu65_rminus,29,65,rminus,0,P10-Q12,17434.595596,106752556208349.562500
Cu65_rminus,29,65,rminus,0,P11-Q12,17418.221591,1638878707469.497559
Cu65_rminus,29,65,rminus,0,P11-Q13,17425.577488,108314011861779.890625
Cu65_rminus,29,65,rminus,0,Q12-R14,11308.568292,53864067439328.429688
Cu65_rminus,29,65,rminus,0,Q13-R14,11301.212395,597557063609.609375
Cu65_rminus,29,65,rminus,0,Q13-R15,11304.905642,54436563904037.617188
Cu65_grid0,29,65,grid,0,K1-L2,1506051.001944,79714437818933120.000000
Cu65_grid0,29,65,grid,0,K1-L3,1512365.466871,79630147005977840.000000
Cu65_grid0,29,65,grid,0,L2-M4,336528.676646,8074234645237712.000000
Cu65_grid0,29,65,grid,0,L3-M4,330214.211719,1579530497548432.500000
Cu65_grid0,29,65,grid,0,L3-M5,330878.126303,9511533483890290.000000
Cu65_grid0,29,65,grid,0,M4-N6,115953.834002,1900602786607189.750000
Cu65_grid0,29,65,grid,0,M5-N6,115289.919417,134569853279104.859375
Cu65_grid0,29,65,grid,0,M5-N7,115428.913733,2024926544886737.500000
Cu65_grid0,29,65,grid,0,N6-O8,53406.111481,602648465846352.375000
Cu65_grid0,29,65,grid,0,N7-O8,53267.117165,22213928213948.847656
Cu65_grid0,29,65,grid,0,N7-O9,53309.651486,623457978036338.500000
Cu65_grid0,29,65,grid,0,O8-P10,28947.656568,235660522599139.531250
Cu65_grid0,29,65,grid,0,O9-P10,28905.122247,5339668807235.929688
Cu65_grid0,29,65,grid,0,O9-P11,28921.496252,240711466585075.937500
Cu65_grid0,29,65,grid,0,P10-Q12,17434.595685,106752556679567.890625
Cu65_grid0,29,65,grid,0,P11-Q12,17418.221680,1638878714685.591309
Cu65_grid0,29,65,grid,0,P11-Q13,17425.577577,108314012339601.328125
Cu65_grid0,29,65,grid,0,Q12-R14,11308.568332,53864067561521.585938
Cu65_grid0,29,65,grid,0,Q13-R14,11301.212436,597557064961.979126
Cu65_grid0,29,65,grid,0,Q13-R15,11304.905683,54436564027545.718750
Cu65_grid1,29,65,grid,1,K1-L2,1506080.913400,79716015483002560.000000
Cu65_grid1,29,65,grid,1,K1-L3,1512395.467893,79631662960163552.000000
Cu65_grid1,29,65,grid,1,L2-M4,336529.157724,8074252074483388.000000
Cu65_grid1,29,65,grid,1,L3-M4,330214.603230,1579533717672624.500000
Cu65_grid1,29,65,grid,1,L3-M5,330878.519035,9511550543482012.000000
Cu65_grid1,29,65,grid,1,M4-N6,115953.927805,1900605699749382.250000
Cu65_grid1,29,65,grid,1,M5-N6,115290.012001,134570060627433.437500
Cu65_grid1,29,65,grid,1,M5-N7,115429.006537,2024929770902877.250000
Cu65_grid1,29,65,grid,1,N6-O8,53406.148689,602649281093123.875000
Cu65_grid1,29,65,grid,1,N7-O8,53267.154153,22213960392681.980469
Cu65_grid1,29,65,grid,1,N7-O9,53309.688537,623458758256350.500000
Cu65_grid1,29,65,grid,1,O8-P10,28947.672687,235660778205025.625000
Cu65_grid1,29,65,grid,1,O9-P10,28905.138303,5339674250906.498047
Cu65_grid1,29,65,grid,1,O9-P11,28921.512336,240711710665019.468750
Cu65_grid1,29,65,grid,1,P10-Q12,17434.602866,106752634858828.265625
Cu65_grid1,29,65,grid,1,P11-Q12,17418.228832,1638880089930.708252
Cu65_grid1,29,65,grid,1,P11-Q13,17425.584745,108314102559494.734375
Cu65_grid1,29,65,grid,1,Q12-R14,11308.571467,53864091138849.320312
Cu65_grid1,29,65,grid,1,Q13-R14,11301.215555,597557376774.958740
Cu65_grid1,29,65,grid,1,Q13-R15,11304.908813,54436587776689.179688
Cu65_grid2,29,65,grid,2,K1-L2,1506088.182010,79716415474956288.000000
Cu65_grid2,29,65,grid,2,K1-L3,1512402.759584,79632038250459952.000000
Cu65_grid2,29,65,grid,2,L2-M4,336529.310761,8074258349293438.000000
Cu65_grid2,29,65,grid,2,L3-M4,330214.733187,1579534690765768.000000
Cu65_grid2,29,65,grid,2,L3-M5,330878.649402,9511557167761308.000000
Cu65_grid2,29,65,grid,2,M4-N6,115953.960700,1900606676270744.000000
Cu65_grid2,29,65,grid,2,M5-N6,115290.044485,134570128712396.250000
Cu65_grid2,29,65,grid,2,M5-N7,115429.039092,2024930666912474.000000
Cu65_grid2,29,65,grid,2,N6-O8,53406.161737,602649573791327.125000
Cu65_grid2,29,65,grid,2,N7-O8,53267.167131,22213969580340.515625
Cu65_grid2,29,65,grid,2,N7-O9,53309.701535,623459057227349.250000
Cu65_grid2,29,65,grid,2,O8-P10,28947.678386,235660860746074.437500
Cu65_grid2,29,65,grid,2,O9-P10,28905.143982,5339676661251.515625
Cu65_grid2,29,65,grid,2,O9-P11,28921.518022,240711778691459.843750
Cu65_grid2,29,65,grid,2,P10-Q12,17434.605456,106752669147037.843750
Cu65_grid2,29,65,grid,2,P11-Q12,17418.231416,1638880449910.255127
Cu65_grid2,29,65,grid,2,P11-Q13,17425.587331,108314126299845.734375
Cu65_grid2,29,65,grid,2,Q12-R14,11308.572566,53864098891906.492188
Cu65_grid2,29,65,grid,2,Q13-R14,11301.216651,597557416030.905396
Cu65_grid2,29,65,grid,2,Q13-R15,11304.909911,54436595604777.257812
Zn64_rminus,30,64,rminus,0,K1-L2,1595351.915581,90353486678478160.000000
Zn64_rminus,30,64,rminus,0,K1-L3,1602546.523416,90286998556237840.000000
Zn64_rminus,30,64,rminus,0,L2-M4,360592.283141,9257288146660154.000000
Zn64_rminus,30,64,rminus,0,L3-M4,353397.675306,1808335312055343.500000
Zn64_rminus,30,64,rminus,0,L3-M5,354158.516664,10892146566005846.000000
Zn64_rminus,30,64,rminus,0,M4-N6,124153.425976,2177754650078628.500000
Zn64_rminus,30,64,rminus,0,M5-N6,123392.584619,154098032002358.593750
Zn64_rminus,30,64,rminus,0,M5-N7,123551.828968,2319290379463206.500000
Zn64_rminus,30,64,rminus,0,N6-O8,57167.587400,690364923418325.000000
Zn64_rminus,30,64,rminus,0,N7-O8,57008.343050,25438655308902.328125
Zn64_rminus,30,64,rminus,0,N7-O9,57057.067301,714081811346174.250000
Zn64_rminus,30,64,rminus,0,O8-P10,30983.110036,269931479617784.968750
Zn64_rminus,30,64,rminus,0,O9-P10,30934.385785,6114884410400.999023
Zn64_rminus,30,64,rminus,0,O9-P11,30953.141030,275692378251246.625000
Zn64_rminus,30,64,rminus,0,P10-Q12,18659.377154,122268596874822.140625
Zn64_rminus,30,64,rminus,0,P11-Q12,18640.621909,1876804355502.653320
Zn64_rminus,30,64,rminus,0,P11-Q13,18649.047030,124050496811962.328125
Zn64_rminus,30,64,rminus,0,Q12-R14,12102.525448,61690095662890.515625
Zn64_rminus,30,64,rminus,0,Q13-R14,12094.100326,684302518789.091309
Zn64_rminus,30,64,rminus,0,Q13-R15,12098.330219,62343686323962.781250
Zn64_grid0,30,64,grid,0,K1-L2,1595188.658573,90344654639178256.000000
Zn64_grid0,30,64,grid,0,K1-L3,1602382.785668,90278509837393520.000000
Zn64_grid0,30,64,grid,0,L2-M4,360591.232142,9257267581683348.000000
Zn64_grid0,30,64,grid,0,L3-M4,353397.105047,1808332882147645.750000
Zn64_grid0,30,64,grid,0,L3-M5,354157.945990,10892133902279246.000000
Zn64_grid0,30,64,grid,0,M4-N6,124153.426379,2177754667455971.250000
Zn64_grid0,30,64,grid,0,M5-N6,123392.585436,154098033118107.406250
Zn64_grid0,30,64,grid,0,M5-N7,123551.829788,2319290396375170.500000
Zn64_grid0,30,64,grid,0,N6-O8,57167.587781,690364927639746.125000
Zn64_grid0,30,64,grid,0,N7-O8,57008.343429,25438655463697.167969
Zn64_grid0,30,64,grid,0,N7-O9,57057.067680,714081815712449.125000
Zn64_grid0,30,64,grid,0,O8-P10,30983.110221,269931481158595.843750
Zn64_grid0,30,64,grid,0,O9-P10,30934.385970,6114884445183.655273
Zn64_grid0,30,64,grid,0,O9-P11,30953.141215,275692379825254.625000
Zn64_grid0,30,64,grid,0,P10-Q12,18659.377256,122268597466737.609375
Zn64_grid0,30,64,grid,0,P11-Q12,18640.622010,1876804364564.083984
Zn64_grid0,30,64,grid,0,P11-Q13,18649.047132,124050497412448.484375
Zn64_grid0,30,64,grid,0,Q12-R14,12102.525497,61690100363675.039062
Zn64_grid0,30,64,grid,0,Q13-R14,12094.100376,684302520686.954834
Zn64_grid0,30,64,grid,0,Q13-R15,12098.330268,62343686497128.085938
Zn64_grid1,30,64,grid,1,K1-L2,1595221.343940,90346519224527488.000000
Zn64_grid1,30,64,grid,1,K1-L3,1602415.578804,90280304858495424.000000
Zn64_grid1,30,64,grid,1,L2-M4,360591.775687,9257287724871526.000000
Zn64_grid1,30,64,grid,1,L3-M4,353397.540823,1808336860625622.000000
Zn64_grid1,30,64,grid,1,L3-M5,354158.383180,10892153436257800.000000
Zn64_grid1,30,64,grid,1,M4-N6,124153.527503,2177757782437427.500000
Zn64_grid1,30,64,grid,1,M5-N6,123392.685147,154098254695321.375000
Zn64_grid1,30,64,grid,1,M5-N7,123551.929754,2319293976932687.500000
Zn64_grid1,30,64,grid,1,N6-O8,57167.628144,690365879245628.500000
Zn64_grid1,30,64,grid,1,N7-O8,57008.383537,25438691380960.238281
Zn64_grid1,30,64,grid,1,N7-O9,57057.107861,714082775332201.250000
Zn64_grid1,30,64,grid,1,O8-P10,30983.127889,269931767328119.406250
Zn64_grid1,30,64,grid,1,O9-P10,30934.403566,6114890687815.308594
Zn64_grid1,30,64,grid,1,O9-P11,30953.158843,275692697716348.062500
Zn64_grid1,30,64,grid,1,P10-Q12,18659.385259,122268697621964.265625
Zn64_grid1,30,64,grid,1,P11-Q12,18640.629981,1876805552916.913818
Zn64_grid1,30,64,grid,1,P11-Q13,18649.055120,124050598862044.703125
Zn64_grid1,30,64,grid,1,Q12-R14,12102.529052,61690127179876.335938
Zn64_grid1,30,64,grid,1,Q13-R14,12094.103913,684302821865.449219
Zn64_grid1,30,64,grid,1,Q13-R15,12098.333818,62343713503652.703125
Zn64_grid2,30,64,grid,2,K1-L2,1595229.276081,90346992213305744.000000
Zn64_grid2,30,64,grid,2,K1-L3,1602423.538638,90280748914412208.000000
Zn64_grid2,30,64,grid,2,L2-M4,360591.947074,9257293707536860.000000
Zn64_grid2,30,64,grid,2,L3-M4,353397.684518,1808338077176489.500000
Zn64_grid2,30,64,grid,2,L3-M5,354158.527350,10892160699308644.000000
Zn64_grid2,30,64,grid,2,M4-N6,124153.562962,2177759119590911.750000
Zn64_grid2,30,64,grid,2,M5-N6,123392.720130,154098348284425.531250
Zn64_grid2,30,64,grid,2,M5-N7,123551.964819,2319295378930069.500000
Zn64_grid2,30,64,grid,2,N6-O8,57167.642308,690366248491827.375000
Zn64_grid2,30,64,grid,2,N7-O8,57008.397620,25438701684331.320312
Zn64_grid2,30,64,grid,2,N7-O9,57057.121967,714083064061292.875000
Zn64_grid2,30,64,grid,2,O8-P10,30983.134065,269931873712127.906250
Zn64_grid2,30,64,grid,2,O9-P10,30934.409717,6114893102099.788086
Zn64_grid2,30,64,grid,2,O9-P11,30953.165001,275692806139256.093750
Zn64_grid2,30,64,grid,2,P10-Q12,18659.387959,122268735179920.859375
Zn64_grid2,30,64,grid,2,P11-Q12,18640.632676,1876806125530.958252
Zn64_grid2,30,64,grid,2,P11-Q13,18649.057818,124050636621489.109375
Zn64_grid2,30,64,grid,2,Q12-R14,12102.530283,61690136802374.992188
Zn64_grid2,30,64,grid,2,Q13-R14,12094.105140,684302979237.403809
Zn64_grid2,30,64,grid,2,Q13-R15,12098.335047,62343723219739.429688
Zn66_rminus,30,66,rminus,0,K1-L2,1593141.108936,90234032610957840.000000
Zn66_rminus,30,66,rminus,0,K1-L3,1600329.329429,90172344867849312.000000
Zn66_rminus,30,66,rminus,0,L2-M4,360596.832437,9257496939544794.000000
Zn66_rminus,30,66,rminus,0,L3-M4,353408.611944,1808400373890414.000000
Zn66_rminus,30,66,rminus,0,L3-M5,354169.488479,10892542171687678.000000
Zn66_rminus,30,66,rminus,0,M4-N6,124160.110896,2177872455079266.750000
Zn66_rminus,30,66,rminus,0,M5-N6,123399.234361,154106364119161.781250
Zn66_rminus,30,66,rminus,0,M5-N7,123558.487331,2319415891336989.000000
Zn66_rminus,30,66,rminus,0,N6-O8,57170.666962,690402290408806.625000
Zn66_rminus,30,66,rminus,0,N7-O8,57011.413992,25440029688547.234375
Zn66_rminus,30,66,rminus,0,N7-O9,57060.140877,714120447510065.750000
Zn66_rminus,30,66,rminus,0,O8-P10,30984.777916,269946052912197.687500
Zn66_rminus,30,66,rminus,0,O9-P10,30936.051031,6115214359899.056641
Zn66_rminus,30,66,rminus,0,O9-P11,30954.807289,275707276893073.125000
Zn66_rminus,30,66,rminus,0,P10-Q12,18660.380947,122275194673763.406250
Zn66_rminus,30,66,rminus,0,P11-Q12,18641.624689,1876905374006.411621
Zn66_rminus,30,66,rminus,0,P11-Q13,18650.050265,124057182635556.578125
Zn66_rminus,30,66,rminus,0,Q12-R14,12103.175998,61693417281647.312500
Zn66_rminus,30,66,rminus,0,Q13-R14,12094.750422,684339339407.399658
Zn66_rminus,30,66,rminus,0,Q13-R15,12098.980542,62347039714399.476562
Zn66_grid0,30,66,grid,0,K1-L2,1592988.848501,90225782081975264.000000
Zn66_grid0,30,66,grid,0,K1-L3,1600176.618930,90164418242323552.000000
Zn66_grid0,30,66,grid,0,L2-M4,360595.843233,9257478178495942.000000
Zn66_grid0,30,66,grid,0,L3-M4,353408.072803,1808398200719359.750000
Zn66_grid0,30,66,grid,0,L3-M5,354168.948946,10892529297854746.000000
Zn66_grid0,30,66,grid,0,M4-N6,124160.111273,2177872471437748.750000
Zn66_grid0,30,66,grid,0,M5-N6,123399.235130,154106365168921.062500
Zn66_grid0,30,66,grid,0,M5-N7,123558.488103,2319415907249212.000000
Zn66_grid0,30,66,grid,0,N6-O8,57170.667319,690402294342177.875000
Zn66_grid0,30,66,grid,0,N7-O8,57011.414346,25440029832778.660156
Zn66_grid0,30,66,grid,0,N7-O9,57060.141232,714120451579335.500000
Zn66_grid0,30,66,grid,0,O8-P10,30984.778089,269946054348308.468750
Zn66_grid0,30,66,grid,0,O9-P10,30936.051204,6115214392318.365234
Zn66_grid0,30,66,grid,0,O9-P11,30954.807462,275707278359724.812500
Zn66_grid0,30,66,grid,0,P10-Q12,18660.381041,122275195215435.671875
Zn66_grid0,30,66,grid,0,P11-Q12,18641.624783,1876905382298.326904
Zn66_grid0,30,66,grid,0,P11-Q13,18650.050359,124057195001251.453125
Zn66_grid0,30,66,grid,0,Q12-R14,12103.176043,61693417435042.296875
Zn66_grid0,30,66,grid,0,Q13-R14,12094.750467,684339341104.635010
Zn66_grid0,30,66,grid,0,Q13-R15,12098.980587,62347039869615.789062
Zn66_grid1,30,66,grid,1,K1-L2,1593021.339063,90227644143086432.000000
Zn66_grid1,30,66,grid,1,K1-L3,1600209.217077,90166204988604560.000000
Zn66_grid1,30,66,grid,1,L2-M4,360596.387963,9257498316288396.000000
Zn66_grid1,30,66,grid,1,L3-M4,353408.509949,1808402032127468.500000
Zn66_grid1,30,66,grid,1,L3-M5,354169.387507,10892549690861480.000000
Zn66_grid1,30,66,grid,1,M4-N6,124160.212406,2177875586427800.750000
Zn66_grid1,30,66,grid,1,M5-N6,123399.334849,154106604537433.468750
Zn66_grid1,30,66,grid,1,M5-N7,123558.588076,2319419487818822.000000
Zn66_grid1,30,66,grid,1,N6-O8,57170.707684,690403203161636.750000
Zn66_grid1,30,66,grid,1,N7-O8,57011.454458,25440065753653.621094
Zn66_grid1,30,66,grid,1,N7-O9,57060.181416,714121366886953.750000
Zn66_grid1,30,66,grid,1,O8-P10,30984.795758,269946340433975.843750
Zn66_grid1,30,66,grid,1,O9-P10,30936.068800,6115221336577.123047
Zn66_grid1,30,66,grid,1,O9-P11,30954.825091,275707564534500.437500
Zn66_grid1,30,66,grid,1,P10-Q12,18660.389032,122275283609810.375000
Zn66_grid1,30,66,grid,1,P11-Q12,18641.632742,1876906927104.409180
Zn66_grid1,30,66,grid,1,P11-Q13,18650.058335,124057284514912.734375
Zn66_grid1,30,66,grid,1,Q12-R14,12103.179593,61693448828001.335938
Zn66_grid1,30,66,grid,1,Q13-R14,12094.754000,684339693136.279053
Zn66_grid1,30,66,grid,1,Q13-R15,12098.984132,62347071501736.843750
Zn66_grid2,30,66,grid,2,K1-L2,1593029.226380,90228111617485664.000000
Zn66_grid2,30,66,grid,2,K1-L3,1600217.132042,90166649948098608.000000
Zn66_grid2,30,66,grid,2,L2-M4,360596.559631,9257505024481280.000000
Zn66_grid2,30,66,grid,2,L3-M4,353408.653970,1808403394234383.250000
Zn66_grid2,30,66,grid,2,L3-M5,354169.532003,10892557818922726.000000
Zn66_grid2,30,66,grid,2,M4-N6,124160.247861,2177876924592550.750000
Zn66_grid2,30,66,grid,2,M5-N6,123399.369828,154106680407531.906250
Zn66_grid2,30,66,grid,2,M5-N7,123558.623137,2319420890900982.000000
Zn66_grid2,30,66,grid,2,N6-O8,57170.721849,690403528872280.750000
Zn66_grid2,30,66,grid,2,N7-O8,57011.468540,25440077621525.835938
Zn66_grid2,30,66,grid,2,N7-O9,57060.195522,714121699347134.375000
Zn66_grid2,30,66,grid,2,O8-P10,30984.801940,269946447423564.375000
Zn66_grid2,30,66,grid,2,O9-P10,30936.074959,6115223764549.333984
Zn66_grid2,30,66,grid,2,O9-P11,30954.831255,275707673576457.656250
Zn66_grid2,30,66,grid,2,P10-Q12,18660.391761,122275321123763.609375
Zn66_grid2,30,66,grid,2,P11-Q12,18641.635465,1876907319909.469238
Zn66_grid2,30,66,grid,2,P11-Q13,18650.061062,124057322228591.609375
Zn66_grid2,30,66,grid,2,Q12-R14,12103.180806,61693462848805.554688
Zn66_grid2,30,66,grid,2,Q13-R14,12094.755210,684339849057.874878
Zn66_grid2,30,66,grid,2,Q13-R15,12098.985344,62347081085810.578125
Zn67_rminus,30,67,rminus,0,K1-L2,1592888.513842,90220447480270144.000000
Zn67_rminus,30,67,rminus,0,K1-L3,1600076.051664,90159377612568256.000000
Zn67_rminus,30,67,rminus,0,L2-M4,360604.213243,9257699242845786.000000
Zn67_rminus,30,67,rminus,0,L3-M4,353416.675420,1808442995159482.750000
Zn67_rminus,30,67,rminus,0,L3-M5,354177.570857,10892798705850388.000000
Zn67_rminus,30,67,rminus,0,M4-N6,124163.310280,2177928515589955.000000
Zn67_rminus,30,67,rminus,0,M5-N6,123402.414844,154110337298908.562500
Zn67_rminus,30,67,rminus,0,M5-N7,123561.671930,2319476147163720.000000
Zn67_rminus,30,67,rminus,0,N6-O8,57172.139885,690420154938826.250000
Zn67_rminus,30,67,rminus,0,N7-O8,57012.882798,25440685033742.062500
Zn67_rminus,30,67,rminus,0,N7-O9,57061.610941,714138872500415.250000
Zn67_rminus,30,67,rminus,0,O8-P10,30985.575728,269953036800842.468750
Zn67_rminus,30,67,rminus,0,O9-P10,30936.847585,6115372114987.875977
Zn67_rminus,30,67,rminus,0,O9-P11,30955.604327,275714416700214.093750
Zn67_rminus,30,67,rminus,0,P10-Q12,18660.861183,122278344722633.875000
Zn67_rminus,30,67,rminus,0,P11-Q12,18642.104442,1876953775288.475342
Zn67_rminus,30,67,rminus,0,P11-Q13,18650.530235,124060380355419.406250
Zn67_rminus,30,67,rminus,0,Q12-R14,12103.487293,61695004492310.960938
Zn67_rminus,30,67,rminus,0,Q13-R14,12095.061500,684356907590.444092
Zn67_rminus,30,67,rminus,0,Q13-R15,12099.291729,62348639717734.703125
Zn67_grid0,30,67,grid,0,K1-L2,1592594.893647,90204533661166256.000000
Zn67_grid0,30,67,grid,0,K1-L3,1599781.563041,90144074394024896.000000
Zn67_grid0,30,67,grid,0,L2-M4,360602.302875,9257662037067516.000000
Zn67_grid0,30,67,grid,0,L3-M4,353415.633481,1808438754239620.500000
Zn67_grid0,30,67,grid,0,L3-M5,354176.528159,10892773581923714.000000
Zn67_grid0,30,67,grid,0,M4-N6,124163.311010,2177928796143628.000000
Zn67_grid0,30,67,grid,0,M5-N6,123402.416332,154110357120763.968750
Zn67_grid0,30,67,grid,0,M5-N7,123561.673423,2319476177956613.000000
Zn67_grid0,30,67,grid,0,N6-O8,57172.140573,690420162502544.375000
Zn67_grid0,30,67,grid,0,N7-O8,57012.883482,25440685311095.148438
Zn67_grid0,30,67,grid,0,N7-O9,57061.611626,714138880325099.250000
Zn67_grid0,30,67,grid,0,O8-P10,30985.576063,269953039611628.656250
Zn67_grid0,30,67,grid,0,O9-P10,30936.847918,6115372178441.470703
Zn67_grid0,30,67,grid,0,O9-P11,30955.604660,275714419570798.093750
Zn67_grid0,30,67,grid,0,P10-Q12,18660.861370,122278345826599.953125
Zn67_grid0,30,67,grid,0,P11-Q12,18642.104628,1876953792188.139648
Zn67_grid0,30,67,grid,0,P11-Q13,18650.530421,124060393291727.156250
Zn67_grid0,30,67,grid,0,Q12-R14,12103.487385,61695004813069.851562
Zn67_grid0,30,67,grid,0,Q13-R14,12095.061592,684356911140.192871
Zn67_grid0,30,67,grid,0,Q13-R15,12099.291821,62348644619851.148438
Zn67_grid1,30,67,grid,1,K1-L2,1592627.348816,90206390032668384.000000
Zn67_grid1,30,67,grid,1,K1-L3,1599814.125764,90145861925585424.000000
Zn67_grid1,30,67,grid,1,L2-M4,360602.847851,9257682172821746.000000
Zn67_grid1,30,67,grid,1,L3-M4,353416.070903,1808442585230165.750000
Zn67_grid1,30,67,grid,1,L3-M5,354176.966996,10892793972295638.000000
Zn67_grid1,30,67,grid,1,M4-N6,124163.412136,2177931911070674.750000
Zn67_grid1,30,67,grid,1,M5-N6,123402.516043,154110578694573.125000
Zn67_grid1,30,67,grid,1,M5-N7,123561.773389,2319479492506990.500000
Zn67_grid1,30,67,grid,1,N6-O8,57172.180938,690421071323620.625000
Zn67_grid1,30,67,grid,1,N7-O8,57012.923592,25440722820616.781250
Zn67_grid1,30,67,grid,1,N7-O9,57061.651809,714139795633907.000000
Zn67_grid1,30,67,grid,1,O8-P10,30985.593734,269953294775208.031250
Zn67_grid1,30,67,grid,1,O9-P10,30936.865517,6115379123374.489258
Zn67_grid1,30,67,grid,1,O9-P11,30955.622291,275714674144957.187500
Zn67_grid1,30,67,grid,1,P10-Q12,18660.869361,122278445844672.984375
Zn67_grid1,30,67,grid,1,P11-Q12,18642.112587,1876955336699.875000
Zn67_grid1,30,67,grid,1,P11-Q13,18650.538398,124060482786260.484375
Zn67_grid1,30,67,grid,1,Q12-R14,12103.490935,61695036216456.507812
Zn67_grid1,30,67,grid,1,Q13-R14,12095.065124,684357313614.212402
Zn67_grid1,30,67,grid,1,Q13-R15,12099.295366,62348676262815.867188
Zn67_grid2,30,67,grid,2,K1-L2,1592635.227996,90206858900357920.000000
Zn67_grid2,30,67,grid,2,K1-L3,1599822.032585,90146312591876640.000000
Zn67_grid2,30,67,grid,2,L2-M4,360603.019575,9257688880009866.000000
Zn67_grid2,30,67,grid,2,L3-M4,353416.214986,1808443801291108.250000
Zn67_grid2,30,67,grid,2,L3-M5,354177.111555,10892802099125024.000000
Zn67_grid2,30,67,grid,2,M4-N6,124163.447600,2177933249252283.750000
Zn67_grid2,30,67,grid,2,M5-N6,123402.551030,154110672355959.218750
Zn67_grid2,30,67,grid,2,M5-N7,123561.808458,2319480895596723.000000
Zn67_grid2,30,67,grid,2,N6-O8,57172.195093,690421397216335.750000
Zn67_grid2,30,67,grid,2,N7-O8,57012.937665,25440736283741.992188
Zn67_grid2,30,67,grid,2,N7-O9,57061.665905,714140128285250.000000
Zn67_grid2,30,67,grid,2,O8-P10,30985.599928,269953401664201.906250
Zn67_grid2,30,67,grid,2,O9-P10,30936.871688,6115380845560.855469
Zn67_grid2,30,67,grid,2,O9-P11,30955.628468,275714783083706.531250
Zn67_grid2,30,67,grid,2,P10-Q12,18660.872071,122278471577360.437500
Zn67_grid2,30,67,grid,2,P11-Q12,18642.115291,1876955727389.010010
Zn67_grid2,30,67,grid,2,P11-Q13,18650.541104,124060520359675.640625
Zn67_grid2,30,67,grid,2,Q12-R14,12103.492148,61695050319647.320312
Zn67_grid2,30,67,grid,2,Q13-R14,12095.066335,684357420121.889526
Zn67_grid2,30,67,grid,2,Q13-R15,12099.296577,62348685930036.679688
Zn68_rminus,30,68,rminus,0,K1-L2,1591384.633160,90138993132951344.000000
Zn68_rminus,30,68,rminus,0,K1-L3,1598567.780204,90081138971326304.000000
Zn68_rminus,30,68,rminus,0,L2-M4,360603.130836,9257733954669264.000000
Zn68_rminus,30,68,rminus,0,L3-M4,353419.983793,1808466053062282.500000
Zn68_rminus,30,68,rminus,0,L3-M5,354180.894240,10892940080046356.000000
Zn68_rminus,30,68,rminus,0,M4-N6,124166.408254,2177983208573916.500000
Zn68_rminus,30,68,rminus,0,M5-N6,123405.497806,154114230050863.312500
Zn68_rminus,30,68,rminus,0,M5-N7,123564.758894,2319534127949897.500000
Zn68_rminus,30,68,rminus,0,N6-O8,57173.567653,690437406422400.125000
