run,Z,A,kind,level,line,delta_e_eV,w12_per_s
Nd136_grid2,60,136,grid,2,O9-P11,124425.766278,4427904434389178.000000
Nd136_grid2,60,136,grid,2,P10-Q12,75056.279828,1967482450036901.000000
Nd136_grid2,60,136,grid,2,P11-Q12,74753.762705,29995432155540.218750
Nd136_grid2,60,136,grid,2,P11-Q13,74889.398713,1991360997490919.750000
Nd136_grid2,60,136,grid,2,Q12-R14,48614.945909,991267662905265.750000
Nd136_grid2,60,136,grid,2,Q13-R14,48479.309900,10940629623232.773438
Nd136_grid2,60,136,grid,2,Q13-R15,48547.313283,1000231148644322.125000
Nd137_rminus,60,137,rminus,0,K1-L2,4274482.337292,860921710409215744.000000
Nd137_rminus,60,137,rminus,0,K1-L3,4356184.025325,897225778013701248.000000
Nd137_rminus,60,137,rminus,0,L2-M4,1472131.491839,151048054901263200.000000
Nd137_rminus,60,137,rminus,0,L3-M4,1390429.803806,27978222552108928.000000
Nd137_rminus,60,137,rminus,0,L3-M5,1402829.166314,170762713775251104.000000
Nd137_rminus,60,137,rminus,0,M4-N6,508553.467099,35597501006134656.000000
Nd137_rminus,60,137,rminus,0,M5-N6,496154.104591,2448883637051861.500000
Nd137_rminus,60,137,rminus,0,M5-N7,498744.335279,37238182969908576.000000
Nd137_rminus,60,137,rminus,0,N6-O8,231515.976963,11177952099356562.000000
Nd137_rminus,60,137,rminus,0,N7-O8,228925.746275,405577759261143.500000
Nd137_rminus,60,137,rminus,0,N7-O9,229713.971369,11472125752548042.000000
Nd137_rminus,60,137,rminus,0,O8-P10,124912.099745,4353122792580075.000000
Nd137_rminus,60,137,rminus,0,O9-P10,124123.874651,97650916137956.968750
Nd137_rminus,60,137,rminus,0,O9-P11,124426.392959,4427922487503589.000000
Nd137_rminus,60,137,rminus,0,P10-Q12,75056.666200,1967490835594888.000000
Nd137_rminus,60,137,rminus,0,P11-Q12,74754.147893,29995559517593.152344
Nd137_rminus,60,137,rminus,0,P11-Q13,74889.784438,1991369529565232.000000
Nd137_rminus,60,137,rminus,0,Q12-R14,48615.202534,991272173584369.125000
Nd137_rminus,60,137,rminus,0,Q13-R14,48479.565988,10940679452434.611328
Nd137_rminus,60,137,rminus,0,Q13-R15,48547.569641,1000235711186680.375000
Nd137_grid0,60,137,grid,0,K1-L2,4273041.760797,860515182776468736.000000
Nd137_grid0,60,137,grid,0,K1-L3,4354708.929627,896818152750387328.000000
Nd137_grid0,60,137,grid,0,L2-M4,1472040.088568,151040418478503072.000000
Nd137_grid0,60,137,grid,0,L3-M4,1390372.919738,27977222096402240.000000
Nd137_grid0,60,137,grid,0,L3-M5,1402772.005583,170756942076243456.000000
Nd137_grid0,60,137,grid,0,M4-N6,508552.957876,35597474213658816.000000
Nd137_grid0,60,137,grid,0,M5-N6,496153.872032,2448882446910277.000000
Nd137_grid0,60,137,grid,0,M5-N7,498744.102377,37238170861124512.000000
Nd137_grid0,60,137,grid,0,N6-O8,231515.980233,11177952245019538.000000
Nd137_grid0,60,137,grid,0,N7-O8,228925.749888,405577836064145.812500
Nd137_grid0,60,137,grid,0,N7-O9,229713.974959,11472125492813534.000000
Nd137_grid0,60,137,grid,0,O8-P10,124912.101108,4353122893679710.000000
Nd137_grid0,60,137,grid,0,O9-P10,124123.876037,97650915533796.296875
Nd137_grid0,60,137,grid,0,O9-P11,124426.394353,4427922540905834.000000
Nd137_grid0,60,137,grid,0,P10-Q12,75056.666902,1967490849907859.250000
Nd137_grid0,60,137,grid,0,P11-Q12,74754.148586,29995559412148.242188
Nd137_grid0,60,137,grid,0,P11-Q13,74889.785136,1991369549762431.000000
Nd137_grid0,60,137,grid,0,Q12-R14,48615.202931,991272180021812.375000
Nd137_grid0,60,137,grid,0,Q13-R14,48479.566381,10940679436931.769531
Nd137_grid0,60,137,grid,0,Q13-R15,48547.570036,1000235719553354.125000
Nd137_grid1,60,137,grid,1,K1-L2,4273163.948783,860551749849406720.000000
Nd137_grid1,60,137,grid,1,K1-L3,4354834.365393,896854981817889920.000000
Nd137_grid1,60,137,grid,1,L2-M4,1472051.055279,151041512455269888.000000
Nd137_grid1,60,137,grid,1,L3-M4,1390380.638669,27977383622190180.000000
Nd137_grid1,60,137,grid,1,L3-M5,1402779.778676,170757901424254400.000000
Nd137_grid1,60,137,grid,1,M4-N6,508553.474376,35597539116977660.000000
Nd137_grid1,60,137,grid,1,M5-N6,496154.334368,2448887309709766.000000
Nd137_grid1,60,137,grid,1,M5-N7,498744.569272,37238233384009944.000000
Nd137_grid1,60,137,grid,1,N6-O8,231516.174963,11177970066751134.000000
Nd137_grid1,60,137,grid,1,N7-O8,228925.940060,405578485221686.062500
Nd137_grid1,60,137,grid,1,N7-O9,229714.166472,11472143637520004.000000
Nd137_grid1,60,137,grid,1,O8-P10,124912.197947,4353129478655291.000000
Nd137_grid1,60,137,grid,1,O9-P10,124123.971534,97651071824774.140625
Nd137_grid1,60,137,grid,1,O9-P11,124426.490336,4427929172788331.500000
Nd137_grid1,60,137,grid,1,P10-Q12,75056.718760,1967493394945043.750000
Nd137_grid1,60,137,grid,1,P11-Q12,74754.199958,29995601230108.785156
Nd137_grid1,60,137,grid,1,P11-Q13,74889.836730,1991372299879061.500000
Nd137_grid1,60,137,grid,1,Q12-R14,48615.231758,991273352277349.625000
Nd137_grid1,60,137,grid,1,Q13-R14,48479.594986,10940690880751.029297
Nd137_grid1,60,137,grid,1,Q13-R15,48547.598756,1000236827342033.375000
Nd137_grid2,60,137,grid,2,K1-L2,4273193.144795,860560519653891456.000000
Nd137_grid2,60,137,grid,2,K1-L3,4354864.358163,896863941666864768.000000
Nd137_grid2,60,137,grid,2,L2-M4,1472053.945387,151041808771034272.000000
Nd137_grid2,60,137,grid,2,L3-M4,1390382.732019,27977433443732388.000000
Nd137_grid2,60,137,grid,2,L3-M5,1402781.888191,170758162790881600.000000
Nd137_grid2,60,137,grid,2,M4-N6,508553.650807,35597561467976328.000000
Nd137_grid2,60,137,grid,2,M5-N6,496154.494635,2448888862522262.000000
Nd137_grid2,60,137,grid,2,M5-N7,498744.731127,37238256681414736.000000
Nd137_grid2,60,137,grid,2,N6-O8,231516.243268,11177977270244404.000000
Nd137_grid2,60,137,grid,2,N7-O8,228926.006777,405578749106613.562500
Nd137_grid2,60,137,grid,2,N7-O9,229714.233643,11472151040054828.000000
Nd137_grid2,60,137,grid,2,O8-P10,124912.231934,4353131560698175.000000
Nd137_grid2,60,137,grid,2,O9-P10,124124.005067,97651122565416.453125
Nd137_grid2,60,137,grid,2,O9-P11,124426.524030,4427931262407073.500000
Nd137_grid2,60,137,grid,2,P10-Q12,75056.736940,1967494389044869.250000
Nd137_grid2,60,137,grid,2,P11-Q12,74754.217977,29995617295460.906250
Nd137_grid2,60,137,grid,2,P11-Q13,74889.854810,1991373108714091.250000
Nd137_grid2,60,137,grid,2,Q12-R14,48615.241927,991273682642915.375000
Nd137_grid2,60,137,grid,2,Q13-R14,48479.605094,10940695324704.560547
Nd137_grid2,60,137,grid,2,Q13-R15,48547.608890,1000237231322919.125000
Nd138_rminus,60,138,rminus,0,K1-L2,4272109.904693,860250084289243904.000000
Nd138_rminus,60,138,rminus,0,K1-L3,4353754.613542,896552533544407296.000000
Nd138_rminus,60,138,rminus,0,L2-M4,1471988.097767,151036261108701184.000000
Nd138_rminus,60,138,rminus,0,L3-M4,1390343.388918,27976723362049536.000000
Nd138_rminus,60,138,rminus,0,L3-M5,1402742.365015,170754138689890208.000000
Nd138_rminus,60,138,rminus,0,M4-N6,508555.672111,35597673260847192.000000
Nd138_rminus,60,138,rminus,0,M5-N6,496156.696014,2448896957384582.000000
Nd138_rminus,60,138,rminus,0,M5-N7,498746.941728,37238387152108304.000000
Nd138_rminus,60,138,rminus,0,N6-O8,231517.372277,11178019127929626.000000
Nd138_rminus,60,138,rminus,0,N7-O8,228927.126562,405580284665815.500000
Nd138_rminus,60,138,rminus,0,N7-O9,229715.356397,11472194719771180.000000
Nd138_rminus,60,138,rminus,0,O8-P10,124912.851837,4353149245206739.500000
Nd138_rminus,60,138,rminus,0,O9-P10,124124.622003,97651509546364.609375
Nd138_rminus,60,138,rminus,0,O9-P11,124427.142145,4427948958148001.000000
Nd138_rminus,60,138,rminus,0,P10-Q12,75057.117627,1967502630188324.250000
Nd138_rminus,60,138,rminus,0,P11-Q12,74754.597484,29995742377713.347656
Nd138_rminus,60,138,rminus,0,P11-Q13,74890.234852,1991381691614430.500000
Nd138_rminus,60,138,rminus,0,Q12-R14,48615.494884,991278142481965.750000
Nd138_rminus,60,138,rminus,0,Q13-R14,48479.857516,10940744567166.552734
Nd138_rminus,60,138,rminus,0,Q13-R15,48547.861581,1000241745469799.125000
Nd138_grid0,60,138,grid,0,K1-L2,4270670.508147,859843758471332736.000000
Nd138_grid0,60,138,grid,0,K1-L3,4352280.714376,896145194367182080.000000
Nd138_grid0,60,138,grid,0,L2-M4,1471896.636588,151028622869606656.000000
Nd138_grid0,60,138,grid,0,L3-M4,1390286.430359,27975722859789276.000000
Nd138_grid0,60,138,grid,0,L3-M5,1402685.129265,170748366558634144.000000
Nd138_grid0,60,138,grid,0,M4-N6,508555.161528,35597646481491264.000000
Nd138_grid0,60,138,grid,0,M5-N6,496156.462623,2448895769619311.000000
Nd138_grid0,60,138,grid,0,M5-N7,498746.707993,37238370864662648.000000
Nd138_grid0,60,138,grid,0,N6-O8,231517.375502,11178020604409676.000000
Nd138_grid0,60,138,grid,0,N7-O8,228927.130131,405580280691496.812500
Nd138_grid0,60,138,grid,0,N7-O9,229715.359993,11472194909905184.000000
Nd138_grid0,60,138,grid,0,O8-P10,124912.853271,4353149279998625.500000
Nd138_grid0,60,138,grid,0,O9-P10,124124.623409,97651509014425.781250
Nd138_grid0,60,138,grid,0,O9-P11,124427.143561,4427949012874369.500000
Nd138_grid0,60,138,grid,0,P10-Q12,75057.118349,1967502645131506.750000
Nd138_grid0,60,138,grid,0,P11-Q12,74754.598197,29995742290251.667969
Nd138_grid0,60,138,grid,0,P11-Q13,74890.235570,1991381712299016.250000
Nd138_grid0,60,138,grid,0,Q12-R14,48615.495317,991278150562026.000000
Nd138_grid0,60,138,grid,0,Q13-R14,48479.857945,10940745376130.785156
Nd138_grid0,60,138,grid,0,Q13-R15,48547.862012,1000241755452751.750000
Nd138_grid1,60,138,grid,1,K1-L2,4270792.481739,859880280426542336.000000
Nd138_grid1,60,138,grid,1,K1-L3,4352405.931350,896181957255318272.000000
Nd138_grid1,60,138,grid,1,L2-M4,1471907.603140,151029709399732928.000000
Nd138_grid1,60,138,grid,1,L3-M4,1390294.153529,27975890120527812.000000
Nd138_grid1,60,138,grid,1,L3-M5,1402692.906697,170749303399907392.000000
Nd138_grid1,60,138,grid,1,M4-N6,508555.678265,35597714716592064.000000
Nd138_grid1,60,138,grid,1,M5-N6,496156.925097,2448900626627670.500000
Nd138_grid1,60,138,grid,1,M5-N7,498747.175027,37238437593859840.000000
Nd138_grid1,60,138,grid,1,N6-O8,231517.570234,11178038422387228.000000
Nd138_grid1,60,138,grid,1,N7-O8,228927.320303,405580929825932.687500
Nd138_grid1,60,138,grid,1,N7-O9,229715.551506,11472214461819122.000000
Nd138_grid1,60,138,grid,1,O8-P10,124912.950105,4353155865058165.000000
Nd138_grid1,60,138,grid,1,O9-P10,124124.718903,97651653912192.234375
Nd138_grid1,60,138,grid,1,O9-P11,124427.239540,4427955646705031.500000
Nd138_grid1,60,138,grid,1,P10-Q12,75057.170209,1967505375646701.750000
Nd138_grid1,60,138,grid,1,P11-Q12,74754.649571,29995782914572.144531
Nd138_grid1,60,138,grid,1,P11-Q13,74890.287166,1991384259156797.000000
Nd138_grid1,60,138,grid,1,Q12-R14,48615.524133,991279322822363.875000
Nd138_grid1,60,138,grid,1,Q13-R14,48479.886539,10940756820108.699219
Nd138_grid1,60,138,grid,1,Q13-R15,48547.890716,1000242862271407.375000
Nd138_grid2,60,138,grid,2,K1-L2,4270821.630277,859889122323746816.000000
Nd138_grid2,60,138,grid,2,K1-L3,4352435.875700,896190930634622592.000000
Nd138_grid2,60,138,grid,2,L2-M4,1471910.493352,151030003812178816.000000
Nd138_grid2,60,138,grid,2,L3-M4,1390296.247929,27975935903834444.000000
Nd138_grid2,60,138,grid,2,L3-M5,1402695.017302,170749582839898048.000000
Nd138_grid2,60,138,grid,2,M4-N6,508555.854741,35597732838658052.000000
Nd138_grid2,60,138,grid,2,M5-N6,496157.085367,2448901899140140.000000
Nd138_grid2,60,138,grid,2,M5-N7,498747.336865,37238460899733424.000000
Nd138_grid2,60,138,grid,2,N6-O8,231517.638570,11178044321164202.000000
Nd138_grid2,60,138,grid,2,N7-O8,228927.387072,405581214209492.500000
Nd138_grid2,60,138,grid,2,N7-O9,229715.618728,11472220330735418.000000
Nd138_grid2,60,138,grid,2,O8-P10,124912.984036,4353157951428383.500000
Nd138_grid2,60,138,grid,2,O9-P10,124124.752380,97651704660277.437500
Nd138_grid2,60,138,grid,2,O9-P11,124427.273179,4427958244658304.000000
Nd138_grid2,60,138,grid,2,P10-Q12,75057.188470,1967506369025588.500000
Nd138_grid2,60,138,grid,2,P11-Q12,74754.667672,29995798127962.316406
Nd138_grid2,60,138,grid,2,P11-Q13,74890.305327,1991385074736901.250000
Nd138_grid2,60,138,grid,2,Q12-R14,48615.534221,991279723501318.875000
Nd138_grid2,60,138,grid,2,Q13-R14,48479.896565,10940761459424.119141
Nd138_grid2,60,138,grid,2,Q13-R15,48547.900772,1000243262474148.000000
Nd139_rminus,60,139,rminus,0,K1-L2,4274667.865545,860970058604317696.000000
Nd139_rminus,60,139,rminus,0,K1-L3,4356373.746605,897274532039704576.000000
Nd139_rminus,60,139,rminus,0,L2-M4,1472157.532214,151050571292146560.000000
Nd139_rminus,60,139,rminus,0,L3-M4,1390451.651154,27978647461246480.000000
Nd139_rminus,60,139,rminus,0,L3-M5,1402851.187607,170765282731774208.000000
Nd139_rminus,60,139,rminus,0,M4-N6,508559.585259,35597931490253176.000000
Nd139_rminus,60,139,rminus,0,M5-N6,496160.048806,2448913187333315.500000
Nd139_rminus,60,139,rminus,0,M5-N7,498750.310535,37238629835778712.000000
Nd139_rminus,60,139,rminus,0,N6-O8,231518.740086,11178086373597492.000000
Nd139_rminus,60,139,rminus,0,N7-O8,228928.478357,405582611257200.875000
Nd139_rminus,60,139,rminus,0,N7-O9,229716.712882,11472263211797088.000000
Nd139_rminus,60,139,rminus,0,O8-P10,124913.590237,4353174461344276.500000
Nd139_rminus,60,139,rminus,0,O9-P10,124125.355711,97652082607236.500000
Nd139_rminus,60,139,rminus,0,O9-P11,124427.877635,4427975246186610.500000
Nd139_rminus,60,139,rminus,0,P10-Q12,75057.561444,1967514375354716.000000
Nd139_rminus,60,139,rminus,0,P11-Q12,74755.039520,29995922736898.828125
Nd139_rminus,60,139,rminus,0,P11-Q13,74890.677686,1991393407201909.500000
Nd139_rminus,60,139,rminus,0,Q12-R14,48615.782312,991284084066366.375000
Nd139_rminus,60,139,rminus,0,Q13-R14,48480.144145,10940809678674.363281
Nd139_rminus,60,139,rminus,0,Q13-R15,48548.148610,1000247672710014.250000
Nd139_grid0,60,139,grid,0,K1-L2,4273282.585253,860579005567714048.000000
Nd139_grid0,60,139,grid,0,K1-L3,4354955.272899,896882525136180480.000000
Nd139_grid0,60,139,grid,0,L2-M4,1472069.646217,151043229634154976.000000
Nd139_grid0,60,139,grid,0,L3-M4,1390396.958570,27977687270138996.000000
Nd139_grid0,60,139,grid,0,L3-M5,1402796.229031,170759741821455744.000000
Nd139_grid0,60,139,grid,0,M4-N6,508559.095742,35597904363688368.000000
Nd139_grid0,60,139,grid,0,M5-N6,496159.825282,2448912271120305.000000
Nd139_grid0,60,139,grid,0,M5-N7,498750.086681,37238617551563520.000000
Nd139_grid0,60,139,grid,0,N6-O8,231518.743270,11178086514430612.000000
Nd139_grid0,60,139,grid,0,N7-O8,228928.481870,405582688284991.250000
Nd139_grid0,60,139,grid,0,N7-O9,229716.716372,11472262943519646.000000
Nd139_grid0,60,139,grid,0,O8-P10,124913.591512,4353175054804935.500000
Nd139_grid0,60,139,grid,0,O9-P10,124125.357011,97652082020198.890625
Nd139_grid0,60,139,grid,0,O9-P11,124427.878944,4427975800803477.500000
Nd139_grid0,60,139,grid,0,P10-Q12,75057.562149,1967514390165885.750000
Nd139_grid0,60,139,grid,0,P11-Q12,74755.040216,29995922650720.523438
Nd139_grid0,60,139,grid,0,P11-Q13,74890.678387,1991393427684172.250000
Nd139_grid0,60,139,grid,0,Q12-R14,48615.782691,991284089701795.375000
Nd139_grid0,60,139,grid,0,Q13-R14,48480.144520,10940809657525.380859
Nd139_grid0,60,139,grid,0,Q13-R15,48548.148987,1000247680199782.000000
Nd139_grid1,60,139,grid,1,K1-L2,4273404.794551,860615482345737472.000000
Nd139_grid1,60,139,grid,1,K1-L3,4355080.730426,896919355481100544.000000
Nd139_grid1,60,139,grid,1,L2-M4,1472080.613161,151044312136264672.000000
Nd139_grid1,60,139,grid,1,L3-M4,1390404.677287,27977851100779172.000000
Nd139_grid1,60,139,grid,1,L3-M5,1402804.001907,170760687809050496.000000
Nd139_grid1,60,139,grid,1,M4-N6,508559.612256,35597973216491344.000000
Nd139_grid1,60,139,grid,1,M5-N6,496160.287636,2448916569760846.000000
Nd139_grid1,60,139,grid,1,M5-N7,498750.553594,37238684258179648.000000
Nd139_grid1,60,139,grid,1,N6-O8,231518.938030,11178104337206070.000000
Nd139_grid1,60,139,grid,1,N7-O8,228928.672072,405583337470602.250000
Nd139_grid1,60,139,grid,1,N7-O9,229716.907915,11472282497307126.000000
Nd139_grid1,60,139,grid,1,O8-P10,124913.688357,4353181639866150.000000
Nd139_grid1,60,139,grid,1,O9-P10,124125.452514,97652238326721.281250
Nd139_grid1,60,139,grid,1,O9-P11,124427.974932,4427981929256921.000000
Nd139_grid1,60,139,grid,1,P10-Q12,75057.614007,1967516935163889.250000
Nd139_grid1,60,139,grid,1,P11-Q12,74755.091589,29995958746637.707031
Nd139_grid1,60,139,grid,1,P11-Q13,74890.729982,1991395989342350.000000
Nd139_grid1,60,139,grid,1,Q12-R14,48615.811516,991285117264982.375000
Nd139_grid1,60,139,grid,1,Q13-R14,48480.173123,10940821905524.736328
Nd139_grid1,60,139,grid,1,Q13-R15,48548.177705,1000248788005236.500000
Nd139_grid2,60,139,grid,2,K1-L2,4273433.997007,860624436295384192.000000
Nd139_grid2,60,139,grid,2,K1-L3,4355110.729784,896928315774130944.000000
Nd139_grid2,60,139,grid,2,L2-M4,1472083.503461,151044619887742496.000000
Nd139_grid2,60,139,grid,2,L3-M4,1390406.770684,27977898616518048.000000
Nd139_grid2,60,139,grid,2,L3-M5,1402806.111469,170760962506870304.000000
Nd139_grid2,60,139,grid,2,M4-N6,508559.788660,35597995583351032.000000
Nd139_grid2,60,139,grid,2,M5-N6,496160.447875,2448918123620413.500000
Nd139_grid2,60,139,grid,2,M5-N7,498750.715423,37238703392294216.000000
Nd139_grid2,60,139,grid,2,N6-O8,231519.006335,11178110847440810.000000
Nd139_grid2,60,139,grid,2,N7-O8,228928.738787,405583600976822.625000
Nd139_grid2,60,139,grid,2,N7-O9,229716.975083,11472287775893056.000000
Nd139_grid2,60,139,grid,2,O8-P10,124913.722350,4353183728854164.500000
Nd139_grid2,60,139,grid,2,O9-P10,124125.486054,97652285394370.406250
Nd139_grid2,60,139,grid,2,O9-P11,124428.008634,4427984053551993.500000
Nd139_grid2,60,139,grid,2,P10-Q12,75057.632212,1967517738189244.250000
Nd139_grid2,60,139,grid,2,P11-Q12,74755.109632,29995974735341.382812
Nd139_grid2,60,139,grid,2,P11-Q13,74890.748090,1991396982567050.250000
Nd139_grid2,60,139,grid,2,Q12-R14,48615.821606,991285590961805.375000
Nd139_grid2,60,139,grid,2,Q13-R14,48480.183148,10940825548905.478516
Nd139_grid2,60,139,grid,2,Q13-R15,48548.187757,1000249119240278.375000
Nd140_rminus,60,140,rminus,0,K1-L2,4273347.391441,860595237121038848.000000
Nd140_rminus,60,140,rminus,0,K1-L3,4355021.508765,896899069383513344.000000
Nd140_rminus,60,140,rminus,0,L2-M4,1472080.734981,151044328291881056.000000
Nd140_rminus,60,140,rminus,0,L3-M4,1390406.617657,27977878426615500.000000
Nd140_rminus,60,140,rminus,0,L3-M5,1402805.968183,170760903148281568.000000
Nd140_rminus,60,140,rminus,0,M4-N6,508562.076940,35598115780565240.000000
Nd140_rminus,60,140,rminus,0,M5-N6,496162.726414,2448926346209045.000000
Nd140_rminus,60,140,rminus,0,M5-N7,498753.002980,37238838903208456.000000
Nd140_rminus,60,140,rminus,0,N6-O8,231520.093901,11178151925340544.000000
Nd140_rminus,60,140,rminus,0,N7-O8,228929.817335,405585063407931.625000
Nd140_rminus,60,140,rminus,0,N7-O9,229718.056446,11472330593632626.000000
Nd140_rminus,60,140,rminus,0,O8-P10,124914.320014,4353200399119135.500000
Nd140_rminus,60,140,rminus,0,O9-P10,124126.080903,97652654176722.046875
Nd140_rminus,60,140,rminus,0,O9-P11,124428.604604,4428001176574281.000000
Nd140_rminus,60,140,rminus,0,P10-Q12,75057.999804,1967525971239945.250000
Nd140_rminus,60,140,rminus,0,P11-Q12,74755.476103,29996094218740.632812
Nd140_rminus,60,140,rminus,0,P11-Q13,74891.115066,1991404986587450.000000
Nd140_rminus,60,140,rminus,0,Q12-R14,48616.065990,991289826629574.875000
Nd140_rminus,60,140,rminus,0,Q13-R14,48480.427026,10940873957173.222656
Nd140_rminus,60,140,rminus,0,Q13-R15,48548.431890,1000253550072136.375000
Nd140_grid0,60,140,grid,0,K1-L2,4271907.367961,860188821703091712.000000
Nd140_grid0,60,140,grid,0,K1-L3,4353546.973431,896491615297818624.000000
Nd140_grid0,60,140,grid,0,L2-M4,1471989.299948,151036702776256032.000000
Nd140_grid0,60,140,grid,0,L3-M4,1390349.694478,27976875706028296.000000
Nd140_grid0,60,140,grid,0,L3-M5,1402748.767957,170755144625374944.000000
Nd140_grid0,60,140,grid,0,M4-N6,508561.566957,35598086301227152.000000
Nd140_grid0,60,140,grid,0,M5-N6,496162.493478,2448925722199742.500000
Nd140_grid0,60,140,grid,0,M5-N7,498752.769701,37238822608942152.000000
Nd140_grid0,60,140,grid,0,N6-O8,231520.097115,11178152036653494.000000
Nd140_grid0,60,140,grid,0,N7-O8,228929.820892,405585109967832.812500
Nd140_grid0,60,140,grid,0,N7-O9,229718.060030,11472330784893828.000000
Nd140_grid0,60,140,grid,0,O8-P10,124914.321427,4353200925267171.000000
Nd140_grid0,60,140,grid,0,O9-P10,124126.082289,97652664801036.203125
Nd140_grid0,60,140,grid,0,O9-P11,124428.605999,4428001229103249.500000
Nd140_grid0,60,140,grid,0,P10-Q12,75058.000496,1967525985924858.000000
Nd140_grid0,60,140,grid,0,P11-Q12,74755.476786,29996094123248.515625
Nd140_grid0,60,140,grid,0,P11-Q13,74891.115753,1991405007091578.250000
Nd140_grid0,60,140,grid,0,Q12-R14,48616.066411,991289833857885.625000
Nd140_grid0,60,140,grid,0,Q13-R14,48480.427444,10940873951565.330078
Nd140_grid0,60,140,grid,0,Q13-R15,48548.432310,1000253559211862.750000
Nd140_grid1,60,140,grid,1,K1-L2,4272029.452861,860225290309520768.000000
Nd140_grid1,60,140,grid,1,K1-L3,4353672.303983,896528353116060288.000000
Nd140_grid1,60,140,grid,1,L2-M4,1472000.266809,151037777719363392.000000
Nd140_grid1,60,140,grid,1,L3-M4,1390357.415687,27977045290545660.000000
Nd140_grid1,60,140,grid,1,L3-M5,1402756.543405,170756081302406144.000000
Nd140_grid1,60,140,grid,1,M4-N6,508562.083612,35598154541255472.000000
Nd140_grid1,60,140,grid,1,M5-N6,496162.955893,2448930017380797.500000
Nd140_grid1,60,140,grid,1,M5-N7,498753.236676,37238885150424768.000000
Nd140_grid1,60,140,grid,1,N6-O8,231520.291877,11178169857563904.000000
Nd140_grid1,60,140,grid,1,N7-O8,228930.011095,405585759151975.187500
Nd140_grid1,60,140,grid,1,N7-O9,229718.251574,11472348930234182.000000
Nd140_grid1,60,140,grid,1,O8-P10,124914.418272,4353207016715872.500000
Nd140_grid1,60,140,grid,1,O9-P10,124126.177792,97652809785231.406250
Nd140_grid1,60,140,grid,1,O9-P11,124428.701988,4428008365318675.000000
Nd140_grid1,60,140,grid,1,P10-Q12,75058.052358,1967528530802244.500000
Nd140_grid1,60,140,grid,1,P11-Q12,74755.528162,29996135941035.769531
Nd140_grid1,60,140,grid,1,P11-Q13,74891.167352,1991407568766438.500000
Nd140_grid1,60,140,grid,1,Q12-R14,48616.095229,991290933116840.375000
Nd140_grid1,60,140,grid,1,Q13-R14,48480.456039,10940886192451.765625
Nd140_grid1,60,140,grid,1,Q13-R15,48548.461020,1000254666346403.500000
Nd140_grid2,60,140,grid,2,K1-L2,4272058.625841,860234149870528384.000000
Nd140_grid2,60,140,grid,2,K1-L3,4353702.273272,896537225557565056.000000
Nd140_grid2,60,140,grid,2,L2-M4,1472003.156943,151038072070636640.000000
Nd140_grid2,60,140,grid,2,L3-M4,1390359.509512,27977091066995108.000000
Nd140_grid2,60,140,grid,2,L3-M5,1402758.653429,170756360698795424.000000
Nd140_grid2,60,140,grid,2,M4-N6,508562.260083,35598172643854896.000000
Nd140_grid2,60,140,grid,2,M5-N6,496163.116167,2448931571028293.000000
Nd140_grid2,60,140,grid,2,M5-N7,498753.398538,37238908460651176.000000
Nd140_grid2,60,140,grid,2,N6-O8,231520.360162,11178177054196238.000000
Nd140_grid2,60,140,grid,2,N7-O8,228930.077790,405585946871402.437500
Nd140_grid2,60,140,grid,2,N7-O9,229718.318723,11472356325718634.000000
Nd140_grid2,60,140,grid,2,O8-P10,124914.452290,4353209103624791.500000
Nd140_grid2,60,140,grid,2,O9-P10,124126.211357,97652860588186.703125
Nd140_grid2,60,140,grid,2,O9-P11,124428.735715,4428010460226944.000000
Nd140_grid2,60,140,grid,2,P10-Q12,75058.070532,1967529335524664.000000
Nd140_grid2,60,140,grid,2,P11-Q12,74755.546175,29996151942982.835938
Nd140_grid2,60,140,grid,2,P11-Q13,74891.185425,1991408562592668.250000
Nd140_grid2,60,140,grid,2,Q12-R14,48616.105359,991291337527830.750000
Nd140_grid2,60,140,grid,2,Q13-R14,48480.466109,10940890655330.265625
Nd140_grid2,60,140,grid,2,Q13-R15,48548.471117,1000255072078593.625000
Nd141_rminus,60,141,rminus,0,K1-L2,4275795.303287,861284239633435392.000000
Nd141_rminus,60,141,rminus,0,K1-L3,4357527.949851,897589777723555968.000000
Nd141_rminus,60,141,rminus,0,L2-M4,1472242.879674,151058024104634816.000000
Nd141_rminus,60,141,rminus,0,L3-M4,1390510.233110,27979722003331472.000000
Nd141_rminus,60,141,rminus,0,L3-M5,1402910.120198,170771583928484128.000000
Nd141_rminus,60,141,rminus,0,M4-N6,508565.864964,35598364042238720.000000
Nd141_rminus,60,141,rminus,0,M5-N6,496165.977876,2448942031643964.500000
Nd141_rminus,60,141,rminus,0,M5-N7,498756.269996,37239073474161896.000000
Nd141_rminus,60,141,rminus,0,N6-O8,231521.423263,11178215753830648.000000
Nd141_rminus,60,141,rminus,0,N7-O8,228931.131144,405587338669310.125000
Nd141_rminus,60,141,rminus,0,N7-O9,229719.374816,11472395565311024.000000
Nd141_rminus,60,141,rminus,0,O8-P10,124915.037709,4353225116829034.500000
Nd141_rminus,60,141,rminus,0,O9-P10,124126.794036,97653215962262.734375
Nd141_rminus,60,141,rminus,0,O9-P11,124429.319469,4428026957063055.000000
Nd141_rminus,60,141,rminus,0,P10-Q12,75058.431056,1967537156708819.000000
Nd141_rminus,60,141,rminus,0,P11-Q12,74755.905623,29996268835312.800781
Nd141_rminus,60,141,rminus,0,P11-Q13,74891.545362,1991416511501784.750000
