Z,A,symbol,rms_fm,sigma_rms_fm,radius_fm,fermi_t_fm,most_abundant,iaea_rms_fm,source
49,121,In,4.6505,0.0047,6.003769683845864,2.3,115,4.6505,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,122,In,4.6534,0.0051,6.007513567747198,2.3,115,4.6534,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,123,In,4.6594,0.0056,6.015259534439612,2.3,115,4.6594,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,124,In,4.6625,0.0060,6.019261617230693,2.3,115,4.6625,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,125,In,4.667,0.0064,6.025071092250005,2.3,115,4.6670,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,126,In,4.6702,0.0068,6.02920227448596,2.3,115,4.6702,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,127,In,4.6733,0.0071,6.03320435727704,2.3,115,4.6733,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,108,Sn,4.5605,0.0029,5.887580183459642,2.3,120,4.5605,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,109,Sn,4.5679,0.0027,5.897133542380287,2.3,120,4.5679,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,110,Sn,4.5785,0.0025,5.910818083536886,2.3,120,4.5785,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,111,Sn,4.5836,0.0024,5.917402155225438,2.3,120,4.5836,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,112,Sn,4.5948,0.0022,5.93186129305128,2.3,120,4.5948,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,113,Sn,4.6015,0.0021,5.940510955857809,2.3,120,4.6015,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,114,Sn,4.6099,0.0020,5.95135530922719,2.3,120,4.6099,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,115,Sn,4.6148,0.0019,5.957681182025995,2.3,120,4.6148,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,116,Sn,4.625,0.0019,5.970849325403101,2.3,120,4.6250,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,117,Sn,4.6302,0.0019,5.977562496536527,2.3,120,4.6302,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,118,Sn,4.6393,0.0019,5.9893105460200236,2.3,120,4.6393,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,119,Sn,4.6438,0.0020,5.995120021039334,2.3,120,4.6438,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,120,Sn,4.6519,0.0021,6.005577076074094,2.3,120,4.6519,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,121,Sn,4.6566,0.0021,6.0116447499831525,2.3,120,4.6566,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,122,Sn,4.6634,0.0022,6.020423512234556,2.3,120,4.6634,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,123,Sn,4.6665,0.0023,6.024425595025637,2.3,120,4.6665,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,124,Sn,4.6735,0.0023,6.033462556166787,2.3,120,4.6735,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,125,Sn,4.6765,0.0026,6.037335539512995,2.3,120,4.6765,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,126,Sn,4.6833,0.0043,6.046114301764399,2.3,120,4.6833,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,127,Sn,4.6867,0.0048,6.0505036828901,2.3,120,4.6867,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,128,Sn,4.6921,0.0054,6.057475052913273,2.3,120,4.6921,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,129,Sn,4.6934,0.0058,6.05915334569663,2.3,120,4.6934,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,130,Sn,4.7019,0.0066,6.070126798510884,2.3,120,4.7019,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,131,Sn,4.7078,0.0073,6.077743665758425,2.3,120,4.7078,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
50,132,Sn,4.7093,0.0076,6.079680157431529,2.3,120,4.7093,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
51,121,Sb,4.6802,0.0026,6.042112218973317,2.3,121,4.6802,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
51,123,Sb,4.6879,0.0025,6.052052876228583,2.3,121,4.6879,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,116,Te,4.6847,0.0128,6.047921693992629,2.3,130,4.6847,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,118,Te,4.6956,0.0105,6.061993533483848,2.3,130,4.6956,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,120,Te,4.7038,0.0088,6.072579687963483,2.3,130,4.7038,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,122,Te,4.7095,0.0031,6.079938356321277,2.3,130,4.7095,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,123,Te,4.7117,0.0035,6.082778544108495,2.3,130,4.7117,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,124,Te,4.7183,0.0029,6.091299107470152,2.3,130,4.7183,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,125,Te,4.7204,0.0030,6.094010195812497,2.3,130,4.7204,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,126,Te,4.7266,0.0032,6.10201436139466,2.3,130,4.7266,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,128,Te,4.7346,0.0029,6.112342316984545,2.3,130,4.7346,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,130,Te,4.7423,0.0025,6.122282974239811,2.3,130,4.7423,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,132,Te,4.75,0.0031,6.132223631495076,2.3,130,4.7500,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,134,Te,4.7569,0.0041,6.141131493191353,2.3,130,4.7569,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
52,136,Te,4.7815,0.0089,6.172889956630255,2.3,130,4.7815,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
53,127,I,4.75,0.0081,6.132223631495076,2.3,127,4.7500,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,116,Xe,4.7211,0.0096,6.094913891926612,2.3,132,4.7211,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,118,Xe,4.7387,0.0070,6.1176353942243615,2.3,132,4.7387,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,120,Xe,4.7509,0.0063,6.133385526498938,2.3,132,4.7509,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,122,Xe,4.759,0.0059,6.1438425815337,2.3,132,4.7590,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,124,Xe,4.7661,0.0055,6.1530086421197225,2.3,132,4.7661,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,126,Xe,4.7722,0.0052,6.160883708257011,2.3,132,4.7722,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,127,Xe,4.7747,0.0038,6.164111194378851,2.3,132,4.7747,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,128,Xe,4.7774,0.0050,6.167596879390437,2.3,132,4.7774,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,129,Xe,4.7775,0.0050,6.167725978835311,2.3,132,4.7775,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,130,Xe,4.7818,0.0049,6.173277254964875,2.3,132,4.7818,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,131,Xe,4.7808,0.0049,6.17198626051614,2.3,132,4.7808,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,132,Xe,4.7859,0.0048,6.178570332204692,2.3,132,4.7859,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,133,Xe,4.7831,0.0048,6.174955547748232,2.3,132,4.7831,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,134,Xe,4.7899,0.0047,6.183734309999636,2.3,132,4.7899,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,136,Xe,4.7964,0.0047,6.192125773916418,2.3,132,4.7964,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,137,Xe,4.8094,0.0049,6.2089087017499835,2.3,132,4.8094,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,138,Xe,4.8279,0.0079,6.232792099051595,2.3,132,4.8279,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,139,Xe,4.8409,0.0100,6.249575026885162,2.3,132,4.8409,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,140,Xe,4.8566,0.0125,6.269843639730314,2.3,132,4.8566,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,141,Xe,4.8694,0.0147,6.286368368674132,2.3,132,4.8694,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,142,Xe,4.8841,0.0169,6.305345987070548,2.3,132,4.8841,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,143,Xe,4.8942,0.0187,6.318385031002779,2.3,132,4.8942,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,144,Xe,4.9082,0.0208,6.336458953285081,2.3,132,4.9082,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
54,146,Xe,4.9315,0.0245,6.366539123940625,2.3,132,4.9315,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,118,Cs,4.7832,0.0092,6.175084647193105,2.3,133,4.7832,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,119,Cs,4.7896,0.0089,6.183347011665014,2.3,133,4.7896,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,120,Cs,4.7915,0.0075,6.185799901117613,2.3,133,4.7915,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,121,Cs,4.7769,0.0078,6.16695138216607,2.3,133,4.7769,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,122,Cs,4.7773,0.0070,6.167467779945564,2.3,133,4.7773,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,123,Cs,4.782,0.0070,6.1735354538546225,2.3,133,4.7820,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,124,Cs,4.7828,0.0062,6.174568249413611,2.3,133,4.7828,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,125,Cs,4.788,0.0062,6.181281420547037,2.3,133,4.7880,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,126,Cs,4.7872,0.0056,6.180248624988049,2.3,133,4.7872,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,127,Cs,4.7936,0.0055,6.1885109894599575,2.3,133,4.7936,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,128,Cs,4.7921,0.0052,6.186574497786854,2.3,133,4.7921,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,129,Cs,4.7981,0.0050,6.194320464479269,2.3,133,4.7981,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,130,Cs,4.7992,0.0049,6.195740558372878,2.3,133,4.7992,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,131,Cs,4.8026,0.0047,6.20012993949858,2.3,133,4.8026,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,132,Cs,4.8002,0.0046,6.197031552821614,2.3,133,4.8002,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,133,Cs,4.8041,0.0046,6.2020664311716835,2.3,133,4.8041,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,134,Cs,4.8031,0.0046,6.200775436722948,2.3,133,4.8031,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,135,Cs,4.8067,0.0047,6.205423016738397,2.3,133,4.8067,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,136,Cs,4.8059,0.0052,6.204390221179408,2.3,133,4.8059,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,137,Cs,4.8128,0.0050,6.213298082875686,2.3,133,4.8128,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,138,Cs,4.8255,0.0050,6.22969371237463,2.3,133,4.8255,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,139,Cs,4.8422,0.0069,6.251253319668518,2.3,133,4.8422,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,140,Cs,4.8554,0.0088,6.268294446391831,2.3,133,4.8554,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,141,Cs,4.8689,0.0108,6.285722871449764,2.3,133,4.8689,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,142,Cs,4.8825,0.0132,6.303280395952571,2.3,133,4.8825,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,143,Cs,4.8965,0.0151,6.321354318234872,2.3,133,4.8965,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,144,Cs,4.9055,0.0161,6.332973268273494,2.3,133,4.9055,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,145,Cs,4.9188,0.0191,6.350143494441681,2.3,133,4.9188,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
55,146,Cs,4.9281,0.0193,6.362149742814923,2.3,133,4.9281,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
