Z,A,n,state,full_binding_eV,ideal_binding_eV
92,233,6,P10,-665910,-664859
92,233,6,P11,-664220,-663181
92,233,7,Q12,-488097,-487579
92,233,7,Q13,-487342,-486827
92,233,8,R14,-373165,-372902
92,233,8,R15,-372787,-372525
92,234,6,P10,-665912,-664860
92,234,6,P11,-664222,-663183
92,234,7,Q12,-488098,-487580
92,234,7,Q13,-487343,-486828
92,234,8,R14,-373166,-372903
92,234,8,R15,-372788,-372526
92,235,6,P10,-665913,-664862
92,235,6,P11,-664223,-663184
92,235,7,Q12,-488099,-487581
92,235,7,Q13,-487344,-486829
92,235,8,R14,-373167,-372903
92,235,8,R15,-372789,-372527
92,236,6,P10,-665914,-664863
92,236,6,P11,-664225,-663185
92,236,7,Q12,-488100,-487582
92,236,7,Q13,-487345,-486830
92,236,8,R14,-373168,-372904
92,236,8,R15,-372789,-372527
92,238,6,P10,-665917,-664866
92,238,6,P11,-664227,-663188
92,238,7,Q12,-488102,-487584
92,238,7,Q13,-487347,-486832
92,238,8,R14,-373169,-372906
92,238,8,R15,-372791,-372529
