run,Z,A,kind,rc,err_bytes
Eu156_ideal8,63,156,ideal8,0,0
Eu157_base,63,157,base,0,0
Eu157_rsig,63,157,rsig,0,0
Eu157_ideal6,63,157,ideal6,0,0
Eu157_ideal7,63,157,ideal7,0,0
Eu157_ideal8,63,157,ideal8,0,0
Eu158_base,63,158,base,0,0
Eu158_rsig,63,158,rsig,0,0
Eu158_ideal6,63,158,ideal6,0,0
Eu158_ideal7,63,158,ideal7,0,0
Eu158_ideal8,63,158,ideal8,0,0
Eu159_base,63,159,base,0,0
Eu159_rsig,63,159,rsig,0,0
Eu159_ideal6,63,159,ideal6,0,0
Eu159_ideal7,63,159,ideal7,0,0
Eu159_ideal8,63,159,ideal8,0,0
Gd145_base,64,145,base,0,0
Gd145_rsig,64,145,rsig,0,0
Gd145_ideal6,64,145,ideal6,0,0
Gd145_ideal7,64,145,ideal7,0,0
Gd145_ideal8,64,145,ideal8,0,0
Gd146_base,64,146,base,0,0
Gd146_rsig,64,146,rsig,0,0
Gd146_ideal6,64,146,ideal6,0,0
Gd146_ideal7,64,146,ideal7,0,0
Gd146_ideal8,64,146,ideal8,0,0
Gd148_base,64,148,base,0,0
Gd148_rsig,64,148,rsig,0,0
Gd148_ideal6,64,148,ideal6,0,0
Gd148_ideal7,64,148,ideal7,0,0
Gd148_ideal8,64,148,ideal8,0,0
Gd150_base,64,150,base,0,0
Gd150_rsig,64,150,rsig,0,0
Gd150_ideal6,64,150,ideal6,0,0
Gd150_ideal7,64,150,ideal7,0,0
Gd150_ideal8,64,150,ideal8,0,0
Gd152_base,64,152,base,0,0
Gd152_rsig,64,152,rsig,0,0
Gd152_ideal6,64,152,ideal6,0,0
Gd152_ideal7,64,152,ideal7,0,0
Gd152_ideal8,64,152,ideal8,0,0
Gd154_base,64,154,base,0,0
Gd154_rsig,64,154,rsig,0,0
Gd154_ideal6,64,154,ideal6,0,0
Gd154_ideal7,64,154,ideal7,0,0
Gd154_ideal8,64,154,ideal8,0,0
Gd155_base,64,155,base,0,0
Gd155_rsig,64,155,rsig,0,0
Gd155_ideal6,64,155,ideal6,0,0
Gd155_ideal7,64,155,ideal7,0,0
Gd155_ideal8,64,155,ideal8,0,0
Gd156_base,64,156,base,0,0
Gd156_rsig,64,156,rsig,0,0
Gd156_ideal6,64,156,ideal6,0,0
Gd156_ideal7,64,156,ideal7,0,0
Gd156_ideal8,64,156,ideal8,0,0
Gd157_base,64,157,base,0,0
Gd157_rsig,64,157,rsig,0,0
Gd157_ideal6,64,157,ideal6,0,0
Gd157_ideal7,64,157,ideal7,0,0
Gd157_ideal8,64,157,ideal8,0,0
Gd158_base,64,158,base,0,0
Gd158_rsig,64,158,rsig,0,0
Gd158_ideal6,64,158,ideal6,0,0
Gd158_ideal7,64,158,ideal7,0,0
Gd158_ideal8,64,158,ideal8,0,0
Gd160_base,64,160,base,0,0
Gd160_rsig,64,160,rsig,0,0
Gd160_ideal6,64,160,ideal6,0,0
Gd160_ideal7,64,160,ideal7,0,0
Gd160_ideal8,64,160,ideal8,0,0
Tb147_base,65,147,base,0,0
Tb147_rsig,65,147,rsig,0,0
Tb147_ideal6,65,147,ideal6,0,0
Tb147_ideal7,65,147,ideal7,0,0
Tb147_ideal8,65,147,ideal8,0,0
Tb148_base,65,148,base,0,0
Tb148_rsig,65,148,rsig,0,0
Tb148_ideal6,65,148,ideal6,0,0
Tb148_ideal7,65,148,ideal7,0,0
Tb148_ideal8,65,148,ideal8,0,0
Tb149_base,65,149,base,0,0
Tb149_rsig,65,149,rsig,0,0
Tb149_ideal6,65,149,ideal6,0,0
Tb149_ideal7,65,149,ideal7,0,0
Tb149_ideal8,65,149,ideal8,0,0
Tb150_base,65,150,base,0,0
Tb150_rsig,65,150,rsig,0,0
Tb150_ideal6,65,150,ideal6,0,0
Tb150_ideal7,65,150,ideal7,0,0
Tb150_ideal8,65,150,ideal8,0,0
Tb151_base,65,151,base,0,0
Tb151_rsig,65,151,rsig,0,0
Tb151_ideal6,65,151,ideal6,0,0
Tb151_ideal7,65,151,ideal7,0,0
Tb151_ideal8,65,151,ideal8,0,0
Tb152_base,65,152,base,0,0
Tb152_rsig,65,152,rsig,0,0
Tb152_ideal6,65,152,ideal6,0,0
Tb152_ideal7,65,152,ideal7,0,0
Tb152_ideal8,65,152,ideal8,0,0
Tb153_base,65,153,base,0,0
Tb153_rsig,65,153,rsig,0,0
Tb153_ideal6,65,153,ideal6,0,0
Tb153_ideal7,65,153,ideal7,0,0
Tb153_ideal8,65,153,ideal8,0,0
Tb154_base,65,154,base,0,0
Tb154_rsig,65,154,rsig,0,0
Tb154_ideal6,65,154,ideal6,0,0
Tb154_ideal7,65,154,ideal7,0,0
Tb154_ideal8,65,154,ideal8,0,0
Tb155_base,65,155,base,0,0
Tb155_rsig,65,155,rsig,0,0
Tb155_ideal6,65,155,ideal6,0,0
Tb155_ideal7,65,155,ideal7,0,0
Tb155_ideal8,65,155,ideal8,0,0
Tb157_base,65,157,base,0,0
Tb157_rsig,65,157,rsig,0,0
Tb157_ideal6,65,157,ideal6,0,0
Tb157_ideal7,65,157,ideal7,0,0
Tb157_ideal8,65,157,ideal8,0,0
Tb159_base,65,159,base,0,0
Tb159_rsig,65,159,rsig,0,0
Tb159_ideal6,65,159,ideal6,0,0
Tb159_ideal7,65,159,ideal7,0,0
Tb159_ideal8,65,159,ideal8,0,0
Dy146_base,66,146,base,0,0
Dy146_rsig,66,146,rsig,0,0
Dy146_ideal6,66,146,ideal6,0,0
Dy146_ideal7,66,146,ideal7,0,0
Dy146_ideal8,66,146,ideal8,0,0
Dy148_base,66,148,base,0,0
Dy148_rsig,66,148,rsig,0,0
Dy148_ideal6,66,148,ideal6,0,0
Dy148_ideal7,66,148,ideal7,0,0
Dy148_ideal8,66,148,ideal8,0,0
Dy149_base,66,149,base,0,0
Dy149_rsig,66,149,rsig,0,0
Dy149_ideal6,66,149,ideal6,0,0
Dy149_ideal7,66,149,ideal7,0,0
Dy149_ideal8,66,149,ideal8,0,0
Dy150_base,66,150,base,0,0
Dy150_rsig,66,150,rsig,0,0
Dy150_ideal6,66,150,ideal6,0,0
Dy150_ideal7,66,150,ideal7,0,0
Dy150_ideal8,66,150,ideal8,0,0
Dy151_base,66,151,base,0,0
Dy151_rsig,66,151,rsig,0,0
Dy151_ideal6,66,151,ideal6,0,0
Dy151_ideal7,66,151,ideal7,0,0
Dy151_ideal8,66,151,ideal8,0,0
Dy152_base,66,152,base,0,0
Dy152_rsig,66,152,rsig,0,0
Dy152_ideal6,66,152,ideal6,0,0
Dy152_ideal7,66,152,ideal7,0,0
Dy152_ideal8,66,152,ideal8,0,0
Dy153_base,66,153,base,0,0
Dy153_rsig,66,153,rsig,0,0
Dy153_ideal6,66,153,ideal6,0,0
Dy153_ideal7,66,153,ideal7,0,0
Dy153_ideal8,66,153,ideal8,0,0
Dy154_base,66,154,base,0,0
Dy154_rsig,66,154,rsig,0,0
Dy154_ideal6,66,154,ideal6,0,0
Dy154_ideal7,66,154,ideal7,0,0
Dy154_ideal8,66,154,ideal8,0,0
Dy155_base,66,155,base,0,0
Dy155_rsig,66,155,rsig,0,0
Dy155_ideal6,66,155,ideal6,0,0
Dy155_ideal7,66,155,ideal7,0,0
Dy155_ideal8,66,155,ideal8,0,0
Dy156_base,66,156,base,0,0
Dy156_rsig,66,156,rsig,0,0
Dy156_ideal6,66,156,ideal6,0,0
Dy156_ideal7,66,156,ideal7,0,0
Dy156_ideal8,66,156,ideal8,0,0
Dy157_base,66,157,base,0,0
Dy157_rsig,66,157,rsig,0,0
Dy157_ideal6,66,157,ideal6,0,0
Dy157_ideal7,66,157,ideal7,0,0
Dy157_ideal8,66,157,ideal8,0,0
Dy158_base,66,158,base,0,0
Dy158_rsig,66,158,rsig,0,0
Dy158_ideal6,66,158,ideal6,0,0
Dy158_ideal7,66,158,ideal7,0,0
Dy158_ideal8,66,158,ideal8,0,0
Dy159_base,66,159,base,0,0
Dy159_rsig,66,159,rsig,0,0
Dy159_ideal6,66,159,ideal6,0,0
Dy159_ideal7,66,159,ideal7,0,0
Dy159_ideal8,66,159,ideal8,0,0
Dy160_base,66,160,base,0,0
Dy160_rsig,66,160,rsig,0,0
Dy160_ideal6,66,160,ideal6,0,0
Dy160_ideal7,66,160,ideal7,0,0
Dy160_ideal8,66,160,ideal8,0,0
Dy161_base,66,161,base,0,0
Dy161_rsig,66,161,rsig,0,0
Dy161_ideal6,66,161,ideal6,0,0
Dy161_ideal7,66,161,ideal7,0,0
Dy161_ideal8,66,161,ideal8,0,0
Dy162_base,66,162,base,0,0
Dy162_rsig,66,162,rsig,0,0
Dy162_ideal6,66,162,ideal6,0,0
Dy162_ideal7,66,162,ideal7,0,0
Dy162_ideal8,66,162,ideal8,0,0
Dy163_base,66,163,base,0,0
Dy163_rsig,66,163,rsig,0,0
Dy163_ideal6,66,163,ideal6,0,0
Dy163_ideal7,66,163,ideal7,0,0
Dy163_ideal8,66,163,ideal8,0,0
Dy164_base,66,164,base,0,0
Dy164_rsig,66,164,rsig,0,0
Dy164_ideal6,66,164,ideal6,0,0
Dy164_ideal7,66,164,ideal7,0,0
Dy164_ideal8,66,164,ideal8,0,0
Ho151_base,67,151,base,0,0
Ho151_rsig,67,151,rsig,0,0
Ho151_ideal6,67,151,ideal6,0,0
Ho151_ideal7,67,151,ideal7,0,0
Ho151_ideal8,67,151,ideal8,0,0
Ho152_base,67,152,base,0,0
Ho152_rsig,67,152,rsig,0,0
Ho152_ideal6,67,152,ideal6,0,0
Ho152_ideal7,67,152,ideal7,0,0
Ho152_ideal8,67,152,ideal8,0,0
Ho153_base,67,153,base,0,0
Ho153_rsig,67,153,rsig,0,0
Ho153_ideal6,67,153,ideal6,0,0
Ho153_ideal7,67,153,ideal7,0,0
Ho153_ideal8,67,153,ideal8,0,0
Ho154_base,67,154,base,0,0
Ho154_rsig,67,154,rsig,0,0
Ho154_ideal6,67,154,ideal6,0,0
Ho154_ideal7,67,154,ideal7,0,0
Ho154_ideal8,67,154,ideal8,0,0
Ho155_base,67,155,base,0,0
Ho155_rsig,67,155,rsig,0,0
Ho155_ideal6,67,155,ideal6,0,0
Ho155_ideal7,67,155,ideal7,0,0
Ho155_ideal8,67,155,ideal8,0,0
Ho156_base,67,156,base,0,0
Ho156_rsig,67,156,rsig,0,0
Ho156_ideal6,67,156,ideal6,0,0
Ho156_ideal7,67,156,ideal7,0,0
Ho156_ideal8,67,156,ideal8,0,0
Ho157_base,67,157,base,0,0
Ho157_rsig,67,157,rsig,0,0
Ho157_ideal6,67,157,ideal6,0,0
Ho157_ideal7,67,157,ideal7,0,0
Ho157_ideal8,67,157,ideal8,0,0
Ho158_base,67,158,base,0,0
Ho158_rsig,67,158,rsig,0,0
Ho158_ideal6,67,158,ideal6,0,0
Ho158_ideal7,67,158,ideal7,0,0
Ho158_ideal8,67,158,ideal8,0,0
Ho159_base,67,159,base,0,0
Ho159_rsig,67,159,rsig,0,0
Ho159_ideal6,67,159,ideal6,0,0
Ho159_ideal7,67,159,ideal7,0,0
Ho159_ideal8,67,159,ideal8,0,0
Ho160_base,67,160,base,0,0
Ho160_rsig,67,160,rsig,0,0
Ho160_ideal6,67,160,ideal6,0,0
Ho160_ideal7,67,160,ideal7,0,0
Ho160_ideal8,67,160,ideal8,0,0
Ho161_base,67,161,base,0,0
Ho161_rsig,67,161,rsig,0,0
Ho161_ideal6,67,161,ideal6,0,0
Ho161_ideal7,67,161,ideal7,0,0
Ho161_ideal8,67,161,ideal8,0,0
Ho162_base,67,162,base,0,0
Ho162_rsig,67,162,rsig,0,0
Ho162_ideal6,67,162,ideal6,0,0
Ho162_ideal7,67,162,ideal7,0,0
Ho162_ideal8,67,162,ideal8,0,0
Ho163_base,67,163,base,0,0
Ho163_rsig,67,163,rsig,0,0
Ho163_ideal6,67,163,ideal6,0,0
Ho163_ideal7,67,163,ideal7,0,0
Ho163_ideal8,67,163,ideal8,0,0
Ho165_base,67,165,base,0,0
Ho165_rsig,67,165,rsig,0,0
Ho165_ideal6,67,165,ideal6,0,0
Ho165_ideal7,67,165,ideal7,0,0
Ho165_ideal8,67,165,ideal8,0,0
Er150_base,68,150,base,0,0
Er150_rsig,68,150,rsig,0,0
Er150_ideal6,68,150,ideal6,0,0
Er150_ideal7,68,150,ideal7,0,0
Er150_ideal8,68,150,ideal8,0,0
Er152_base,68,152,base,0,0
Er152_rsig,68,152,rsig,0,0
Er152_ideal6,68,152,ideal6,0,0
Er152_ideal7,68,152,ideal7,0,0
Er152_ideal8,68,152,ideal8,0,0
Er154_base,68,154,base,0,0
Er154_rsig,68,154,rsig,0,0
Er154_ideal6,68,154,ideal6,0,0
Er154_ideal7,68,154,ideal7,0,0
Er154_ideal8,68,154,ideal8,0,0
Er156_base,68,156,base,0,0
Er156_rsig,68,156,rsig,0,0
Er156_ideal6,68,156,ideal6,0,0
Er156_ideal7,68,156,ideal7,0,0
Er156_ideal8,68,156,ideal8,0,0
Er158_base,68,158,base,0,0
Er158_rsig,68,158,rsig,0,0
Er158_ideal6,68,158,ideal6,0,0
Er158_ideal7,68,158,ideal7,0,0
Er158_ideal8,68,158,ideal8,0,0
Er160_base,68,160,base,0,0
Er160_rsig,68,160,rsig,0,0
Er160_ideal6,68,160,ideal6,0,0
Er160_ideal7,68,160,ideal7,0,0
Er160_ideal8,68,160,ideal8,0,0
Er162_base,68,162,base,0,0
Er162_rsig,68,162,rsig,0,0
Er162_ideal6,68,162,ideal6,0,0
Er162_ideal7,68,162,ideal7,0,0
Er162_ideal8,68,162,ideal8,0,0
Er164_base,68,164,base,0,0
Er164_rsig,68,164,rsig,0,0
Er164_ideal6,68,164,ideal6,0,0
Er164_ideal7,68,164,ideal7,0,0
Er164_ideal8,68,164,ideal8,0,0
Er166_base,68,166,base,0,0
Er166_rsig,68,166,rsig,0,0
Er166_ideal6,68,166,ideal6,0,0
Er166_ideal7,68,166,ideal7,0,0
Er166_ideal8,68,166,ideal8,0,0
Er167_base,68,167,base,0,0
Er167_rsig,68,167,rsig,0,0
Er167_ideal6,68,167,ideal6,0,0
Er167_ideal7,68,167,ideal7,0,0
Er167_ideal8,68,167,ideal8,0,0
Er168_base,68,168,base,0,0
Er168_rsig,68,168,rsig,0,0
Er168_ideal6,68,168,ideal6,0,0
Er168_ideal7,68,168,ideal7,0,0
Er168_ideal8,68,168,ideal8,0,0
Er170_base,68,170,base,0,0
Er170_rsig,68,170,rsig,0,0
Er170_ideal6,68,170,ideal6,0,0
Er170_ideal7,68,170,ideal7,0,0
Er170_ideal8,68,170,ideal8,0,0
Tm153_base,69,153,base,0,0
Tm153_rsig,69,153,rsig,0,0
Tm153_ideal6,69,153,ideal6,0,0
Tm153_ideal7,69,153,ideal7,0,0
Tm153_ideal8,69,153,ideal8,0,0
Tm154_base,69,154,base,0,0
Tm154_rsig,69,154,rsig,0,0
Tm154_ideal6,69,154,ideal6,0,0
Tm154_ideal7,69,154,ideal7,0,0
Tm154_ideal8,69,154,ideal8,0,0
Tm156_base,69,156,base,0,0
Tm156_rsig,69,156,rsig,0,0
Tm156_ideal6,69,156,ideal6,0,0
Tm156_ideal7,69,156,ideal7,0,0
Tm156_ideal8,69,156,ideal8,0,0
Tm157_base,69,157,base,0,0
Tm157_rsig,69,157,rsig,0,0
Tm157_ideal6,69,157,ideal6,0,0
Tm157_ideal7,69,157,ideal7,0,0
Tm157_ideal8,69,157,ideal8,0,0
Tm158_base,69,158,base,0,0
Tm158_rsig,69,158,rsig,0,0
Tm158_ideal6,69,158,ideal6,0,0
Tm158_ideal7,69,158,ideal7,0,0
Tm158_ideal8,69,158,ideal8,0,0
Tm159_base,69,159,base,0,0
Tm159_rsig,69,159,rsig,0,0
Tm159_ideal6,69,159,ideal6,0,0
Tm159_ideal7,69,159,ideal7,0,0
Tm159_ideal8,69,159,ideal8,0,0
Tm160_base,69,160,base,0,0
Tm160_rsig,69,160,rsig,0,0
Tm160_ideal6,69,160,ideal6,0,0
Tm160_ideal7,69,160,ideal7,0,0
Tm160_ideal8,69,160,ideal8,0,0
Tm161_base,69,161,base,0,0
Tm161_rsig,69,161,rsig,0,0
Tm161_ideal6,69,161,ideal6,0,0
Tm161_ideal7,69,161,ideal7,0,0
Tm161_ideal8,69,161,ideal8,0,0
Tm162_base,69,162,base,0,0
Tm162_rsig,69,162,rsig,0,0
Tm162_ideal6,69,162,ideal6,0,0
Tm162_ideal7,69,162,ideal7,0,0
Tm162_ideal8,69,162,ideal8,0,0
Tm163_base,69,163,base,0,0
Tm163_rsig,69,163,rsig,0,0
Tm163_ideal6,69,163,ideal6,0,0
Tm163_ideal7,69,163,ideal7,0,0
Tm163_ideal8,69,163,ideal8,0,0
Tm164_base,69,164,base,0,0
Tm164_rsig,69,164,rsig,0,0
Tm164_ideal6,69,164,ideal6,0,0
Tm164_ideal7,69,164,ideal7,0,0
Tm164_ideal8,69,164,ideal8,0,0
Tm165_base,69,165,base,0,0
Tm165_rsig,69,165,rsig,0,0
Tm165_ideal6,69,165,ideal6,0,0
Tm165_ideal7,69,165,ideal7,0,0
Tm165_ideal8,69,165,ideal8,0,0
Tm166_base,69,166,base,0,0
Tm166_rsig,69,166,rsig,0,0
Tm166_ideal6,69,166,ideal6,0,0
Tm166_ideal7,69,166,ideal7,0,0
Tm166_ideal8,69,166,ideal8,0,0
Tm167_base,69,167,base,0,0
Tm167_rsig,69,167,rsig,0,0
Tm167_ideal6,69,167,ideal6,0,0
Tm167_ideal7,69,167,ideal7,0,0
Tm167_ideal8,69,167,ideal8,0,0
Tm168_base,69,168,base,0,0
Tm168_rsig,69,168,rsig,0,0
Tm168_ideal6,69,168,ideal6,0,0
Tm168_ideal7,69,168,ideal7,0,0
Tm168_ideal8,69,168,ideal8,0,0
Tm169_base,69,169,base,0,0
Tm169_rsig,69,169,rsig,0,0
Tm169_ideal6,69,169,ideal6,0,0
Tm169_ideal7,69,169,ideal7,0,0
Tm169_ideal8,69,169,ideal8,0,0
Tm170_base,69,170,base,0,0
Tm170_rsig,69,170,rsig,0,0
Tm170_ideal6,69,170,ideal6,0,0
Tm170_ideal7,69,170,ideal7,0,0
Tm170_ideal8,69,170,ideal8,0,0
Tm171_base,69,171,base,0,0
Tm171_rsig,69,171,rsig,0,0
Tm171_ideal6,69,171,ideal6,0,0
Tm171_ideal7,69,171,ideal7,0,0
Tm171_ideal8,69,171,ideal8,0,0
Tm172_base,69,172,base,0,0
Tm172_rsig,69,172,rsig,0,0
Tm172_ideal6,69,172,ideal6,0,0
Tm172_ideal7,69,172,ideal7,0,0
Tm172_ideal8,69,172,ideal8,0,0
Yb152_base,70,152,base,0,0
Yb152_rsig,70,152,rsig,0,0
Yb152_ideal6,70,152,ideal6,0,0
Yb152_ideal7,70,152,ideal7,0,0
Yb152_ideal8,70,152,ideal8,0,0
Yb154_base,70,154,base,0,0
Yb154_rsig,70,154,rsig,0,0
Yb154_ideal6,70,154,ideal6,0,0
Yb154_ideal7,70,154,ideal7,0,0
Yb154_ideal8,70,154,ideal8,0,0
Yb155_base,70,155,base,0,0
Yb155_rsig,70,155,rsig,0,0
Yb155_ideal6,70,155,ideal6,0,0
Yb155_ideal7,70,155,ideal7,0,0
Yb155_ideal8,70,155,ideal8,0,0
Yb156_base,70,156,base,0,0
Yb156_rsig,70,156,rsig,0,0
Yb156_ideal6,70,156,ideal6,0,0
Yb156_ideal7,70,156,ideal7,0,0
Yb156_ideal8,70,156,ideal8,0,0
Yb157_base,70,157,base,0,0
Yb157_rsig,70,157,rsig,0,0
Yb157_ideal6,70,157,ideal6,0,0
Yb157_ideal7,70,157,ideal7,0,0
Yb157_ideal8,70,157,ideal8,0,0
Yb158_base,70,158,base,0,0
Yb158_rsig,70,158,rsig,0,0
Yb158_ideal6,70,158,ideal6,0,0
Yb158_ideal7,70,158,ideal7,0,0
Yb158_ideal8,70,158,ideal8,0,0
Yb159_base,70,159,base,0,0
Yb159_rsig,70,159,rsig,0,0
Yb159_ideal6,70,159,ideal6,0,0
Yb159_ideal7,70,159,ideal7,0,0
Yb159_ideal8,70,159,ideal8,0,0
Yb160_base,70,160,base,0,0
Yb160_rsig,70,160,rsig,0,0
Yb160_ideal6,70,160,ideal6,0,0
Yb160_ideal7,70,160,ideal7,0,0
Yb160_ideal8,70,160,ideal8,0,0
Yb161_base,70,161,base,0,0
Yb161_rsig,70,161,rsig,0,0
Yb161_ideal6,70,161,ideal6,0,0
Yb161_ideal7,70,161,ideal7,0,0
Yb161_ideal8,70,161,ideal8,0,0
Yb162_base,70,162,base,0,0
Yb162_rsig,70,162,rsig,0,0
Yb162_ideal6,70,162,ideal6,0,0
Yb162_ideal7,70,162,ideal7,0,0
Yb162_ideal8,70,162,ideal8,0,0
Yb163_base,70,163,base,0,0
Yb163_rsig,70,163,rsig,0,0
Yb163_ideal6,70,163,ideal6,0,0
Yb163_ideal7,70,163,ideal7,0,0
Yb163_ideal8,70,163,ideal8,0,0
Yb164_base,70,164,base,0,0
Yb164_rsig,70,164,rsig,0,0
Yb164_ideal6,70,164,ideal6,0,0
Yb164_ideal7,70,164,ideal7,0,0
Yb164_ideal8,70,164,ideal8,0,0
Yb165_base,70,165,base,0,0
Yb165_rsig,70,165,rsig,0,0
Yb165_ideal6,70,165,ideal6,0,0
Yb165_ideal7,70,165,ideal7,0,0
Yb165_ideal8,70,165,ideal8,0,0
Yb166_base,70,166,base,0,0
Yb166_rsig,70,166,rsig,0,0
Yb166_ideal6,70,166,ideal6,0,0
Yb166_ideal7,70,166,ideal7,0,0
Yb166_ideal8,70,166,ideal8,0,0
Yb167_base,70,167,base,0,0
Yb167_rsig,70,167,rsig,0,0
Yb167_ideal6,70,167,ideal6,0,0
Yb167_ideal7,70,167,ideal7,0,0
Yb167_ideal8,70,167,ideal8,0,0
Yb168_base,70,168,base,0,0
Yb168_rsig,70,168,rsig,0,0
Yb168_ideal6,70,168,ideal6,0,0
Yb168_ideal7,70,168,ideal7,0,0
Yb168_ideal8,70,168,ideal8,0,0
Yb169_base,70,169,base,0,0
Yb169_rsig,70,169,rsig,0,0
Yb169_ideal6,70,169,ideal6,0,0
Yb169_ideal7,70,169,ideal7,0,0
Yb169_ideal8,70,169,ideal8,0,0
Yb170_base,70,170,base,0,0
Yb170_rsig,70,170,rsig,0,0
Yb170_ideal6,70,170,ideal6,0,0
Yb170_ideal7,70,170,ideal7,0,0
Yb170_ideal8,70,170,ideal8,0,0
Yb171_base,70,171,base,0,0
Yb171_rsig,70,171,rsig,0,0
Yb171_ideal6,70,171,ideal6,0,0
Yb171_ideal7,70,171,ideal7,0,0
Yb171_ideal8,70,171,ideal8,0,0
Yb172_base,70,172,base,0,0
Yb172_rsig,70,172,rsig,0,0
Yb172_ideal6,70,172,ideal6,0,0
Yb172_ideal7,70,172,ideal7,0,0
Yb172_ideal8,70,172,ideal8,0,0
Yb173_base,70,173,base,0,0
Yb173_rsig,70,173,rsig,0,0
Yb173_ideal6,70,173,ideal6,0,0
Yb173_ideal7,70,173,ideal7,0,0
Yb173_ideal8,70,173,ideal8,0,0
Yb174_base,70,174,base,0,0
Yb174_rsig,70,174,rsig,0,0
Yb174_ideal6,70,174,ideal6,0,0
Yb174_ideal7,70,174,ideal7,0,0
Yb174_ideal8,70,174,ideal8,0,0
Yb175_base,70,175,base,0,0
Yb175_rsig,70,175,rsig,0,0
Yb175_ideal6,70,175,ideal6,0,0
Yb175_ideal7,70,175,ideal7,0,0
Yb175_ideal8,70,175,ideal8,0,0
Yb176_base,70,176,base,0,0
Yb176_rsig,70,176,rsig,0,0
Yb176_ideal6,70,176,ideal6,0,0
Yb176_ideal7,70,176,ideal7,0,0
Yb176_ideal8,70,176,ideal8,0,0
Lu161_base,71,161,base,0,0
Lu161_rsig,71,161,rsig,0,0
Lu161_ideal6,71,161,ideal6,0,0
Lu161_ideal7,71,161,ideal7,0,0
Lu161_ideal8,71,161,ideal8,0,0
Lu162_base,71,162,base,0,0
Lu162_rsig,71,162,rsig,0,0
Lu162_ideal6,71,162,ideal6,0,0
Lu162_ideal7,71,162,ideal7,0,0
Lu162_ideal8,71,162,ideal8,0,0
Lu163_base,71,163,base,0,0
Lu163_rsig,71,163,rsig,0,0
Lu163_ideal6,71,163,ideal6,0,0
Lu163_ideal7,71,163,ideal7,0,0
Lu163_ideal8,71,163,ideal8,0,0
Lu164_base,71,164,base,0,0
Lu164_rsig,71,164,rsig,0,0
Lu164_ideal6,71,164,ideal6,0,0
Lu164_ideal7,71,164,ideal7,0,0
Lu164_ideal8,71,164,ideal8,0,0
Lu165_base,71,165,base,0,0
Lu165_rsig,71,165,rsig,0,0
Lu165_ideal6,71,165,ideal6,0,0
Lu165_ideal7,71,165,ideal7,0,0
Lu165_ideal8,71,165,ideal8,0,0
Lu166_base,71,166,base,0,0
Lu166_rsig,71,166,rsig,0,0
Lu166_ideal6,71,166,ideal6,0,0
Lu166_ideal7,71,166,ideal7,0,0
Lu166_ideal8,71,166,ideal8,0,0
Lu167_base,71,167,base,0,0
Lu167_rsig,71,167,rsig,0,0
Lu167_ideal6,71,167,ideal6,0,0
Lu167_ideal7,71,167,ideal7,0,0
Lu167_ideal8,71,167,ideal8,0,0
Lu168_base,71,168,base,0,0
Lu168_rsig,71,168,rsig,0,0
Lu168_ideal6,71,168,ideal6,0,0
Lu168_ideal7,71,168,ideal7,0,0
Lu168_ideal8,71,168,ideal8,0,0
Lu169_base,71,169,base,0,0
Lu169_rsig,71,169,rsig,0,0
Lu169_ideal6,71,169,ideal6,0,0
Lu169_ideal7,71,169,ideal7,0,0
Lu169_ideal8,71,169,ideal8,0,0
Lu170_base,71,170,base,0,0
Lu170_rsig,71,170,rsig,0,0
Lu170_ideal6,71,170,ideal6,0,0
Lu170_ideal7,71,170,ideal7,0,0
Lu170_ideal8,71,170,ideal8,0,0
Lu171_base,71,171,base,0,0
Lu171_rsig,71,171,rsig,0,0
Lu171_ideal6,71,171,ideal6,0,0
Lu171_ideal7,71,171,ideal7,0,0
Lu171_ideal8,71,171,ideal8,0,0
Lu172_base,71,172,base,0,0
Lu172_rsig,71,172,rsig,0,0
Lu172_ideal6,71,172,ideal6,0,0
Lu172_ideal7,71,172,ideal7,0,0
Lu172_ideal8,71,172,ideal8,0,0
Lu173_base,71,173,base,0,0
Lu173_rsig,71,173,rsig,0,0
Lu173_ideal6,71,173,ideal6,0,0
Lu173_ideal7,71,173,ideal7,0,0
Lu173_ideal8,71,173,ideal8,0,0
Lu174_base,71,174,base,0,0
Lu174_rsig,71,174,rsig,0,0
Lu174_ideal6,71,174,ideal6,0,0
Lu174_ideal7,71,174,ideal7,0,0
Lu174_ideal8,71,174,ideal8,0,0
Lu175_base,71,175,base,0,0
Lu175_rsig,71,175,rsig,0,0
Lu175_ideal6,71,175,ideal6,0,0
Lu175_ideal7,71,175,ideal7,0,0
Lu175_ideal8,71,175,ideal8,0,0
Lu176_base,71,176,base,0,0
Lu176_rsig,71,176,rsig,0,0
Lu176_ideal6,71,176,ideal6,0,0
Lu176_ideal7,71,176,ideal7,0,0
Lu176_ideal8,71,176,ideal8,0,0
Lu177_base,71,177,base,0,0
Lu177_rsig,71,177,rsig,0,0
Lu177_ideal6,71,177,ideal6,0,0
Lu177_ideal7,71,177,ideal7,0,0
Lu177_ideal8,71,177,ideal8,0,0
Lu178_base,71,178,base,0,0
Lu178_rsig,71,178,rsig,0,0
Lu178_ideal6,71,178,ideal6,0,0
Lu178_ideal7,71,178,ideal7,0,0
Lu178_ideal8,71,178,ideal8,0,0
Lu179_base,71,179,base,0,0
Lu179_rsig,71,179,rsig,0,0
Lu179_ideal6,71,179,ideal6,0,0
Lu179_ideal7,71,179,ideal7,0,0
Lu179_ideal8,71,179,ideal8,0,0
