source,Z,A,transition,quantity,consumer_quantity,initial_n,final_n,measured_keV,unc_keV,tol_keV,solver_keV,consumer_keV,stock_keV,solver_residual_keV,consumer_residual_keV,stock_residual_keV,solver_within,consumer_within,stock_within,consumer_closer_than_stock,representation_error_keV,solver_numeric_target_keV,solver_numeric_shifts_keV,solver_numeric_qualification,consumer_numeric_target_keV,consumer_numeric_shifts_keV,consumer_numeric_qualification,locator,copy_read
Saito2025,46,106,2p3/2-1s1/2,K1-L3,shell_difference,2,1,3084.0,0.3,0.9,3083.8557448,3072.3974684913331,3060.818960758,-0.1442552,-11.6025315086669,-23.181039242,true,false,false,true,-11.4582763086669,0.03,0.081509282;0.019584164,NOT_QUALIFIED_THROUGH_LEVEL_2,0.0060905157519326665,0.0811806570000000000000000000000000000000000000;0.0195022896666666666666666666666666666666666667,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 106Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,106,3d5/2-2p3/2,L3-M5,shell_difference,3,2,833.4,0.3,0.9,832.745022949,842.5014213344667,825.545468413,-0.654977051,9.1014213344667,-7.854531587,true,false,false,false,9.7563983854667,0.03,0.002365858;0.000688162,QUALIFIED_AT_LEVEL_2,0.0021756168621068667,0.0026900050000000000000000000000000000000000000;0.0007685895333333333333333333333333333333333333,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 106Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,106,3d3/2-2p1/2,L2-M4,shell_difference,3,2,863.8,0.3,0.9,862.865157067,842.5014213344667,825.545468413,-0.934842933,-21.2985786655333,-38.254531587,false,false,false,true,-20.3637357325333,0.03,0.003340538;0.000930168,QUALIFIED_AT_LEVEL_2,0.0021756168621068667,0.0026900050000000000000000000000000000000000000;0.0007685895333333333333333333333333333333333333,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 106Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,106,4d5/2-2p3/2,L3-N5,shell_difference,4,2,1124.8,0.4,1.2,1123.57250738,1135.69024214180953,1114.486382357,-1.22749262,10.89024214180953,-10.313617643,false,false,false,false,12.11773476180953,0.04,0.002610977;0.000774085,QUALIFIED_AT_LEVEL_2,0.00188242804129952387,0.0029467732857142857142857142857142857142857143;0.0008583289047619047619047619047619047619047619,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 106Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,106,4f7/2-3d5/2,M5-N7,shell_difference,4,3,291.7,0.2,0.6,291.867334494,293.18882080734283,288.940913944,0.167334494,1.48882080734283,-2.759086056,true,false,false,true,1.32148631334283,0.02,0.000252946;0.000088518,QUALIFIED_AT_LEVEL_2,0.00103992661996505717,0.00025676828571428571428571428571428571428571429;0.00008973937142857142857142857142857142857142857,QUALIFIED_AT_LEVEL_2,"Table III, p. 5, row 106Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,106,4f5/2-3d3/2,M4-N6,shell_difference,4,3,295.1,0.3,0.9,295.234448879,293.18882080734283,288.940913944,0.134448879,-1.91117919265717,-6.159086056,true,false,false,true,-2.04562807165717,0.03,0.000262611;0.000091609,QUALIFIED_AT_LEVEL_2,0.00103992661996505717,0.00025676828571428571428571428571428571428571429;0.00008973937142857142857142857142857142857142857,QUALIFIED_AT_LEVEL_2,"Table III, p. 5, row 106Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,108,2p1/2-1s1/2,K1-L2,shell_difference,2,1,3042.9,0.2,0.6,3041.605739465,3064.4638459329997,3060.789471981,-1.294260535,21.5638459329997,17.889471981,false,false,false,false,22.8581064679997,0.02,0.079805152;0.019173090,NOT_QUALIFIED_THROUGH_LEVEL_2,0.0060823265979049995,0.080459212;0.0193360633333333333333333333333333333333333333,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 108Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,108,2p3/2-1s1/2,K1-L3,shell_difference,2,1,3076.6,0.2,0.6,3075.892899167,3064.4638459329997,3060.789471981,-0.707100833,-12.1361540670003,-15.810528019,false,false,false,true,-11.4290532340003,0.02,0.080786242;0.019417550,NOT_QUALIFIED_THROUGH_LEVEL_2,0.0060823265979049995,0.080459212;0.0193360633333333333333333333333333333333333333,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 108Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,108,3d5/2-2p3/2,L3-M5,shell_difference,3,2,833.3,0.1,0.3,832.633451977,842.36070765019995,825.561851066,-0.666548023,9.06070765019995,-7.738148934,false,false,false,false,9.72725567319995,0.01,0.002377368;0.000690723,QUALIFIED_AT_LEVEL_2,0.00217550204432179985,0.0026999044;0.0007707596666666666666666666666666666666666667,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 108Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,108,3d3/2-2p1/2,L2-M4,shell_difference,3,2,863.5,0.1,0.3,862.666117777,842.36070765019995,825.561851066,-0.833882223,-21.13929234980005,-37.938148934,false,false,false,true,-20.30541012680005,0.01,0.003347224;0.000931558,QUALIFIED_AT_LEVEL_2,0.00217550204432179985,0.0026999044;0.0007707596666666666666666666666666666666666667,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 108Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,108,4d5/2-2p3/2,L3-N5,shell_difference,4,2,1124.4,0.3,0.9,1123.466679219,1135.55507152614278,1114.508498940,-0.933320781,11.15507152614278,-9.891501060,false,false,false,false,12.08839230714278,0.03,0.002622541;0.000776663,QUALIFIED_AT_LEVEL_2,0.00188230768044585702,0.0029567920000000000000000000000000000000000000;0.0008605256666666666666666666666666666666666667,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 108Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,108,4f7/2-3d5/2,M5-N7,shell_difference,4,3,291.6,0.1,0.3,291.872965539,293.19436387594283,288.946647873,0.272965539,1.59436387594283,-2.653352127,true,false,false,true,1.32139833694283,0.01,0.000253051;0.000088541,QUALIFIED_AT_LEVEL_2,0.00103994697279565707,0.00025688760000000000000000000000000000000000000;0.00008976600000000000000000000000000000000000000,QUALIFIED_AT_LEVEL_2,"Table III, p. 5, row 108Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,108,4f5/2-3d3/2,M4-N6,shell_difference,4,3,294.9,0.1,0.3,295.239861252,293.19436387594283,288.946647873,0.339861252,-1.70563612405717,-5.953352127,false,false,false,true,-2.04549737605717,0.01,0.000262752;0.000091641,QUALIFIED_AT_LEVEL_2,0.00103994697279565707,0.00025688760000000000000000000000000000000000000;0.00008976600000000000000000000000000000000000000,QUALIFIED_AT_LEVEL_2,"Table III, p. 5, row 108Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,110,2p1/2-1s1/2,K1-L2,shell_difference,2,1,3036.2,0.7,2.1,3034.591198567,3057.3970722010001,3060.761043691,-1.608801433,21.1970722010001,24.561043691,true,false,false,true,22.8058736340001,0.07,0.079171004;0.019027773,NOT_QUALIFIED_THROUGH_LEVEL_2,0.0060750333616109999,0.0798222313333333333333333333333333333333333333;0.0191900623333333333333333333333333333333333334,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 110Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,110,2p3/2-1s1/2,K1-L3,shell_difference,2,1,3068.8,0.4,1.2,3068.800009018,3057.3970722010001,3060.761043691,0.000009018,-11.4029277989999,-8.038956309,true,false,false,false,-11.4029368169999,0.04,0.080147845;0.019271207,NOT_QUALIFIED_THROUGH_LEVEL_2,0.0060750333616109999,0.0798222313333333333333333333333333333333333333;0.0191900623333333333333333333333333333333333334,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 110Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,110,3d5/2-2p3/2,L3-M5,shell_difference,3,2,833.4,0.2,0.6,832.533706777,842.23491679559993,825.577644561,-0.866293223,8.83491679559993,-7.822355439,false,false,false,false,9.70121001859993,0.02,0.002387680;0.000693004,QUALIFIED_AT_LEVEL_2,0.00217540137261439987,0.0027087872666666666666666666666666666666666667;0.0007726958666666666666666666666666666666666666,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 110Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,110,3d3/2-2p1/2,L2-M4,shell_difference,3,2,863.4,0.3,0.9,862.488200232,842.23491679559993,825.577644561,-0.911799768,-21.16508320440007,-37.822355439,false,false,false,true,-20.25328343640007,0.03,0.003353255;0.000932806,QUALIFIED_AT_LEVEL_2,0.00217540137261439987,0.0027087872666666666666666666666666666666666667;0.0007726958666666666666666666666666666666666666,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 110Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,110,4d5/2-2p3/2,L3-N5,shell_difference,4,2,1124.2,0.5,1.5,1123.372471649,1135.43463896571416,1114.529820157,-0.827528351,11.23463896571416,-9.670179843,true,false,false,false,12.06216731671416,0.05,0.002632861;0.000778922,QUALIFIED_AT_LEVEL_2,0.00188220165044428564,0.0029657350952380952380952380952380952380952381;0.0008625045238095238095238095238095238095238095,NOT_QUALIFIED_THROUGH_LEVEL_2,"Table III, p. 5, row 110Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,110,4f7/2-3d5/2,M5-N7,shell_difference,4,3,291.6,0.1,0.3,291.878401931,293.19972217011423,288.952175596,0.278401931,1.59972217011423,-2.647824404,true,false,false,true,1.32132023911423,0.01,0.000253098;0.000088580,QUALIFIED_AT_LEVEL_2,0.00103996673364868571,0.00025694782857142857142857142857142857142857143;0.00008980865714285714285714285714285714285714286,QUALIFIED_AT_LEVEL_2,"Table III, p. 5, row 110Pd","arXiv:2204.03233v2 text layer, checked on its page image"
Saito2025,46,110,4f5/2-3d3/2,M4-N6,shell_difference,4,3,294.9,0.2,0.6,295.245103622,293.19972217011423,288.952175596,0.345103622,-1.70027782988577,-5.947824404,true,false,false,true,-2.04538145188577,0.02,0.000262832;0.000091689,QUALIFIED_AT_LEVEL_2,0.00103996673364868571,0.00025694782857142857142857142857142857142857143;0.00008980865714285714285714285714285714285714286,QUALIFIED_AT_LEVEL_2,"Table III, p. 5, row 110Pd","arXiv:2204.03233v2 text layer, checked on its page image"
