run,Z,A,setting,state,n,l,s,binding_eV,total_eV
Cu63_g0u0700,29,63,g0u0700,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u0700,29,63,g0u0700,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u0700,29,63,g0u0700,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u0700,29,63,g0u0700,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u0700,29,63,g0u0700,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u0700,29,63,g0u0700,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u0700,29,63,g0u0700,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u0800,29,63,g0u0800,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u0800,29,63,g0u0800,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u0800,29,63,g0u0800,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u0800,29,63,g0u0800,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u0800,29,63,g0u0800,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u0800,29,63,g0u0800,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u0800,29,63,g0u0800,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u0800,29,63,g0u0800,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u0800,29,63,g0u0800,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u0800,29,63,g0u0800,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u0800,29,63,g0u0800,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u0800,29,63,g0u0800,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u0800,29,63,g0u0800,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u0800,29,63,g0u0800,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u0800,29,63,g0u0800,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u0900,29,63,g0u0900,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u0900,29,63,g0u0900,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u0900,29,63,g0u0900,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u0900,29,63,g0u0900,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u0900,29,63,g0u0900,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u0900,29,63,g0u0900,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u0900,29,63,g0u0900,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u0900,29,63,g0u0900,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u0900,29,63,g0u0900,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u0900,29,63,g0u0900,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u0900,29,63,g0u0900,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u0900,29,63,g0u0900,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u0900,29,63,g0u0900,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u0900,29,63,g0u0900,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u0900,29,63,g0u0900,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1000,29,63,g0u1000,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1000,29,63,g0u1000,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1000,29,63,g0u1000,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1000,29,63,g0u1000,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1000,29,63,g0u1000,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1000,29,63,g0u1000,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1000,29,63,g0u1000,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1000,29,63,g0u1000,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1000,29,63,g0u1000,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1000,29,63,g0u1000,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1000,29,63,g0u1000,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1000,29,63,g0u1000,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1000,29,63,g0u1000,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1000,29,63,g0u1000,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1000,29,63,g0u1000,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1100,29,63,g0u1100,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1100,29,63,g0u1100,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1100,29,63,g0u1100,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1100,29,63,g0u1100,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1100,29,63,g0u1100,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1100,29,63,g0u1100,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1100,29,63,g0u1100,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1100,29,63,g0u1100,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1100,29,63,g0u1100,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1100,29,63,g0u1100,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1100,29,63,g0u1100,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1100,29,63,g0u1100,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1100,29,63,g0u1100,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1100,29,63,g0u1100,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1100,29,63,g0u1100,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1200,29,63,g0u1200,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1200,29,63,g0u1200,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1200,29,63,g0u1200,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1200,29,63,g0u1200,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1200,29,63,g0u1200,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1200,29,63,g0u1200,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1200,29,63,g0u1200,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1200,29,63,g0u1200,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1200,29,63,g0u1200,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1200,29,63,g0u1200,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1200,29,63,g0u1200,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1200,29,63,g0u1200,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1200,29,63,g0u1200,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1200,29,63,g0u1200,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1200,29,63,g0u1200,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1300,29,63,g0u1300,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1300,29,63,g0u1300,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1300,29,63,g0u1300,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1300,29,63,g0u1300,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1300,29,63,g0u1300,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1300,29,63,g0u1300,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1300,29,63,g0u1300,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1300,29,63,g0u1300,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1300,29,63,g0u1300,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1300,29,63,g0u1300,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1300,29,63,g0u1300,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1300,29,63,g0u1300,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1300,29,63,g0u1300,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1300,29,63,g0u1300,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1300,29,63,g0u1300,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1400,29,63,g0u1400,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1400,29,63,g0u1400,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1400,29,63,g0u1400,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1400,29,63,g0u1400,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1400,29,63,g0u1400,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1400,29,63,g0u1400,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1400,29,63,g0u1400,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1400,29,63,g0u1400,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1400,29,63,g0u1400,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1400,29,63,g0u1400,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1400,29,63,g0u1400,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1400,29,63,g0u1400,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1400,29,63,g0u1400,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1400,29,63,g0u1400,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1400,29,63,g0u1400,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1500,29,63,g0u1500,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1500,29,63,g0u1500,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1500,29,63,g0u1500,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1500,29,63,g0u1500,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1500,29,63,g0u1500,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1500,29,63,g0u1500,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1500,29,63,g0u1500,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1500,29,63,g0u1500,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1500,29,63,g0u1500,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1500,29,63,g0u1500,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1500,29,63,g0u1500,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1500,29,63,g0u1500,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1500,29,63,g0u1500,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1500,29,63,g0u1500,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1500,29,63,g0u1500,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1600,29,63,g0u1600,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1600,29,63,g0u1600,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1600,29,63,g0u1600,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1600,29,63,g0u1600,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1600,29,63,g0u1600,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1600,29,63,g0u1600,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1600,29,63,g0u1600,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1600,29,63,g0u1600,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1600,29,63,g0u1600,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1600,29,63,g0u1600,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1600,29,63,g0u1600,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1600,29,63,g0u1600,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1600,29,63,g0u1600,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1600,29,63,g0u1600,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1600,29,63,g0u1600,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1700,29,63,g0u1700,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1700,29,63,g0u1700,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1700,29,63,g0u1700,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1700,29,63,g0u1700,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1700,29,63,g0u1700,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1700,29,63,g0u1700,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1700,29,63,g0u1700,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1700,29,63,g0u1700,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1700,29,63,g0u1700,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1700,29,63,g0u1700,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1700,29,63,g0u1700,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1700,29,63,g0u1700,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1700,29,63,g0u1700,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1700,29,63,g0u1700,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1700,29,63,g0u1700,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1800,29,63,g0u1800,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g0u1800,29,63,g0u1800,L2,2,1,0,-600473,1.04868e+08
Cu63_g0u1800,29,63,g0u1800,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1800,29,63,g0u1800,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1800,29,63,g0u1800,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1800,29,63,g0u1800,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1800,29,63,g0u1800,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1800,29,63,g0u1800,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1800,29,63,g0u1800,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1800,29,63,g0u1800,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1800,29,63,g0u1800,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1800,29,63,g0u1800,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1800,29,63,g0u1800,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1800,29,63,g0u1800,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1800,29,63,g0u1800,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u1900,29,63,g0u1900,K1,1,0,1,-2.10848e+06,1.0336e+08
Cu63_g0u1900,29,63,g0u1900,L2,2,1,0,-600474,1.04868e+08
Cu63_g0u1900,29,63,g0u1900,L3,2,1,1,-594154,1.04874e+08
Cu63_g0u1900,29,63,g0u1900,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u1900,29,63,g0u1900,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u1900,29,63,g0u1900,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u1900,29,63,g0u1900,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u1900,29,63,g0u1900,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u1900,29,63,g0u1900,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u1900,29,63,g0u1900,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u1900,29,63,g0u1900,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u1900,29,63,g0u1900,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u1900,29,63,g0u1900,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u1900,29,63,g0u1900,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u1900,29,63,g0u1900,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u2000,29,63,g0u2000,K1,1,0,1,-2.10806e+06,1.0336e+08
Cu63_g0u2000,29,63,g0u2000,L2,2,1,0,-600469,1.04868e+08
Cu63_g0u2000,29,63,g0u2000,L3,2,1,1,-594151,1.04874e+08
Cu63_g0u2000,29,63,g0u2000,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u2000,29,63,g0u2000,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u2000,29,63,g0u2000,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u2000,29,63,g0u2000,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u2000,29,63,g0u2000,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u2000,29,63,g0u2000,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u2000,29,63,g0u2000,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u2000,29,63,g0u2000,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u2000,29,63,g0u2000,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u2000,29,63,g0u2000,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u2000,29,63,g0u2000,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u2000,29,63,g0u2000,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g0u2100,29,63,g0u2100,K1,1,0,1,-2.11659e+06,1.03352e+08
Cu63_g0u2100,29,63,g0u2100,L2,2,1,0,-600564,1.04868e+08
Cu63_g0u2100,29,63,g0u2100,L3,2,1,1,-594219,1.04874e+08
Cu63_g0u2100,29,63,g0u2100,M4,3,2,0,-263951,1.05204e+08
Cu63_g0u2100,29,63,g0u2100,M5,3,2,1,-263287,1.05205e+08
Cu63_g0u2100,29,63,g0u2100,N6,4,3,0,-148004,1.0532e+08
Cu63_g0u2100,29,63,g0u2100,N7,4,3,1,-147865,1.0532e+08
Cu63_g0u2100,29,63,g0u2100,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g0u2100,29,63,g0u2100,O9,5,4,1,-94558,1.05374e+08
Cu63_g0u2100,29,63,g0u2100,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g0u2100,29,63,g0u2100,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g0u2100,29,63,g0u2100,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g0u2100,29,63,g0u2100,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g0u2100,29,63,g0u2100,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g0u2100,29,63,g0u2100,R15,8,7,1,-36909.2,1.05431e+08
Cu63_g2u1000,29,63,g2u1000,K1,1,0,1,-2.10846e+06,1.0336e+08
Cu63_g2u1000,29,63,g2u1000,L2,2,1,0,-600473,1.04868e+08
Cu63_g2u1000,29,63,g2u1000,L3,2,1,1,-594154,1.04874e+08
Cu63_g2u1000,29,63,g2u1000,M4,3,2,0,-263951,1.05204e+08
Cu63_g2u1000,29,63,g2u1000,M5,3,2,1,-263287,1.05205e+08
Cu63_g2u1000,29,63,g2u1000,N6,4,3,0,-148004,1.0532e+08
Cu63_g2u1000,29,63,g2u1000,N7,4,3,1,-147865,1.0532e+08
Cu63_g2u1000,29,63,g2u1000,O8,5,4,0,-94600.6,1.05374e+08
Cu63_g2u1000,29,63,g2u1000,O9,5,4,1,-94558,1.05374e+08
Cu63_g2u1000,29,63,g2u1000,P10,6,5,0,-65654.5,1.05403e+08
Cu63_g2u1000,29,63,g2u1000,P11,6,5,1,-65638.1,1.05403e+08
Cu63_g2u1000,29,63,g2u1000,Q12,7,6,0,-48220.8,1.0542e+08
Cu63_g2u1000,29,63,g2u1000,Q13,7,6,1,-48213.5,1.0542e+08
Cu63_g2u1000,29,63,g2u1000,R14,8,7,0,-36912.9,1.05431e+08
Cu63_g2u1000,29,63,g2u1000,R15,8,7,1,-36909.2,1.05431e+08
Ge74_g0u0050,32,74,g0u0050,K1,1,0,1,-2.49802e+06,1.02998e+08
Ge74_g0u0050,32,74,g0u0050,L2,2,1,0,-733133,1.04763e+08
Ge74_g0u0050,32,74,g0u0050,L3,2,1,1,-723966,1.04773e+08
Ge74_g0u0050,32,74,g0u0050,M4,3,2,0,-321801,1.05175e+08
Ge74_g0u0050,32,74,g0u0050,M5,3,2,1,-320815,1.05176e+08
Ge74_g0u0050,32,74,g0u0050,N6,4,3,0,-180348,1.05316e+08
Ge74_g0u0050,32,74,g0u0050,N7,4,3,1,-180141,1.05316e+08
Ge74_g0u0050,32,74,g0u0050,O8,5,4,0,-115250,1.05381e+08
Ge74_g0u0050,32,74,g0u0050,O9,5,4,1,-115187,1.05381e+08
Ge74_g0u0050,32,74,g0u0050,P10,6,5,0,-79976.5,1.05417e+08
Ge74_g0u0050,32,74,g0u0050,P11,6,5,1,-79952.2,1.05417e+08
Ge74_g0u0050,32,74,g0u0050,Q12,7,6,0,-58736.1,1.05438e+08
Ge74_g0u0050,32,74,g0u0050,Q13,7,6,1,-58725.2,1.05438e+08
Ge74_g0u0050,32,74,g0u0050,R14,8,7,0,-44960.6,1.05452e+08
Ge74_g0u0050,32,74,g0u0050,R15,8,7,1,-44955.1,1.05452e+08
Ge74_g0u0100,32,74,g0u0100,K1,1,0,1,-2.49818e+06,1.02998e+08
Ge74_g0u0100,32,74,g0u0100,L2,2,1,0,-733135,1.04763e+08
Ge74_g0u0100,32,74,g0u0100,L3,2,1,1,-723969,1.04773e+08
Ge74_g0u0100,32,74,g0u0100,M4,3,2,0,-321802,1.05175e+08
Ge74_g0u0100,32,74,g0u0100,M5,3,2,1,-320815,1.05176e+08
Ge74_g0u0100,32,74,g0u0100,N6,4,3,0,-180348,1.05316e+08
Ge74_g0u0100,32,74,g0u0100,N7,4,3,1,-180141,1.05316e+08
Ge74_g0u0100,32,74,g0u0100,O8,5,4,0,-115250,1.05381e+08
Ge74_g0u0100,32,74,g0u0100,O9,5,4,1,-115187,1.05381e+08
Ge74_g0u0100,32,74,g0u0100,P10,6,5,0,-79976.5,1.05417e+08
Ge74_g0u0100,32,74,g0u0100,P11,6,5,1,-79952.2,1.05417e+08
Ge74_g0u0100,32,74,g0u0100,Q12,7,6,0,-58736.1,1.05438e+08
Ge74_g0u0100,32,74,g0u0100,Q13,7,6,1,-58725.2,1.05438e+08
Ge74_g0u0100,32,74,g0u0100,R14,8,7,0,-44960.6,1.05452e+08
Ge74_g0u0100,32,74,g0u0100,R15,8,7,1,-44955.1,1.05452e+08
Ge74_g0u0150,32,74,g0u0150,K1,1,0,1,-2.49821e+06,1.02998e+08
Ge74_g0u0150,32,74,g0u0150,L2,2,1,0,-733136,1.04763e+08
Ge74_g0u0150,32,74,g0u0150,L3,2,1,1,-723969,1.04773e+08
Ge74_g0u0150,32,74,g0u0150,M4,3,2,0,-321802,1.05175e+08
Ge74_g0u0150,32,74,g0u0150,M5,3,2,1,-320816,1.05176e+08
Ge74_g0u0150,32,74,g0u0150,N6,4,3,0,-180348,1.05316e+08
Ge74_g0u0150,32,74,g0u0150,N7,4,3,1,-180141,1.05316e+08
Ge74_g0u0150,32,74,g0u0150,O8,5,4,0,-115250,1.05381e+08
Ge74_g0u0150,32,74,g0u0150,O9,5,4,1,-115187,1.05381e+08
Ge74_g0u0150,32,74,g0u0150,P10,6,5,0,-79976.6,1.05417e+08
Ge74_g0u0150,32,74,g0u0150,P11,6,5,1,-79952.3,1.05417e+08
Ge74_g0u0150,32,74,g0u0150,Q12,7,6,0,-58736.1,1.05438e+08
Ge74_g0u0150,32,74,g0u0150,Q13,7,6,1,-58725.2,1.05438e+08
Ge74_g0u0150,32,74,g0u0150,R14,8,7,0,-44960.6,1.05452e+08
Ge74_g0u0150,32,74,g0u0150,R15,8,7,1,-44955.1,1.05452e+08
Ge74_g0u0200,32,74,g0u0200,K1,1,0,1,-2.49821e+06,1.02998e+08
Ge74_g0u0200,32,74,g0u0200,L2,2,1,0,-733136,1.04763e+08
Ge74_g0u0200,32,74,g0u0200,L3,2,1,1,-723969,1.04773e+08
Ge74_g0u0200,32,74,g0u0200,M4,3,2,0,-321802,1.05175e+08
Ge74_g0u0200,32,74,g0u0200,M5,3,2,1,-320816,1.05176e+08
Ge74_g0u0200,32,74,g0u0200,N6,4,3,0,-180348,1.05316e+08
Ge74_g0u0200,32,74,g0u0200,N7,4,3,1,-180142,1.05316e+08
Ge74_g0u0200,32,74,g0u0200,O8,5,4,0,-115250,1.05381e+08
Ge74_g0u0200,32,74,g0u0200,O9,5,4,1,-115187,1.05381e+08
Ge74_g0u0200,32,74,g0u0200,P10,6,5,0,-79976.6,1.05417e+08
Ge74_g0u0200,32,74,g0u0200,P11,6,5,1,-79952.3,1.05417e+08
Ge74_g0u0200,32,74,g0u0200,Q12,7,6,0,-58736.1,1.05438e+08
Ge74_g0u0200,32,74,g0u0200,Q13,7,6,1,-58725.2,1.05438e+08
Ge74_g0u0200,32,74,g0u0200,R14,8,7,0,-44960.6,1.05452e+08
Ge74_g0u0200,32,74,g0u0200,R15,8,7,1,-44955.1,1.05452e+08
Ge74_g0u0250,32,74,g0u0250,K1,1,0,1,-2.49822e+06,1.02998e+08
Ge74_g0u0250,32,74,g0u0250,L2,2,1,0,-733136,1.04763e+08
Ge74_g0u0250,32,74,g0u0250,L3,2,1,1,-723969,1.04773e+08
Ge74_g0u0250,32,74,g0u0250,M4,3,2,0,-321802,1.05175e+08
Ge74_g0u0250,32,74,g0u0250,M5,3,2,1,-320816,1.05176e+08
Ge74_g0u0250,32,74,g0u0250,N6,4,3,0,-180348,1.05316e+08
Ge74_g0u0250,32,74,g0u0250,N7,4,3,1,-180142,1.05316e+08
Ge74_g0u0250,32,74,g0u0250,O8,5,4,0,-115250,1.05381e+08
Ge74_g0u0250,32,74,g0u0250,O9,5,4,1,-115187,1.05381e+08
Ge74_g0u0250,32,74,g0u0250,P10,6,5,0,-79976.6,1.05417e+08
Ge74_g0u0250,32,74,g0u0250,P11,6,5,1,-79952.3,1.05417e+08
Ge74_g0u0250,32,74,g0u0250,Q12,7,6,0,-58736.1,1.05438e+08
Ge74_g0u0250,32,74,g0u0250,Q13,7,6,1,-58725.2,1.05438e+08
Ge74_g0u0250,32,74,g0u0250,R14,8,7,0,-44960.6,1.05452e+08
Ge74_g0u0250,32,74,g0u0250,R15,8,7,1,-44955.1,1.05452e+08
Ge74_g0u0300,32,74,g0u0300,K1,1,0,1,-2.49822e+06,1.02998e+08
Ge74_g0u0300,32,74,g0u0300,L2,2,1,0,-733136,1.04763e+08
Ge74_g0u0300,32,74,g0u0300,L3,2,1,1,-723969,1.04773e+08
Ge74_g0u0300,32,74,g0u0300,M4,3,2,0,-321802,1.05175e+08
Ge74_g0u0300,32,74,g0u0300,M5,3,2,1,-320816,1.05176e+08
Ge74_g0u0300,32,74,g0u0300,N6,4,3,0,-180348,1.05316e+08
Ge74_g0u0300,32,74,g0u0300,N7,4,3,1,-180142,1.05316e+08
Ge74_g0u0300,32,74,g0u0300,O8,5,4,0,-115250,1.05381e+08
Ge74_g0u0300,32,74,g0u0300,O9,5,4,1,-115187,1.05381e+08
Ge74_g0u0300,32,74,g0u0300,P10,6,5,0,-79976.6,1.05417e+08
Ge74_g0u0300,32,74,g0u0300,P11,6,5,1,-79952.3,1.05417e+08
Ge74_g0u0300,32,74,g0u0300,Q12,7,6,0,-58736.1,1.05438e+08
Ge74_g0u0300,32,74,g0u0300,Q13,7,6,1,-58725.2,1.05438e+08
Ge74_g0u0300,32,74,g0u0300,R14,8,7,0,-44960.6,1.05452e+08
Ge74_g0u0300,32,74,g0u0300,R15,8,7,1,-44955.1,1.05452e+08
