run,Z,A,kind,level,status,rc,err_bytes,wall_s,input_sha256
He6_rminus,2,6,rminus,0,RAN,0,0,0.656,4708d301bb34a6a0dde8d88888c8f62b7f303ad616a7b1e811441ff5b54637d5
He6_grid0,2,6,grid,0,RAN,0,0,0.573,ae8a800efbe3b27c702d3aed0d8637506308a3773efb70753f4e1ee1021cb14b
He6_grid1,2,6,grid,1,RAN,0,0,2.531,86ca89d1f8175e6ef619b4dc6f1592f1fda03177a15768b01217be1f39c36ed2
He6_grid2,2,6,grid,2,RAN,0,0,12.316,8b2b9937c55556b30ca5a4c119e0cc6f26e92c4783c636749db3f3e70516d825
Li6_rminus,3,6,rminus,0,RAN,0,0,0.713,b55ed969993e426633d9acb28f36550072cb24e952d4a6528adab9bd4d776a99
Li6_grid0,3,6,grid,0,RAN,0,0,0.843,aec0eba73929988d20ec88547a6d70ff43403aa0705418cdfb9621a84a71074e
Li6_grid1,3,6,grid,1,RAN,0,0,2.901,7c85a831ebd1f9cae801bae4da463a172b6efea3adc7036454ceddca92839b3c
Li6_grid2,3,6,grid,2,RAN,0,0,14.204,9280d14b1dda362af46a9f79ee2a61b8d5275e3d18f642f98ddb181310434857
Li6_grid3,3,6,grid,3,RAN,0,968,149.092,01fc503f70c61a1ff401e82abdcdc8b50e21a500d0f1c72cd98ee64c04607e5e
Li6_grid4,3,6,grid,4,RAN,0,1144,695.352,e16465c05261e4d687e6e472db552c077f25e17e93025bef9a0c0c6f28765133
Li7_rminus,3,7,rminus,0,RAN,0,0,0.731,6485e161fc98866b1fea6fdfef7f41c270c21832aa2adff31c23eeac3f0405c4
Li7_grid0,3,7,grid,0,RAN,0,0,0.851,0d6741b2050dd6c89361aee1faa26f44d136efeac231e602d2da6e85dd851070
Li7_grid1,3,7,grid,1,RAN,0,0,3.156,2c59e3d332bb4f149a1714c31a81fff612f8c875671cfdfd803eb3844f4c7273
Li7_grid2,3,7,grid,2,RAN,0,0,12.760,c6a8e537ac1d6c1bbb62531a360609571278e20077d9da8b3467a3301e74b5c9
Li8_rminus,3,8,rminus,0,RAN,0,0,0.674,2594eee292af5bc3c005b3e6847a6baade215c18551043f24de51c54c6d9eae6
Li8_grid0,3,8,grid,0,RAN,0,0,0.795,12a47c255f27524091e88be2e4d25426c9b8d0774849d8a3642976be03f4e464
Li8_grid1,3,8,grid,1,RAN,0,0,3.041,17d9513913faa83605537f530ab558edd6555580433d821bb3fb62fa4ab10bfa
Li8_grid2,3,8,grid,2,RAN,0,0,13.909,5b36e959cd4b857a35321c503cd1a89630d116d5596df2c92294e44f57210782
Li9_rminus,3,9,rminus,0,RAN,0,0,0.729,1c1355be064ae193eb7ff837756d0bf0ea6a487e06757daead1e8f5a5f77d77b
Li9_grid0,3,9,grid,0,RAN,0,0,0.765,b5f0014735a08c08b2fb2f0c9f1a3778cc7fa9f7d343f23e52505d7cdef0454c
Li9_grid1,3,9,grid,1,RAN,0,0,3.258,8bd6927f9bad3064ba286abfd73afddd5fd6d450a6c9984545969b631e175ce5
Li9_grid2,3,9,grid,2,RAN,0,0,13.123,543bb1592e55c4054a8fefe886ea31aaefa61847474632cf92afa26609d03226
Li11_rminus,3,11,rminus,0,RAN,0,0,0.707,fc00c2d7e45a15c34461994f21d29c96cb0823c970f84eb1b192d32ffcb4836a
Li11_grid0,3,11,grid,0,RAN,0,0,0.830,203c4ba289649f079893d1d001bb57bcfdd7a98fe1bc488984e36288d5f88f59
Li11_grid1,3,11,grid,1,RAN,0,0,3.158,cee5b497c69720242ae13b6f58925c258267e31b088aa8d01bdaa3140e0a61bc
Li11_grid2,3,11,grid,2,RAN,0,0,12.935,5056da19999de82d73e4c1d4951011e1d7dd9916486d40d8a86bebe5850f5cb5
Be7_rminus,4,7,rminus,0,RAN,0,0,0.747,3c4b88788decf82f8927b051cbd0723f070cb59187d2a8c56cd8516370e38efd
Be7_grid0,4,7,grid,0,RAN,0,0,0.838,8ab86be1bea6164b38a0807248c794b1bcc154a6b66f56a52430097c187d0b9f
Be7_grid1,4,7,grid,1,RAN,0,0,3.426,b5e1e3baeed596dd15e7efaadab05872273ade28f3bba7c352e1110bf66ec315
Be7_grid2,4,7,grid,2,RAN,0,0,14.731,eb33ec63d5877c46d8f13ef94ded92f344d60a1f8a813aad60b94aec9a06bb37
Be9_rminus,4,9,rminus,0,RAN,0,0,0.754,4b75d170e408621b300777634a1d9ec777a5674f8e45acae68da842cbb418ac3
Be9_grid0,4,9,grid,0,RAN,0,0,0.855,d86e7adba5b37404ba18e2e28eab37bcf70e2e4819255b48da9aa16204b55183
Be9_grid1,4,9,grid,1,RAN,0,0,3.375,9d1884d6c6f9aacccf7bbf9ea24ae884a1858caf6c4bc9d0ea32510eaa0cde7d
Be9_grid2,4,9,grid,2,RAN,0,0,16.780,9d51ecf8fe00dce571b70ae208d000ac967bc4b21c9a60716555bced268b5bfc
Be10_rminus,4,10,rminus,0,RAN,0,0,0.803,2f12dff6a9a407fa2529c58781c222464c752b0f1a4e99faf22f8f4ba0c4b803
Be10_grid0,4,10,grid,0,RAN,0,0,0.740,97a2275ecb590a0ece7b90884e6688a7dc7ea0ea03ab6573c24d7e2c54361446
Be10_grid1,4,10,grid,1,RAN,0,0,3.137,67a48b59df95d6b1df89418af2928e9697c6cff53e054242fd147bb249ff35b0
Be10_grid2,4,10,grid,2,RAN,0,0,14.514,1b53b44ad3788c548a41f6a14087076d2425a9653725e9fd7024077bd77fd347
Be11_rminus,4,11,rminus,0,RAN,0,0,0.795,94700b1820c246d49fdbbb74172cd8587dc19d2b99a880d340f3ec146b007f7a
Be11_grid0,4,11,grid,0,RAN,0,0,0.776,563845a1d96df986da60a96ac1937d5ef3c6b00403f74bf444056978f04c381b
Be11_grid1,4,11,grid,1,RAN,0,0,3.484,74a979e87ecc53da79799bcdf71b24e981d17cf44c18e1d82317dc952d69fcb4
Be11_grid2,4,11,grid,2,RAN,0,0,14.841,da300f51c6dc5a8bede0979e33271bc06f82e6cc007104b910b2a3fd33eb28fc
B10_rminus,5,10,rminus,0,RAN,0,0,0.827,3b21125a14f2739bbf4f6d3f0fab5f74e512e357fc4df954ac230755932b9381
B10_grid0,5,10,grid,0,RAN,0,0,0.868,451e684a15c08c67edd5267342b861f153522d57c0fbac20f4093f66f73f72ef
B10_grid1,5,10,grid,1,RAN,0,0,3.500,e950e8824abd2fb1cf448d89c23e2ad027ca2a8ba54c5d185376e3d3ae96108c
B10_grid2,5,10,grid,2,RAN,0,0,15.620,7a5d0652f4523290b10908737343e3a3398f92dfd5b0ecf584125fa9d67b1ca9
B11_rminus,5,11,rminus,0,RAN,0,0,0.832,2c396d428faeb3c18db374b308a94fb7096ffb4af893b3842bd83694329a9cd9
B11_grid0,5,11,grid,0,RAN,0,0,0.856,f2cd404600ae2b18feee650fef26aa58c9aeed78ef9b53abf223b43f8a9b7851
B11_grid1,5,11,grid,1,RAN,0,0,3.553,221e803b97173241933441b4def0032e39ef3016e9129b2aa29d4aeb38cf1935
B11_grid2,5,11,grid,2,RAN,0,0,16.892,61a291a668b107a7bbc8a7a7bccec01ec7daa179c29cd5731b5f180286042034
C12_rminus,6,12,rminus,0,RAN,0,0,0.834,85f6927a36f278c319ea40ba8960b48485d11692ca8cf000bbf363590e0a8413
C12_grid0,6,12,grid,0,RAN,0,0,0.880,0deabf0851cb84f769a9a43257570a3f64001c7b8cfc55b8cac7f0f93f6ba2ee
C12_grid1,6,12,grid,1,RAN,0,0,3.642,0e4d3ecc1b9c7b5ed56b9cc720c085602f8f3b713558693c5a407607ed4cf8ab
C12_grid2,6,12,grid,2,RAN,0,0,14.935,65fc0f07bf12016b51814a63b0334d0021058e94eeae767707f62162ae5a66ec
C13_rminus,6,13,rminus,0,RAN,0,0,0.894,7e0a60268b3a89b0fe0fc966d7ef53a720be6e0cf6f391ce1dc406867e431b94
C13_grid0,6,13,grid,0,RAN,0,0,0.851,ef858bdeadd3d133772edb88f37bea2508d9dbd10c2c1cae2e6479a37df8680c
C13_grid1,6,13,grid,1,RAN,0,0,3.510,3c09a807a828ad6e2958157c461d09587e4638aea20d04a333fc662445442b6a
C13_grid2,6,13,grid,2,RAN,0,0,15.626,a2499713335b17101f006f27439147d5caef3ec8a6141175a04943734386f072
C14_rminus,6,14,rminus,0,RAN,0,0,0.793,7766bee2612b4840360512f2a5f851875dd9750b7cd6791ee3bc3a88c10f4ce0
C14_grid0,6,14,grid,0,RAN,0,0,0.879,10cb2d69bad75701d687da0f60fd05fc8a8cd080d99b09a03f481cc1e768ed55
C14_grid1,6,14,grid,1,RAN,0,0,3.502,7ed3450fb4ae65e0994b7f7d889e991603b7b6cfccec67b597e3f495dc53cb6b
C14_grid2,6,14,grid,2,RAN,0,0,17.090,4e1e2a73d29c4522ca77ffc199f1a0a23341ff3b4ca652930bc0f37c59e6cb5f
N14_rminus,7,14,rminus,0,RAN,0,0,1.005,22a455268c1b4e6c91219d570692e61019841a115de0e4114c307b50ba98b01e
N14_grid0,7,14,grid,0,RAN,0,0,1.017,80dcc7b229eaec609affa0477664e8de0b2282e81000f0fd132029e2874d067a
N14_grid1,7,14,grid,1,RAN,0,0,4.202,027e47752d37a9026357fdfb3a0322c581fd54c49a3c40d1a4fa8cfb7bc3f3f4
N14_grid2,7,14,grid,2,RAN,0,0,18.454,695a15dcedd90ccfda77db57adaf0918e419dfdc9773af7465a9d45b69389191
N15_rminus,7,15,rminus,0,RAN,0,0,0.999,bdf3dd4d663900b9ff774107aa8fb54d5d83f7dd16a3899d105cedc7d2982e4b
N15_grid0,7,15,grid,0,RAN,0,0,0.902,4ab1b0c75dd1dd72b70b31096ca14f062fd9b053e7d57b0eb415386be1b40d0b
N15_grid1,7,15,grid,1,RAN,0,0,4.048,82b23c907c24f07ae51d95db5819339281a59686c1ef814571d18d7cf5f619cb
N15_grid2,7,15,grid,2,RAN,0,0,18.117,760564a17f3903b6840b64940df2563e1a76875b3b5d32eba98a66ccf8ef93e6
O16_rminus,8,16,rminus,0,RAN,0,0,1.071,fb0effd4afd3340cd204e544417ba72c610da8e7963a7dc48aea652af28c6c36
O16_grid0,8,16,grid,0,RAN,0,0,1.109,dfefc888ddd47fb00cacde016fd3db867ef286b3010b1bbd8202b81b96c02b03
O16_grid1,8,16,grid,1,RAN,0,0,4.301,18a90a1afdf56361c7b43457bcbc1221a64c4717059f473aef773ec8afd3855e
O16_grid2,8,16,grid,2,RAN,0,0,18.390,ad7285edaede00bda7fc5534c6f10c3473aa8611e5af6f0ef8550967698a4608
O17_rminus,8,17,rminus,0,RAN,0,0,1.143,b1a803faa84891049cde64990e4aead7630a60262c3b72956b8960edba7706de
O17_grid0,8,17,grid,0,RAN,0,0,1.071,69ba9fcd3b7017890304077a9b7d0e97b12d48703b7eee08b6dfb4dee53e88ab
O17_grid1,8,17,grid,1,RAN,0,0,4.098,11227ee1dbd3b1fc0c76f38a762e4717351f66d6acaace892f81c7c6c241aae0
O17_grid2,8,17,grid,2,RAN,0,0,20.292,5664ff0a32efc8ecee71e7aa7e44583519263d35ba4332bd715e6b029a6dbf2f
O18_rminus,8,18,rminus,0,RAN,0,0,1.076,6d944c8a2f289cdbdbfd08a4713f9474fdf3fef9e1678e84e84cad9f0446c7f8
O18_grid0,8,18,grid,0,RAN,0,0,1.076,63c7dc21e0f7a029e0ff830b5545c8a5dc8b14d60c422e5c49f90f36b54b4a88
O18_grid1,8,18,grid,1,RAN,0,0,4.609,48ec21019eea946bee00f409b4b61bb57f6ef86c17e58cb8eac6e52ba2da9c14
O18_grid2,8,18,grid,2,RAN,0,0,19.168,d21f581fbdcc30b6a5457b04e0ef77a1cc20fe40bd268da13f34b58aab221b97
F19_rminus,9,19,rminus,0,RAN,0,0,1.113,02d3d6b1b4593897c454dc8cd8f9e1c82bfc191cf2d641f8fd20c9a235bf6ff5
F19_grid0,9,19,grid,0,RAN,0,0,1.036,76ab9239e2de980cf3133cfba5bf02b9884ed81f8ae4e1091278762448777603
F19_grid1,9,19,grid,1,RAN,0,0,4.382,faab9c7953ab517b4d3ac571cc4957f12a288bc82d6ec8a8c5273adfdf5eb0f1
F19_grid2,9,19,grid,2,RAN,0,0,18.985,1df894ec558dce6efaf45f5be0aefd87d89e107fc4ccff8d75b267a5f6a0a774
Ne17_rminus,10,17,rminus,0,RAN,0,0,1.208,0c1843fb3a0736dd2bc6e67b66cd7c4c69d2f248f191e486c1bfdf1ec99c2e83
Ne17_grid0,10,17,grid,0,RAN,0,0,1.297,5e9d193952ad7efa20452be516694a2fb32e622d90324131e366ff9525a63be7
Ne17_grid1,10,17,grid,1,RAN,0,0,4.677,98a3ad61ad88d918b49704e298f7e83b21bb01a26edef91ea79691988419f975
Ne17_grid2,10,17,grid,2,RAN,0,0,19.935,271e3b3b938aae74a6f89a97935c6253bc24a20bb1b3d719cd87cb54aa7f28cc
Ne18_rminus,10,18,rminus,0,RAN,0,0,1.229,72de496b056f016d52e4e02d5e136d472904ef9fc741528a1344d78a6f7bba89
Ne18_grid0,10,18,grid,0,RAN,0,0,1.244,8ca6c94093e73277e78ed00711603c8baaeed061e610b636781de10c969b381a
Ne18_grid1,10,18,grid,1,RAN,0,0,4.844,73db72bfabba8d2203e7b121a1b47ae8c6312a09b5fb7004c9c57dfd3891d236
Ne18_grid2,10,18,grid,2,RAN,0,0,19.584,077cb2b1c29c1de9f03b2dff3a1e66dea96f399614cad176fcbe0c5686f41485
Ne19_rminus,10,19,rminus,0,RAN,0,0,1.142,ad7cf06b4e8f007efa96261583e49804831f9d12582e49a735def97f63b75f16
Ne19_grid0,10,19,grid,0,RAN,0,0,1.254,f7f4fa150dcd6a400446f9b9c355fb661ec63f4387028a5b875f5879b2d0b6d5
Ne19_grid1,10,19,grid,1,RAN,0,0,4.851,cd0f60239575b64590038a7ecb416c9395efcdebceb8e28befd2b9b7a767c313
Ne19_grid2,10,19,grid,2,RAN,0,0,19.902,a3f151f4e8374ddbfc10f0692ff18d0f6abfec48bf81b54aabd5eb7a5f84e690
Ne20_rminus,10,20,rminus,0,RAN,0,0,1.141,5da72245ee4c7cd24144faa987311b8f7ea3802e648830077e00632baff7ca3d
Ne20_grid0,10,20,grid,0,RAN,0,0,1.262,80ab2b97d5b1401aa70083efa72c97244ee3d7a17d2c60f1f10904ede5081171
Ne20_grid1,10,20,grid,1,RAN,0,0,5.009,d6d9f56845a311bd87d708924050088631548d4256368aefc4d7313a9bf4c300
Ne20_grid2,10,20,grid,2,RAN,0,0,20.356,564bd54d89b01287c5d2849ccfcd624896c373e48bf2e9d79c754727c7d160a4
Ne21_rminus,10,21,rminus,0,RAN,0,0,1.132,ca3129def59205c94dc165c7182a63237b2c2cc98a5c295a7596b77bfa2438be
Ne21_grid0,10,21,grid,0,RAN,0,0,1.241,0c2c60ebc1e52cbefaf5da2c0bedf9e77284f0667937e0b8570bebb3ed80b4ca
Ne21_grid1,10,21,grid,1,RAN,0,0,4.712,abb5f75fedf1221631616ae54b318a10340e56c46b8f1a85e7548e2cbb66998e
Ne21_grid2,10,21,grid,2,RAN,0,0,19.680,9f9b19074ce283bd6fdf5f54421ef989f2c8305a660ba9452809c22f14b88730
Ne22_rminus,10,22,rminus,0,RAN,0,0,1.180,db664fbb05db02739d6a842a40ff6d108bb78953af974d7260e8af7217d4c451
Ne22_grid0,10,22,grid,0,RAN,0,0,1.274,d540f5777dc3b9160dffcf62c7d6695d7b271fa46fb4259e596e2ba41654cc47
Ne22_grid1,10,22,grid,1,RAN,0,0,4.669,fd2a409b13788f91eb57f79d07c168dd2d4e4c424d2a2e799889fbf1bd06f9f5
Ne22_grid2,10,22,grid,2,RAN,0,0,22.462,0547396bfe56710eeaa0e8e5a145d870947a44433d9fa840dee79c1ef4a1e2ea
Ne23_rminus,10,23,rminus,0,RAN,0,0,1.181,ecaecb1561fb3c76f639cb79bd43349c96c4b1716237b4ab427714f3928f9ff6
Ne23_grid0,10,23,grid,0,RAN,0,0,1.342,6619e3830cad549ffef72e7141725727994810e14f1c0e642cd3dbe3f258c971
Ne23_grid1,10,23,grid,1,RAN,0,0,5.119,e86b34fba92390020b3fd37156868fbad8d35f1404a31f4694c9a2272443bf9b
Ne23_grid2,10,23,grid,2,RAN,0,0,20.818,747d21be52c1863101c07c070640fdc56ebebae9952d06b08f9feb252c9190d7
Ne24_rminus,10,24,rminus,0,RAN,0,0,1.227,e3102abe98d200432cdb017deadd805cbf6610254748fa443c3b87bfc044aa00
Ne24_grid0,10,24,grid,0,RAN,0,0,1.298,003e5a29a278404aedc9951a842279bdd2e4deb5a0fe30fd5430276a2929a538
Ne24_grid1,10,24,grid,1,RAN,0,0,4.850,ea15c08ed948c5dc68ec4d8ea0f1ad7308033d34f34c86a1f66cd1d3dbb2e68b
Ne24_grid2,10,24,grid,2,RAN,0,0,20.461,776f11099b0cd30b117c18ad520738857897d651a029cc0920b032732f15609e
Ne25_rminus,10,25,rminus,0,RAN,0,0,1.163,c9ca4d102e3fadda9a33d95cdf88a594a48833f28bfc14b677c3bb956e30a2a7
Ne25_grid0,10,25,grid,0,RAN,0,0,1.349,38a96364c303c94f6781915f1b3836960e0b2b75b3c8791d23d9a2dc4a917fdc
Ne25_grid1,10,25,grid,1,RAN,0,0,4.536,9f9258440e9706b8e8d4f172213112cdf2a72fc460219339ce2962d9aec8adb5
Ne25_grid2,10,25,grid,2,RAN,0,0,20.206,eda34923e824a0d224ab0bff1591c2b9b6ce4e9ea843523a81bb779c6c52a4c8
Ne26_rminus,10,26,rminus,0,RAN,0,0,1.241,542b8b311d829659d024dfcf7b5364bf59288119a633541426e80e8187e185e7
Ne26_grid0,10,26,grid,0,RAN,0,0,1.321,494dd88175285f891caebb79daa58099c3cdee667dc34f552c17d6f941412c4e
Ne26_grid1,10,26,grid,1,RAN,0,0,4.716,b080c14b561531b023dcbfd8a56de259d5e15f55e91c308b93e76e49a515f076
Ne26_grid2,10,26,grid,2,RAN,0,0,20.111,6b39b61a275c4026d0dc2d7c2aa75173704f9bdeba0692bc349b922acfc4e73f
Ne28_rminus,10,28,rminus,0,RAN,0,0,1.246,ea133747247260fec11263be895697cd63986cdef4a0b4f50469af0a9f3c08a6
Ne28_grid0,10,28,grid,0,RAN,0,0,1.295,380c80972d8bea9f9ce35dd4f1f614268924c6dfa848eec0c6bc37d82301a73d
Ne28_grid1,10,28,grid,1,RAN,0,0,5.021,5669593c0b3baa8131355690132596f01c7ed2923e3bc3baa0942993e3df6e12
Ne28_grid2,10,28,grid,2,RAN,0,0,19.553,1a3b9214870a23af2b6a2facd00afc1e3bd6629fd9ae30321b35e74d53466227
Na20_rminus,11,20,rminus,0,RAN,0,0,1.121,e9977acdaa42ec19a4b34b1d1a70b01dd3a9604a26c9ab722bd132ddd6308dc0
Na20_grid0,11,20,grid,0,RAN,0,0,1.097,913e6b9d588c08527df2a70f82034a122feb35901e3ec64e1d892d56fc8dae92
Na20_grid1,11,20,grid,1,RAN,0,0,4.644,c3e639b808d4217a98353e3ec39e4eaf9b77673dcac7e4d3e3971b7fdf5a3c9f
Na20_grid2,11,20,grid,2,RAN,0,0,19.949,93aea2364e41e41b6c350f613ac84173e1f4a06f6c48de48ad6a5f530ed7be99
Na21_rminus,11,21,rminus,0,RAN,0,0,1.213,95d84ba058109c28c85ebeba2550aae4de990df0cc380420500022e3d9c2ec53
Na21_grid0,11,21,grid,0,RAN,0,0,1.192,55ead9f2cb509c5d10010e69439c2d8132e78038eeccdffac0a0878b8580030f
Na21_grid1,11,21,grid,1,RAN,0,0,5.191,ea99237aca81fe16fa53d0e95ddef8c652d25836d3935481a963e22948fb81ed
Na21_grid2,11,21,grid,2,RAN,0,0,20.489,63a0f3cd91a769e4ce0c4830734f2262bb46b8642e717c2bfa88c0540a363050
Na22_rminus,11,22,rminus,0,RAN,0,0,1.152,70063cabe530730824eefa490e74ed759748ffe83aa3676774c54e3362655d8e
Na22_grid0,11,22,grid,0,RAN,0,0,1.124,afe0e34518aea643ead2dd40ca50f58a2bccb45869cae3b616a729dc73046388
Na22_grid1,11,22,grid,1,RAN,0,0,4.533,18b54537791a3d2e64abb5bd12af62001606d03a8b231b85361fabc6261a28ae
Na22_grid2,11,22,grid,2,RAN,0,0,20.633,ee099b4bdf04527a9e0d094334d41f4e075693088593790bf547cb3ab69bf19d
Na23_rminus,11,23,rminus,0,RAN,0,0,1.200,fdfc8ceef1c212b48ec82ab6f5caff43a7e217e418605a99448d1324ef7f440f
Na23_grid0,11,23,grid,0,RAN,0,0,1.095,338cdd2e0a24e26fb2a04ab072a98a123f3b3feffad255bea9248e15dbca1ebe
Na23_grid1,11,23,grid,1,RAN,0,0,4.565,0f05110fe08134ad01700ebb6c8a4e72c0c6563033793a68dbcdc95ba259e8f8
Na23_grid2,11,23,grid,2,RAN,0,0,20.652,c285838da6428bdb283c16ed7270edf17905ed1e9a8f27b9c058d23e441a93a5
Na24_rminus,11,24,rminus,0,RAN,0,0,1.163,1ae7a1e87df9e6f34c1c319139abdd6af62501f264f20aca9b61ac866c335b66
Na24_grid0,11,24,grid,0,RAN,0,0,1.095,2e97c4be59fe6a3042e83757740d99e3acb5282d698f1f22048bc58749c46c0e
Na24_grid1,11,24,grid,1,RAN,0,0,4.784,19176524eeef52bcce4e11f858fbe5f5aed5334a55ad65bab7193c659933cace
Na24_grid2,11,24,grid,2,RAN,0,0,21.861,16de2c0e59d177b698651f92536c21ed5d9d34d3dec3ed85f700d1a24f3124cf
Na25_rminus,11,25,rminus,0,RAN,0,0,1.105,a9b7db8fd3d013253cae64a3635a6c7d7cc3334d884b3897fd7d7c3271aa5f2e
Na25_grid0,11,25,grid,0,RAN,0,0,1.120,c5057f4fe7e603903c5606c0d42dcd472354cd7354d7d261f145979788963ce1
Na25_grid1,11,25,grid,1,RAN,0,0,4.781,47a6c703adc25deb85732792c09907a20ae6ab997cb3cd0c834b82db321e88aa
Na25_grid2,11,25,grid,2,RAN,0,0,21.057,8928f737dd1ac9a1f40d3fe0d96cd80d542a018bbf4c0445dadb36a8e0c8bb69
Na26_rminus,11,26,rminus,0,RAN,0,0,1.141,39996f483f0ae1a36997a79e82af2597b98c40e68db2f3921139d7c851ad230d
Na26_grid0,11,26,grid,0,RAN,0,0,1.139,3173fd1132841dff779db6b03a0c8528f04060733a7926c9822dfb95c8d48ba2
Na26_grid1,11,26,grid,1,RAN,0,0,4.902,b689c2f62ec9d7935ddd93c5c55e3fe5e497a93e7c9749835c932cda13db2946
Na26_grid2,11,26,grid,2,RAN,0,0,20.356,d4dd698cca4f389d85e430fbde181180abf575cb5aed5cccb009e53874961c56
Na27_rminus,11,27,rminus,0,RAN,0,0,1.154,fea7f64d09013919cca0b6b111d986866f84a5f92b21c8283098ee99dd836d4e
Na27_grid0,11,27,grid,0,RAN,0,0,1.099,f0b9b420f82015eab21e05159544da82947157dc1ccd686cbb4d2a7344602a54
Na27_grid1,11,27,grid,1,RAN,0,0,4.539,9b5014acab57a9d322ce7873873817d9bb094c11010eb21198072e59e6d42d12
Na27_grid2,11,27,grid,2,RAN,0,0,21.106,6fd00a9c8cbbeb6876fa400693310a830d6a1d9ebc0e70d40c149478e4ac2d68
Na28_rminus,11,28,rminus,0,RAN,0,0,1.100,46308facd050bc2bf274d2e885f97f9d821768006e0b0889c5a52eb507bc7eef
Na28_grid0,11,28,grid,0,RAN,0,0,1.083,48b5059aef749ea6c9ef5a6690cf717df22fdf0956245ebcc966df2f47264833
Na28_grid1,11,28,grid,1,RAN,0,0,4.949,e78168cea997c58689e7b8746849aa3a17f712c961d7c83e35a4f9f3a1038c77
Na28_grid2,11,28,grid,2,RAN,0,0,22.050,eee6559fb7478e619e27471966f8d81d01d8f04707a22e6e6f20abc6b80e92c9
Na29_rminus,11,29,rminus,0,RAN,0,0,1.282,e8793e7d908e87bc41546ca088734bda0c60ec1c1221856e3f7d732c91606f8d
Na29_grid0,11,29,grid,0,RAN,0,0,1.157,e055bcafdd14c406b68e06943fb29021ca0c03d16ab7fe39adf93c8f9d6b4084
Na29_grid1,11,29,grid,1,RAN,0,0,4.807,b60723de45e41b47fcfcfe9831cb064af2890f885d30e2b423023cd3ac909f07
Na29_grid2,11,29,grid,2,RAN,0,0,20.240,6de00f0e3f7bd0fcfd47ddae921c0bf368e66721bd91e3a3ab45f29c359d6d2f
Na30_rminus,11,30,rminus,0,RAN,0,0,1.119,b3061c0cd979096678ac51f19047dffacfe2ae2ec697eb3e84c14988623842f4
Na30_grid0,11,30,grid,0,RAN,0,0,1.147,8840a53af1bfddb6f501f439390b85820bdc11df7daee6843f1ccec52300478d
Na30_grid1,11,30,grid,1,RAN,0,0,4.669,8e2f3361aeb281de8db830855b5a373735b04e9d92fecd9ffddab0b2adc0b7da
Na30_grid2,11,30,grid,2,RAN,0,0,21.157,cce4fc7593943e88fa05640b746f0ab1128fb92f785f91372d58c1a871245602
Na31_rminus,11,31,rminus,0,RAN,0,0,1.182,88659ccc700fe49af029f6d423bf02df28dfbf65e8e16a743deef8d408aaa518
Na31_grid0,11,31,grid,0,RAN,0,0,1.113,61f3f1dd9f4ac0ff9cd80fda123e22263c3317133ff7051ea2b2971065be420e
Na31_grid1,11,31,grid,1,RAN,0,0,4.973,8e155bb94364b426d679034054af1ffe41cb18f7642698211a1efad14b9df8e2
Na31_grid2,11,31,grid,2,RAN,0,0,21.256,066e8c960e2e566f965e00b906d0df7eb66310be06338782d85baecfa1dfdd4e
Mg24_rminus,12,24,rminus,0,RAN,0,0,1.159,c18e1137681a3a770ff7559c883c41bf1f3bd4f4ac26c0c796d065183eaad844
Mg24_grid0,12,24,grid,0,RAN,0,0,1.238,8584a36b16b228f4973f3c56f80e7441dc9571150ab7d298b06ffea5633341d4
Mg24_grid1,12,24,grid,1,RAN,0,0,5.284,dbaf0a874008d89293b4a86faed42df5a2d52d807eb5146791a2f8433da86df3
Mg24_grid2,12,24,grid,2,RAN,0,0,20.653,4bf47e7f81fb4457f7a7a8e7bebdd1bc7120bc5776ff67f3ce6a834085a86849
Mg25_rminus,12,25,rminus,0,RAN,0,0,1.124,3a9dced029ae9f3cf6b5fa8175d739fe0aaaead330ea2c50c66f6406bc8dd104
Mg25_grid0,12,25,grid,0,RAN,0,0,1.096,0960da3004f5945631ddac41ede2f846e4e096a2152854d653e981c9a59a3a39
Mg25_grid1,12,25,grid,1,RAN,0,0,4.896,a7d3081fb83620750e2b5fc4625f2b16e1e354a7b24b21a8f9a021496032f9b7
Mg25_grid2,12,25,grid,2,RAN,0,0,22.450,989b7bc8056f3bd39d53af7f37b655e5280917a039ad13662f56c024ead23ea3
Mg26_rminus,12,26,rminus,0,RAN,0,0,1.112,40a727854db39c3b49f5c0664f04452762e9a5638b842c81825e5990c6102c9f
Mg26_grid0,12,26,grid,0,RAN,0,0,1.216,7b2e99eef1cd3b1bacff76fa38b116df117cfa4f5e460eb5ab04bb4a4a7bb7e5
Mg26_grid1,12,26,grid,1,RAN,0,0,5.080,47c6efb8853389fe2a5241149d2b75fd69b12b712645c1c07f80205c5a83b1b2
Mg26_grid2,12,26,grid,2,RAN,0,0,21.193,2fccaaec480396b969ee91a6aec84b4c78a24c97d8a223508526edbc4f98bf2d
Al27_rminus,13,27,rminus,0,RAN,0,0,1.152,0e052465b40e5fdda39d3c9fc975929450b01a044820ff08e83bf3967c8b796d
Al27_grid0,13,27,grid,0,RAN,0,0,1.210,8b6f38401a6729b13829a920f588a35512b6de67e72efef0e19c362e68e89e79
Al27_grid1,13,27,grid,1,RAN,0,0,5.414,9dcf5a14014cf33c87ba6d3bc83663e2671e179198498c31d271defad79e1c60
Al27_grid2,13,27,grid,2,RAN,0,0,21.991,c33c900fa1fc18c0bea74801d3a6700383f000e54d7a75c56e8edc73f0c8e2db
