run,Z,A,kind,level,state,n,l,s,binding_eV,total_eV
Si29_grid2,14,29,grid,2,Q12,7,6,0,-11210.1,1.05235e+08
Si29_grid2,14,29,grid,2,Q13,7,6,1,-11209.7,1.05235e+08
Si29_grid2,14,29,grid,2,R14,8,7,0,-8582.48,1.05238e+08
Si29_grid2,14,29,grid,2,R15,8,7,1,-8582.28,1.05238e+08
Si30_rminus,14,30,rminus,0,K1,1,0,1,-538067,1.04722e+08
Si30_rminus,14,30,rminus,0,L2,2,1,0,-138103,1.05122e+08
Si30_rminus,14,30,rminus,0,L3,2,1,1,-137744,1.05122e+08
Si30_rminus,14,30,rminus,0,M4,3,2,0,-61143.6,1.05199e+08
Si30_rminus,14,30,rminus,0,M5,3,2,1,-61108,1.05199e+08
Si30_rminus,14,30,rminus,0,N6,4,3,0,-34356.2,1.05226e+08
Si30_rminus,14,30,rminus,0,N7,4,3,1,-34348.7,1.05226e+08
Si30_rminus,14,30,rminus,0,O8,5,4,0,-21979.4,1.05238e+08
Si30_rminus,14,30,rminus,0,O9,5,4,1,-21977.1,1.05238e+08
Si30_rminus,14,30,rminus,0,P10,6,5,0,-15261.2,1.05245e+08
Si30_rminus,14,30,rminus,0,P11,6,5,1,-15260.3,1.05245e+08
Si30_rminus,14,30,rminus,0,Q12,7,6,0,-11211.6,1.05249e+08
Si30_rminus,14,30,rminus,0,Q13,7,6,1,-11211.2,1.05249e+08
Si30_rminus,14,30,rminus,0,R14,8,7,0,-8583.59,1.05251e+08
Si30_rminus,14,30,rminus,0,R15,8,7,1,-8583.39,1.05251e+08
Si30_grid0,14,30,grid,0,K1,1,0,1,-538032,1.04722e+08
Si30_grid0,14,30,grid,0,L2,2,1,0,-138103,1.05122e+08
Si30_grid0,14,30,grid,0,L3,2,1,1,-137744,1.05122e+08
Si30_grid0,14,30,grid,0,M4,3,2,0,-61143.6,1.05199e+08
Si30_grid0,14,30,grid,0,M5,3,2,1,-61108,1.05199e+08
Si30_grid0,14,30,grid,0,N6,4,3,0,-34356.2,1.05226e+08
Si30_grid0,14,30,grid,0,N7,4,3,1,-34348.7,1.05226e+08
Si30_grid0,14,30,grid,0,O8,5,4,0,-21979.4,1.05238e+08
Si30_grid0,14,30,grid,0,O9,5,4,1,-21977.1,1.05238e+08
Si30_grid0,14,30,grid,0,P10,6,5,0,-15261.2,1.05245e+08
Si30_grid0,14,30,grid,0,P11,6,5,1,-15260.3,1.05245e+08
Si30_grid0,14,30,grid,0,Q12,7,6,0,-11211.6,1.05249e+08
Si30_grid0,14,30,grid,0,Q13,7,6,1,-11211.2,1.05249e+08
Si30_grid0,14,30,grid,0,R14,8,7,0,-8583.59,1.05251e+08
Si30_grid0,14,30,grid,0,R15,8,7,1,-8583.39,1.05251e+08
Si30_grid1,14,30,grid,1,K1,1,0,1,-538036,1.04722e+08
Si30_grid1,14,30,grid,1,L2,2,1,0,-138103,1.05122e+08
Si30_grid1,14,30,grid,1,L3,2,1,1,-137744,1.05122e+08
Si30_grid1,14,30,grid,1,M4,3,2,0,-61143.7,1.05199e+08
Si30_grid1,14,30,grid,1,M5,3,2,1,-61108,1.05199e+08
Si30_grid1,14,30,grid,1,N6,4,3,0,-34356.2,1.05226e+08
Si30_grid1,14,30,grid,1,N7,4,3,1,-34348.7,1.05226e+08
Si30_grid1,14,30,grid,1,O8,5,4,0,-21979.4,1.05238e+08
Si30_grid1,14,30,grid,1,O9,5,4,1,-21977.1,1.05238e+08
Si30_grid1,14,30,grid,1,P10,6,5,0,-15261.2,1.05245e+08
Si30_grid1,14,30,grid,1,P11,6,5,1,-15260.3,1.05245e+08
Si30_grid1,14,30,grid,1,Q12,7,6,0,-11211.6,1.05249e+08
Si30_grid1,14,30,grid,1,Q13,7,6,1,-11211.2,1.05249e+08
Si30_grid1,14,30,grid,1,R14,8,7,0,-8583.59,1.05251e+08
Si30_grid1,14,30,grid,1,R15,8,7,1,-8583.39,1.05251e+08
Si30_grid2,14,30,grid,2,K1,1,0,1,-538037,1.04722e+08
Si30_grid2,14,30,grid,2,L2,2,1,0,-138103,1.05122e+08
Si30_grid2,14,30,grid,2,L3,2,1,1,-137744,1.05122e+08
Si30_grid2,14,30,grid,2,M4,3,2,0,-61143.7,1.05199e+08
Si30_grid2,14,30,grid,2,M5,3,2,1,-61108,1.05199e+08
Si30_grid2,14,30,grid,2,N6,4,3,0,-34356.2,1.05226e+08
Si30_grid2,14,30,grid,2,N7,4,3,1,-34348.8,1.05226e+08
Si30_grid2,14,30,grid,2,O8,5,4,0,-21979.4,1.05238e+08
Si30_grid2,14,30,grid,2,O9,5,4,1,-21977.1,1.05238e+08
Si30_grid2,14,30,grid,2,P10,6,5,0,-15261.2,1.05245e+08
Si30_grid2,14,30,grid,2,P11,6,5,1,-15260.3,1.05245e+08
Si30_grid2,14,30,grid,2,Q12,7,6,0,-11211.6,1.05249e+08
Si30_grid2,14,30,grid,2,Q13,7,6,1,-11211.2,1.05249e+08
Si30_grid2,14,30,grid,2,R14,8,7,0,-8583.59,1.05251e+08
Si30_grid2,14,30,grid,2,R15,8,7,1,-8583.39,1.05251e+08
P31_rminus,15,31,rminus,0,K1,1,0,1,-615163,1.04658e+08
P31_rminus,15,31,rminus,0,L2,2,1,0,-158654,1.05114e+08
P31_rminus,15,31,rminus,0,L3,2,1,1,-158181,1.05115e+08
P31_rminus,15,31,rminus,0,M4,3,2,0,-70214.3,1.05203e+08
P31_rminus,15,31,rminus,0,M5,3,2,1,-70167.3,1.05203e+08
P31_rminus,15,31,rminus,0,N6,4,3,0,-39448.4,1.05233e+08
P31_rminus,15,31,rminus,0,N7,4,3,1,-39438.5,1.05233e+08
P31_rminus,15,31,rminus,0,O8,5,4,0,-25235.9,1.05248e+08
P31_rminus,15,31,rminus,0,O9,5,4,1,-25232.9,1.05248e+08
P31_rminus,15,31,rminus,0,P10,6,5,0,-17521.8,1.05255e+08
P31_rminus,15,31,rminus,0,P11,6,5,1,-17520.7,1.05255e+08
P31_rminus,15,31,rminus,0,Q12,7,6,0,-12872.2,1.0526e+08
P31_rminus,15,31,rminus,0,Q13,7,6,1,-12871.7,1.0526e+08
P31_rminus,15,31,rminus,0,R14,8,7,0,-9854.92,1.05263e+08
P31_rminus,15,31,rminus,0,R15,8,7,1,-9854.65,1.05263e+08
P31_grid0,15,31,grid,0,K1,1,0,1,-615142,1.04658e+08
P31_grid0,15,31,grid,0,L2,2,1,0,-158654,1.05114e+08
P31_grid0,15,31,grid,0,L3,2,1,1,-158181,1.05115e+08
P31_grid0,15,31,grid,0,M4,3,2,0,-70214.3,1.05203e+08
P31_grid0,15,31,grid,0,M5,3,2,1,-70167.3,1.05203e+08
P31_grid0,15,31,grid,0,N6,4,3,0,-39448.4,1.05233e+08
P31_grid0,15,31,grid,0,N7,4,3,1,-39438.5,1.05233e+08
P31_grid0,15,31,grid,0,O8,5,4,0,-25235.9,1.05248e+08
P31_grid0,15,31,grid,0,O9,5,4,1,-25232.9,1.05248e+08
P31_grid0,15,31,grid,0,P10,6,5,0,-17521.8,1.05255e+08
P31_grid0,15,31,grid,0,P11,6,5,1,-17520.7,1.05255e+08
P31_grid0,15,31,grid,0,Q12,7,6,0,-12872.2,1.0526e+08
P31_grid0,15,31,grid,0,Q13,7,6,1,-12871.7,1.0526e+08
P31_grid0,15,31,grid,0,R14,8,7,0,-9854.92,1.05263e+08
P31_grid0,15,31,grid,0,R15,8,7,1,-9854.65,1.05263e+08
P31_grid1,15,31,grid,1,K1,1,0,1,-615147,1.04658e+08
P31_grid1,15,31,grid,1,L2,2,1,0,-158654,1.05114e+08
P31_grid1,15,31,grid,1,L3,2,1,1,-158181,1.05115e+08
P31_grid1,15,31,grid,1,M4,3,2,0,-70214.3,1.05203e+08
P31_grid1,15,31,grid,1,M5,3,2,1,-70167.3,1.05203e+08
P31_grid1,15,31,grid,1,N6,4,3,0,-39448.4,1.05233e+08
P31_grid1,15,31,grid,1,N7,4,3,1,-39438.6,1.05233e+08
P31_grid1,15,31,grid,1,O8,5,4,0,-25235.9,1.05248e+08
P31_grid1,15,31,grid,1,O9,5,4,1,-25232.9,1.05248e+08
P31_grid1,15,31,grid,1,P10,6,5,0,-17521.8,1.05255e+08
P31_grid1,15,31,grid,1,P11,6,5,1,-17520.7,1.05255e+08
P31_grid1,15,31,grid,1,Q12,7,6,0,-12872.2,1.0526e+08
P31_grid1,15,31,grid,1,Q13,7,6,1,-12871.7,1.0526e+08
P31_grid1,15,31,grid,1,R14,8,7,0,-9854.92,1.05263e+08
P31_grid1,15,31,grid,1,R15,8,7,1,-9854.65,1.05263e+08
P31_grid2,15,31,grid,2,K1,1,0,1,-615148,1.04658e+08
P31_grid2,15,31,grid,2,L2,2,1,0,-158654,1.05114e+08
P31_grid2,15,31,grid,2,L3,2,1,1,-158181,1.05115e+08
P31_grid2,15,31,grid,2,M4,3,2,0,-70214.4,1.05203e+08
P31_grid2,15,31,grid,2,M5,3,2,1,-70167.3,1.05203e+08
P31_grid2,15,31,grid,2,N6,4,3,0,-39448.4,1.05233e+08
P31_grid2,15,31,grid,2,N7,4,3,1,-39438.6,1.05233e+08
P31_grid2,15,31,grid,2,O8,5,4,0,-25235.9,1.05248e+08
P31_grid2,15,31,grid,2,O9,5,4,1,-25232.9,1.05248e+08
P31_grid2,15,31,grid,2,P10,6,5,0,-17521.8,1.05255e+08
P31_grid2,15,31,grid,2,P11,6,5,1,-17520.7,1.05255e+08
P31_grid2,15,31,grid,2,Q12,7,6,0,-12872.2,1.0526e+08
P31_grid2,15,31,grid,2,Q13,7,6,1,-12871.7,1.0526e+08
P31_grid2,15,31,grid,2,R14,8,7,0,-9854.92,1.05263e+08
P31_grid2,15,31,grid,2,R15,8,7,1,-9854.65,1.05263e+08
S32_rminus,16,32,rminus,0,K1,1,0,1,-696601,1.04588e+08
S32_rminus,16,32,rminus,0,L2,2,1,0,-180649,1.05104e+08
S32_rminus,16,32,rminus,0,L3,2,1,1,-180037,1.05105e+08
S32_rminus,16,32,rminus,0,M4,3,2,0,-79915.5,1.05205e+08
S32_rminus,16,32,rminus,0,M5,3,2,1,-79854.6,1.05205e+08
S32_rminus,16,32,rminus,0,N6,4,3,0,-44893.5,1.0524e+08
S32_rminus,16,32,rminus,0,N7,4,3,1,-44880.7,1.0524e+08
S32_rminus,16,32,rminus,0,O8,5,4,0,-28717.7,1.05256e+08
S32_rminus,16,32,rminus,0,O9,5,4,1,-28713.8,1.05256e+08
S32_rminus,16,32,rminus,0,P10,6,5,0,-19938.8,1.05265e+08
S32_rminus,16,32,rminus,0,P11,6,5,1,-19937.3,1.05265e+08
S32_rminus,16,32,rminus,0,Q12,7,6,0,-14647.6,1.0527e+08
S32_rminus,16,32,rminus,0,Q13,7,6,1,-14647,1.0527e+08
S32_rminus,16,32,rminus,0,R14,8,7,0,-11214.1,1.05274e+08
S32_rminus,16,32,rminus,0,R15,8,7,1,-11213.8,1.05274e+08
S32_grid0,16,32,grid,0,K1,1,0,1,-696575,1.04588e+08
S32_grid0,16,32,grid,0,L2,2,1,0,-180649,1.05104e+08
S32_grid0,16,32,grid,0,L3,2,1,1,-180037,1.05105e+08
S32_grid0,16,32,grid,0,M4,3,2,0,-79915.5,1.05205e+08
S32_grid0,16,32,grid,0,M5,3,2,1,-79854.6,1.05205e+08
S32_grid0,16,32,grid,0,N6,4,3,0,-44893.5,1.0524e+08
S32_grid0,16,32,grid,0,N7,4,3,1,-44880.7,1.0524e+08
S32_grid0,16,32,grid,0,O8,5,4,0,-28717.7,1.05256e+08
S32_grid0,16,32,grid,0,O9,5,4,1,-28713.8,1.05256e+08
S32_grid0,16,32,grid,0,P10,6,5,0,-19938.8,1.05265e+08
S32_grid0,16,32,grid,0,P11,6,5,1,-19937.3,1.05265e+08
S32_grid0,16,32,grid,0,Q12,7,6,0,-14647.6,1.0527e+08
S32_grid0,16,32,grid,0,Q13,7,6,1,-14647,1.0527e+08
S32_grid0,16,32,grid,0,R14,8,7,0,-11214.1,1.05274e+08
S32_grid0,16,32,grid,0,R15,8,7,1,-11213.8,1.05274e+08
S32_grid1,16,32,grid,1,K1,1,0,1,-696581,1.04588e+08
S32_grid1,16,32,grid,1,L2,2,1,0,-180649,1.05104e+08
S32_grid1,16,32,grid,1,L3,2,1,1,-180037,1.05105e+08
S32_grid1,16,32,grid,1,M4,3,2,0,-79915.5,1.05205e+08
S32_grid1,16,32,grid,1,M5,3,2,1,-79854.6,1.05205e+08
S32_grid1,16,32,grid,1,N6,4,3,0,-44893.5,1.0524e+08
S32_grid1,16,32,grid,1,N7,4,3,1,-44880.7,1.0524e+08
S32_grid1,16,32,grid,1,O8,5,4,0,-28717.7,1.05256e+08
S32_grid1,16,32,grid,1,O9,5,4,1,-28713.8,1.05256e+08
S32_grid1,16,32,grid,1,P10,6,5,0,-19938.8,1.05265e+08
S32_grid1,16,32,grid,1,P11,6,5,1,-19937.3,1.05265e+08
S32_grid1,16,32,grid,1,Q12,7,6,0,-14647.6,1.0527e+08
S32_grid1,16,32,grid,1,Q13,7,6,1,-14647,1.0527e+08
S32_grid1,16,32,grid,1,R14,8,7,0,-11214.1,1.05274e+08
S32_grid1,16,32,grid,1,R15,8,7,1,-11213.8,1.05274e+08
S32_grid2,16,32,grid,2,K1,1,0,1,-696582,1.04588e+08
S32_grid2,16,32,grid,2,L2,2,1,0,-180649,1.05104e+08
S32_grid2,16,32,grid,2,L3,2,1,1,-180037,1.05105e+08
S32_grid2,16,32,grid,2,M4,3,2,0,-79915.5,1.05205e+08
S32_grid2,16,32,grid,2,M5,3,2,1,-79854.7,1.05205e+08
S32_grid2,16,32,grid,2,N6,4,3,0,-44893.5,1.0524e+08
S32_grid2,16,32,grid,2,N7,4,3,1,-44880.7,1.0524e+08
S32_grid2,16,32,grid,2,O8,5,4,0,-28717.7,1.05256e+08
S32_grid2,16,32,grid,2,O9,5,4,1,-28713.8,1.05256e+08
S32_grid2,16,32,grid,2,P10,6,5,0,-19938.8,1.05265e+08
S32_grid2,16,32,grid,2,P11,6,5,1,-19937.3,1.05265e+08
S32_grid2,16,32,grid,2,Q12,7,6,0,-14647.6,1.0527e+08
S32_grid2,16,32,grid,2,Q13,7,6,1,-14647,1.0527e+08
S32_grid2,16,32,grid,2,R14,8,7,0,-11214.1,1.05274e+08
S32_grid2,16,32,grid,2,R15,8,7,1,-11213.8,1.05274e+08
S34_rminus,16,34,rminus,0,K1,1,0,1,-696406,1.0461e+08
S34_rminus,16,34,rminus,0,L2,2,1,0,-180686,1.05126e+08
S34_rminus,16,34,rminus,0,L3,2,1,1,-180074,1.05127e+08
S34_rminus,16,34,rminus,0,M4,3,2,0,-79932.1,1.05227e+08
S34_rminus,16,34,rminus,0,M5,3,2,1,-79871.2,1.05227e+08
S34_rminus,16,34,rminus,0,N6,4,3,0,-44902.8,1.05262e+08
S34_rminus,16,34,rminus,0,N7,4,3,1,-44890.1,1.05262e+08
S34_rminus,16,34,rminus,0,O8,5,4,0,-28723.7,1.05278e+08
S34_rminus,16,34,rminus,0,O9,5,4,1,-28719.7,1.05278e+08
S34_rminus,16,34,rminus,0,P10,6,5,0,-19943,1.05287e+08
S34_rminus,16,34,rminus,0,P11,6,5,1,-19941.5,1.05287e+08
S34_rminus,16,34,rminus,0,Q12,7,6,0,-14650.7,1.05292e+08
S34_rminus,16,34,rminus,0,Q13,7,6,1,-14650,1.05292e+08
S34_rminus,16,34,rminus,0,R14,8,7,0,-11216.4,1.05296e+08
S34_rminus,16,34,rminus,0,R15,8,7,1,-11216.1,1.05296e+08
S34_grid0,16,34,grid,0,K1,1,0,1,-696376,1.0461e+08
S34_grid0,16,34,grid,0,L2,2,1,0,-180686,1.05126e+08
S34_grid0,16,34,grid,0,L3,2,1,1,-180074,1.05127e+08
S34_grid0,16,34,grid,0,M4,3,2,0,-79932.1,1.05227e+08
S34_grid0,16,34,grid,0,M5,3,2,1,-79871.2,1.05227e+08
S34_grid0,16,34,grid,0,N6,4,3,0,-44902.8,1.05262e+08
S34_grid0,16,34,grid,0,N7,4,3,1,-44890.1,1.05262e+08
S34_grid0,16,34,grid,0,O8,5,4,0,-28723.7,1.05278e+08
S34_grid0,16,34,grid,0,O9,5,4,1,-28719.7,1.05278e+08
S34_grid0,16,34,grid,0,P10,6,5,0,-19943,1.05287e+08
S34_grid0,16,34,grid,0,P11,6,5,1,-19941.5,1.05287e+08
S34_grid0,16,34,grid,0,Q12,7,6,0,-14650.7,1.05292e+08
S34_grid0,16,34,grid,0,Q13,7,6,1,-14650,1.05292e+08
S34_grid0,16,34,grid,0,R14,8,7,0,-11216.4,1.05296e+08
S34_grid0,16,34,grid,0,R15,8,7,1,-11216.1,1.05296e+08
S34_grid1,16,34,grid,1,K1,1,0,1,-696382,1.0461e+08
S34_grid1,16,34,grid,1,L2,2,1,0,-180686,1.05126e+08
S34_grid1,16,34,grid,1,L3,2,1,1,-180074,1.05127e+08
S34_grid1,16,34,grid,1,M4,3,2,0,-79932.2,1.05227e+08
S34_grid1,16,34,grid,1,M5,3,2,1,-79871.3,1.05227e+08
S34_grid1,16,34,grid,1,N6,4,3,0,-44902.9,1.05262e+08
S34_grid1,16,34,grid,1,N7,4,3,1,-44890.1,1.05262e+08
S34_grid1,16,34,grid,1,O8,5,4,0,-28723.7,1.05278e+08
S34_grid1,16,34,grid,1,O9,5,4,1,-28719.7,1.05278e+08
S34_grid1,16,34,grid,1,P10,6,5,0,-19943,1.05287e+08
S34_grid1,16,34,grid,1,P11,6,5,1,-19941.5,1.05287e+08
S34_grid1,16,34,grid,1,Q12,7,6,0,-14650.7,1.05292e+08
S34_grid1,16,34,grid,1,Q13,7,6,1,-14650,1.05292e+08
S34_grid1,16,34,grid,1,R14,8,7,0,-11216.4,1.05296e+08
S34_grid1,16,34,grid,1,R15,8,7,1,-11216.1,1.05296e+08
S34_grid2,16,34,grid,2,K1,1,0,1,-696383,1.0461e+08
S34_grid2,16,34,grid,2,L2,2,1,0,-180686,1.05126e+08
S34_grid2,16,34,grid,2,L3,2,1,1,-180074,1.05127e+08
S34_grid2,16,34,grid,2,M4,3,2,0,-79932.2,1.05227e+08
S34_grid2,16,34,grid,2,M5,3,2,1,-79871.3,1.05227e+08
S34_grid2,16,34,grid,2,N6,4,3,0,-44902.9,1.05262e+08
S34_grid2,16,34,grid,2,N7,4,3,1,-44890.1,1.05262e+08
S34_grid2,16,34,grid,2,O8,5,4,0,-28723.7,1.05278e+08
S34_grid2,16,34,grid,2,O9,5,4,1,-28719.7,1.05278e+08
S34_grid2,16,34,grid,2,P10,6,5,0,-19943,1.05287e+08
S34_grid2,16,34,grid,2,P11,6,5,1,-19941.5,1.05287e+08
S34_grid2,16,34,grid,2,Q12,7,6,0,-14650.7,1.05292e+08
S34_grid2,16,34,grid,2,Q13,7,6,1,-14650,1.05292e+08
S34_grid2,16,34,grid,2,R14,8,7,0,-11216.4,1.05296e+08
S34_grid2,16,34,grid,2,R15,8,7,1,-11216.1,1.05296e+08
S36_rminus,16,36,rminus,0,K1,1,0,1,-696335,1.0463e+08
S36_rminus,16,36,rminus,0,L2,2,1,0,-180719,1.05145e+08
S36_rminus,16,36,rminus,0,L3,2,1,1,-180107,1.05146e+08
S36_rminus,16,36,rminus,0,M4,3,2,0,-79946.9,1.05246e+08
S36_rminus,16,36,rminus,0,M5,3,2,1,-79886,1.05246e+08
S36_rminus,16,36,rminus,0,N6,4,3,0,-44911.2,1.05281e+08
S36_rminus,16,36,rminus,0,N7,4,3,1,-44898.4,1.05281e+08
S36_rminus,16,36,rminus,0,O8,5,4,0,-28729,1.05297e+08
S36_rminus,16,36,rminus,0,O9,5,4,1,-28725,1.05297e+08
S36_rminus,16,36,rminus,0,P10,6,5,0,-19946.7,1.05306e+08
S36_rminus,16,36,rminus,0,P11,6,5,1,-19945.1,1.05306e+08
S36_rminus,16,36,rminus,0,Q12,7,6,0,-14653.4,1.05312e+08
S36_rminus,16,36,rminus,0,Q13,7,6,1,-14652.7,1.05312e+08
S36_rminus,16,36,rminus,0,R14,8,7,0,-11218.5,1.05315e+08
S36_rminus,16,36,rminus,0,R15,8,7,1,-11218.2,1.05315e+08
S36_grid0,16,36,grid,0,K1,1,0,1,-696301,1.0463e+08
S36_grid0,16,36,grid,0,L2,2,1,0,-180719,1.05145e+08
S36_grid0,16,36,grid,0,L3,2,1,1,-180107,1.05146e+08
S36_grid0,16,36,grid,0,M4,3,2,0,-79946.9,1.05246e+08
S36_grid0,16,36,grid,0,M5,3,2,1,-79886,1.05246e+08
S36_grid0,16,36,grid,0,N6,4,3,0,-44911.2,1.05281e+08
S36_grid0,16,36,grid,0,N7,4,3,1,-44898.4,1.05281e+08
S36_grid0,16,36,grid,0,O8,5,4,0,-28729,1.05297e+08
S36_grid0,16,36,grid,0,O9,5,4,1,-28725,1.05297e+08
S36_grid0,16,36,grid,0,P10,6,5,0,-19946.7,1.05306e+08
S36_grid0,16,36,grid,0,P11,6,5,1,-19945.1,1.05306e+08
S36_grid0,16,36,grid,0,Q12,7,6,0,-14653.4,1.05312e+08
S36_grid0,16,36,grid,0,Q13,7,6,1,-14652.7,1.05312e+08
S36_grid0,16,36,grid,0,R14,8,7,0,-11218.5,1.05315e+08
S36_grid0,16,36,grid,0,R15,8,7,1,-11218.2,1.05315e+08
S36_grid1,16,36,grid,1,K1,1,0,1,-696306,1.0463e+08
S36_grid1,16,36,grid,1,L2,2,1,0,-180719,1.05145e+08
S36_grid1,16,36,grid,1,L3,2,1,1,-180108,1.05146e+08
S36_grid1,16,36,grid,1,M4,3,2,0,-79947,1.05246e+08
S36_grid1,16,36,grid,1,M5,3,2,1,-79886.1,1.05246e+08
S36_grid1,16,36,grid,1,N6,4,3,0,-44911.2,1.05281e+08
S36_grid1,16,36,grid,1,N7,4,3,1,-44898.4,1.05281e+08
S36_grid1,16,36,grid,1,O8,5,4,0,-28729,1.05297e+08
S36_grid1,16,36,grid,1,O9,5,4,1,-28725,1.05297e+08
S36_grid1,16,36,grid,1,P10,6,5,0,-19946.7,1.05306e+08
S36_grid1,16,36,grid,1,P11,6,5,1,-19945.1,1.05306e+08
S36_grid1,16,36,grid,1,Q12,7,6,0,-14653.4,1.05312e+08
S36_grid1,16,36,grid,1,Q13,7,6,1,-14652.7,1.05312e+08
S36_grid1,16,36,grid,1,R14,8,7,0,-11218.5,1.05315e+08
S36_grid1,16,36,grid,1,R15,8,7,1,-11218.2,1.05315e+08
S36_grid2,16,36,grid,2,K1,1,0,1,-696308,1.0463e+08
S36_grid2,16,36,grid,2,L2,2,1,0,-180719,1.05145e+08
S36_grid2,16,36,grid,2,L3,2,1,1,-180108,1.05146e+08
S36_grid2,16,36,grid,2,M4,3,2,0,-79947,1.05246e+08
S36_grid2,16,36,grid,2,M5,3,2,1,-79886.1,1.05246e+08
S36_grid2,16,36,grid,2,N6,4,3,0,-44911.2,1.05281e+08
S36_grid2,16,36,grid,2,N7,4,3,1,-44898.4,1.05281e+08
S36_grid2,16,36,grid,2,O8,5,4,0,-28729,1.05297e+08
S36_grid2,16,36,grid,2,O9,5,4,1,-28725.1,1.05297e+08
S36_grid2,16,36,grid,2,P10,6,5,0,-19946.7,1.05306e+08
S36_grid2,16,36,grid,2,P11,6,5,1,-19945.1,1.05306e+08
S36_grid2,16,36,grid,2,Q12,7,6,0,-14653.4,1.05312e+08
S36_grid2,16,36,grid,2,Q13,7,6,1,-14652.7,1.05312e+08
S36_grid2,16,36,grid,2,R14,8,7,0,-11218.5,1.05315e+08
S36_grid2,16,36,grid,2,R15,8,7,1,-11218.2,1.05315e+08
Cl35_rminus,17,35,rminus,0,K1,1,0,1,-782219,1.04535e+08
Cl35_rminus,17,35,rminus,0,L2,2,1,0,-204132,1.05113e+08
Cl35_rminus,17,35,rminus,0,L3,2,1,1,-203353,1.05113e+08
Cl35_rminus,17,35,rminus,0,M4,3,2,0,-90265.6,1.05226e+08
Cl35_rminus,17,35,rminus,0,M5,3,2,1,-90188,1.05227e+08
Cl35_rminus,17,35,rminus,0,N6,4,3,0,-50701.7,1.05266e+08
Cl35_rminus,17,35,rminus,0,N7,4,3,1,-50685.3,1.05266e+08
Cl35_rminus,17,35,rminus,0,O8,5,4,0,-32431.3,1.05284e+08
Cl35_rminus,17,35,rminus,0,O9,5,4,1,-32426.3,1.05284e+08
Cl35_rminus,17,35,rminus,0,P10,6,5,0,-22516.6,1.05294e+08
Cl35_rminus,17,35,rminus,0,P11,6,5,1,-22514.7,1.05294e+08
Cl35_rminus,17,35,rminus,0,Q12,7,6,0,-16541.1,1.053e+08
Cl35_rminus,17,35,rminus,0,Q13,7,6,1,-16540.3,1.053e+08
Cl35_rminus,17,35,rminus,0,R14,8,7,0,-12663.7,1.05304e+08
Cl35_rminus,17,35,rminus,0,R15,8,7,1,-12663.2,1.05304e+08
Cl35_grid0,17,35,grid,0,K1,1,0,1,-781882,1.04535e+08
Cl35_grid0,17,35,grid,0,L2,2,1,0,-204131,1.05113e+08
Cl35_grid0,17,35,grid,0,L3,2,1,1,-203353,1.05113e+08
Cl35_grid0,17,35,grid,0,M4,3,2,0,-90265.6,1.05226e+08
Cl35_grid0,17,35,grid,0,M5,3,2,1,-90188,1.05227e+08
Cl35_grid0,17,35,grid,0,N6,4,3,0,-50701.7,1.05266e+08
Cl35_grid0,17,35,grid,0,N7,4,3,1,-50685.4,1.05266e+08
Cl35_grid0,17,35,grid,0,O8,5,4,0,-32431.3,1.05284e+08
Cl35_grid0,17,35,grid,0,O9,5,4,1,-32426.3,1.05284e+08
Cl35_grid0,17,35,grid,0,P10,6,5,0,-22516.6,1.05294e+08
Cl35_grid0,17,35,grid,0,P11,6,5,1,-22514.7,1.05294e+08
Cl35_grid0,17,35,grid,0,Q12,7,6,0,-16541.1,1.053e+08
Cl35_grid0,17,35,grid,0,Q13,7,6,1,-16540.3,1.053e+08
Cl35_grid0,17,35,grid,0,R14,8,7,0,-12663.7,1.05304e+08
Cl35_grid0,17,35,grid,0,R15,8,7,1,-12663.2,1.05304e+08
Cl35_grid1,17,35,grid,1,K1,1,0,1,-781889,1.04535e+08
Cl35_grid1,17,35,grid,1,L2,2,1,0,-204131,1.05113e+08
Cl35_grid1,17,35,grid,1,L3,2,1,1,-203353,1.05113e+08
Cl35_grid1,17,35,grid,1,M4,3,2,0,-90265.7,1.05226e+08
Cl35_grid1,17,35,grid,1,M5,3,2,1,-90188,1.05227e+08
Cl35_grid1,17,35,grid,1,N6,4,3,0,-50701.7,1.05266e+08
Cl35_grid1,17,35,grid,1,N7,4,3,1,-50685.4,1.05266e+08
Cl35_grid1,17,35,grid,1,O8,5,4,0,-32431.3,1.05284e+08
Cl35_grid1,17,35,grid,1,O9,5,4,1,-32426.3,1.05284e+08
Cl35_grid1,17,35,grid,1,P10,6,5,0,-22516.6,1.05294e+08
Cl35_grid1,17,35,grid,1,P11,6,5,1,-22514.7,1.05294e+08
Cl35_grid1,17,35,grid,1,Q12,7,6,0,-16541.1,1.053e+08
Cl35_grid1,17,35,grid,1,Q13,7,6,1,-16540.3,1.053e+08
Cl35_grid1,17,35,grid,1,R14,8,7,0,-12663.7,1.05304e+08
Cl35_grid1,17,35,grid,1,R15,8,7,1,-12663.2,1.05304e+08
Cl35_grid2,17,35,grid,2,K1,1,0,1,-781890,1.04535e+08
Cl35_grid2,17,35,grid,2,L2,2,1,0,-204131,1.05113e+08
Cl35_grid2,17,35,grid,2,L3,2,1,1,-203353,1.05113e+08
Cl35_grid2,17,35,grid,2,M4,3,2,0,-90265.7,1.05226e+08
Cl35_grid2,17,35,grid,2,M5,3,2,1,-90188,1.05227e+08
Cl35_grid2,17,35,grid,2,N6,4,3,0,-50701.7,1.05266e+08
