run,Z,A,setting,line,delta_e_eV,w12_per_s
Si28_g0u1100,14,28,g0u1100,L3-M4,76579.627561,85662370639965.328125
Si28_g0u1100,14,28,g0u1100,L3-M5,76615.259528,514402453642961.000000
Si28_g0u1100,14,28,g0u1100,M4-N6,26780.212393,102247811379904.343750
Si28_g0u1100,14,28,g0u1100,M5-N6,26744.580426,7288521938167.731445
Si28_g0u1100,14,28,g0u1100,M5-N7,26752.067793,109407797934417.265625
Si28_g0u1100,14,28,g0u1100,N6-O8,12373.462225,32523167467909.117188
Si28_g0u1100,14,28,g0u1100,N7-O8,12365.974858,1203225291184.079102
Si28_g0u1100,14,28,g0u1100,N7-O9,12368.270902,33708741570258.972656
Si28_g0u1100,14,28,g0u1100,O8-P10,6716.447435,12739085819684.804688
Si28_g0u1100,14,28,g0u1100,O9-P10,6714.151391,289320200879.041626
Si28_g0u1100,14,28,g0u1100,O9-P11,6715.036511,13024770814626.589844
Si28_g0u1100,14,28,g0u1100,P10-Q12,4048.525419,5776580096355.238281
Si28_g0u1100,14,28,g0u1100,P11-Q12,4047.640299,88826778476.761139
Si28_g0u1100,14,28,g0u1100,P11-Q13,4048.038303,5864430742098.142578
Si28_g0u1100,14,28,g0u1100,Q12-R14,2627.275502,2916440131733.173340
Si28_g0u1100,14,28,g0u1100,Q13-R14,2626.877498,32393133703.934853
Si28_g0u1100,14,28,g0u1100,Q13-R15,2627.077441,2948517118342.102539
Si28_g0u1200,14,28,g0u1200,K1-L2,399930.364354,4866903449714592.000000
Si28_g0u1200,14,28,g0u1200,K1-L3,400289.869654,4860014422564948.000000
Si28_g0u1200,14,28,g0u1200,L2-M4,76939.133178,430625264121724.250000
Si28_g0u1200,14,28,g0u1200,L3-M4,76579.627877,85662370945558.875000
Si28_g0u1200,14,28,g0u1200,L3-M5,76615.259844,514402455483370.312500
Si28_g0u1200,14,28,g0u1200,M4-N6,26780.212480,102247811642116.171875
Si28_g0u1200,14,28,g0u1200,M5-N6,26744.580513,7288521956830.027344
Si28_g0u1200,14,28,g0u1200,M5-N7,26752.067880,109407798214899.437500
Si28_g0u1200,14,28,g0u1200,N6-O8,12373.462252,32523167518570.988281
Si28_g0u1200,14,28,g0u1200,N7-O8,12365.974885,1203225293056.240479
Si28_g0u1200,14,28,g0u1200,N7-O9,12368.270929,33708741622653.953125
Si28_g0u1200,14,28,g0u1200,O8-P10,6716.447444,12739085829971.873047
Si28_g0u1200,14,28,g0u1200,O9-P10,6714.151399,289320201112.397644
Si28_g0u1200,14,28,g0u1200,O9-P11,6715.036520,13024770825126.580078
Si28_g0u1200,14,28,g0u1200,P10-Q12,4048.525422,5776580098398.367188
Si28_g0u1200,14,28,g0u1200,P11-Q12,4047.640301,88826778508.175598
Si28_g0u1200,14,28,g0u1200,P11-Q13,4048.038305,5864430744168.959961
Si28_g0u1200,14,28,g0u1200,Q12-R14,2627.275503,2916440132123.862305
Si28_g0u1200,14,28,g0u1200,Q13-R14,2626.877499,32393133708.259472
Si28_g0u1200,14,28,g0u1200,Q13-R15,2627.077442,2948517118736.721191
Si28_g0u1300,14,28,g0u1300,K1-L2,399930.369768,4866903456029702.000000
Si28_g0u1300,14,28,g0u1300,K1-L3,400289.875073,4860014428948925.000000
Si28_g0u1300,14,28,g0u1300,L2-M4,76939.133438,430625265368552.125000
Si28_g0u1300,14,28,g0u1300,L3-M4,76579.628134,85662371193473.328125
Si28_g0u1300,14,28,g0u1300,L3-M5,76615.260101,514402456976487.437500
Si28_g0u1300,14,28,g0u1300,M4-N6,26780.212551,102247811854775.140625
Si28_g0u1300,14,28,g0u1300,M5-N6,26744.580584,7288521971965.291992
Si28_g0u1300,14,28,g0u1300,M5-N7,26752.067951,109407798442530.390625
Si28_g0u1300,14,28,g0u1300,N6-O8,12373.462274,32523167559637.421875
Si28_g0u1300,14,28,g0u1300,N7-O8,12365.974907,1203225294573.836426
Si28_g0u1300,14,28,g0u1300,N7-O9,12368.270951,33708741665290.792969
Si28_g0u1300,14,28,g0u1300,O8-P10,6716.447451,12739085838284.769531
Si28_g0u1300,14,28,g0u1300,O9-P10,6714.151406,289320201301.110107
Si28_g0u1300,14,28,g0u1300,O9-P11,6715.036527,13024770833612.902344
Si28_g0u1300,14,28,g0u1300,P10-Q12,4048.525424,5776580100073.414062
Si28_g0u1300,14,28,g0u1300,P11-Q12,4047.640303,88826778533.904404
Si28_g0u1300,14,28,g0u1300,P11-Q13,4048.038307,5864430745867.040039
Si28_g0u1300,14,28,g0u1300,Q12-R14,2627.275503,2916440132418.020020
Si28_g0u1300,14,28,g0u1300,Q13-R14,2626.877499,32393133711.528488
Si28_g0u1300,14,28,g0u1300,Q13-R15,2627.077443,2948517119094.500977
Si28_g0u1400,14,28,g0u1400,K1-L2,399930.374108,4866903461571830.000000
Si28_g0u1400,14,28,g0u1400,K1-L3,400289.879416,4860014777059781.000000
Si28_g0u1400,14,28,g0u1400,L2-M4,76939.133653,430625266397066.687500
Si28_g0u1400,14,28,g0u1400,L3-M4,76579.628345,85662371397971.671875
Si28_g0u1400,14,28,g0u1400,L3-M5,76615.260312,514402458207669.437500
Si28_g0u1400,14,28,g0u1400,M4-N6,26780.212609,102247812030118.203125
Si28_g0u1400,14,28,g0u1400,M5-N6,26744.580642,7288521984445.203125
Si28_g0u1400,14,28,g0u1400,M5-N7,26752.068009,109407798630095.875000
Si28_g0u1400,14,28,g0u1400,N6-O8,12373.462292,32523167593412.230469
Si28_g0u1400,14,28,g0u1400,N7-O8,12365.974925,1203225295821.870850
Si28_g0u1400,14,28,g0u1400,N7-O9,12368.270970,33708741700387.839844
Si28_g0u1400,14,28,g0u1400,O8-P10,6716.447456,12739085845054.253906
Si28_g0u1400,14,28,g0u1400,O9-P10,6714.151412,289320201454.736511
Si28_g0u1400,14,28,g0u1400,O9-P11,6715.036532,13024770840524.232422
Si28_g0u1400,14,28,g0u1400,P10-Q12,4048.525425,5776580101424.290039
Si28_g0u1400,14,28,g0u1400,P11-Q12,4047.640305,88826778554.583008
Si28_g0u1400,14,28,g0u1400,P11-Q13,4048.038309,5864430747237.275391
Si28_g0u1400,14,28,g0u1400,Q12-R14,2627.275504,2916440132681.396484
Si28_g0u1400,14,28,g0u1400,Q13-R14,2626.877500,32393133714.432877
Si28_g0u1400,14,28,g0u1400,Q13-R15,2627.077443,2948517119360.663574
Si28_g0u1500,14,28,g0u1500,K1-L2,399930.377642,4866903466457528.000000
Si28_g0u1500,14,28,g0u1500,K1-L3,400289.882953,4860014781992411.000000
Si28_g0u1500,14,28,g0u1500,L2-M4,76939.133832,430625267257114.062500
Si28_g0u1500,14,28,g0u1500,L3-M4,76579.628521,85662371568962.718750
Si28_g0u1500,14,28,g0u1500,L3-M5,76615.260489,514402459236755.875000
Si28_g0u1500,14,28,g0u1500,M4-N6,26780.212658,102247812176778.703125
Si28_g0u1500,14,28,g0u1500,M5-N6,26744.580690,7288521994883.683594
Si28_g0u1500,14,28,g0u1500,M5-N7,26752.068058,109407798787075.859375
Si28_g0u1500,14,28,g0u1500,N6-O8,12373.462308,32523167621691.675781
Si28_g0u1500,14,28,g0u1500,N7-O8,12365.974940,1203225296866.972656
Si28_g0u1500,14,28,g0u1500,N7-O9,12368.270985,33708741729800.191406
Si28_g0u1500,14,28,g0u1500,O8-P10,6716.447461,12739085850825.378906
Si28_g0u1500,14,28,g0u1500,O9-P10,6714.151416,289320201585.780884
Si28_g0u1500,14,28,g0u1500,O9-P11,6715.036537,13024770846416.369141
Si28_g0u1500,14,28,g0u1500,P10-Q12,4048.525427,5776580102555.017578
Si28_g0u1500,14,28,g0u1500,P11-Q12,4047.640306,88826778571.984909
Si28_g0u1500,14,28,g0u1500,P11-Q13,4048.038310,5864430748383.143555
Si28_g0u1500,14,28,g0u1500,Q12-R14,2627.275504,2916440132903.523438
Si28_g0u1500,14,28,g0u1500,Q13-R14,2626.877500,32393133716.881706
Si28_g0u1500,14,28,g0u1500,Q13-R15,2627.077443,2948517119585.178223
Si28_g0u1600,14,28,g0u1600,K1-L2,399930.380560,4866903470785477.000000
Si28_g0u1600,14,28,g0u1600,K1-L3,400289.885873,4860014786359526.000000
Si28_g0u1600,14,28,g0u1600,L2-M4,76939.133984,430625267984758.062500
Si28_g0u1600,14,28,g0u1600,L3-M4,76579.628671,85662371713625.875000
Si28_g0u1600,14,28,g0u1600,L3-M5,76615.260638,514402460107750.625000
Si28_g0u1600,14,28,g0u1600,M4-N6,26780.212699,102247812300713.500000
Si28_g0u1600,14,28,g0u1600,M5-N6,26744.580732,7288522003704.591797
Si28_g0u1600,14,28,g0u1600,M5-N7,26752.068099,109407798919809.609375
Si28_g0u1600,14,28,g0u1600,N6-O8,12373.462321,32523167645719.027344
Si28_g0u1600,14,28,g0u1600,N7-O8,12365.974953,1203225297754.864746
Si28_g0u1600,14,28,g0u1600,N7-O9,12368.270998,33708741754649.281250
Si28_g0u1600,14,28,g0u1600,O8-P10,6716.447465,12739085855667.769531
Si28_g0u1600,14,28,g0u1600,O9-P10,6714.151421,289320201695.661987
Si28_g0u1600,14,28,g0u1600,O9-P11,6715.036541,13024770851358.582031
Si28_g0u1600,14,28,g0u1600,P10-Q12,4048.525428,5776580103565.179688
Si28_g0u1600,14,28,g0u1600,P11-Q12,4047.640307,88826778587.497711
Si28_g0u1600,14,28,g0u1600,P11-Q13,4048.038311,5864430749407.299805
Si28_g0u1600,14,28,g0u1600,Q12-R14,2627.275504,2916440133122.074707
Si28_g0u1600,14,28,g0u1600,Q13-R14,2626.877500,32393133719.339127
Si28_g0u1600,14,28,g0u1600,Q13-R15,2627.077444,2948517119744.584961
Si28_g0u1700,14,28,g0u1700,K1-L2,399930.382991,4866903474659609.000000
Si28_g0u1700,14,28,g0u1700,K1-L3,400289.888305,4860014790266460.000000
Si28_g0u1700,14,28,g0u1700,L2-M4,76939.134113,430625268607065.687500
Si28_g0u1700,14,28,g0u1700,L3-M4,76579.628799,85662371837341.109375
Si28_g0u1700,14,28,g0u1700,L3-M5,76615.260766,514402460852867.187500
Si28_g0u1700,14,28,g0u1700,M4-N6,26780.212734,102247812406791.187500
Si28_g0u1700,14,28,g0u1700,M5-N6,26744.580767,7288522011254.384766
Si28_g0u1700,14,28,g0u1700,M5-N7,26752.068134,109407799033218.781250
Si28_g0u1700,14,28,g0u1700,N6-O8,12373.462332,32523167666139.292969
Si28_g0u1700,14,28,g0u1700,N7-O8,12365.974964,1203225298509.387451
Si28_g0u1700,14,28,g0u1700,N7-O9,12368.271009,33708741775768.976562
Si28_g0u1700,14,28,g0u1700,O8-P10,6716.447469,12739085859840.509766
Si28_g0u1700,14,28,g0u1700,O9-P10,6714.151424,289320201790.244873
Si28_g0u1700,14,28,g0u1700,O9-P11,6715.036544,13024770855618.365234
Si28_g0u1700,14,28,g0u1700,P10-Q12,4048.525429,5776580104356.791992
Si28_g0u1700,14,28,g0u1700,P11-Q12,4047.640308,88826778599.676010
Si28_g0u1700,14,28,g0u1700,P11-Q13,4048.038312,5864430750209.470703
Si28_g0u1700,14,28,g0u1700,Q12-R14,2627.275505,2916440133295.647949
Si28_g0u1700,14,28,g0u1700,Q13-R14,2626.877501,32393133721.232704
Si28_g0u1700,14,28,g0u1700,Q13-R15,2627.077444,2948517119920.289062
Si28_g0u1800,14,28,g0u1800,K1-L2,399930.384770,4866903478833506.000000
Si28_g0u1800,14,28,g0u1800,K1-L3,400289.890087,4860014794468487.000000
Si28_g0u1800,14,28,g0u1800,L2-M4,76939.134225,430625269144233.187500
Si28_g0u1800,14,28,g0u1800,L3-M4,76579.628909,85662371944102.484375
Si28_g0u1800,14,28,g0u1800,L3-M5,76615.260876,514402461495990.000000
Si28_g0u1800,14,28,g0u1800,M4-N6,26780.212765,102247812498397.296875
Si28_g0u1800,14,28,g0u1800,M5-N6,26744.580797,7288522017773.933594
Si28_g0u1800,14,28,g0u1800,M5-N7,26752.068165,109407799131192.343750
Si28_g0u1800,14,28,g0u1800,N6-O8,12373.462341,32523167683848.027344
Si28_g0u1800,14,28,g0u1800,N7-O8,12365.974974,1203225299163.830078
Si28_g0u1800,14,28,g0u1800,N7-O9,12368.271018,33708741794083.449219
Si28_g0u1800,14,28,g0u1800,O8-P10,6716.447472,12739085863435.287109
Si28_g0u1800,14,28,g0u1800,O9-P10,6714.151427,289320201871.800659
Si28_g0u1800,14,28,g0u1800,O9-P11,6715.036547,13024770859287.451172
Si28_g0u1800,14,28,g0u1800,P10-Q12,4048.525430,5776580105110.163086
Si28_g0u1800,14,28,g0u1800,P11-Q12,4047.640309,88826778611.262009
Si28_g0u1800,14,28,g0u1800,P11-Q13,4048.038313,5864430750973.084961
Si28_g0u1800,14,28,g0u1800,Q12-R14,2627.275505,2916440133391.263672
Si28_g0u1800,14,28,g0u1800,Q13-R14,2626.877501,32393133722.319252
Si28_g0u1800,14,28,g0u1800,Q13-R15,2627.077444,2948517120077.289062
Si28_g0u1900,14,28,g0u1900,K1-L2,399930.386951,4866903480822195.000000
Si28_g0u1900,14,28,g0u1900,K1-L3,400289.892269,4860014796483462.000000
Si28_g0u1900,14,28,g0u1900,L2-M4,76939.134323,430625269610857.625000
Si28_g0u1900,14,28,g0u1900,L3-M4,76579.629005,85662372036896.625000
Si28_g0u1900,14,28,g0u1900,L3-M5,76615.260973,514402462055003.937500
Si28_g0u1900,14,28,g0u1900,M4-N6,26780.212791,102247812577974.671875
Si28_g0u1900,14,28,g0u1900,M5-N6,26744.580824,7288522023437.455078
Si28_g0u1900,14,28,g0u1900,M5-N7,26752.068191,109407799216610.234375
Si28_g0u1900,14,28,g0u1900,N6-O8,12373.462349,32523167699281.023438
Si28_g0u1900,14,28,g0u1900,N7-O8,12365.974982,1203225299734.235352
Si28_g0u1900,14,28,g0u1900,N7-O9,12368.271027,33708741810042.308594
Si28_g0u1900,14,28,g0u1900,O8-P10,6716.447474,12739085866526.576172
Si28_g0u1900,14,28,g0u1900,O9-P10,6714.151430,289320201941.946228
Si28_g0u1900,14,28,g0u1900,O9-P11,6715.036550,13024770862442.529297
Si28_g0u1900,14,28,g0u1900,P10-Q12,4048.525431,5776580105745.017578
Si28_g0u1900,14,28,g0u1900,P11-Q12,4047.640310,88826778620.995865
Si28_g0u1900,14,28,g0u1900,P11-Q13,4048.038314,5864430751616.877930
Si28_g0u1900,14,28,g0u1900,Q12-R14,2627.275505,2916440133539.216797
Si28_g0u1900,14,28,g0u1900,Q13-R14,2626.877501,32393133723.972282
Si28_g0u1900,14,28,g0u1900,Q13-R15,2627.077444,2948517120165.689941
Si28_g0u2000,14,28,g0u2000,K1-L2,399930.391505,4866903821614351.000000
Si28_g0u2000,14,28,g0u2000,K1-L3,400289.896826,4860014791351355.000000
Si28_g0u2000,14,28,g0u2000,L2-M4,76939.134411,430625270017151.437500
Si28_g0u2000,14,28,g0u2000,L3-M4,76579.629091,85662372117948.406250
Si28_g0u2000,14,28,g0u2000,L3-M5,76615.261059,514402462542670.437500
Si28_g0u2000,14,28,g0u2000,M4-N6,26780.212815,102247812647891.281250
Si28_g0u2000,14,28,g0u2000,M5-N6,26744.580847,7288522028414.097656
Si28_g0u2000,14,28,g0u2000,M5-N7,26752.068214,109407799291186.453125
Si28_g0u2000,14,28,g0u2000,N6-O8,12373.462357,32523167712737.398438
Si28_g0u2000,14,28,g0u2000,N7-O8,12365.974989,1203225300231.421143
Si28_g0u2000,14,28,g0u2000,N7-O9,12368.271034,33708741824127.003906
Si28_g0u2000,14,28,g0u2000,O8-P10,6716.447476,12739085869208.068359
Si28_g0u2000,14,28,g0u2000,O9-P10,6714.151432,289320202002.913147
Si28_g0u2000,14,28,g0u2000,O9-P11,6715.036552,13024770865292.876953
Si28_g0u2000,14,28,g0u2000,P10-Q12,4048.525431,5776580106243.906250
Si28_g0u2000,14,28,g0u2000,P11-Q12,4047.640311,88826778628.762451
Si28_g0u2000,14,28,g0u2000,P11-Q13,4048.038315,5864430752125.675781
Si28_g0u2000,14,28,g0u2000,Q12-R14,2627.275505,2916440133628.797852
Si28_g0u2000,14,28,g0u2000,Q13-R14,2626.877501,32393133724.926598
Si28_g0u2000,14,28,g0u2000,Q13-R15,2627.077445,2948517120317.534180
Si28_g0u2100,14,28,g0u2100,K1-L2,399930.386802,4866903494054621.000000
Si28_g0u2100,14,28,g0u2100,K1-L3,400289.892121,4860014809754231.000000
Si28_g0u2100,14,28,g0u2100,L2-M4,76939.134481,430625270385235.125000
Si28_g0u2100,14,28,g0u2100,L3-M4,76579.629162,85662372190559.703125
Si28_g0u2100,14,28,g0u2100,L3-M5,76615.261130,514402462979875.312500
Si28_g0u2100,14,28,g0u2100,M4-N6,26780.212835,102247812709568.781250
Si28_g0u2100,14,28,g0u2100,M5-N6,26744.580867,7288522032803.788086
Si28_g0u2100,14,28,g0u2100,M5-N7,26752.068235,109407799357243.687500
Si28_g0u2100,14,28,g0u2100,N6-O8,12373.462363,32523167724666.531250
Si28_g0u2100,14,28,g0u2100,N7-O8,12365.974996,1203225300672.362061
Si28_g0u2100,14,28,g0u2100,N7-O9,12368.271040,33708741836296.730469
Si28_g0u2100,14,28,g0u2100,O8-P10,6716.447478,12739085871619.824219
Si28_g0u2100,14,28,g0u2100,O9-P10,6714.151434,289320202057.457642
Si28_g0u2100,14,28,g0u2100,O9-P11,6715.036554,13024770867753.527344
Si28_g0u2100,14,28,g0u2100,P10-Q12,4048.525432,5776580106736.773438
Si28_g0u2100,14,28,g0u2100,P11-Q12,4047.640311,88826778636.335815
Si28_g0u2100,14,28,g0u2100,P11-Q13,4048.038315,5864430752625.269531
Si28_g0u2100,14,28,g0u2100,Q12-R14,2627.275505,2916440133735.282227
Si28_g0u2100,14,28,g0u2100,Q13-R14,2626.877501,32393133726.117203
Si28_g0u2100,14,28,g0u2100,Q13-R15,2627.077445,2948517120364.077637
Si28_g0u2200,14,28,g0u2200,K1-L2,399930.442925,4866904391221870.000000
Si28_g0u2200,14,28,g0u2200,K1-L3,400289.948266,4860015354123525.000000
Si28_g0u2200,14,28,g0u2200,L2-M4,76939.134605,430625270636048.937500
Si28_g0u2200,14,28,g0u2200,L3-M4,76579.629265,85662372245594.234375
Si28_g0u2200,14,28,g0u2200,L3-M5,76615.261233,514402463311499.500000
Si28_g0u2200,14,28,g0u2200,M4-N6,26780.212853,102247812764106.093750
Si28_g0u2200,14,28,g0u2200,M5-N6,26744.580885,7288522036685.528320
Si28_g0u2200,14,28,g0u2200,M5-N7,26752.068253,109407799415687.515625
Si28_g0u2200,14,28,g0u2200,N6-O8,12373.462369,32523167735265.234375
Si28_g0u2200,14,28,g0u2200,N7-O8,12365.975001,1203225301063.938232
Si28_g0u2200,14,28,g0u2200,N7-O9,12368.271046,33708741847258.097656
Si28_g0u2200,14,28,g0u2200,O8-P10,6716.447480,12739085873739.787109
Si28_g0u2200,14,28,g0u2200,O9-P10,6714.151436,289320202105.580139
Si28_g0u2200,14,28,g0u2200,O9-P11,6715.036556,13024770869917.234375
Si28_g0u2200,14,28,g0u2200,P10-Q12,4048.525432,5776580107180.689453
Si28_g0u2200,14,28,g0u2200,P11-Q12,4047.640312,88826778643.141663
Si28_g0u2200,14,28,g0u2200,P11-Q13,4048.038316,5864430753075.474609
Si28_g0u2200,14,28,g0u2200,Q12-R14,2627.275506,2916440133803.068848
Si28_g0u2200,14,28,g0u2200,Q13-R14,2626.877502,32393133726.880772
Si28_g0u2200,14,28,g0u2200,Q13-R15,2627.077445,2948517120493.208984
Si28_g0u2300,14,28,g0u2300,K1-L2,399928.889971,4866889396065346.000000
Si28_g0u2300,14,28,g0u2300,K1-L3,400288.394719,4860000890602449.000000
Si28_g0u2300,14,28,g0u2300,L2-M4,76939.132983,430625272947071.000000
Si28_g0u2300,14,28,g0u2300,L3-M4,76579.628235,85662372557822.171875
Si28_g0u2300,14,28,g0u2300,L3-M5,76615.260203,514402465186255.875000
Si28_g0u2300,14,28,g0u2300,M4-N6,26780.212869,102247812813080.375000
Si28_g0u2300,14,28,g0u2300,M5-N6,26744.580901,7288522040163.207031
Si28_g0u2300,14,28,g0u2300,M5-N7,26752.068269,109407799468079.437500
Si28_g0u2300,14,28,g0u2300,N6-O8,12373.462374,32523167744694.210938
Si28_g0u2300,14,28,g0u2300,N7-O8,12365.975006,1203225301412.430420
Si28_g0u2300,14,28,g0u2300,N7-O9,12368.271051,33708741857175.218750
Si28_g0u2300,14,28,g0u2300,O8-P10,6716.447482,12739085875727.167969
Si28_g0u2300,14,28,g0u2300,O9-P10,6714.151437,289320202150.838318
Si28_g0u2300,14,28,g0u2300,O9-P11,6715.036558,13024770871834.482422
Si28_g0u2300,14,28,g0u2300,P10-Q12,4048.525433,5776580107610.675781
Si28_g0u2300,14,28,g0u2300,P11-Q12,4047.640312,88826778649.667175
Si28_g0u2300,14,28,g0u2300,P11-Q13,4048.038316,5864430753507.965820
Si28_g0u2300,14,28,g0u2300,Q12-R14,2627.275506,2916440133899.470215
Si28_g0u2300,14,28,g0u2300,Q13-R14,2626.877502,32393133727.987335
Si28_g0u2300,14,28,g0u2300,Q13-R15,2627.077445,2948517120529.219727
Si28_g0u2400,14,28,g0u2400,K1-L2,399924.310862,4866845521652905.000000
Si28_g0u2400,14,28,g0u2400,K1-L3,400283.813846,4859957228132212.000000
Si28_g0u2400,14,28,g0u2400,L2-M4,76939.127879,430625239642472.125000
Si28_g0u2400,14,28,g0u2400,L3-M4,76579.624895,85662373404640.265625
Si28_g0u2400,14,28,g0u2400,L3-M5,76615.256863,514402422612777.312500
Si28_g0u2400,14,28,g0u2400,M4-N6,26780.212883,102247812857560.390625
Si28_g0u2400,14,28,g0u2400,M5-N6,26744.580916,7288522043304.503906
Si28_g0u2400,14,28,g0u2400,M5-N7,26752.068283,109407799515157.234375
Si28_g0u2400,14,28,g0u2400,N6-O8,12373.462378,32523167753126.886719
Si28_g0u2400,14,28,g0u2400,N7-O8,12365.975011,1203225301724.036133
Si28_g0u2400,14,28,g0u2400,N7-O9,12368.271056,33708741865897.046875
Si28_g0u2400,14,28,g0u2400,O8-P10,6716.447483,12739085877382.400391
Si28_g0u2400,14,28,g0u2400,O9-P10,6714.151439,289320202188.356689
Si28_g0u2400,14,28,g0u2400,O9-P11,6715.036559,13024770873636.304688
Si28_g0u2400,14,28,g0u2400,P10-Q12,4048.525433,5776580107886.111328
Si28_g0u2400,14,28,g0u2400,P11-Q12,4047.640313,88826778653.993500
Si28_g0u2400,14,28,g0u2400,P11-Q13,4048.038317,5864430753790.343750
Si28_g0u2400,14,28,g0u2400,Q12-R14,2627.275506,2916440133961.876465
Si28_g0u2400,14,28,g0u2400,Q13-R14,2626.877502,32393133728.627453
Si28_g0u2400,14,28,g0u2400,Q13-R15,2627.077445,2948517120592.963867
Si28_g2u1000,14,28,g2u1000,K1-L2,399930.493400,4866905237384338.000000
Si28_g2u1000,14,28,g2u1000,K1-L3,400289.998743,4860014709823622.000000
Si28_g2u1000,14,28,g2u1000,L2-M4,76939.132100,430625270754534.375000
Si28_g2u1000,14,28,g2u1000,L3-M4,76579.626757,85662376965863.953125
Si28_g2u1000,14,28,g2u1000,L3-M5,76615.258722,514402380191679.687500
Si28_g2u1000,14,28,g2u1000,M4-N6,26780.212131,102247807005580.593750
Si28_g2u1000,14,28,g2u1000,M5-N6,26744.580166,7288522887332.345703
Si28_g2u1000,14,28,g2u1000,M5-N7,26752.067534,109407791315414.375000
Si28_g2u1000,14,28,g2u1000,N6-O8,12373.462180,32523167755690.132812
Si28_g2u1000,14,28,g2u1000,N7-O8,12365.974812,1203225415689.134033
Si28_g2u1000,14,28,g2u1000,N7-O9,12368.270860,33708740698493.679688
Si28_g2u1000,14,28,g2u1000,O8-P10,6716.447370,12739085677534.328125
Si28_g2u1000,14,28,g2u1000,O9-P10,6714.151323,289320208622.130066
Si28_g2u1000,14,28,g2u1000,O9-P11,6715.036446,13024770524006.248047
Si28_g2u1000,14,28,g2u1000,P10-Q12,4048.525368,5776579430036.635742
Si28_g2u1000,14,28,g2u1000,P11-Q12,4047.640245,88826778266.618759
Si28_g2u1000,14,28,g2u1000,P11-Q13,4048.038251,5864430694298.994141
Si28_g2u1000,14,28,g2u1000,Q12-R14,2627.275489,2916440143236.399902
Si28_g2u1000,14,28,g2u1000,Q13-R14,2626.877483,32393135668.188660
Si28_g2u1000,14,28,g2u1000,Q13-R15,2627.077428,2948517092802.281250
Ar40_g0u0050,18,40,g0u0050,K1-L2,642944.989058,13003968405883120.000000
Ar40_g0u0050,18,40,g0u0050,K1-L3,643921.082478,12979150314238926.000000
Ar40_g0u0050,18,40,g0u0050,L2-M4,127838.148041,1182767456541555.000000
Ar40_g0u0050,18,40,g0u0050,L3-M4,126862.054621,234472735883263.218750
Ar40_g0u0050,18,40,g0u0050,L3-M5,126959.780796,1408781190145567.750000
Ar40_g0u0050,18,40,g0u0050,M4-N6,44391.146727,280240849323771.125000
Ar40_g0u0050,18,40,g0u0050,M5-N6,44293.420552,19949697407983.687500
Ar40_g0u0050,18,40,g0u0050,M5-N7,44313.936363,299608155601417.437500
Ar40_g0u0050,18,40,g0u0050,N6-O8,20495.710981,89068489518820.859375
Ar40_g0u0050,18,40,g0u0050,N7-O8,20475.195170,3292778670804.999512
Ar40_g0u0050,18,40,g0u0050,N7-O9,20481.482778,92281352299541.625000
Ar40_g0u0050,18,40,g0u0050,O8-P10,11121.312792,34871751917844.570312
Ar40_g0u0050,18,40,g0u0050,O9-P10,11115.025184,791613945450.771484
Ar40_g0u0050,18,40,g0u0050,O9-P11,11117.448093,35646913186839.218750
Ar40_g0u0050,18,40,g0u0050,P10-Q12,6702.348168,15808738585465.203125
Ar40_g0u0050,18,40,g0u0050,P11-Q12,6699.925259,243013622755.359344
Ar40_g0u0050,18,40,g0u0050,P11-Q13,6701.014496,16047337680774.232422
Ar40_g0u0050,18,40,g0u0050,Q12-R14,4348.998616,7980356401507.211914
Ar40_g0u0050,18,40,g0u0050,Q13-R14,4347.909379,88617418926.762192
Ar40_g0u0050,18,40,g0u0050,Q13-R15,4348.456508,8067544330411.167969
Ar40_g0u0100,18,40,g0u0100,K1-L2,642976.298856,13004514209461328.000000
Ar40_g0u0100,18,40,g0u0100,K1-L3,643952.416923,12979687326245538.000000
Ar40_g0u0100,18,40,g0u0100,L2-M4,127838.482023,1182773029820455.250000
Ar40_g0u0100,18,40,g0u0100,L3-M4,126862.363957,234473800563131.187500
Ar40_g0u0100,18,40,g0u0100,L3-M5,126960.090580,1408787585237060.000000
Ar40_g0u0100,18,40,g0u0100,M4-N6,44391.238016,280241918343874.093750
Ar40_g0u0100,18,40,g0u0100,M5-N6,44293.511393,19949773570150.320312
Ar40_g0u0100,18,40,g0u0100,M5-N7,44314.027280,299609275268260.062500
Ar40_g0u0100,18,40,g0u0100,N6-O8,20495.742711,89068743278923.937500
Ar40_g0u0100,18,40,g0u0100,N7-O8,20475.226823,3292787769087.979492
Ar40_g0u0100,18,40,g0u0100,N7-O9,20481.514448,92281607261138.187500
Ar40_g0u0100,18,40,g0u0100,O8-P10,11121.324189,34871813604699.902344
Ar40_g0u0100,18,40,g0u0100,O9-P10,11115.036564,791615345975.615356
Ar40_g0u0100,18,40,g0u0100,O9-P11,11117.459477,35646976248209.515625
Ar40_g0u0100,18,40,g0u0100,P10-Q12,6702.352165,15808755235143.005859
Ar40_g0u0100,18,40,g0u0100,P11-Q12,6699.929252,243013862600.530426
Ar40_g0u0100,18,40,g0u0100,P11-Q13,6701.018489,16047354581882.429688
Ar40_g0u0100,18,40,g0u0100,Q12-R14,4348.999948,7980361134231.805664
Ar40_g0u0100,18,40,g0u0100,Q13-R14,4347.910710,88617462427.386322
Ar40_g0u0100,18,40,g0u0100,Q13-R15,4348.457840,8067548290212.904297
