run,Z,A,setting,line,delta_e_eV,w12_per_s
I127_g0u0700,53,127,g0u0700,N7-O9,178970.188564,6980090582653504.000000
I127_g0u0700,53,127,g0u0700,O8-P10,97275.228344,2645423518427223.000000
I127_g0u0700,53,127,g0u0700,O9-P10,96796.619057,59514249248474.265625
I127_g0u0700,53,127,g0u0700,O9-P11,96980.450266,2694102409851784.000000
I127_g0u0700,53,127,g0u0700,P10-Q12,58486.800493,1196319399770897.500000
I127_g0u0700,53,127,g0u0700,P11-Q12,58302.969284,18275106428304.687500
I127_g0u0700,53,127,g0u0700,P11-Q13,58385.430439,1211693022773792.250000
I127_g0u0700,53,127,g0u0700,Q12-R14,37896.390139,602941881374168.000000
I127_g0u0700,53,127,g0u0700,Q13-R14,37813.928984,6664486237368.027344
I127_g0u0700,53,127,g0u0700,Q13-R15,37855.285784,608668249689250.875000
I127_g0u0800,53,127,g0u0800,K1-L2,3667754.812235,604169493730387200.000000
I127_g0u0800,53,127,g0u0800,K1-L3,3722902.610345,620614097297074176.000000
I127_g0u0800,53,127,g0u0800,L2-M4,1149038.515061,91937094082147952.000000
I127_g0u0800,53,127,g0u0800,L3-M4,1093890.716950,17261314313783182.000000
I127_g0u0800,53,127,g0u0800,L3-M5,1101418.773676,104908754317769152.000000
I127_g0u0800,53,127,g0u0800,M4-N6,394259.942562,21553209739787960.000000
I127_g0u0800,53,127,g0u0800,M5-N6,386731.885836,1494962199662032.750000
I127_g0u0800,53,127,g0u0800,M5-N7,388302.293830,22663885570300920.000000
I127_g0u0800,53,127,g0u0800,N6-O8,180061.989458,6785563886697777.000000
I127_g0u0800,53,127,g0u0800,N7-O8,178491.581463,247324109134693.687500
I127_g0u0800,53,127,g0u0800,N7-O9,178970.190762,6980091214939316.000000
I127_g0u0800,53,127,g0u0800,O8-P10,97275.229437,2645423545843457.500000
I127_g0u0800,53,127,g0u0800,O9-P10,96796.620138,59514254241891.851562
I127_g0u0800,53,127,g0u0800,O9-P11,96980.451352,2694102437762590.500000
I127_g0u0800,53,127,g0u0800,P10-Q12,58486.801067,1196319410318408.500000
I127_g0u0800,53,127,g0u0800,P11-Q12,58302.969854,18275106588087.187500
I127_g0u0800,53,127,g0u0800,P11-Q13,58385.431010,1211693033452152.250000
I127_g0u0800,53,127,g0u0800,Q12-R14,37896.390449,602941885688727.250000
I127_g0u0800,53,127,g0u0800,Q13-R14,37813.929292,6664486284746.515625
I127_g0u0800,53,127,g0u0800,Q13-R15,37855.286093,608668254043271.750000
I127_g0u0900,53,127,g0u0900,K1-L2,3667755.209698,604169597161648768.000000
I127_g0u0900,53,127,g0u0900,K1-L3,3722903.015689,620614163156775680.000000
I127_g0u0900,53,127,g0u0900,L2-M4,1149038.547666,91937103614591280.000000
I127_g0u0900,53,127,g0u0900,L3-M4,1093890.741676,17261314439320524.000000
I127_g0u0900,53,127,g0u0900,L3-M5,1101418.798597,104908755122522560.000000
I127_g0u0900,53,127,g0u0900,M4-N6,394259.946465,21553209936603692.000000
I127_g0u0900,53,127,g0u0900,M5-N6,386731.889543,1494962213047882.000000
I127_g0u0900,53,127,g0u0900,M5-N7,388302.297567,22663885778163972.000000
I127_g0u0900,53,127,g0u0900,N6-O8,180061.991083,6785563944413094.000000
I127_g0u0900,53,127,g0u0900,N7-O8,178491.583060,247324111205946.062500
I127_g0u0900,53,127,g0u0900,N7-O9,178970.192366,6980091274301351.000000
I127_g0u0900,53,127,g0u0900,O8-P10,97275.230235,2645423565858286.000000
I127_g0u0900,53,127,g0u0900,O9-P10,96796.620928,59514254687178.398438
I127_g0u0900,53,127,g0u0900,O9-P11,96980.452145,2694102458136804.500000
I127_g0u0900,53,127,g0u0900,P10-Q12,58486.801486,1196319418017987.250000
I127_g0u0900,53,127,g0u0900,P11-Q12,58302.970270,18275106704726.003906
I127_g0u0900,53,127,g0u0900,P11-Q13,58385.431427,1211693188414419.750000
I127_g0u0900,53,127,g0u0900,Q12-R14,37896.390676,602941888839403.375000
I127_g0u0900,53,127,g0u0900,Q13-R14,37813.929518,6664486319345.280273
I127_g0u0900,53,127,g0u0900,Q13-R15,37855.286319,608668257221477.625000
I127_g0u1000,53,127,g0u1000,K1-L2,3667755.494883,604169617707773312.000000
I127_g0u1000,53,127,g0u1000,K1-L3,3722903.306546,620614185288917632.000000
I127_g0u1000,53,127,g0u1000,L2-M4,1149038.571447,91937104059883232.000000
I127_g0u1000,53,127,g0u1000,L3-M4,1093890.759784,17261314535707840.000000
I127_g0u1000,53,127,g0u1000,L3-M5,1101418.816851,104908766265216096.000000
I127_g0u1000,53,127,g0u1000,M4-N6,394259.949412,21553210085493796.000000
I127_g0u1000,53,127,g0u1000,M5-N6,386731.892345,1494962223172504.000000
I127_g0u1000,53,127,g0u1000,M5-N7,388302.300391,22663885935385036.000000
I127_g0u1000,53,127,g0u1000,N6-O8,180061.992312,6785563988057943.000000
I127_g0u1000,53,127,g0u1000,N7-O8,178491.584267,247324112772253.218750
I127_g0u1000,53,127,g0u1000,N7-O9,178970.193580,6980091319196024.000000
I127_g0u1000,53,127,g0u1000,O8-P10,97275.230838,2645423773812649.000000
I127_g0u1000,53,127,g0u1000,O9-P10,96796.621525,59514255023909.695312
I127_g0u1000,53,127,g0u1000,O9-P11,96980.452744,2694102473543884.000000
I127_g0u1000,53,127,g0u1000,P10-Q12,58486.801803,1196319423841388.500000
I127_g0u1000,53,127,g0u1000,P11-Q12,58302.970584,18275106792942.179688
I127_g0u1000,53,127,g0u1000,P11-Q13,58385.431743,1211693194309756.250000
I127_g0u1000,53,127,g0u1000,Q12-R14,37896.390847,602941891221338.375000
I127_g0u1000,53,127,g0u1000,Q13-R14,37813.929689,6664486345501.857422
I127_g0u1000,53,127,g0u1000,Q13-R15,37855.286490,608668259625527.375000
I127_g0u1100,53,127,g0u1100,K1-L2,3667755.705505,604169670444566784.000000
I127_g0u1100,53,127,g0u1100,K1-L3,3722903.521364,620614272186712192.000000
I127_g0u1100,53,127,g0u1100,L2-M4,1149038.589257,91937104416363296.000000
I127_g0u1100,53,127,g0u1100,L3-M4,1093890.773397,17261314611816792.000000
I127_g0u1100,53,127,g0u1100,L3-M5,1101418.830576,104908766752326480.000000
I127_g0u1100,53,127,g0u1100,M4-N6,394259.951701,21553211744480236.000000
I127_g0u1100,53,127,g0u1100,M5-N6,386731.894522,1494962231049622.000000
I127_g0u1100,53,127,g0u1100,M5-N7,388302.302585,22663886057703796.000000
I127_g0u1100,53,127,g0u1100,N6-O8,180061.993269,6785564555565156.000000
I127_g0u1100,53,127,g0u1100,N7-O8,178491.585206,247324133765719.937500
I127_g0u1100,53,127,g0u1100,N7-O9,178970.194524,6980091354117564.000000
I127_g0u1100,53,127,g0u1100,O8-P10,97275.231308,2645423785586063.500000
I127_g0u1100,53,127,g0u1100,O9-P10,96796.621990,59514255285841.812500
I127_g0u1100,53,127,g0u1100,O9-P11,96980.453210,2694102485528788.500000
I127_g0u1100,53,127,g0u1100,P10-Q12,58486.802050,1196319428371110.750000
I127_g0u1100,53,127,g0u1100,P11-Q12,58302.970829,18275106861561.187500
I127_g0u1100,53,127,g0u1100,P11-Q13,58385.431988,1211693198895039.750000
I127_g0u1100,53,127,g0u1100,Q12-R14,37896.390981,602941893074212.125000
I127_g0u1100,53,127,g0u1100,Q13-R14,37813.929821,6664486365847.893555
I127_g0u1100,53,127,g0u1100,Q13-R15,37855.286623,608668261494915.625000
I127_g0u1200,53,127,g0u1200,K1-L2,3667755.893257,604169684745746048.000000
I127_g0u1200,53,127,g0u1200,K1-L3,3722903.712972,620614287602311680.000000
I127_g0u1200,53,127,g0u1200,L2-M4,1149038.605757,91937104670539776.000000
I127_g0u1200,53,127,g0u1200,L3-M4,1093890.786043,17261314668615426.000000
I127_g0u1200,53,127,g0u1200,L3-M5,1101418.843318,104908767117110048.000000
I127_g0u1200,53,127,g0u1200,M4-N6,394259.953540,21553211836507000.000000
I127_g0u1200,53,127,g0u1200,M5-N6,386731.896265,1494962237312180.000000
I127_g0u1200,53,127,g0u1200,M5-N7,388302.304342,22663886154953748.000000
I127_g0u1200,53,127,g0u1200,N6-O8,180061.994030,6785564582588350.000000
I127_g0u1200,53,127,g0u1200,N7-O8,178491.585953,247324134735513.531250
I127_g0u1200,53,127,g0u1200,N7-O9,178970.195275,6980091381913883.000000
I127_g0u1200,53,127,g0u1200,O8-P10,97275.231681,2645423794956409.500000
I127_g0u1200,53,127,g0u1200,O9-P10,96796.622359,59514255494314.093750
I127_g0u1200,53,127,g0u1200,O9-P11,96980.453581,2694102495069306.000000
I127_g0u1200,53,127,g0u1200,P10-Q12,58486.802246,1196319431977091.500000
I127_g0u1200,53,127,g0u1200,P11-Q12,58302.971024,18275106916188.585938
I127_g0u1200,53,127,g0u1200,P11-Q13,58385.432184,1211693202545767.750000
I127_g0u1200,53,127,g0u1200,Q12-R14,37896.391087,602941894549825.500000
I127_g0u1200,53,127,g0u1200,Q13-R14,37813.929927,6664486382052.211914
I127_g0u1200,53,127,g0u1200,Q13-R15,37855.286729,608668320039504.125000
I127_g0u1300,53,127,g0u1300,K1-L2,3667755.846954,604169676780865152.000000
I127_g0u1300,53,127,g0u1300,K1-L3,3722903.664997,620614279019667072.000000
I127_g0u1300,53,127,g0u1300,L2-M4,1149038.598549,91937105141957168.000000
I127_g0u1300,53,127,g0u1300,L3-M4,1093890.780506,17261314747931340.000000
I127_g0u1300,53,127,g0u1300,L3-M5,1101418.837798,104908767614714544.000000
I127_g0u1300,53,127,g0u1300,M4-N6,394259.954887,21553211912833256.000000
I127_g0u1300,53,127,g0u1300,M5-N6,386731.897595,1494962242455647.750000
I127_g0u1300,53,127,g0u1300,M5-N7,388302.305683,22663887874434508.000000
I127_g0u1300,53,127,g0u1300,N6-O8,180061.994647,6785564604517157.000000
I127_g0u1300,53,127,g0u1300,N7-O8,178491.586559,247324135522452.781250
I127_g0u1300,53,127,g0u1300,N7-O9,178970.195884,6980091404466979.000000
I127_g0u1300,53,127,g0u1300,O8-P10,97275.231984,2645423802559690.000000
I127_g0u1300,53,127,g0u1300,O9-P10,96796.622659,59514255663470.953125
I127_g0u1300,53,127,g0u1300,O9-P11,96980.453882,2694102502809327.000000
I127_g0u1300,53,127,g0u1300,P10-Q12,58486.802405,1196319434902658.000000
I127_g0u1300,53,127,g0u1300,P11-Q12,58302.971182,18275106960506.703125
I127_g0u1300,53,127,g0u1300,P11-Q13,58385.432342,1211693205507290.250000
I127_g0u1300,53,127,g0u1300,Q12-R14,37896.391173,602941895746755.125000
I127_g0u1300,53,127,g0u1300,Q13-R14,37813.930012,6664486395195.733398
I127_g0u1300,53,127,g0u1300,Q13-R15,37855.286815,608668321246609.875000
I127_g0u1400,53,127,g0u1400,K1-L2,3667754.978136,604169480950061824.000000
I127_g0u1400,53,127,g0u1400,K1-L3,3722902.775475,620614083621576832.000000
I127_g0u1400,53,127,g0u1400,L2-M4,1149038.513393,91937097628602576.000000
I127_g0u1400,53,127,g0u1400,L3-M4,1093890.716054,17261314944743910.000000
I127_g0u1400,53,127,g0u1400,L3-M5,1101418.773138,104908758297039952.000000
I127_g0u1400,53,127,g0u1400,M4-N6,394259.955484,21553211981699248.000000
I127_g0u1400,53,127,g0u1400,M5-N6,386731.898399,1494962246912436.250000
I127_g0u1400,53,127,g0u1400,M5-N7,388302.306496,22663887943527880.000000
I127_g0u1400,53,127,g0u1400,N6-O8,180061.995156,6785564622603110.000000
I127_g0u1400,53,127,g0u1400,N7-O8,178491.587059,247324136171373.343750
I127_g0u1400,53,127,g0u1400,N7-O9,178970.196387,6980091423066187.000000
I127_g0u1400,53,127,g0u1400,O8-P10,97275.232234,2645423808830425.500000
I127_g0u1400,53,127,g0u1400,O9-P10,96796.622907,59514255802982.953125
I127_g0u1400,53,127,g0u1400,O9-P11,96980.454131,2694102509192993.000000
I127_g0u1400,53,127,g0u1400,P10-Q12,58486.802536,1196319437314375.750000
I127_g0u1400,53,127,g0u1400,P11-Q12,58302.971312,18275106997042.132812
I127_g0u1400,53,127,g0u1400,P11-Q13,58385.432473,1211693207949567.000000
I127_g0u1400,53,127,g0u1400,Q12-R14,37896.391244,602941896733226.250000
I127_g0u1400,53,127,g0u1400,Q13-R14,37813.930083,6664486406029.028320
I127_g0u1400,53,127,g0u1400,Q13-R15,37855.286886,608668322242629.500000
I127_g0u1500,53,127,g0u1500,K1-L2,3667752.072898,604168744294235264.000000
I127_g0u1500,53,127,g0u1500,K1-L3,3722899.805524,620613322706497664.000000
I127_g0u1500,53,127,g0u1500,L2-M4,1149038.263501,91937083434434160.000000
I127_g0u1500,53,127,g0u1500,L3-M4,1093890.530875,17261311801586694.000000
I127_g0u1500,53,127,g0u1500,L3-M5,1101418.587314,104908740106673792.000000
I127_g0u1500,53,127,g0u1500,M4-N6,394259.954962,21553212051134608.000000
I127_g0u1500,53,127,g0u1500,M5-N6,386731.898524,1494962251046887.500000
I127_g0u1500,53,127,g0u1500,M5-N7,388302.306627,22663888007454304.000000
I127_g0u1500,53,127,g0u1500,N6-O8,180061.995579,6785564637733073.000000
I127_g0u1500,53,127,g0u1500,N7-O8,178491.587476,247324136714030.656250
I127_g0u1500,53,127,g0u1500,N7-O9,178970.196806,6980091438621537.000000
I127_g0u1500,53,127,g0u1500,O8-P10,97275.232443,2645423814072563.000000
I127_g0u1500,53,127,g0u1500,O9-P10,96796.623114,59514255919611.859375
I127_g0u1500,53,127,g0u1500,O9-P11,96980.454338,2694102514528956.000000
I127_g0u1500,53,127,g0u1500,P10-Q12,58486.802646,1196319439331922.500000
I127_g0u1500,53,127,g0u1500,P11-Q12,58302.971421,18275107027604.632812
I127_g0u1500,53,127,g0u1500,P11-Q13,58385.432582,1211693209991018.500000
I127_g0u1500,53,127,g0u1500,Q12-R14,37896.391303,602941897558400.750000
I127_g0u1500,53,127,g0u1500,Q13-R14,37813.930142,6664486415089.340820
I127_g0u1500,53,127,g0u1500,Q13-R15,37855.286945,608668323074810.875000
I127_g0u1600,53,127,g0u1600,K1-L2,3670207.370047,604816993502908288.000000
I127_g0u1600,53,127,g0u1600,K1-L3,3725414.708788,621265401564918528.000000
I127_g0u1600,53,127,g0u1600,L2-M4,1149295.089164,91954003122075328.000000
I127_g0u1600,53,127,g0u1600,L3-M4,1094087.750423,17264027416191540.000000
I127_g0u1600,53,127,g0u1600,L3-M5,1101616.555996,104924547662093200.000000
I127_g0u1600,53,127,g0u1600,M4-N6,394261.768196,21553288554080444.000000
I127_g0u1600,53,127,g0u1600,M5-N6,386732.962623,1494965561796340.000000
I127_g0u1600,53,127,g0u1600,M5-N7,388303.372315,22663936949735084.000000
I127_g0u1600,53,127,g0u1600,N6-O8,180061.998791,6785564630275091.000000
I127_g0u1600,53,127,g0u1600,N7-O8,178491.589099,247324136856786.031250
I127_g0u1600,53,127,g0u1600,N7-O9,178970.198432,6980091442882182.000000
I127_g0u1600,53,127,g0u1600,O8-P10,97275.232622,2645423818499909.500000
I127_g0u1600,53,127,g0u1600,O9-P10,96796.623289,59514256018226.054688
I127_g0u1600,53,127,g0u1600,O9-P11,96980.454514,2694102519040907.500000
I127_g0u1600,53,127,g0u1600,P10-Q12,58486.802739,1196319441038025.250000
I127_g0u1600,53,127,g0u1600,P11-Q12,58302.971513,18275107053449.265625
I127_g0u1600,53,127,g0u1600,P11-Q13,58385.432675,1211693211718958.000000
I127_g0u1600,53,127,g0u1600,Q12-R14,37896.391353,602941898256394.500000
I127_g0u1600,53,127,g0u1600,Q13-R14,37813.930192,6664486422754.789062
I127_g0u1600,53,127,g0u1600,Q13-R15,37855.286995,608668323779140.000000
I127_g0u1700,53,127,g0u1700,K1-L2,3664388.865795,603297414469450880.000000
I127_g0u1700,53,127,g0u1700,K1-L3,3719457.399829,619738899490196736.000000
I127_g0u1700,53,127,g0u1700,L2-M4,1148708.446632,91915458936147600.000000
I127_g0u1700,53,127,g0u1700,L3-M4,1093639.912599,17257875098460374.000000
I127_g0u1700,53,127,g0u1700,L3-M5,1101167.030056,104888761000627312.000000
I127_g0u1700,53,127,g0u1700,M4-N6,394257.749578,21553117142653964.000000
I127_g0u1700,53,127,g0u1700,M5-N6,386730.632121,1494958218859727.000000
I127_g0u1700,53,127,g0u1700,M5-N7,388301.038362,22663828402628284.000000
I127_g0u1700,53,127,g0u1700,N6-O8,180061.992948,6785564151368031.000000
I127_g0u1700,53,127,g0u1700,N7-O8,178491.586707,247324137921318.593750
I127_g0u1700,53,127,g0u1700,N7-O9,178970.196039,6980091473032607.000000
I127_g0u1700,53,127,g0u1700,O8-P10,97275.232770,2645423822308486.000000
I127_g0u1700,53,127,g0u1700,O9-P10,96796.623438,59514256102711.890625
I127_g0u1700,53,127,g0u1700,O9-P11,96980.454663,2694102522908644.500000
I127_g0u1700,53,127,g0u1700,P10-Q12,58486.802818,1196319442496719.000000
I127_g0u1700,53,127,g0u1700,P11-Q12,58302.971592,18275107075548.152344
I127_g0u1700,53,127,g0u1700,P11-Q13,58385.432754,1211693213196251.000000
I127_g0u1700,53,127,g0u1700,Q12-R14,37896.391396,602941898853516.750000
I127_g0u1700,53,127,g0u1700,Q13-R14,37813.930235,6664486429312.209961
I127_g0u1700,53,127,g0u1700,Q13-R15,37855.287038,608668324381821.750000
I127_g0u1800,53,127,g0u1800,K1-L2,3779905.915677,633669156576872192.000000
I127_g0u1800,53,127,g0u1800,K1-L3,3837742.775435,650195920282411008.000000
I127_g0u1800,53,127,g0u1800,L2-M4,1160196.576113,92660602875383072.000000
I127_g0u1800,53,127,g0u1800,L3-M4,1102359.716356,17376452725833520.000000
I127_g0u1800,53,127,g0u1800,L3-M5,1109919.053979,105577664596264864.000000
I127_g0u1800,53,127,g0u1800,M4-N6,394333.420461,21556348024932188.000000
I127_g0u1800,53,127,g0u1800,M5-N6,386774.082838,1495094858233085.750000
I127_g0u1800,53,127,g0u1800,M5-N7,388344.553021,22665851551565064.000000
I127_g0u1800,53,127,g0u1800,N6-O8,180062.105869,6785567627997834.000000
I127_g0u1800,53,127,g0u1800,N7-O8,178491.635686,247324185427208.250000
I127_g0u1800,53,127,g0u1800,N7-O9,178970.245061,6980093344612429.000000
I127_g0u1800,53,127,g0u1800,O8-P10,97275.232962,2645423825289223.000000
I127_g0u1800,53,127,g0u1800,O9-P10,96796.623587,59514256173450.687500
I127_g0u1800,53,127,g0u1800,O9-P11,96980.454813,2694102526145121.000000
I127_g0u1800,53,127,g0u1800,P10-Q12,58486.802887,1196319443757105.500000
I127_g0u1800,53,127,g0u1800,P11-Q12,58302.971660,18275107094642.289062
I127_g0u1800,53,127,g0u1800,P11-Q13,58385.432822,1211693214470782.000000
I127_g0u1800,53,127,g0u1800,Q12-R14,37896.391433,602941899368715.375000
I127_g0u1800,53,127,g0u1800,Q13-R14,37813.930272,6664486434968.618164
I127_g0u1800,53,127,g0u1800,Q13-R15,37855.287075,608668324901681.500000
I127_g2u1000,53,127,g2u1000,K1-L2,3667764.378510,604171742207586560.000000
I127_g2u1000,53,127,g2u1000,K1-L3,3722912.372385,620616253181628544.000000
I127_g2u1000,53,127,g2u1000,L2-M4,1149039.213563,91937136421677408.000000
I127_g2u1000,53,127,g2u1000,L3-M4,1093891.219688,17261323074776096.000000
I127_g2u1000,53,127,g2u1000,L3-M5,1101419.278439,104908789331968640.000000
I127_g2u1000,53,127,g2u1000,M4-N6,394259.950736,21553209576134416.000000
I127_g2u1000,53,127,g2u1000,M5-N6,386731.891985,1494962224991887.750000
I127_g2u1000,53,127,g2u1000,M5-N7,388302.300071,22663885214009696.000000
I127_g2u1000,53,127,g2u1000,N6-O8,180061.991134,6785563896053269.000000
I127_g2u1000,53,127,g2u1000,N7-O8,178491.583048,247324138299866.312500
I127_g2u1000,53,127,g2u1000,N7-O9,178970.192386,6980091040253636.000000
I127_g2u1000,53,127,g2u1000,O8-P10,97275.230210,2645423569129613.000000
I127_g2u1000,53,127,g2u1000,O9-P10,96796.620872,59514257348327.992188
I127_g2u1000,53,127,g2u1000,O9-P11,96980.452131,2694102415009528.500000
I127_g2u1000,53,127,g2u1000,P10-Q12,58486.801392,1196319413445247.750000
I127_g2u1000,53,127,g2u1000,P11-Q12,58302.970133,18275108306024.199219
I127_g2u1000,53,127,g2u1000,P11-Q13,58385.431317,1211693165713353.250000
I127_g2u1000,53,127,g2u1000,Q12-R14,37896.390609,602941889210562.125000
I127_g2u1000,53,127,g2u1000,Q13-R14,37813.929424,6664486613703.290039
I127_g2u1000,53,127,g2u1000,Q13-R15,37855.286253,608668249813886.375000
Cs133_g0u0050,55,133,g0u0050,K1-L2,3839896.110976,672534317552825088.000000
Cs133_g0u0050,55,133,g0u0050,K1-L3,3901994.071519,693592783622624384.000000
Cs133_g0u0050,55,133,g0u0050,L2-M4,1237604.815764,106654348230322128.000000
Cs133_g0u0050,55,133,g0u0050,L3-M4,1175506.855221,19948735007306408.000000
Cs133_g0u0050,55,133,g0u0050,L3-M5,1184245.122573,121378392686594400.000000
Cs133_g0u0050,55,133,g0u0050,M4-N6,425341.430390,25034273353276340.000000
Cs133_g0u0050,55,133,g0u0050,M5-N6,416603.163038,1732514107465177.750000
Cs133_g0u0050,55,133,g0u0050,M5-N7,418426.524483,26286918718820652.000000
Cs133_g0u0050,55,133,g0u0050,N6-O8,194084.836272,7875803764004113.000000
Cs133_g0u0050,55,133,g0u0050,N7-O8,192261.474827,286706975108108.500000
Cs133_g0u0050,55,133,g0u0050,N7-O9,192816.944844,8096528234535979.000000
Cs133_g0u0050,55,133,g0u0050,O8-P10,104814.074767,3069549720728040.500000
Cs133_g0u0050,55,133,g0u0050,O9-P10,104258.604749,69001607010566.726562
Cs133_g0u0050,55,133,g0u0050,O9-P11,104471.912137,3125011672621863.500000
Cs133_g0u0050,55,133,g0u0050,P10-Q12,63008.739652,1387905591683868.500000
Cs133_g0u0050,55,133,g0u0050,P11-Q12,62795.432264,21190229227808.199219
Cs133_g0u0050,55,133,g0u0050,P11-Q13,62891.102968,1405470784010036.750000
Cs133_g0u0050,55,133,g0u0050,Q12-R14,40822.290860,699434111646262.750000
Cs133_g0u0050,55,133,g0u0050,Q13-R14,40726.620156,7727933822562.473633
Cs133_g0u0050,55,133,g0u0050,Q13-R15,40774.597558,705990003233292.875000
Cs133_g0u0100,55,133,g0u0100,K1-L2,3840331.520121,672641184687153792.000000
Cs133_g0u0100,55,133,g0u0100,K1-L3,3902438.437880,693698696400798976.000000
Cs133_g0u0100,55,133,g0u0100,L2-M4,1237631.912725,106656435618419936.000000
Cs133_g0u0100,55,133,g0u0100,L3-M4,1175524.994965,19949037361908268.000000
Cs133_g0u0100,55,133,g0u0100,L3-M5,1184263.350776,121380161944768256.000000
Cs133_g0u0100,55,133,g0u0100,M4-N6,425342.520738,25034399774567704.000000
Cs133_g0u0100,55,133,g0u0100,M5-N6,416604.164927,1732522472396848.000000
Cs133_g0u0100,55,133,g0u0100,M5-N7,418427.535388,26287045849453424.000000
Cs133_g0u0100,55,133,g0u0100,N6-O8,194085.304391,7875841165878303.000000
Cs133_g0u0100,55,133,g0u0100,N7-O8,192261.933930,286708317488527.312500
Cs133_g0u0100,55,133,g0u0100,N7-O9,192817.406527,8096565580344656.000000
Cs133_g0u0100,55,133,g0u0100,O8-P10,104814.304836,3069562392204907.500000
Cs133_g0u0100,55,133,g0u0100,O9-P10,104258.832240,69001896546545.882812
Cs133_g0u0100,55,133,g0u0100,O9-P11,104472.140521,3125024795189604.500000
Cs133_g0u0100,55,133,g0u0100,P10-Q12,63008.861192,1387910665852970.500000
Cs133_g0u0100,55,133,g0u0100,P11-Q12,62795.552910,21190306684509.484375
Cs133_g0u0100,55,133,g0u0100,P11-Q13,62891.223961,1405475765569634.000000
Cs133_g0u0100,55,133,g0u0100,Q12-R14,40822.357143,699436204481045.625000
Cs133_g0u0100,55,133,g0u0100,Q13-R14,40726.686093,7727956937599.240234
Cs133_g0u0100,55,133,g0u0100,Q13-R15,40774.663639,705992177337652.875000
Cs133_g0u0150,55,133,g0u0150,K1-L2,3840406.018415,672659467819696512.000000
Cs133_g0u0150,55,133,g0u0150,K1-L3,3902514.470962,693716914339302400.000000
Cs133_g0u0150,55,133,g0u0150,L2-M4,1237636.948756,106656848597995776.000000
Cs133_g0u0150,55,133,g0u0150,L3-M4,1175528.496208,19949102256979420.000000
Cs133_g0u0150,55,133,g0u0150,L3-M5,1184266.873338,121380543993994560.000000
Cs133_g0u0150,55,133,g0u0150,M4-N6,425342.807157,25034431112094716.000000
Cs133_g0u0150,55,133,g0u0150,M5-N6,416604.430027,1732524546793378.000000
Cs133_g0u0150,55,133,g0u0150,M5-N7,418427.802718,26287079120234848.000000
Cs133_g0u0150,55,133,g0u0150,N6-O8,194085.418736,7875849566833146.000000
Cs133_g0u0150,55,133,g0u0150,N7-O8,192262.046046,286708623331896.125000
Cs133_g0u0150,55,133,g0u0150,N7-O9,192817.519274,8096574826529805.000000
Cs133_g0u0150,55,133,g0u0150,O8-P10,104814.361199,3069565788448073.500000
Cs133_g0u0150,55,133,g0u0150,O9-P10,104258.887971,69001963520012.429688
Cs133_g0u0150,55,133,g0u0150,O9-P11,104472.196471,3125027832409450.500000
Cs133_g0u0150,55,133,g0u0150,P10-Q12,63008.890974,1387912039732853.000000
Cs133_g0u0150,55,133,g0u0150,P11-Q12,62795.582473,21190327672538.128906
Cs133_g0u0150,55,133,g0u0150,P11-Q13,62891.253610,1405476999103462.500000
Cs133_g0u0150,55,133,g0u0150,Q12-R14,40822.373390,699436753289486.625000
Cs133_g0u0150,55,133,g0u0150,Q13-R14,40726.702253,7727962325899.677734
Cs133_g0u0150,55,133,g0u0150,Q13-R15,40774.679835,705992731374954.625000
Cs133_g0u0200,55,133,g0u0200,K1-L2,3840431.060365,672665712168666880.000000
Cs133_g0u0200,55,133,g0u0200,K1-L3,3902540.040504,693723120858586624.000000
Cs133_g0u0200,55,133,g0u0200,L2-M4,1237638.784313,106657007130840656.000000
Cs133_g0u0200,55,133,g0u0200,L3-M4,1175529.804174,19949126063510040.000000
Cs133_g0u0200,55,133,g0u0200,L3-M5,1184268.189720,121380684499830304.000000
Cs133_g0u0200,55,133,g0u0200,M4-N6,425342.925750,25034443888513192.000000
Cs133_g0u0200,55,133,g0u0200,M5-N6,416604.540204,1732525559063539.000000
Cs133_g0u0200,55,133,g0u0200,M5-N7,418427.913822,26287092678519060.000000
Cs133_g0u0200,55,133,g0u0200,N6-O8,194085.466304,7875853686715469.000000
Cs133_g0u0200,55,133,g0u0200,N7-O8,192262.092687,286708773731110.500000
Cs133_g0u0200,55,133,g0u0200,N7-O9,192817.566177,8096578478693987.000000
Cs133_g0u0200,55,133,g0u0200,O8-P10,104814.384649,3069567046958731.500000
Cs133_g0u0200,55,133,g0u0200,O9-P10,104258.911158,69001996518350.445312
Cs133_g0u0200,55,133,g0u0200,O9-P11,104472.219750,3125029326404562.000000
Cs133_g0u0200,55,133,g0u0200,P10-Q12,63008.903366,1387912442551292.500000
Cs133_g0u0200,55,133,g0u0200,P11-Q12,62795.594774,21190333807546.851562
Cs133_g0u0200,55,133,g0u0200,P11-Q13,62891.265945,1405477565374516.750000
Cs133_g0u0200,55,133,g0u0200,Q12-R14,40822.380151,699436976773302.875000
Cs133_g0u0200,55,133,g0u0200,Q13-R14,40726.708980,7727965470573.339844
Cs133_g0u0200,55,133,g0u0200,Q13-R15,40774.686577,705992956979068.500000
Cs133_g0u0250,55,133,g0u0250,K1-L2,3840442.493136,672668651952828032.000000
Cs133_g0u0250,55,133,g0u0250,K1-L3,3902551.716701,693726007309045632.000000
Cs133_g0u0250,55,133,g0u0250,L2-M4,1237639.656934,106657097689696688.000000
Cs133_g0u0250,55,133,g0u0250,L3-M4,1175530.433368,19949139162180996.000000
