run,Z,A,setting,loggrid_step,uehling_steps,energy_tol,rc,err_bytes,wall_s,input_sha256
I127_g0u1700,53,127,g0u1700,0.005,1700,1e-07,0,0,38.355,b9e3b51eb916a1d22fbae4efd9aa0656baf08226f83047b0c522d61f068f4737
I127_g0u1800,53,127,g0u1800,0.005,1800,1e-07,0,0,36.020,ff38f6d460e6fcdd5df383074a2b93c8c7e6651439f8e48433bf2ee136503228
I127_g0u1900,53,127,g0u1900,0.005,1900,1e-07,0,792,90.793,cb16a78edfb57a30d0859933c69d24e56f89d05cca8dbc25a73541e6a66f1b2e
I127_g0u2000,53,127,g0u2000,0.005,2000,1e-07,0,1144,184.832,ae0cc3c5170ec3f5f84331a262277c8a43a6c9d95ba5a6d4980da5f07d85aa96
I127_g0u2100,53,127,g0u2100,0.005,2100,1e-07,0,1144,241.443,71a01db97303d07a9b3bb2bd9be8d8478f02e0c807986262d5502ce5239d3fd2
I127_g0u2200,53,127,g0u2200,0.005,2200,1e-07,0,1144,281.152,8d09c50879139efe1ecbec12f6c126164c10a339294e28f7aeb098b60bc95db9
I127_g0u2300,53,127,g0u2300,0.005,2300,1e-07,0,1144,261.759,27b73b05f01dce37c0ca78310b5ff2bd4d6538ba64d1b54085ef9e72a9e7a5f9
I127_g0u2400,53,127,g0u2400,0.005,2400,1e-07,0,1144,287.905,5947be8893a476b8e7d7c75d05c4dac74edbdb6323299142f3d83c4e3153e28d
I127_g2u1000,53,127,g2u1000,0.00125,1000,1e-07,0,0,64.712,de622be85d7c35c626237225141c075a1f01d25e2e89775813970b26af9a24d6
Cs133_g0u0050,55,133,g0u0050,0.005,50,1e-07,0,0,1.421,32c8e00911cf089ba146c351b28ee7912460db7099b8539874c16281878d8813
Cs133_g0u0100,55,133,g0u0100,0.005,100,1e-07,0,0,2.622,b3cd7dd15b4d638b7b54462b72ce180d0b420b26aebe05c86eba25050cafa658
Cs133_g0u0150,55,133,g0u0150,0.005,150,1e-07,0,0,4.026,9d7ac5fba09e518230a442a55ccee61db982b035e84532ca8c19ae54718cd3dd
Cs133_g0u0200,55,133,g0u0200,0.005,200,1e-07,0,0,5.233,72e5e4c945e0b6086541825cfb54f65dd02d08a303c73cc4b731dc0172a45b0b
Cs133_g0u0250,55,133,g0u0250,0.005,250,1e-07,0,0,5.383,0c971a1f28bd2303d1acaef2ccd4c1c9e4e17a3030879e98f31f5987c8e1559a
Cs133_g0u0300,55,133,g0u0300,0.005,300,1e-07,0,0,7.740,0862d12e0901a8c2153822e9d92dc69b069374531c8efd045a01eccd8237188d
Cs133_g0u0350,55,133,g0u0350,0.005,350,1e-07,0,0,9.345,d58c256de3b7f751a18092b4e730fffc7943a659bc3bd7befbd99d8807fff730
Cs133_g0u0400,55,133,g0u0400,0.005,400,1e-07,0,0,9.445,ece0a31f1d71a8bec6986ee063b17d091e9e83f993e18ae534298a77fe242025
Cs133_g0u0450,55,133,g0u0450,0.005,450,1e-07,0,0,11.550,be028dc5f2b5609cc3760680242e0b5de65393c218bde27c61efef36458cab50
Cs133_g0u0500,55,133,g0u0500,0.005,500,1e-07,0,0,12.557,5ffd5f71320b4fb11e724da7d440649982b153bd2dcb46c1cd13e1906720c688
Cs133_g0u0550,55,133,g0u0550,0.005,550,1e-07,0,0,13.810,399897d0947b0026e7eeb0551ab7fa44389c565112cdf6d1fa2504deb8c93bae
Cs133_g0u0600,55,133,g0u0600,0.005,600,1e-07,0,0,15.610,8c401c89c2d40d93473e38ed593aa8abe7818cbd22b5e14cfef4e1dd635f0b9d
Cs133_g0u0700,55,133,g0u0700,0.005,700,1e-07,0,0,16.223,1b836100cab0fa6eba9a1f440e282112e7203752ba41cd76bbd56dbf080682ae
Cs133_g0u0800,55,133,g0u0800,0.005,800,1e-07,0,0,20.490,1b321628ab2b30561c8e43087d81b9134ce406548409e5daa462b23bac643c69
Cs133_g0u0900,55,133,g0u0900,0.005,900,1e-07,0,0,22.737,3a12b001242dc31710233a74ce41eff31d8c14cd949d7e64595d47112fcde4ac
Cs133_g0u1000,55,133,g0u1000,0.005,1000,1e-07,0,0,25.052,479bd88ee2dda5e0fdaf4f877c1729bff5df5026b8bae905967ccfa08edd43b6
Cs133_g0u1100,55,133,g0u1100,0.005,1100,1e-07,0,0,30.269,1c5840ec8b033ac6510881ac9f8e7843d7bff56937b47c25fadde89cfc52b288
Cs133_g0u1200,55,133,g0u1200,0.005,1200,1e-07,0,0,24.097,a3ff40dbb93c9a5d2c398e6d033cbf06073270365e8fa3da53195872d43ab653
Cs133_g0u1300,55,133,g0u1300,0.005,1300,1e-07,0,0,32.218,16366480081f4d4ca06f4850e9610af9628bb8ae1acd03376f22272c269b62d4
Cs133_g0u1400,55,133,g0u1400,0.005,1400,1e-07,0,0,28.663,c0b97da391d297ff6c12914246664b88f973e8c98c3fdac4488b7d03a0de51a3
Cs133_g0u1500,55,133,g0u1500,0.005,1500,1e-07,0,0,43.609,1bda8455ed0d717f166b6a6a328f56b0026bddfec1ae12fce0d8c55baa299530
Cs133_g0u1600,55,133,g0u1600,0.005,1600,1e-07,0,0,50.907,e798948f02a973e788ec6e5c1b6806562368468d77b81070d18a1c267f8c657f
Cs133_g0u1700,55,133,g0u1700,0.005,1700,1e-07,0,0,36.861,f2c289d19f100db54a22b1a2b946478e587a7497b890c3ed7513cd514378c5c5
Cs133_g0u1800,55,133,g0u1800,0.005,1800,1e-07,-6,352,43.995,6ea39eb2cb3f1614ee84d2025c355361cea8b19a81b26b1991b9c530f4926be6
Cs133_g0u1900,55,133,g0u1900,0.005,1900,1e-07,0,968,573.973,012acb9fdea7ea37dcd649313af161ac2295d4972a15dd60a321c8c10badb8b3
Cs133_g0u2000,55,133,g0u2000,0.005,2000,1e-07,0,616,71.314,3186acd88a417bd5e2e5d474b2832f25b7e48a4ff2b28a23dfed886d03f0297c
Cs133_g0u2100,55,133,g0u2100,0.005,2100,1e-07,0,1144,249.010,cb26b7a17271250e3d2ddeaee067a26fa6ca43c7930ce750276f0c2b3f07a18a
Cs133_g0u2200,55,133,g0u2200,0.005,2200,1e-07,0,1144,285.671,d004b8964d38d0b9c433e0e3d7b0067d7069378886333c0eb85493dd68c94b11
Cs133_g0u2300,55,133,g0u2300,0.005,2300,1e-07,0,1144,262.488,2cdd6c74845fa9aa0f272efcf3eff7f8a869ef4e4267f1dd2a3869931048738f
Cs133_g0u2400,55,133,g0u2400,0.005,2400,1e-07,0,1144,288.429,0cec6f5b65111cae8caced7bbd307ef2f15df13ed7bdf0a74a2557a932674545
Cs133_g2u1000,55,133,g2u1000,0.00125,1000,1e-07,0,0,65.623,691865c3be1325af1f5475cb37f162e0e7762bd4dffe58e073383388530185cf
Au197_g0u0050,79,197,g0u0050,0.005,50,1e-07,0,0,1.573,c9717b55ec38931556e99848953a4c229f0bdbd9c69a14fc823ae38532b00576
Au197_g0u0100,79,197,g0u0100,0.005,100,1e-07,0,0,3.026,06cf06a1905b4ec1d80355838d8f41384792c45cb5a8a15f089abbe85350b43f
Au197_g0u0150,79,197,g0u0150,0.005,150,1e-07,0,0,4.782,9c165960ea2dcef960750f1add3882bc68cbe608025ee68244d1039d2cbab947
Au197_g0u0200,79,197,g0u0200,0.005,200,1e-07,0,0,6.191,c9e2a54d15925d727ff45989a01f10f5477eaa2f2a42ee75e2e2cef0e51f27fb
Au197_g0u0250,79,197,g0u0250,0.005,250,1e-07,0,0,6.740,c3cf3264f62194dcfbb88b406720b9afadd4c823cef5888e31210d0ae5ffbba9
Au197_g0u0300,79,197,g0u0300,0.005,300,1e-07,0,0,9.501,3b4a4936990d47bc323df3b5041d0e9b3e2f4dbedcbd4add911d1eb15cf56fdb
Au197_g0u0350,79,197,g0u0350,0.005,350,1e-07,0,0,11.355,4723622947c1855df576dded7f0aa83ec63a465a278d0f0dd5efd0a5187c0d22
Au197_g0u0400,79,197,g0u0400,0.005,400,1e-07,0,0,11.601,f776c796de36150ef0bb6ec3ace2c842048b02d5c8c350bab308576692db4e46
Au197_g0u0450,79,197,g0u0450,0.005,450,1e-07,0,0,13.559,047ae82ad74d318befaea3e226de844831f6baa490625cf1482d6b2dc3912e75
Au197_g0u0500,79,197,g0u0500,0.005,500,1e-07,0,0,14.965,c94948896a28dcdf846e2b886b2b529bf823ea49abf09cba85de10c8b5282bd5
Au197_g0u0550,79,197,g0u0550,0.005,550,1e-07,0,0,15.621,03dc0242af9c97acd90e225cbf17d6f6236125ca8d0b363334c529c9e0d3874d
Au197_g0u0600,79,197,g0u0600,0.005,600,1e-07,0,0,18.528,2b7f39d288a9caf0b9a80a8a2c42264b7a3c3e3272faadad524859416b10d3a2
Au197_g0u0700,79,197,g0u0700,0.005,700,1e-07,0,0,19.249,93e50b907706f694b1308a2899798bdec94e576d036101b689556415c06bd297
Au197_g0u0800,79,197,g0u0800,0.005,800,1e-07,0,0,24.504,6c00ba3a55bf5f1e78c795949da845526c098d9a61c755edfff53ca55ff0ed53
Au197_g0u0900,79,197,g0u0900,0.005,900,1e-07,0,0,25.658,ed97039c1f3435c30e0d32b5aa877813b2435c9fd9a015618dc21ea99ea18bbf
Au197_g0u1000,79,197,g0u1000,0.005,1000,1e-07,0,0,30.025,e66e9a0fbc13be5e43984b3daf17020a08de664c5e967434dcc779cc2c66b1e5
Au197_g0u1100,79,197,g0u1100,0.005,1100,1e-07,0,0,34.233,d1c27a01f2588de22b3baaa54c138be334fc5649ef069fd238ffbad30f48abbc
Au197_g0u1200,79,197,g0u1200,0.005,1200,1e-07,0,0,29.279,b398a8e99e8117a32f3d42a8616ae6ac3058fff9532056e54a08ef417c5edb4d
Au197_g0u1300,79,197,g0u1300,0.005,1300,1e-07,0,0,38.541,a0b54725d8ec4395c273c7e60105fde77fbbd99ddde13e6021ece08b428a9b89
Au197_g0u1400,79,197,g0u1400,0.005,1400,1e-07,0,0,34.699,b50f96caa0af57cf754c61abec314e2afc8c93803a5aafb726f602c063e7c9cf
Au197_g0u1500,79,197,g0u1500,0.005,1500,1e-07,0,0,46.724,099d90e3744f9e3f53c673ce575c3906b98086eb72cce8648e7e272681b0f34d
Au197_g0u1600,79,197,g0u1600,0.005,1600,1e-07,0,0,60.320,b1eb3b535817be5b951b6db39e6c156203d085a070c88940df29bc9999ac5741
Au197_g0u1700,79,197,g0u1700,0.005,1700,1e-07,-6,880,208.412,635682ea10afd12b64b07df66564247478ad63d262591638246ec959987ba178
Au197_g0u1800,79,197,g0u1800,0.005,1800,1e-07,-6,880,179.473,8c185cc4bd304955520454e84f504ccfe6c2a8e4898b0fa7f14ffe6edaeb4b3d
Au197_g0u1900,79,197,g0u1900,0.005,1900,1e-07,-6,880,195.635,ad24dfb974a7391a80f2e3bf051ed202e650d3f5cff4a3d443dccb3f2d97d233
Au197_g0u2000,79,197,g0u2000,0.005,2000,1e-07,-6,880,189.688,5f513ed0dce7b9aefdb9629f659125c035ad41987557799118b7d6590723d0c8
Au197_g0u2100,79,197,g0u2100,0.005,2100,1e-07,-6,880,248.170,6cedcf21f9d562e93593802e4cf99680788ac6939d21b22f5ff00695d4f8d6da
Au197_g0u2200,79,197,g0u2200,0.005,2200,1e-07,-6,88,39.072,462b63ca2ac9e663eee362506d66cd12b08bf2dce39224f32d24f3b6919acc0e
Au197_g0u2300,79,197,g0u2300,0.005,2300,1e-07,0,880,4.838,cb302c1caf96be4c3b59412441e2ad14df031128f004580fe0c69b840e5412b9
Au197_g0u2400,79,197,g0u2400,0.005,2400,1e-07,0,968,6.190,41c46b743f40b0c8433d3ee4acce44647332680e17728ab1c9a08d4799801418
Au197_g2u1000,79,197,g2u1000,0.00125,1000,1e-07,0,0,76.838,41f3fe0723332f9ff14fed8635081407245ed1ec675b96f1172c45d036d26b18
Tl205_g0u0050,81,205,g0u0050,0.005,50,1e-07,0,0,1.519,5f2373e51b279dcf6b4da2ad29d87a499d6cf9eaece5049527c75cf1920fc552
Tl205_g0u0100,81,205,g0u0100,0.005,100,1e-07,0,0,2.974,6112f59c67407eb21818b690492546b765aee1b4e7db12951491512e06f80f3e
Tl205_g0u0150,81,205,g0u0150,0.005,150,1e-07,0,0,4.177,65480dd4ed1217c01584e969b4b6bddc11837fd3a4fed6fdb17f7fe065e48de3
Tl205_g0u0200,81,205,g0u0200,0.005,200,1e-07,0,0,5.082,4a186caba0ed8a5f9cfa007d042c3015c2519039ff8faac753d17f1e80bf2f24
Tl205_g0u0250,81,205,g0u0250,0.005,250,1e-07,0,0,7.791,488fd8adf92608811d4586affde40fb81fa47eb3ff6b5567e72a5258de90cd29
Tl205_g0u0300,81,205,g0u0300,0.005,300,1e-07,0,0,8.540,f5c3c44268a47853e7fcbc8c34a5784c62d5153aae3872e7a7c4e1b47974eaf4
Tl205_g0u0350,81,205,g0u0350,0.005,350,1e-07,0,0,9.958,218d237f011c361ddaccc8fe78446563c6632a9b087faeddc5b088ba3e80d67e
Tl205_g0u0400,81,205,g0u0400,0.005,400,1e-07,0,0,11.949,18cd99a8f481c12fe8fa1feef9cc10c1db9956213d6caca4495d1cc8d6b6f99a
Tl205_g0u0450,81,205,g0u0450,0.005,450,1e-07,0,0,12.806,d23bd150e6a879a9bc34d8db9f82a26b59e12a20651426a8fb1632ff0fe8f5a9
Tl205_g0u0500,81,205,g0u0500,0.005,500,1e-07,0,0,11.504,d3697626852e6f3c974b006a9a288f0b262ec4d89f701e3e72818c5c9e0474d3
Tl205_g0u0550,81,205,g0u0550,0.005,550,1e-07,0,0,16.364,858e4a02afb22e88566b83e7bde86e89d74e27c3a1165a46f079b8c13e7bcc41
Tl205_g0u0600,81,205,g0u0600,0.005,600,1e-07,0,0,15.420,ec04dde9f33fb691960bbff939f7682f6200774f61a3ac31fa2aae38144b3af2
Tl205_g0u0700,81,205,g0u0700,0.005,700,1e-07,0,0,20.036,18d0fb5f6f58aaab861e5bbf420cee4e0c5068b2288b7ebc5c0873e9423ea8b3
Tl205_g0u0800,81,205,g0u0800,0.005,800,1e-07,0,0,19.080,b95c7112b4106cf73cf7ac4e351edf598766575fd5b76fc341053a8601f32ac6
Tl205_g0u0900,81,205,g0u0900,0.005,900,1e-07,0,0,24.699,4e2f7f8c93ff097d66da0cc8575703613020791f8035f5cb6d59a752bcd5e500
Tl205_g0u1000,81,205,g0u1000,0.005,1000,1e-07,0,0,26.202,b84f17675738f0366a9bbffca3c09790cc7e8c553d66533cdd614a836333311a
Tl205_g0u1100,81,205,g0u1100,0.005,1100,1e-07,0,0,28.209,b37c7225015b29fde18aa0859943add00ca487f808deef231c8879f03716515d
Tl205_g0u1200,81,205,g0u1200,0.005,1200,1e-07,0,0,31.875,810e49a9ade54b960a4882ba75f36b953e4a13f1dd685c3f11c7daa67b7e0278
Tl205_g0u1300,81,205,g0u1300,0.005,1300,1e-07,0,0,33.978,39688ac71beaee306b38ab34c364fad12a82f5bc8e0615ff9785df56f694e433
Tl205_g0u1400,81,205,g0u1400,0.005,1400,1e-07,0,0,32.936,fcdd1739faa8b1f119fc85f4b2179f4446fec0b88ac6da1888576cc45d4f9dda
Tl205_g0u1500,81,205,g0u1500,0.005,1500,1e-07,-6,0,49.719,c555dbbe4ca53c4719b9cf34b2ec58b684df0b0121825a2f9bb43b5f480f3ff9
Tl205_g0u1600,81,205,g0u1600,0.005,1600,1e-07,-6,704,55.336,74b747e1af2fdad3497f84ee1b6da0b301463f6a48f185daddd3e7767fc5228a
Tl205_g0u1700,81,205,g0u1700,0.005,1700,1e-07,-6,880,177.921,655f9314ad92f044d97e98f528721fc7e248ba643efdf009ff59d802ce3fdb0f
Tl205_g0u1800,81,205,g0u1800,0.005,1800,1e-07,-6,880,111.785,85c83e4250f584ff2fb3452fa7408fd1a7b7385b54e998983547d446268ae7af
Tl205_g0u1900,81,205,g0u1900,0.005,1900,1e-07,-6,880,192.900,5d3efb74173720b95a91a43ca5cac434541359277f8475d93dea32921b316e6f
Tl205_g0u2000,81,205,g0u2000,0.005,2000,1e-07,-6,880,126.862,7b36546881cc4d94a6f99ce5b98a192b858888971b6294ebeedf07d3eadc3bdd
Tl205_g0u2100,81,205,g0u2100,0.005,2100,1e-07,-6,704,150.321,1ac8b92b5d94d0a95739fe387fe52dd58b37459a856c70963ac2cf6f3ceae5d1
Tl205_g0u2200,81,205,g0u2200,0.005,2200,1e-07,0,704,218.283,3d5b7b2c5a227fd9f6bd52e049e07ba1e0175b92db189d6f0c65d41805da1e93
Tl205_g0u2300,81,205,g0u2300,0.005,2300,1e-07,-6,880,234.244,b6594c4f9b03da59b73bc55693ac3899836ddf2bb24b47596508b669b7fce37a
Tl205_g0u2400,81,205,g0u2400,0.005,2400,1e-07,-6,880,165.694,0029b7be1887d2017e1bc939e15ffabc6cc3995881e7365f640c42b72fa9690e
Tl205_g2u1000,81,205,g2u1000,0.00125,1000,1e-07,0,0,62.393,1eaa307c161c73c996ae0d4c1579acd48f93eeffc231ab06c41d93541dcce419
Pb208_g0u0050,82,208,g0u0050,0.005,50,1e-07,0,0,1.833,e05b31a5a6f8a6037fed2751188cfc4e044990e6976ec02eab8de7222a510f76
Pb208_g0u0100,82,208,g0u0100,0.005,100,1e-07,0,0,3.124,92c3b2e01b755d0be44e54855c1e7627074c5812e01e9bb1cf1e337137bf0935
Pb208_g0u0150,82,208,g0u0150,0.005,150,1e-07,0,0,4.579,140bbede11515f918ddbf2ff791698bb1337e05706f438dcf179ee5bcee9d03c
Pb208_g0u0200,82,208,g0u0200,0.005,200,1e-07,0,0,5.931,99050a76da89f6723906491e35b287ba2ef8967c045d4c1c3e2a2a6e5947a5a6
Pb208_g0u0250,82,208,g0u0250,0.005,250,1e-07,0,0,8.671,30a1c71c7cacc5ecfd2e39f2fd7bba2d027e3600efcf6bb3064898ffa829fce6
Pb208_g0u0300,82,208,g0u0300,0.005,300,1e-07,0,0,9.447,a2e1ab89936d18c37f13d8285a78e872b59961369d395f05d50f42e7e6d69ebe
Pb208_g0u0350,82,208,g0u0350,0.005,350,1e-07,0,0,11.253,65b5ab2767e52ea8587d66cc0e731e2bb51316e3c6cb15a9d85ffef7ad3a22d2
Pb208_g0u0400,82,208,g0u0400,0.005,400,1e-07,0,0,10.957,dfdbbc3dfe891f5da6b0ee546ab3e16074ee1f46b3c29207da6aff1ea03b9186
Pb208_g0u0450,82,208,g0u0450,0.005,450,1e-07,0,0,14.164,b65426d9e67ad8f41b996ac94048fb13f9a3287b386c01d4c48a0b57801b3d7a
Pb208_g0u0500,82,208,g0u0500,0.005,500,1e-07,0,0,14.859,ad2ac7dd1f94e1df4aba79e5f1bfa179d6ac51ecb1d286d0dc26fba7593564e9
Pb208_g0u0550,82,208,g0u0550,0.005,550,1e-07,0,0,17.974,76d1774be603d6f6d736a31fc88b4d5f64c197404793cb28a122c6a254ea68ef
Pb208_g0u0600,82,208,g0u0600,0.005,600,1e-07,0,0,18.925,1179859a7f3e2f34b3634c6ceb5b4817e5e5187579139236b27cc87372695ef6
Pb208_g0u0700,82,208,g0u0700,0.005,700,1e-07,0,0,22.895,c6f50182b3f203714955e5c3956730e1eb1a66a136f2074ccd582f51c64b9ceb
Pb208_g0u0800,82,208,g0u0800,0.005,800,1e-07,0,0,24.947,7d28e7179d8b56d2076ac2f8ed51e47ae228a9fea6ed8630024d3dcd812b082c
Pb208_g0u0900,82,208,g0u0900,0.005,900,1e-07,0,0,27.555,3e240645b0e4fa895803ea4ba05aeb5e2eb30a15309b3a35bc3372614b8858b8
Pb208_g0u1000,82,208,g0u1000,0.005,1000,1e-07,0,0,26.044,9a20d208cee3afc00e865388406738f0da232b9a18936b02a1f50f00c43412f0
Pb208_g0u1100,82,208,g0u1100,0.005,1100,1e-07,0,0,32.817,4879ca994cac1c631cfc85baceb9aac5365aac588034d816fe2c71c9c49ec23d
Pb208_g0u1200,82,208,g0u1200,0.005,1200,1e-07,0,0,30.526,44998b8287701053dd781e6efe10ff9c214195be10ccfc55f051bbbe1c538eb9
Pb208_g0u1300,82,208,g0u1300,0.005,1300,1e-07,0,0,37.188,41a2c4122bb531dfcf5944a6356a610509d56cbe0f74a3cd62ea3b0af830ef19
Pb208_g0u1400,82,208,g0u1400,0.005,1400,1e-07,0,0,35.343,d20611a2561cac700fe7ea56267602d6ff29f59ec963709dc001e7bad629ca3a
Pb208_g0u1500,82,208,g0u1500,0.005,1500,1e-07,-6,616,93.185,4a13bb1c35d0ca24a63edd8b689a48a729413535d471335ce33bbc4a3b85c5d8
Pb208_g0u1600,82,208,g0u1600,0.005,1600,1e-07,-6,792,86.202,0568846aa455ec496b039546048524c7f3b36bd7bc749d34da206dc40ced0c41
Pb208_g0u1700,82,208,g0u1700,0.005,1700,1e-07,-6,880,202.264,3cd8911b5cb4b54125693b07c4fb89e2a2d4f04f53afcd7c0e80d1ca033a74d9
Pb208_g0u1800,82,208,g0u1800,0.005,1800,1e-07,-6,880,145.974,3cd68675bc978a6282f78f1fd6c338a4ab87b4f070748e61a9abf440317fa7bf
Pb208_g0u1900,82,208,g0u1900,0.005,1900,1e-07,-6,880,221.571,8f4e01a4e7f6bfc16dd4533f74f51911ab1129cf4df52e3b1a58c905a9dc39bf
Pb208_g0u2000,82,208,g0u2000,0.005,2000,1e-07,-6,880,188.856,d0ee48118237cd6a2919ab768a441bf960e03476cbd19ddababf1920d709852b
Pb208_g0u2100,82,208,g0u2100,0.005,2100,1e-07,-6,704,240.704,06ba911dc2def80d4466884dbb872109b2059350254be346dba1ce1123c21ff3
Pb208_g0u2200,82,208,g0u2200,0.005,2200,1e-07,-6,880,299.772,42accd75451ff87ce3d3b3e1aba1423584914a0849859111a86be7fd836ddc27
Pb208_g0u2300,82,208,g0u2300,0.005,2300,1e-07,0,880,6.185,0f47ac94428abd1ab8506cc1e0d72e7cbc04c5b2f46b22fdd89f24f0717ef52a
Pb208_g0u2400,82,208,g0u2400,0.005,2400,1e-07,-6,968,3.876,2afc2e3e33b66025a5d8dab267f35523f37b081b053473026db65458284ce72e
Pb208_g2u1000,82,208,g2u1000,0.00125,1000,1e-07,0,0,78.379,b78c8421ce15cfb10b8d53c28450f85eea84501097660ca7c38142d17ad065be
