run,Z,A,setting,loggrid_step,uehling_steps,energy_tol,rc,err_bytes,wall_s,input_sha256
Be9_g0u0050,4,9,g0u0050,0.005,50,1e-07,0,0,0.619,f8eae9563a0a83cb41dbaebdad691bb0275dbfbe63d99fb79f3c69cee8801392
Be9_g0u0100,4,9,g0u0100,0.005,100,1e-07,0,0,1.120,d86e7adba5b37404ba18e2e28eab37bcf70e2e4819255b48da9aa16204b55183
Be9_g0u0150,4,9,g0u0150,0.005,150,1e-07,0,0,1.570,e0311814e6c1eddfe69556aaab819631554ab495b23a442954c77055a45e5b74
Be9_g0u0200,4,9,g0u0200,0.005,200,1e-07,0,0,2.226,386bbdeb6f2edc20ce36204ec6ae326e87ec4c5c862fe49fc2a49223712fed07
Be9_g0u0250,4,9,g0u0250,0.005,250,1e-07,0,0,2.430,df40a51abf906bb15bdc1a25424496d64d0022ec833ad95bd5a44b50e1a95c11
Be9_g0u0300,4,9,g0u0300,0.005,300,1e-07,0,0,3.430,d5b798e50630009e970a3eb8bf23a8d16ab1b8d62072d0d3c83a4097d3cc9d24
Be9_g0u0350,4,9,g0u0350,0.005,350,1e-07,0,0,3.778,e15aaa36ae19ff8bf10e91554889e502b7632785ab03e77d9f554555448d9fbc
Be9_g0u0400,4,9,g0u0400,0.005,400,1e-07,0,0,4.128,e65e34695cff7f26577fba6104d27d6be157d7cc0887117fb5033da5939b3697
Be9_g0u0450,4,9,g0u0450,0.005,450,1e-07,0,0,4.581,52cff729ba6230d10428b315de9a3b1e6a1edb3403f941bed1ac7d74acab0cfd
Be9_g0u0500,4,9,g0u0500,0.005,500,1e-07,0,0,4.980,e76bb9fabc08a42ced907ae40a5d3f3372d74c6b1060b9ad139740a3a9dd45ce
Be9_g0u0550,4,9,g0u0550,0.005,550,1e-07,0,0,4.483,773f46a3d2af777b9b77b561c0b9bd29f541b338812fe279a6200ddb8b95f2e5
Be9_g0u0600,4,9,g0u0600,0.005,600,1e-07,0,0,6.494,2faa05d01eb1b9318b48ed638190faa1d678715b50c268282d1dc7341e82c636
Be9_g0u0700,4,9,g0u0700,0.005,700,1e-07,0,0,6.389,4c3fdda9f4edc09b6277e9c543f41dad2a2035dca58ea6f407c2051572e4ef82
Be9_g0u0800,4,9,g0u0800,0.005,800,1e-07,0,0,8.241,5a12d16615600872a3d3ad3d9b331c105275d6c9578c2fc2af65e68ed5cc4c88
Be9_g0u0900,4,9,g0u0900,0.005,900,1e-07,0,0,7.491,417814845a245a8abb2ea03eea62f05df25ae1ae4c1c50df94c099853f5a1c73
Be9_g0u1000,4,9,g0u1000,0.005,1000,1e-07,0,0,9.850,a0bfe590b83542bc6bbdd51267fb90dc9edd623eaa9927160587d30eaf2ff499
Be9_g0u1100,4,9,g0u1100,0.005,1100,1e-07,0,0,11.711,af5ac6043b94dc69239d61861ac87edc3a1283b4c0b21c363519e98f63a82282
Be9_g0u1200,4,9,g0u1200,0.005,1200,1e-07,0,0,10.202,9479abe792b69c190dd1910df313c7d926d89ddc66294b622f9b21173dc5f8fc
Be9_g0u1300,4,9,g0u1300,0.005,1300,1e-07,0,0,12.856,46024e5a1e6d6248c2b00d9bcba3ee207376a547c6686486c0c6d5550689a2ef
Be9_g0u1400,4,9,g0u1400,0.005,1400,1e-07,0,0,12.412,806ea92e66b4a0c00a1e384543128358c233d122f3cbe0181a93406da211a388
Be9_g0u1500,4,9,g0u1500,0.005,1500,1e-07,0,0,15.029,5c0889b5514a9384fdf496d13573e406fd9ef305afa01637e1c08336cfa96145
Be9_g0u1600,4,9,g0u1600,0.005,1600,1e-07,0,0,20.306,9c93975fded44025ef893641096bb738491b9ad0abdbe0e7634aba174bb0a125
Be9_g0u1700,4,9,g0u1700,0.005,1700,1e-07,0,0,16.184,d602e3a33f3a704f637700d93c79f08e408d4e17811f5aece5c4576203b8723d
Be9_g0u1800,4,9,g0u1800,0.005,1800,1e-07,0,0,16.627,c72e92e844f8a78d131ca48cedd43d4b7b8a506794db34f882ce6a4efce8fb3b
Be9_g0u1900,4,9,g0u1900,0.005,1900,1e-07,0,0,14.080,502c3e0ce529ffae2b76fe7426ff66eb407087bfeb0bb7f6ca7ac94fe883c8dd
Be9_g0u2000,4,9,g0u2000,0.005,2000,1e-07,0,0,15.987,54048eea150e8a690a928dba58b3e5291e602084c94af7e1733940387744c98f
Be9_g0u2100,4,9,g0u2100,0.005,2100,1e-07,0,0,18.934,05cd7d8d0012f1c8d6a8ba1b5fc81e3d1b8c6bc4cd9c263e81a07b97b177b6a9
Be9_g0u2200,4,9,g0u2200,0.005,2200,1e-07,0,0,21.250,ba95c7f2e0aeb2c5ad9784acd4b1bb6c05123d66c556ea79a6889c119c0db807
Be9_g0u2300,4,9,g0u2300,0.005,2300,1e-07,0,0,16.743,2f22e1dbe91c553a8aaa84573245176e7e0536cca165a8a812f9d116b0262a8f
Be9_g0u2400,4,9,g0u2400,0.005,2400,1e-07,0,0,20.253,25bed5bb06becfc195a395bae679d8cb94fbd63e67d769966f2cf7c20b96f3f0
Be9_g2u1000,4,9,g2u1000,0.00125,1000,1e-07,0,0,26.086,e5ef153f08284edd5c53ae44c815e33a3c92533e19f2a6fce6fc0dbf841d24ab
C12_g0u0050,6,12,g0u0050,0.005,50,1e-07,0,0,0.669,fc2f5d7c95bd827d2f33df88c7cfe2cefc8b088918dbf84d59d08c1a448112d3
C12_g0u0100,6,12,g0u0100,0.005,100,1e-07,0,0,1.123,0deabf0851cb84f769a9a43257570a3f64001c7b8cfc55b8cac7f0f93f6ba2ee
C12_g0u0150,6,12,g0u0150,0.005,150,1e-07,0,0,1.771,0850b42604d8bc104e9cb99dcd73a86f0bb109e58e274d4b9cd8794715784c18
C12_g0u0200,6,12,g0u0200,0.005,200,1e-07,0,0,2.375,f31cb630fc51d1f9b77ce9f7a6ce82663089d578695c63d812bf5f0c47bcad6c
C12_g0u0250,6,12,g0u0250,0.005,250,1e-07,0,0,2.572,181b165dadc10e7b0f7df7e0fdd5be3ef52a1d23d3ead1aeeec488d1a40d4c9e
C12_g0u0300,6,12,g0u0300,0.005,300,1e-07,0,0,3.630,4cf037667cb2b7f3822dd7b45f2502c007090b0c56a00955d2f168fdb4a9b7bb
C12_g0u0350,6,12,g0u0350,0.005,350,1e-07,0,0,4.128,84c389ee76caaf5f2c141033f418439d4d54502c5a73b439ff8505ef44fc8043
C12_g0u0400,6,12,g0u0400,0.005,400,1e-07,0,0,4.528,18dbb5f05802242930276c3383481c418fd451314f5a7f16519f4f323e8b9e04
C12_g0u0450,6,12,g0u0450,0.005,450,1e-07,0,0,4.880,6548d314e15bf7be01a2d756224a67bf395a5bbfa2691f58a3226ac31fbc4b87
C12_g0u0500,6,12,g0u0500,0.005,500,1e-07,0,0,5.340,83a3aa152638e0f7d305fed4750d353b530a794de244280a5dad6e3f09dc9cf4
C12_g0u0550,6,12,g0u0550,0.005,550,1e-07,0,0,5.132,91a08d7884ec6f41ea03c258266cc74bbb3f6e99d30dcb36824fd655903f15da
C12_g0u0600,6,12,g0u0600,0.005,600,1e-07,0,0,7.141,abbc3beaa8bf0cee31ae62d2c5f7452b96b4303c9240a3a1bcc98528401b3028
C12_g0u0700,6,12,g0u0700,0.005,700,1e-07,0,0,6.639,79b81bd0539740ac8e68585a9a6a6eb4d57839444e0122b6d0f89f124c8b7b30
C12_g0u0800,6,12,g0u0800,0.005,800,1e-07,0,0,8.693,0e608b63f29eacbb5bcecf2ff38d7dd22c014222620264a3f5906394f299c68a
C12_g0u0900,6,12,g0u0900,0.005,900,1e-07,0,0,8.143,0c554b064ba2779fcbb7523bbe80101d931f3a1a3689fff8e236544b3ae9e935
C12_g0u1000,6,12,g0u1000,0.005,1000,1e-07,0,0,10.653,29e723379f235b13bc82e3791f11ec96f8fe1f2238c3d948fdcc857c2535f1be
C12_g0u1100,6,12,g0u1100,0.005,1100,1e-07,0,0,12.557,29b35daf7f888720847e32508c7c13fad90c5263c5a2d3c38c5de5cba7865637
C12_g0u1200,6,12,g0u1200,0.005,1200,1e-07,0,0,11.152,830ea62a3f3f86f87a8ebee753b944e4144704110fd50e3dfa5f9dce5f8ab9e4
C12_g0u1300,6,12,g0u1300,0.005,1300,1e-07,0,0,13.559,69fb586c91c9d13b0a48fbb9a34096aad78eeb07c35263383f284972bc561ec7
C12_g0u1400,6,12,g0u1400,0.005,1400,1e-07,0,0,12.813,0ab4a7cc95e59d1023e8c2390e817c8e396491ad40e8e25ab133e4d16960c4de
C12_g0u1500,6,12,g0u1500,0.005,1500,1e-07,0,0,16.183,72d1cdf978cdd468f1727f3d1f4955d8c5193d816ad39f2c9d648876e8bdf681
C12_g0u1600,6,12,g0u1600,0.005,1600,1e-07,0,0,21.661,e5dc283b9496b0d87f9232743cec72c2206c72c5db7713f56d2259235e90beef
C12_g0u1700,6,12,g0u1700,0.005,1700,1e-07,0,0,17.288,31b0d6a1f1471dac62ca28145d951ead4e09fe3e8e69c3f3f253d31d2cc4063b
C12_g0u1800,6,12,g0u1800,0.005,1800,1e-07,0,0,17.732,7a0963b28cc5806e6806fd5609de66e88850ab7889c490479881479fc6e78f82
C12_g0u1900,6,12,g0u1900,0.005,1900,1e-07,0,0,15.036,2f7420eef5a04836ac2309e4af813cbecc8e2a999f16f5bb03cd29d711e5b469
C12_g0u2000,6,12,g0u2000,0.005,2000,1e-07,0,0,17.040,5f6da517ce71dbeba2ba69a2196d9e5f33502ab08163cf40d886926548dcd0a2
C12_g0u2100,6,12,g0u2100,0.005,2100,1e-07,0,0,20.439,343c631def1fda0c69ba888aa3bfe4e41a0debfa2eb969410f77c24e099e0bdb
C12_g0u2200,6,12,g0u2200,0.005,2200,1e-07,0,0,22.605,943ae6749b61829ba0631e3342e86d8394bb8f7e26776819e6cb4a84b20022e4
C12_g0u2300,6,12,g0u2300,0.005,2300,1e-07,0,0,17.849,e09fbf7e15dde58a7ab6c804797ef6f3769a7c9965bf29dba683066f8833d8c0
C12_g0u2400,6,12,g0u2400,0.005,2400,1e-07,0,0,21.257,6c093c78d6cf000e5277ce2838ae73fabb7e0640f6dc31a4be79fbc4132966f0
C12_g2u1000,6,12,g2u1000,0.00125,1000,1e-07,0,0,28.146,8c90ce79e7d3063fe61cbf3461893b4991608d2687504c8887ea45084bb6824f
O16_g0u0050,8,16,g0u0050,0.005,50,1e-07,0,0,0.972,54e7ac26deb332b433e5c7ebfc9e2d3d084f2c0fbc43c62463baaf08d82a5dc6
O16_g0u0100,8,16,g0u0100,0.005,100,1e-07,0,0,1.369,dfefc888ddd47fb00cacde016fd3db867ef286b3010b1bbd8202b81b96c02b03
O16_g0u0150,8,16,g0u0150,0.005,150,1e-07,0,0,2.171,d355bc500f8aa6b53734f445c4de15dbdaa38ef92f49eaad630bb91b36d03ce6
O16_g0u0200,8,16,g0u0200,0.005,200,1e-07,0,0,2.621,1c04eb663ed7489383dd533707a88d7646e0c676c2a48b5f0661253b2f3a0b2c
O16_g0u0250,8,16,g0u0250,0.005,250,1e-07,0,0,3.492,89d32ec372391f499c29cd6f55cb9b111ebc6ee11021c2563f6ef037d8972af6
O16_g0u0300,8,16,g0u0300,0.005,300,1e-07,0,0,4.126,75d3cf90bd02c0f10a1261c649803aa61a897ef250ce65f49ba13cf0075f663a
O16_g0u0350,8,16,g0u0350,0.005,350,1e-07,0,0,4.680,34b58cd4cabe5370d5b6962964a53f18051e8466fd84be52552ceaabf3cc7a24
O16_g0u0400,8,16,g0u0400,0.005,400,1e-07,0,0,4.331,9d8d08e1328058e6acd7ebe87b8307d0ba38a6f565e513e1bed87adf9894a215
O16_g0u0450,8,16,g0u0450,0.005,450,1e-07,0,0,6.136,f4509fd1a7db865a80b7632c5e6ed5b77eefd04473ecc7251de08153bf2eec99
O16_g0u0500,8,16,g0u0500,0.005,500,1e-07,0,0,6.183,fea1e976d93740bd3f5997cdb4b0692b204515553490b1c73eddb004fc945cab
O16_g0u0550,8,16,g0u0550,0.005,550,1e-07,0,0,8.065,c959cc1ae503fb89a0bfccea3664117389b46984a9f5a2175360c3108f52890d
O16_g0u0600,8,16,g0u0600,0.005,600,1e-07,0,0,7.937,188307d10c1bef4492789cab6e361cd44bb39865438929c9ad91434ef29e9bd5
O16_g0u0700,8,16,g0u0700,0.005,700,1e-07,0,0,9.393,395b4afa86dc1f68d5af467f7db5ad6d207427107fd410bff48a75fbf02efc85
O16_g0u0800,8,16,g0u0800,0.005,800,1e-07,0,0,10.447,69ddb5885440c645783fc8238f07cdc2af470eb193615c2db4ac4c2351af0161
O16_g0u0900,8,16,g0u0900,0.005,900,1e-07,0,0,11.749,ba158bb5fab296ca62b1ca3d353bc415987c219c96f8896c045426aee27d5336
O16_g0u1000,8,16,g0u1000,0.005,1000,1e-07,0,0,12.302,c8bf27405efda6a65b70c96a1b4777894b854727f65f2a57bba899a950bcf836
O16_g0u1100,8,16,g0u1100,0.005,1100,1e-07,0,0,15.272,31a72b2cf65af396a411ecec24a1754a998952b95422875894d0f8fb464af982
O16_g0u1200,8,16,g0u1200,0.005,1200,1e-07,0,0,12.059,88e55e456ffbb3dabcba02c2fe6757700d19a57651355905643f4b9f9436f830
O16_g0u1300,8,16,g0u1300,0.005,1300,1e-07,0,0,15.567,618a3d503cbe95b193c1e2ead5f3294f537f03adf5b6df045e16905dbaf5c7f0
O16_g0u1400,8,16,g0u1400,0.005,1400,1e-07,0,0,14.567,c9ea60748b5c2d5cdbbe49520266272665295f397889b1a06ec73dc213d97a63
O16_g0u1500,8,16,g0u1500,0.005,1500,1e-07,0,0,27.451,d8d9c8270d17f9e406be9001a00a42cfb49a2ba12565b4659299a8a19be9db03
O16_g0u1600,8,16,g0u1600,0.005,1600,1e-07,0,0,24.202,d1555610ec32ec75f8e6b5611a0e690e589034c18f3598cd3fa2024334c074f5
O16_g0u1700,8,16,g0u1700,0.005,1700,1e-07,0,0,22.426,150e1354b5a8186147b1ddc396bb3a3fb44df2961c6dd0af08eb6c2bf971bcf4
O16_g0u1800,8,16,g0u1800,0.005,1800,1e-07,0,0,18.137,4c27caaa6a5a9590652ce48149aaad3db2eca690781a4d8c165a20acec6adb36
O16_g0u1900,8,16,g0u1900,0.005,1900,1e-07,0,0,18.292,30aeff2ac8a8f6886b53e30f11b57bc67d74c356e4cf51c8f9ebac199848c825
O16_g0u2000,8,16,g0u2000,0.005,2000,1e-07,0,0,19.191,df56734eab1f51922611ad79f2299d9ea9597f343f0a46684a25a5c5bab80eea
O16_g0u2100,8,16,g0u2100,0.005,2100,1e-07,0,0,25.298,07b7f35c42433117eebe84323001e50572af38f8eae879b35c7982a4ec1f4935
O16_g0u2200,8,16,g0u2200,0.005,2200,1e-07,0,0,30.118,9aa475c9b9e6e531a1721dd00cd4ef1aff20ea4ae7b3175345a86a9509097466
O16_g0u2300,8,16,g0u2300,0.005,2300,1e-07,0,0,27.900,4891830f4f82b03eccb23f9fb908ec530b85529397e9f1410e441a72bf0b8c2f
O16_g0u2400,8,16,g0u2400,0.005,2400,1e-07,0,0,30.323,f4e0a98611b43574fcaa9141c4f57fc0fa45b6ecd6246a26eee0552a92d30a57
O16_g2u1000,8,16,g2u1000,0.00125,1000,1e-07,0,0,32.956,f2c40ac11c4497d74d39b666dc7b52f06df0ff5d3e8a5dd4c602537408d91c15
Na23_g0u0050,11,23,g0u0050,0.005,50,1e-07,0,0,1.027,088877b7b0b96a4f5699f9856bc2cb8a64377165e78b4066386eb5491ec9160a
Na23_g0u0100,11,23,g0u0100,0.005,100,1e-07,0,0,1.573,338cdd2e0a24e26fb2a04ab072a98a123f3b3feffad255bea9248e15dbca1ebe
Na23_g0u0150,11,23,g0u0150,0.005,150,1e-07,0,0,2.370,991e5c7231f69ccd668bfa29ab6883d774fa8d2f72467d27c4bf59313b91f354
Na23_g0u0200,11,23,g0u0200,0.005,200,1e-07,0,0,2.972,da2cd8a3d1020a5e49a2d81a6c071b22aa40d18807d1c0f1f15c048b0ae6ed83
Na23_g0u0250,11,23,g0u0250,0.005,250,1e-07,0,0,4.045,1d5c12a4773137a5a502a5bb57f0ffc2b6ae5d67d03cd3149d163c34480e659c
Na23_g0u0300,11,23,g0u0300,0.005,300,1e-07,0,0,4.586,a0a214bff5f77cdc6835d72747e609cb4ace7be938a6817378c84e7f2672fa7c
Na23_g0u0350,11,23,g0u0350,0.005,350,1e-07,0,0,5.335,21d4bd40d76fee04fe4e8da7aa7e6a7e233945a86cbe2ea241957d23afe3e9f5
Na23_g0u0400,11,23,g0u0400,0.005,400,1e-07,0,0,5.085,f616bb41eb2e5eaa6d3b0020990a2d7948293723e7b911be8a48e1b5a3d29249
Na23_g0u0450,11,23,g0u0450,0.005,450,1e-07,0,0,6.888,604da8f2b4c5cc412781301d4f218c5d866fd7069303e2c0e3d51233feab6e6f
Na23_g0u0500,11,23,g0u0500,0.005,500,1e-07,0,0,7.235,bdfbf49cc5c33879670e72c1a43bb275f65dc1261592df74e959cdc9bf95c705
Na23_g0u0550,11,23,g0u0550,0.005,550,1e-07,0,0,9.199,b0034b88fb218b8845e92190083823c8db072474735ae8ece0aca397ef09700e
Na23_g0u0600,11,23,g0u0600,0.005,600,1e-07,0,0,8.691,651b095f2c50c1a155d4fb9cd96c6e6c8fb3720743b5841516bd6d6623676798
Na23_g0u0700,11,23,g0u0700,0.005,700,1e-07,0,0,10.447,1c4f784895e24a54d7c2b52d5b0da0c9838b7f7ae981376226efde6797d88c6b
Na23_g0u0800,11,23,g0u0800,0.005,800,1e-07,0,0,12.255,31fe70c1db3589d5a1870c4c3bb1c72513fe22fc874e316365eb56a972de4b1b
Na23_g0u0900,11,23,g0u0900,0.005,900,1e-07,0,0,13.155,6c1e596027a39edb3e5566410dea5eb24f00f0efe53d27889f2305b7d2c6574e
Na23_g0u1000,11,23,g0u1000,0.005,1000,1e-07,0,0,14.511,1e00d4d4fdec6754705263a2487a7b5d0152bcb7d608575d9ae059f891efa910
Na23_g0u1100,11,23,g0u1100,0.005,1100,1e-07,0,0,17.271,fe2b21d946e632d0676feb87b77219f49407483cf02d9dddea911cc912e150ae
Na23_g0u1200,11,23,g0u1200,0.005,1200,1e-07,0,0,13.767,f1d764e6dfc954fd8a94a93237f31e73665c03897be8ecb9288ffe70911c0c65
Na23_g0u1300,11,23,g0u1300,0.005,1300,1e-07,0,0,17.825,659e52f9620ca651dd603d012b1d0d4c97f087ddb09eae46830bcf44b9f071e0
Na23_g0u1400,11,23,g0u1400,0.005,1400,1e-07,0,0,16.475,cec1945b497261f71f9f79a68f6fa5f3763a7bb4a5b78eaf51c4fbd6130eee43
Na23_g0u1500,11,23,g0u1500,0.005,1500,1e-07,0,0,31.797,d411ec0c7409d996db325ce8ecf8e0d1bdb660650000bd950c6c0360a5104d12
Na23_g0u1600,11,23,g0u1600,0.005,1600,1e-07,0,0,27.767,e63e88f0368fe5170e95151eaafc92481b60e96b150d1536b07a7b762c15049e
Na23_g0u1700,11,23,g0u1700,0.005,1700,1e-07,0,0,25.736,38361b64661728f01f73a90b420ed3509bc51e95efaa17ea6b5f00d27f728b69
Na23_g0u1800,11,23,g0u1800,0.005,1800,1e-07,0,0,20.798,21138c954f59a8ba84bcf4f77e5ebf17e9142dd441567054f2a0341bca7f3dd7
Na23_g0u1900,11,23,g0u1900,0.005,1900,1e-07,0,0,22.552,2d532f44ee7fb8a597af45ac9f8cf6a46b5cd553eddda71906bd89a7d42e9acc
Na23_g0u2000,11,23,g0u2000,0.005,2000,1e-07,0,0,22.305,f1311d0a9c8d60548c84b820d43421017c9d0bd3512049d69a11d4deffc4e0ab
Na23_g0u2100,11,23,g0u2100,0.005,2100,1e-07,0,0,28.400,81e87e12972252b6d218e6a0ff2f0b77409e2ddf9570f56b5a9669fe6b44d67b
Na23_g0u2200,11,23,g0u2200,0.005,2200,1e-07,0,0,34.582,b2b91a99934b922a748eb52139dcc79255365e40aa78c1a006e1217531cd6582
Na23_g0u2300,11,23,g0u2300,0.005,2300,1e-07,0,0,31.765,12963d25ef209697177903a71a4dd685076fcf9387fcef6eb4b0817cdc721070
Na23_g0u2400,11,23,g0u2400,0.005,2400,1e-07,0,0,34.977,52038c1af0603b2d0c34b1f3af9a71d832724d8a742080a81a3b1774ae092d7f
Na23_g2u1000,11,23,g2u1000,0.00125,1000,1e-07,0,0,37.328,84e6b8d59e5362a4892ceaf2a5f31b15690887f3c0adeb5dc05badd08aff8fec
Al27_g0u0050,13,27,g0u0050,0.005,50,1e-07,0,0,0.872,408afa8032a1e9b5320e694aaac9c4d182b295301f797a5d5b4262d6abe4bf08
Al27_g0u0100,13,27,g0u0100,0.005,100,1e-07,0,0,1.624,8b6f38401a6729b13829a920f588a35512b6de67e72efef0e19c362e68e89e79
Al27_g0u0150,13,27,g0u0150,0.005,150,1e-07,0,0,2.573,1bcb91b49e7ef12fc5f2c8579549bf26352f56cfca898d65bcad5d9ffbfd07d1
Al27_g0u0200,13,27,g0u0200,0.005,200,1e-07,0,0,3.275,54ab395babfc55d2113876b4148dc89c1415e47a79653cb8df6ec3c51faa1501
Al27_g0u0250,13,27,g0u0250,0.005,250,1e-07,0,0,3.480,66d5f39d6ffd7fd6e4fcc9a3e20b87a2bc8bb6492afee45ccde6d78b0c44e91d
Al27_g0u0300,13,27,g0u0300,0.005,300,1e-07,0,0,5.137,4e0d8f927a85c2cdab12fe0e7b71ddcd54ff87a39536f88355ee33fbb415c461
Al27_g0u0350,13,27,g0u0350,0.005,350,1e-07,0,0,5.888,39c88f44ca9bffd910447337011df95c6b20f527f7fee05680b0e8032ac4ce70
Al27_g0u0400,13,27,g0u0400,0.005,400,1e-07,0,0,6.287,491af62b8ce2a1168fba225cce30a0d2ab2aba82d7d6d322ecf21fed2ba09cf8
Al27_g0u0450,13,27,g0u0450,0.005,450,1e-07,0,0,7.090,72a2b660f265169c9b0c535defcbc1c9738d2e2ce151af73a7244e5209270486
Al27_g0u0500,13,27,g0u0500,0.005,500,1e-07,0,0,7.893,25903b3bfe2082e1e4c85a697c5815d4bc7df82b18563e438b435408c386623b
Al27_g0u0550,13,27,g0u0550,0.005,550,1e-07,0,0,7.693,7e38c9f8c6e17ce5c38b23e7adc5edf33660dfaa4e874c963a2edd1e0a995b1d
Al27_g0u0600,13,27,g0u0600,0.005,600,1e-07,0,0,10.459,458481e452b5380852cd0cb7125b42d543308466d8f5f2fbecdbc96c3e388bb6
Al27_g0u0700,13,27,g0u0700,0.005,700,1e-07,0,0,9.554,e23a7faa7c691a7c2410480a8d0e9611d39225e656c0f6e807d4f859acc45ee8
Al27_g0u0800,13,27,g0u0800,0.005,800,1e-07,0,0,12.260,e9c877ae6679d70ea2884fa1ac1dd3f49e21df24636ece402adbc4bc040923e2
Al27_g0u0900,13,27,g0u0900,0.005,900,1e-07,0,0,12.463,265de1d160c77c06e6cf49eb48c97fffc5144434cf1b1a05e42ff46c0ddc37ca
Al27_g0u1000,13,27,g0u1000,0.005,1000,1e-07,0,0,15.472,4c996ddf121d9b9427a9fd207aa3f8733c61b16673f513b0da364351b46d74ef
Al27_g0u1100,13,27,g0u1100,0.005,1100,1e-07,0,0,17.931,19950e931e7294aa9d89469570b7867dad3470aed6c1a5875af86530e59d59c0
Al27_g0u1200,13,27,g0u1200,0.005,1200,1e-07,0,0,16.223,5f8930d2f031ce6d22695d70a23cfa052c24fa9bc8515aba0ba9923792ba5b26
Al27_g0u1300,13,27,g0u1300,0.005,1300,1e-07,0,0,19.928,1bf43e6ff210db4fe5e16dbb933622e3645470ca4b004e933c7aec0808a39c9b
Al27_g0u1400,13,27,g0u1400,0.005,1400,1e-07,0,0,18.941,46c2324205e2db466e262f01987fd420ef3b6ace15938a696976238e00e0607a
Al27_g0u1500,13,27,g0u1500,0.005,1500,1e-07,0,0,23.821,f03c79bd9105823e8aa242b8848830c946a43429764e4b41805c12fe87ab901e
Al27_g0u1600,13,27,g0u1600,0.005,1600,1e-07,0,0,31.707,cdefd149cb87fc9cbaf8337677d55afc7c2bc8ce8930ecc6ebb1384c899939c2
Al27_g0u1700,13,27,g0u1700,0.005,1700,1e-07,0,0,25.026,02412917c8e03d362b7120ed5b3347082065cf6d2af380435924eb3901d8e4d2
Al27_g0u1800,13,27,g0u1800,0.005,1800,1e-07,0,0,25.318,33d20b3aa0b7ecb8caafe635a51b4a6d6f4333659b1b9c916ab79ad2ee9a91f0
Al27_g0u1900,13,27,g0u1900,0.005,1900,1e-07,0,0,21.371,f7f22dcf78794e58c707ae2036282eac0e0d13ee73a19a9a36a9afca95fe237f
Al27_g0u2000,13,27,g0u2000,0.005,2000,1e-07,0,0,23.876,aad3fa5c5751dd7954c5289b352201b12941522d3b6eb87474c4340e687624d4
Al27_g0u2100,13,27,g0u2100,0.005,2100,1e-07,0,0,29.423,0ba51f07b413fef9025172453c7c0792b083d9685f694b6f2308d0166de3ff5a
Al27_g0u2200,13,27,g0u2200,0.005,2200,1e-07,0,0,32.799,74b4f355af3283dd34c693ee8321172b6a911776e429fa74401103bb267e5756
Al27_g0u2300,13,27,g0u2300,0.005,2300,1e-07,0,0,26.242,46ecdbf9191cd13bd961820ac49d98176eb22d8b02d21eba641217b8f4144903
Al27_g0u2400,13,27,g0u2400,0.005,2400,1e-07,0,0,31.308,6b6160100be95e7a8419ec3c832666d32066565f22f10b74b69085d0a54902af
Al27_g2u1000,13,27,g2u1000,0.00125,1000,1e-07,0,0,40.511,ea8965498cd882f195fcccd050e1887dcdc8089cca87bad5a7267c5f4fe71c5d
Si28_g0u0050,14,28,g0u0050,0.005,50,1e-07,0,0,0.917,dc309d90ae9501d035c9bc42e8111ca6ef59cf710a7e09763970ac4d63c4176c
Si28_g0u0100,14,28,g0u0100,0.005,100,1e-07,0,0,1.819,c78a1144b776a1954849931cc707312fb4e919d8b38f151da9c580116eb63ca5
Si28_g0u0150,14,28,g0u0150,0.005,150,1e-07,0,0,2.422,8dd113a93b30ead141a399606ae065c24dc27f7e7cec4f9f02605d9afa9356c6
Si28_g0u0200,14,28,g0u0200,0.005,200,1e-07,0,0,2.924,ce963114253a8cd88e598b6833b7b502ed354f71cd510b1c1bf458afe04ad27b
Si28_g0u0250,14,28,g0u0250,0.005,250,1e-07,0,0,4.329,8322e1b9f32e2192878ede83b68d1cf661d0c95c38649e4bf91f6826f5df8bb6
Si28_g0u0300,14,28,g0u0300,0.005,300,1e-07,0,0,4.780,5fb0e70c9ab9781648cd5360f6016af14da0af77bc6dd600f490d0a287b14692
Si28_g0u0350,14,28,g0u0350,0.005,350,1e-07,0,0,6.393,1d09710732477983c77a8fa4c5054698bcf2d6f68fe6c53b3a468fe3af4af192
Si28_g0u0400,14,28,g0u0400,0.005,400,1e-07,0,0,7.136,ffdb57e6cb57776b6d268cbf2cc538e5ae10beeb9b58d40dad1aa80fc8ff8436
Si28_g0u0450,14,28,g0u0450,0.005,450,1e-07,0,0,7.487,66e8e54b10c863b519aa7ef1fc4fd50733b5f4748d0c7c5c4c41521fc1792386
Si28_g0u0500,14,28,g0u0500,0.005,500,1e-07,0,0,7.039,930170c47d0a1f696ebbfc41f2ee9f1ed69fc4e4a2e1ae89dad4377700299467
Si28_g0u0550,14,28,g0u0550,0.005,550,1e-07,0,0,9.347,9e273f190d8d05c978556546b394fe2a926e1986047f68001de955b76ed30889
Si28_g0u0600,14,28,g0u0600,0.005,600,1e-07,0,0,9.347,d28b3562ec79d4d094ea08f37562418dfc1b08d3b45db350702f406350fdc819
Si28_g0u0700,14,28,g0u0700,0.005,700,1e-07,0,0,11.652,179ed22755ac9752b47b163983741185192588cecda41e977dce0ab486888660
Si28_g0u0800,14,28,g0u0800,0.005,800,1e-07,0,0,11.800,65bbac067edcd41f431773ea59b9313585cbfc403ea2edae244b0aad5be11adf
