run,Z,A,kind,state,n,l,s,binding_eV,total_eV
Y97_rsig,39,97,rsig,Q12,7,6,0,-87302.8,1.05448e+08
Y97_rsig,39,97,rsig,Q13,7,6,1,-87278.6,1.05448e+08
Y97_rsig,39,97,rsig,R14,8,7,0,-66820.7,1.05468e+08
Y97_rsig,39,97,rsig,R15,8,7,1,-66808.6,1.05468e+08
Y98_base,39,98,base,K1,1,0,1,-3.48807e+06,1.02048e+08
Y98_base,39,98,base,L2,2,1,0,-1.09549e+06,1.04441e+08
Y98_base,39,98,base,L3,2,1,1,-1.07644e+06,1.0446e+08
Y98_base,39,98,base,M4,3,2,0,-479447,1.05057e+08
Y98_base,39,98,base,M5,3,2,1,-477259,1.05059e+08
Y98_base,39,98,base,N6,4,3,0,-268328,1.05268e+08
Y98_base,39,98,base,N7,4,3,1,-267871,1.05268e+08
Y98_base,39,98,base,O8,5,4,0,-171380,1.05365e+08
Y98_base,39,98,base,O9,5,4,1,-171241,1.05365e+08
Y98_base,39,98,base,P10,6,5,0,-118895,1.05417e+08
Y98_base,39,98,base,P11,6,5,1,-118841,1.05417e+08
Y98_base,39,98,base,Q12,7,6,0,-87303.8,1.05449e+08
Y98_base,39,98,base,Q13,7,6,1,-87279.7,1.05449e+08
Y98_base,39,98,base,R14,8,7,0,-66821.5,1.05469e+08
Y98_base,39,98,base,R15,8,7,1,-66809.4,1.05469e+08
Y98_rsig,39,98,rsig,K1,1,0,1,-3.48522e+06,1.02051e+08
Y98_rsig,39,98,rsig,L2,2,1,0,-1.09544e+06,1.04441e+08
Y98_rsig,39,98,rsig,L3,2,1,1,-1.07642e+06,1.0446e+08
Y98_rsig,39,98,rsig,M4,3,2,0,-479447,1.05057e+08
Y98_rsig,39,98,rsig,M5,3,2,1,-477259,1.05059e+08
Y98_rsig,39,98,rsig,N6,4,3,0,-268328,1.05268e+08
Y98_rsig,39,98,rsig,N7,4,3,1,-267871,1.05268e+08
Y98_rsig,39,98,rsig,O8,5,4,0,-171380,1.05365e+08
Y98_rsig,39,98,rsig,O9,5,4,1,-171241,1.05365e+08
Y98_rsig,39,98,rsig,P10,6,5,0,-118895,1.05417e+08
Y98_rsig,39,98,rsig,P11,6,5,1,-118841,1.05417e+08
Y98_rsig,39,98,rsig,Q12,7,6,0,-87303.8,1.05449e+08
Y98_rsig,39,98,rsig,Q13,7,6,1,-87279.7,1.05449e+08
Y98_rsig,39,98,rsig,R14,8,7,0,-66821.5,1.05469e+08
Y98_rsig,39,98,rsig,R15,8,7,1,-66809.4,1.05469e+08
Y99_base,39,99,base,K1,1,0,1,-3.46726e+06,1.0207e+08
Y99_base,39,99,base,L2,2,1,0,-1.09516e+06,1.04442e+08
Y99_base,39,99,base,L3,2,1,1,-1.07626e+06,1.04461e+08
Y99_base,39,99,base,M4,3,2,0,-479453,1.05058e+08
Y99_base,39,99,base,M5,3,2,1,-477265,1.0506e+08
Y99_base,39,99,base,N6,4,3,0,-268331,1.05269e+08
Y99_base,39,99,base,N7,4,3,1,-267874,1.05269e+08
Y99_base,39,99,base,O8,5,4,0,-171382,1.05366e+08
Y99_base,39,99,base,O9,5,4,1,-171243,1.05366e+08
Y99_base,39,99,base,P10,6,5,0,-118896,1.05418e+08
Y99_base,39,99,base,P11,6,5,1,-118842,1.05419e+08
Y99_base,39,99,base,Q12,7,6,0,-87304.8,1.0545e+08
Y99_base,39,99,base,Q13,7,6,1,-87280.7,1.0545e+08
Y99_base,39,99,base,R14,8,7,0,-66822.3,1.05471e+08
Y99_base,39,99,base,R15,8,7,1,-66810.2,1.05471e+08
Y99_rsig,39,99,rsig,K1,1,0,1,-3.46238e+06,1.02075e+08
Y99_rsig,39,99,rsig,L2,2,1,0,-1.09508e+06,1.04442e+08
Y99_rsig,39,99,rsig,L3,2,1,1,-1.07621e+06,1.04461e+08
Y99_rsig,39,99,rsig,M4,3,2,0,-479453,1.05058e+08
Y99_rsig,39,99,rsig,M5,3,2,1,-477265,1.0506e+08
Y99_rsig,39,99,rsig,N6,4,3,0,-268331,1.05269e+08
Y99_rsig,39,99,rsig,N7,4,3,1,-267874,1.05269e+08
Y99_rsig,39,99,rsig,O8,5,4,0,-171382,1.05366e+08
Y99_rsig,39,99,rsig,O9,5,4,1,-171243,1.05366e+08
Y99_rsig,39,99,rsig,P10,6,5,0,-118896,1.05418e+08
Y99_rsig,39,99,rsig,P11,6,5,1,-118842,1.05419e+08
Y99_rsig,39,99,rsig,Q12,7,6,0,-87304.8,1.0545e+08
Y99_rsig,39,99,rsig,Q13,7,6,1,-87280.7,1.0545e+08
Y99_rsig,39,99,rsig,R14,8,7,0,-66822.3,1.05471e+08
Y99_rsig,39,99,rsig,R15,8,7,1,-66810.2,1.05471e+08
Y100_base,39,100,base,K1,1,0,1,-3.46626e+06,1.02072e+08
Y100_base,39,100,base,L2,2,1,0,-1.09516e+06,1.04443e+08
Y100_base,39,100,base,L3,2,1,1,-1.07626e+06,1.04462e+08
Y100_base,39,100,base,M4,3,2,0,-479458,1.05059e+08
Y100_base,39,100,base,M5,3,2,1,-477271,1.05061e+08
Y100_base,39,100,base,N6,4,3,0,-268334,1.0527e+08
Y100_base,39,100,base,N7,4,3,1,-267877,1.05271e+08
Y100_base,39,100,base,O8,5,4,0,-171384,1.05367e+08
Y100_base,39,100,base,O9,5,4,1,-171245,1.05367e+08
Y100_base,39,100,base,P10,6,5,0,-118897,1.0542e+08
Y100_base,39,100,base,P11,6,5,1,-118844,1.0542e+08
Y100_base,39,100,base,Q12,7,6,0,-87305.8,1.05451e+08
Y100_base,39,100,base,Q13,7,6,1,-87281.7,1.05451e+08
Y100_base,39,100,base,R14,8,7,0,-66823,1.05472e+08
Y100_base,39,100,base,R15,8,7,1,-66810.9,1.05472e+08
Y100_rsig,39,100,rsig,K1,1,0,1,-3.46128e+06,1.02077e+08
Y100_rsig,39,100,rsig,L2,2,1,0,-1.09508e+06,1.04443e+08
Y100_rsig,39,100,rsig,L3,2,1,1,-1.07621e+06,1.04462e+08
Y100_rsig,39,100,rsig,M4,3,2,0,-479458,1.05059e+08
Y100_rsig,39,100,rsig,M5,3,2,1,-477271,1.05061e+08
Y100_rsig,39,100,rsig,N6,4,3,0,-268334,1.0527e+08
Y100_rsig,39,100,rsig,N7,4,3,1,-267877,1.05271e+08
Y100_rsig,39,100,rsig,O8,5,4,0,-171384,1.05367e+08
Y100_rsig,39,100,rsig,O9,5,4,1,-171245,1.05367e+08
Y100_rsig,39,100,rsig,P10,6,5,0,-118897,1.0542e+08
Y100_rsig,39,100,rsig,P11,6,5,1,-118844,1.0542e+08
Y100_rsig,39,100,rsig,Q12,7,6,0,-87305.8,1.05451e+08
Y100_rsig,39,100,rsig,Q13,7,6,1,-87281.7,1.05451e+08
Y100_rsig,39,100,rsig,R14,8,7,0,-66823,1.05472e+08
Y100_rsig,39,100,rsig,R15,8,7,1,-66810.9,1.05472e+08
Y101_base,39,101,base,K1,1,0,1,-3.46283e+06,1.02077e+08
Y101_base,39,101,base,L2,2,1,0,-1.09511e+06,1.04445e+08
Y101_base,39,101,base,L3,2,1,1,-1.07624e+06,1.04464e+08
Y101_base,39,101,base,M4,3,2,0,-479463,1.0506e+08
Y101_base,39,101,base,M5,3,2,1,-477276,1.05062e+08
Y101_base,39,101,base,N6,4,3,0,-268337,1.05271e+08
Y101_base,39,101,base,N7,4,3,1,-267880,1.05272e+08
Y101_base,39,101,base,O8,5,4,0,-171386,1.05368e+08
Y101_base,39,101,base,O9,5,4,1,-171247,1.05369e+08
Y101_base,39,101,base,P10,6,5,0,-118899,1.05421e+08
Y101_base,39,101,base,P11,6,5,1,-118845,1.05421e+08
Y101_base,39,101,base,Q12,7,6,0,-87306.8,1.05452e+08
Y101_base,39,101,base,Q13,7,6,1,-87282.7,1.05452e+08
Y101_base,39,101,base,R14,8,7,0,-66823.8,1.05473e+08
Y101_base,39,101,base,R15,8,7,1,-66811.7,1.05473e+08
Y101_rsig,39,101,rsig,K1,1,0,1,-3.45751e+06,1.02082e+08
Y101_rsig,39,101,rsig,L2,2,1,0,-1.09502e+06,1.04445e+08
Y101_rsig,39,101,rsig,L3,2,1,1,-1.07619e+06,1.04464e+08
Y101_rsig,39,101,rsig,M4,3,2,0,-479463,1.0506e+08
Y101_rsig,39,101,rsig,M5,3,2,1,-477276,1.05062e+08
Y101_rsig,39,101,rsig,N6,4,3,0,-268337,1.05271e+08
Y101_rsig,39,101,rsig,N7,4,3,1,-267880,1.05272e+08
Y101_rsig,39,101,rsig,O8,5,4,0,-171386,1.05368e+08
Y101_rsig,39,101,rsig,O9,5,4,1,-171247,1.05369e+08
Y101_rsig,39,101,rsig,P10,6,5,0,-118899,1.05421e+08
Y101_rsig,39,101,rsig,P11,6,5,1,-118845,1.05421e+08
Y101_rsig,39,101,rsig,Q12,7,6,0,-87306.8,1.05452e+08
Y101_rsig,39,101,rsig,Q13,7,6,1,-87282.7,1.05452e+08
Y101_rsig,39,101,rsig,R14,8,7,0,-66823.8,1.05473e+08
Y101_rsig,39,101,rsig,R15,8,7,1,-66811.7,1.05473e+08
Y102_base,39,102,base,K1,1,0,1,-3.46181e+06,1.02079e+08
Y102_base,39,102,base,L2,2,1,0,-1.09511e+06,1.04446e+08
Y102_base,39,102,base,L3,2,1,1,-1.07624e+06,1.04465e+08
Y102_base,39,102,base,M4,3,2,0,-479469,1.05061e+08
Y102_base,39,102,base,M5,3,2,1,-477281,1.05064e+08
Y102_base,39,102,base,N6,4,3,0,-268340,1.05273e+08
Y102_base,39,102,base,N7,4,3,1,-267883,1.05273e+08
Y102_base,39,102,base,O8,5,4,0,-171388,1.0537e+08
Y102_base,39,102,base,O9,5,4,1,-171248,1.0537e+08
Y102_base,39,102,base,P10,6,5,0,-118900,1.05422e+08
Y102_base,39,102,base,P11,6,5,1,-118846,1.05422e+08
Y102_base,39,102,base,Q12,7,6,0,-87307.8,1.05454e+08
Y102_base,39,102,base,Q13,7,6,1,-87283.7,1.05454e+08
Y102_base,39,102,base,R14,8,7,0,-66824.5,1.05474e+08
Y102_base,39,102,base,R15,8,7,1,-66812.4,1.05474e+08
Y102_rsig,39,102,rsig,K1,1,0,1,-3.45638e+06,1.02085e+08
Y102_rsig,39,102,rsig,L2,2,1,0,-1.09502e+06,1.04446e+08
Y102_rsig,39,102,rsig,L3,2,1,1,-1.07619e+06,1.04465e+08
Y102_rsig,39,102,rsig,M4,3,2,0,-479469,1.05061e+08
Y102_rsig,39,102,rsig,M5,3,2,1,-477281,1.05064e+08
Y102_rsig,39,102,rsig,N6,4,3,0,-268340,1.05273e+08
Y102_rsig,39,102,rsig,N7,4,3,1,-267883,1.05273e+08
Y102_rsig,39,102,rsig,O8,5,4,0,-171388,1.0537e+08
Y102_rsig,39,102,rsig,O9,5,4,1,-171248,1.0537e+08
Y102_rsig,39,102,rsig,P10,6,5,0,-118900,1.05422e+08
Y102_rsig,39,102,rsig,P11,6,5,1,-118846,1.05422e+08
Y102_rsig,39,102,rsig,Q12,7,6,0,-87307.8,1.05454e+08
Y102_rsig,39,102,rsig,Q13,7,6,1,-87283.7,1.05454e+08
Y102_rsig,39,102,rsig,R14,8,7,0,-66824.5,1.05474e+08
Y102_rsig,39,102,rsig,R15,8,7,1,-66812.4,1.05474e+08
Zr87_base,40,87,base,K1,1,0,1,-3.66658e+06,1.01854e+08
Zr87_base,40,87,base,L2,2,1,0,-1.15359e+06,1.04367e+08
Zr87_base,40,87,base,L3,2,1,1,-1.13251e+06,1.04388e+08
Zr87_base,40,87,base,M4,3,2,0,-504485,1.05016e+08
Zr87_base,40,87,base,M5,3,2,1,-502062,1.05019e+08
Zr87_base,40,87,base,N6,4,3,0,-282279,1.05238e+08
Zr87_base,40,87,base,N7,4,3,1,-281773,1.05239e+08
Zr87_base,40,87,base,O8,5,4,0,-180276,1.0534e+08
Zr87_base,40,87,base,O9,5,4,1,-180122,1.05341e+08
Zr87_base,40,87,base,P10,6,5,0,-125061,1.05396e+08
Zr87_base,40,87,base,P11,6,5,1,-125001,1.05396e+08
Zr87_base,40,87,base,Q12,7,6,0,-91829.4,1.05429e+08
Zr87_base,40,87,base,Q13,7,6,1,-91802.7,1.05429e+08
Zr87_base,40,87,base,R14,8,7,0,-70284.2,1.0545e+08
Zr87_base,40,87,base,R15,8,7,1,-70270.8,1.0545e+08
Zr87_rsig,40,87,rsig,K1,1,0,1,-3.66587e+06,1.01855e+08
Zr87_rsig,40,87,rsig,L2,2,1,0,-1.15358e+06,1.04367e+08
Zr87_rsig,40,87,rsig,L3,2,1,1,-1.1325e+06,1.04388e+08
Zr87_rsig,40,87,rsig,M4,3,2,0,-504485,1.05016e+08
Zr87_rsig,40,87,rsig,M5,3,2,1,-502062,1.05019e+08
Zr87_rsig,40,87,rsig,N6,4,3,0,-282279,1.05238e+08
Zr87_rsig,40,87,rsig,N7,4,3,1,-281773,1.05239e+08
Zr87_rsig,40,87,rsig,O8,5,4,0,-180276,1.0534e+08
Zr87_rsig,40,87,rsig,O9,5,4,1,-180122,1.05341e+08
Zr87_rsig,40,87,rsig,P10,6,5,0,-125061,1.05396e+08
Zr87_rsig,40,87,rsig,P11,6,5,1,-125001,1.05396e+08
Zr87_rsig,40,87,rsig,Q12,7,6,0,-91829.4,1.05429e+08
Zr87_rsig,40,87,rsig,Q13,7,6,1,-91802.7,1.05429e+08
Zr87_rsig,40,87,rsig,R14,8,7,0,-70284.2,1.0545e+08
Zr87_rsig,40,87,rsig,R15,8,7,1,-70270.8,1.0545e+08
Zr88_base,40,88,base,K1,1,0,1,-3.66667e+06,1.01856e+08
Zr88_base,40,88,base,L2,2,1,0,-1.1536e+06,1.04369e+08
Zr88_base,40,88,base,L3,2,1,1,-1.13253e+06,1.0439e+08
Zr88_base,40,88,base,M4,3,2,0,-504492,1.05018e+08
Zr88_base,40,88,base,M5,3,2,1,-502069,1.0502e+08
Zr88_base,40,88,base,N6,4,3,0,-282283,1.0524e+08
Zr88_base,40,88,base,N7,4,3,1,-281778,1.0524e+08
Zr88_base,40,88,base,O8,5,4,0,-180279,1.05342e+08
Zr88_base,40,88,base,O9,5,4,1,-180124,1.05342e+08
Zr88_base,40,88,base,P10,6,5,0,-125063,1.05397e+08
Zr88_base,40,88,base,P11,6,5,1,-125003,1.05397e+08
Zr88_base,40,88,base,Q12,7,6,0,-91830.7,1.0543e+08
Zr88_base,40,88,base,Q13,7,6,1,-91804,1.0543e+08
Zr88_base,40,88,base,R14,8,7,0,-70285.3,1.05452e+08
Zr88_base,40,88,base,R15,8,7,1,-70271.9,1.05452e+08
Zr88_rsig,40,88,rsig,K1,1,0,1,-3.66607e+06,1.01856e+08
Zr88_rsig,40,88,rsig,L2,2,1,0,-1.15359e+06,1.04369e+08
Zr88_rsig,40,88,rsig,L3,2,1,1,-1.13252e+06,1.0439e+08
Zr88_rsig,40,88,rsig,M4,3,2,0,-504492,1.05018e+08
Zr88_rsig,40,88,rsig,M5,3,2,1,-502069,1.0502e+08
Zr88_rsig,40,88,rsig,N6,4,3,0,-282283,1.0524e+08
Zr88_rsig,40,88,rsig,N7,4,3,1,-281778,1.0524e+08
Zr88_rsig,40,88,rsig,O8,5,4,0,-180279,1.05342e+08
Zr88_rsig,40,88,rsig,O9,5,4,1,-180124,1.05342e+08
Zr88_rsig,40,88,rsig,P10,6,5,0,-125063,1.05397e+08
Zr88_rsig,40,88,rsig,P11,6,5,1,-125003,1.05397e+08
Zr88_rsig,40,88,rsig,Q12,7,6,0,-91830.7,1.0543e+08
Zr88_rsig,40,88,rsig,Q13,7,6,1,-91804,1.0543e+08
Zr88_rsig,40,88,rsig,R14,8,7,0,-70285.3,1.05452e+08
Zr88_rsig,40,88,rsig,R15,8,7,1,-70271.9,1.05452e+08
Zr89_base,40,89,base,K1,1,0,1,-3.66864e+06,1.01855e+08
Zr89_base,40,89,base,L2,2,1,0,-1.15365e+06,1.0437e+08
Zr89_base,40,89,base,L3,2,1,1,-1.13256e+06,1.04391e+08
Zr89_base,40,89,base,M4,3,2,0,-504499,1.05019e+08
Zr89_base,40,89,base,M5,3,2,1,-502077,1.05022e+08
Zr89_base,40,89,base,N6,4,3,0,-282288,1.05241e+08
Zr89_base,40,89,base,N7,4,3,1,-281782,1.05242e+08
Zr89_base,40,89,base,O8,5,4,0,-180281,1.05343e+08
Zr89_base,40,89,base,O9,5,4,1,-180127,1.05344e+08
Zr89_base,40,89,base,P10,6,5,0,-125064,1.05399e+08
Zr89_base,40,89,base,P11,6,5,1,-125005,1.05399e+08
Zr89_base,40,89,base,Q12,7,6,0,-91832.1,1.05432e+08
Zr89_base,40,89,base,Q13,7,6,1,-91805.4,1.05432e+08
Zr89_base,40,89,base,R14,8,7,0,-70286.3,1.05453e+08
Zr89_base,40,89,base,R15,8,7,1,-70272.9,1.05453e+08
Zr89_rsig,40,89,rsig,K1,1,0,1,-3.6684e+06,1.01855e+08
Zr89_rsig,40,89,rsig,L2,2,1,0,-1.15365e+06,1.0437e+08
Zr89_rsig,40,89,rsig,L3,2,1,1,-1.13256e+06,1.04391e+08
Zr89_rsig,40,89,rsig,M4,3,2,0,-504499,1.05019e+08
Zr89_rsig,40,89,rsig,M5,3,2,1,-502077,1.05022e+08
Zr89_rsig,40,89,rsig,N6,4,3,0,-282288,1.05241e+08
Zr89_rsig,40,89,rsig,N7,4,3,1,-281782,1.05242e+08
Zr89_rsig,40,89,rsig,O8,5,4,0,-180281,1.05343e+08
Zr89_rsig,40,89,rsig,O9,5,4,1,-180127,1.05344e+08
Zr89_rsig,40,89,rsig,P10,6,5,0,-125064,1.05399e+08
Zr89_rsig,40,89,rsig,P11,6,5,1,-125005,1.05399e+08
Zr89_rsig,40,89,rsig,Q12,7,6,0,-91832.1,1.05432e+08
Zr89_rsig,40,89,rsig,Q13,7,6,1,-91805.4,1.05432e+08
Zr89_rsig,40,89,rsig,R14,8,7,0,-70286.3,1.05453e+08
Zr89_rsig,40,89,rsig,R15,8,7,1,-70272.9,1.05453e+08
Zr90_base,40,90,base,K1,1,0,1,-3.66897e+06,1.01856e+08
Zr90_base,40,90,base,L2,2,1,0,-1.15367e+06,1.04372e+08
Zr90_base,40,90,base,L3,2,1,1,-1.13258e+06,1.04393e+08
Zr90_base,40,90,base,M4,3,2,0,-504507,1.05021e+08
Zr90_base,40,90,base,M5,3,2,1,-502084,1.05023e+08
Zr90_base,40,90,base,N6,4,3,0,-282292,1.05243e+08
Zr90_base,40,90,base,N7,4,3,1,-281786,1.05243e+08
Zr90_base,40,90,base,O8,5,4,0,-180284,1.05345e+08
Zr90_base,40,90,base,O9,5,4,1,-180129,1.05345e+08
Zr90_base,40,90,base,P10,6,5,0,-125066,1.054e+08
Zr90_base,40,90,base,P11,6,5,1,-125007,1.054e+08
Zr90_base,40,90,base,Q12,7,6,0,-91833.4,1.05433e+08
Zr90_base,40,90,base,Q13,7,6,1,-91806.7,1.05433e+08
Zr90_base,40,90,base,R14,8,7,0,-70287.3,1.05455e+08
Zr90_base,40,90,base,R15,8,7,1,-70273.9,1.05455e+08
Zr90_rsig,40,90,rsig,K1,1,0,1,-3.66873e+06,1.01857e+08
Zr90_rsig,40,90,rsig,L2,2,1,0,-1.15367e+06,1.04372e+08
Zr90_rsig,40,90,rsig,L3,2,1,1,-1.13258e+06,1.04393e+08
Zr90_rsig,40,90,rsig,M4,3,2,0,-504507,1.05021e+08
Zr90_rsig,40,90,rsig,M5,3,2,1,-502084,1.05023e+08
Zr90_rsig,40,90,rsig,N6,4,3,0,-282292,1.05243e+08
Zr90_rsig,40,90,rsig,N7,4,3,1,-281786,1.05243e+08
Zr90_rsig,40,90,rsig,O8,5,4,0,-180284,1.05345e+08
Zr90_rsig,40,90,rsig,O9,5,4,1,-180129,1.05345e+08
Zr90_rsig,40,90,rsig,P10,6,5,0,-125066,1.054e+08
Zr90_rsig,40,90,rsig,P11,6,5,1,-125007,1.054e+08
Zr90_rsig,40,90,rsig,Q12,7,6,0,-91833.4,1.05433e+08
Zr90_rsig,40,90,rsig,Q13,7,6,1,-91806.7,1.05433e+08
Zr90_rsig,40,90,rsig,R14,8,7,0,-70287.3,1.05455e+08
Zr90_rsig,40,90,rsig,R15,8,7,1,-70273.9,1.05455e+08
Zr90_r101,40,90,r101,K1,1,0,1,-3.65879e+06,1.01866e+08
Zr90_r101,40,90,r101,L2,2,1,0,-1.15351e+06,1.04372e+08
Zr90_r101,40,90,r101,L3,2,1,1,-1.13248e+06,1.04393e+08
Zr90_r101,40,90,r101,M4,3,2,0,-504506,1.05021e+08
Zr90_r101,40,90,r101,M5,3,2,1,-502084,1.05023e+08
Zr90_r101,40,90,r101,N6,4,3,0,-282292,1.05243e+08
Zr90_r101,40,90,r101,N7,4,3,1,-281786,1.05243e+08
Zr90_r101,40,90,r101,O8,5,4,0,-180284,1.05345e+08
Zr90_r101,40,90,r101,O9,5,4,1,-180129,1.05345e+08
Zr90_r101,40,90,r101,P10,6,5,0,-125066,1.054e+08
Zr90_r101,40,90,r101,P11,6,5,1,-125007,1.054e+08
Zr90_r101,40,90,r101,Q12,7,6,0,-91833.4,1.05433e+08
Zr90_r101,40,90,r101,Q13,7,6,1,-91806.7,1.05433e+08
Zr90_r101,40,90,r101,R14,8,7,0,-70287.3,1.05455e+08
Zr90_r101,40,90,r101,R15,8,7,1,-70273.9,1.05455e+08
Zr91_base,40,91,base,K1,1,0,1,-3.6654e+06,1.01861e+08
Zr91_base,40,91,base,L2,2,1,0,-1.15363e+06,1.04373e+08
Zr91_base,40,91,base,L3,2,1,1,-1.13256e+06,1.04394e+08
Zr91_base,40,91,base,M4,3,2,0,-504513,1.05022e+08
Zr91_base,40,91,base,M5,3,2,1,-502091,1.05025e+08
Zr91_base,40,91,base,N6,4,3,0,-282296,1.05244e+08
Zr91_base,40,91,base,N7,4,3,1,-281790,1.05245e+08
Zr91_base,40,91,base,O8,5,4,0,-180286,1.05346e+08
Zr91_base,40,91,base,O9,5,4,1,-180132,1.05347e+08
Zr91_base,40,91,base,P10,6,5,0,-125068,1.05402e+08
Zr91_base,40,91,base,P11,6,5,1,-125009,1.05402e+08
Zr91_base,40,91,base,Q12,7,6,0,-91834.6,1.05435e+08
Zr91_base,40,91,base,Q13,7,6,1,-91807.9,1.05435e+08
Zr91_base,40,91,base,R14,8,7,0,-70288.3,1.05456e+08
Zr91_base,40,91,base,R15,8,7,1,-70274.9,1.05456e+08
Zr91_rsig,40,91,rsig,K1,1,0,1,-3.66509e+06,1.01862e+08
Zr91_rsig,40,91,rsig,L2,2,1,0,-1.15363e+06,1.04373e+08
Zr91_rsig,40,91,rsig,L3,2,1,1,-1.13256e+06,1.04394e+08
Zr91_rsig,40,91,rsig,M4,3,2,0,-504513,1.05022e+08
Zr91_rsig,40,91,rsig,M5,3,2,1,-502091,1.05025e+08
Zr91_rsig,40,91,rsig,N6,4,3,0,-282296,1.05244e+08
Zr91_rsig,40,91,rsig,N7,4,3,1,-281790,1.05245e+08
Zr91_rsig,40,91,rsig,O8,5,4,0,-180286,1.05346e+08
Zr91_rsig,40,91,rsig,O9,5,4,1,-180132,1.05347e+08
Zr91_rsig,40,91,rsig,P10,6,5,0,-125068,1.05402e+08
Zr91_rsig,40,91,rsig,P11,6,5,1,-125009,1.05402e+08
Zr91_rsig,40,91,rsig,Q12,7,6,0,-91834.6,1.05435e+08
Zr91_rsig,40,91,rsig,Q13,7,6,1,-91807.9,1.05435e+08
Zr91_rsig,40,91,rsig,R14,8,7,0,-70288.3,1.05456e+08
Zr91_rsig,40,91,rsig,R15,8,7,1,-70274.9,1.05456e+08
Zr92_base,40,92,base,K1,1,0,1,-3.66038e+06,1.01868e+08
Zr92_base,40,92,base,L2,2,1,0,-1.15356e+06,1.04375e+08
Zr92_base,40,92,base,L3,2,1,1,-1.13253e+06,1.04396e+08
Zr92_base,40,92,base,M4,3,2,0,-504520,1.05024e+08
Zr92_base,40,92,base,M5,3,2,1,-502098,1.05026e+08
Zr92_base,40,92,base,N6,4,3,0,-282299,1.05246e+08
Zr92_base,40,92,base,N7,4,3,1,-281793,1.05246e+08
Zr92_base,40,92,base,O8,5,4,0,-180289,1.05348e+08
Zr92_base,40,92,base,O9,5,4,1,-180134,1.05348e+08
Zr92_base,40,92,base,P10,6,5,0,-125070,1.05403e+08
Zr92_base,40,92,base,P11,6,5,1,-125010,1.05403e+08
Zr92_base,40,92,base,Q12,7,6,0,-91835.9,1.05436e+08
Zr92_base,40,92,base,Q13,7,6,1,-91809.2,1.05436e+08
Zr92_base,40,92,base,R14,8,7,0,-70289.2,1.05458e+08
Zr92_base,40,92,base,R15,8,7,1,-70275.8,1.05458e+08
Zr92_rsig,40,92,rsig,K1,1,0,1,-3.66008e+06,1.01868e+08
Zr92_rsig,40,92,rsig,L2,2,1,0,-1.15356e+06,1.04375e+08
Zr92_rsig,40,92,rsig,L3,2,1,1,-1.13253e+06,1.04396e+08
Zr92_rsig,40,92,rsig,M4,3,2,0,-504520,1.05024e+08
Zr92_rsig,40,92,rsig,M5,3,2,1,-502098,1.05026e+08
Zr92_rsig,40,92,rsig,N6,4,3,0,-282299,1.05246e+08
Zr92_rsig,40,92,rsig,N7,4,3,1,-281793,1.05246e+08
Zr92_rsig,40,92,rsig,O8,5,4,0,-180289,1.05348e+08
Zr92_rsig,40,92,rsig,O9,5,4,1,-180134,1.05348e+08
Zr92_rsig,40,92,rsig,P10,6,5,0,-125070,1.05403e+08
Zr92_rsig,40,92,rsig,P11,6,5,1,-125010,1.05403e+08
Zr92_rsig,40,92,rsig,Q12,7,6,0,-91835.9,1.05436e+08
Zr92_rsig,40,92,rsig,Q13,7,6,1,-91809.2,1.05436e+08
Zr92_rsig,40,92,rsig,R14,8,7,0,-70289.2,1.05458e+08
Zr92_rsig,40,92,rsig,R15,8,7,1,-70275.8,1.05458e+08
Zr94_base,40,94,base,K1,1,0,1,-3.6542e+06,1.01877e+08
Zr94_base,40,94,base,L2,2,1,0,-1.15349e+06,1.04377e+08
Zr94_base,40,94,base,L3,2,1,1,-1.1325e+06,1.04398e+08
Zr94_base,40,94,base,M4,3,2,0,-504533,1.05026e+08
Zr94_base,40,94,base,M5,3,2,1,-502111,1.05029e+08
Zr94_base,40,94,base,N6,4,3,0,-282307,1.05249e+08
Zr94_base,40,94,base,N7,4,3,1,-281801,1.05249e+08
Zr94_base,40,94,base,O8,5,4,0,-180294,1.05351e+08
Zr94_base,40,94,base,O9,5,4,1,-180139,1.05351e+08
Zr94_base,40,94,base,P10,6,5,0,-125073,1.05406e+08
Zr94_base,40,94,base,P11,6,5,1,-125014,1.05406e+08
Zr94_base,40,94,base,Q12,7,6,0,-91838.3,1.05439e+08
Zr94_base,40,94,base,Q13,7,6,1,-91811.6,1.05439e+08
Zr94_base,40,94,base,R14,8,7,0,-70291.1,1.05461e+08
Zr94_base,40,94,base,R15,8,7,1,-70277.7,1.05461e+08
Zr94_rsig,40,94,rsig,K1,1,0,1,-3.6539e+06,1.01877e+08
Zr94_rsig,40,94,rsig,L2,2,1,0,-1.15348e+06,1.04377e+08
Zr94_rsig,40,94,rsig,L3,2,1,1,-1.1325e+06,1.04398e+08
Zr94_rsig,40,94,rsig,M4,3,2,0,-504533,1.05026e+08
Zr94_rsig,40,94,rsig,M5,3,2,1,-502111,1.05029e+08
Zr94_rsig,40,94,rsig,N6,4,3,0,-282307,1.05249e+08
Zr94_rsig,40,94,rsig,N7,4,3,1,-281801,1.05249e+08
Zr94_rsig,40,94,rsig,O8,5,4,0,-180294,1.05351e+08
Zr94_rsig,40,94,rsig,O9,5,4,1,-180139,1.05351e+08
Zr94_rsig,40,94,rsig,P10,6,5,0,-125073,1.05406e+08
Zr94_rsig,40,94,rsig,P11,6,5,1,-125014,1.05406e+08
