run,Z,A,kind,state,n,l,s,binding_eV,total_eV
Gd160_base,64,160,base,O8,5,4,0,-463356,1.0512e+08
Gd160_base,64,160,base,O9,5,4,1,-462334,1.05121e+08
Gd160_base,64,160,base,P10,6,5,0,-321051,1.05262e+08
Gd160_base,64,160,base,P11,6,5,1,-320659,1.05263e+08
Gd160_base,64,160,base,Q12,7,6,0,-235577,1.05348e+08
Gd160_base,64,160,base,Q13,7,6,1,-235401,1.05348e+08
Gd160_base,64,160,base,R14,8,7,0,-180226,1.05403e+08
Gd160_base,64,160,base,R15,8,7,1,-180138,1.05403e+08
Gd160_rsig,64,160,rsig,K1,1,0,1,-7.46101e+06,9.81225e+07
Gd160_rsig,64,160,rsig,L2,2,1,0,-2.97056e+06,1.02613e+08
Gd160_rsig,64,160,rsig,L3,2,1,1,-2.87469e+06,1.02709e+08
Gd160_rsig,64,160,rsig,M4,3,2,0,-1.30821e+06,1.04275e+08
Gd160_rsig,64,160,rsig,M5,3,2,1,-1.29218e+06,1.04291e+08
Gd160_rsig,64,160,rsig,N6,4,3,0,-727319,1.04856e+08
Gd160_rsig,64,160,rsig,N7,4,3,1,-723957,1.0486e+08
Gd160_rsig,64,160,rsig,O8,5,4,0,-463356,1.0512e+08
Gd160_rsig,64,160,rsig,O9,5,4,1,-462334,1.05121e+08
Gd160_rsig,64,160,rsig,P10,6,5,0,-321051,1.05262e+08
Gd160_rsig,64,160,rsig,P11,6,5,1,-320659,1.05263e+08
Gd160_rsig,64,160,rsig,Q12,7,6,0,-235577,1.05348e+08
Gd160_rsig,64,160,rsig,Q13,7,6,1,-235401,1.05348e+08
Gd160_rsig,64,160,rsig,R14,8,7,0,-180226,1.05403e+08
Gd160_rsig,64,160,rsig,R15,8,7,1,-180138,1.05403e+08
Tb147_base,65,147,base,K1,1,0,1,-7.82158e+06,9.77553e+07
Tb147_base,65,147,base,L2,2,1,0,-3.0775e+06,1.02499e+08
Tb147_base,65,147,base,L3,2,1,1,-2.97205e+06,1.02605e+08
Tb147_base,65,147,base,M4,3,2,0,-1.35024e+06,1.04227e+08
Tb147_base,65,147,base,M5,3,2,1,-1.33313e+06,1.04244e+08
Tb147_base,65,147,base,N6,4,3,0,-750396,1.04826e+08
Tb147_base,65,147,base,N7,4,3,1,-746817,1.0483e+08
Tb147_base,65,147,base,O8,5,4,0,-477998,1.05099e+08
Tb147_base,65,147,base,O9,5,4,1,-476910,1.051e+08
Tb147_base,65,147,base,P10,6,5,0,-331177,1.05246e+08
Tb147_base,65,147,base,P11,6,5,1,-330760,1.05246e+08
Tb147_base,65,147,base,Q12,7,6,0,-242999,1.05334e+08
Tb147_base,65,147,base,Q13,7,6,1,-242812,1.05334e+08
Tb147_base,65,147,base,R14,8,7,0,-185900,1.05391e+08
Tb147_base,65,147,base,R15,8,7,1,-185807,1.05391e+08
Tb147_rsig,65,147,rsig,K1,1,0,1,-7.71708e+06,9.78598e+07
Tb147_rsig,65,147,rsig,L2,2,1,0,-3.0697e+06,1.02507e+08
Tb147_rsig,65,147,rsig,L3,2,1,1,-2.9671e+06,1.0261e+08
Tb147_rsig,65,147,rsig,M4,3,2,0,-1.35019e+06,1.04227e+08
Tb147_rsig,65,147,rsig,M5,3,2,1,-1.3331e+06,1.04244e+08
Tb147_rsig,65,147,rsig,N6,4,3,0,-750396,1.04826e+08
Tb147_rsig,65,147,rsig,N7,4,3,1,-746817,1.0483e+08
Tb147_rsig,65,147,rsig,O8,5,4,0,-477999,1.05099e+08
Tb147_rsig,65,147,rsig,O9,5,4,1,-476911,1.051e+08
Tb147_rsig,65,147,rsig,P10,6,5,0,-331177,1.05246e+08
Tb147_rsig,65,147,rsig,P11,6,5,1,-330760,1.05246e+08
Tb147_rsig,65,147,rsig,Q12,7,6,0,-242999,1.05334e+08
Tb147_rsig,65,147,rsig,Q13,7,6,1,-242812,1.05334e+08
Tb147_rsig,65,147,rsig,R14,8,7,0,-185900,1.05391e+08
Tb147_rsig,65,147,rsig,R15,8,7,1,-185807,1.05391e+08
Tb148_base,65,148,base,K1,1,0,1,-7.81529e+06,9.77621e+07
Tb148_base,65,148,base,L2,2,1,0,-3.07705e+06,1.025e+08
Tb148_base,65,148,base,L3,2,1,1,-2.97177e+06,1.02606e+08
Tb148_base,65,148,base,M4,3,2,0,-1.35025e+06,1.04227e+08
Tb148_base,65,148,base,M5,3,2,1,-1.33314e+06,1.04244e+08
Tb148_base,65,148,base,N6,4,3,0,-750400,1.04827e+08
Tb148_base,65,148,base,N7,4,3,1,-746821,1.04831e+08
Tb148_base,65,148,base,O8,5,4,0,-478001,1.05099e+08
Tb148_base,65,148,base,O9,5,4,1,-476913,1.05101e+08
Tb148_base,65,148,base,P10,6,5,0,-331179,1.05246e+08
Tb148_base,65,148,base,P11,6,5,1,-330762,1.05247e+08
Tb148_base,65,148,base,Q12,7,6,0,-243000,1.05334e+08
Tb148_base,65,148,base,Q13,7,6,1,-242813,1.05335e+08
Tb148_base,65,148,base,R14,8,7,0,-185901,1.05392e+08
Tb148_base,65,148,base,R15,8,7,1,-185808,1.05392e+08
Tb148_rsig,65,148,rsig,K1,1,0,1,-7.71103e+06,9.78664e+07
Tb148_rsig,65,148,rsig,L2,2,1,0,-3.06925e+06,1.02508e+08
Tb148_rsig,65,148,rsig,L3,2,1,1,-2.96682e+06,1.02611e+08
Tb148_rsig,65,148,rsig,M4,3,2,0,-1.35019e+06,1.04227e+08
Tb148_rsig,65,148,rsig,M5,3,2,1,-1.33311e+06,1.04244e+08
Tb148_rsig,65,148,rsig,N6,4,3,0,-750400,1.04827e+08
Tb148_rsig,65,148,rsig,N7,4,3,1,-746821,1.04831e+08
Tb148_rsig,65,148,rsig,O8,5,4,0,-478001,1.05099e+08
Tb148_rsig,65,148,rsig,O9,5,4,1,-476913,1.05101e+08
Tb148_rsig,65,148,rsig,P10,6,5,0,-331179,1.05246e+08
Tb148_rsig,65,148,rsig,P11,6,5,1,-330762,1.05247e+08
Tb148_rsig,65,148,rsig,Q12,7,6,0,-243000,1.05334e+08
Tb148_rsig,65,148,rsig,Q13,7,6,1,-242813,1.05335e+08
Tb148_rsig,65,148,rsig,R14,8,7,0,-185901,1.05392e+08
Tb148_rsig,65,148,rsig,R15,8,7,1,-185808,1.05392e+08
Tb149_base,65,149,base,K1,1,0,1,-7.80578e+06,9.77722e+07
Tb149_base,65,149,base,L2,2,1,0,-3.07637e+06,1.02502e+08
Tb149_base,65,149,base,L3,2,1,1,-2.97135e+06,1.02607e+08
Tb149_base,65,149,base,M4,3,2,0,-1.35025e+06,1.04228e+08
Tb149_base,65,149,base,M5,3,2,1,-1.33314e+06,1.04245e+08
Tb149_base,65,149,base,N6,4,3,0,-750404,1.04828e+08
Tb149_base,65,149,base,N7,4,3,1,-746825,1.04831e+08
Tb149_base,65,149,base,O8,5,4,0,-478003,1.051e+08
Tb149_base,65,149,base,O9,5,4,1,-476915,1.05101e+08
Tb149_base,65,149,base,P10,6,5,0,-331181,1.05247e+08
Tb149_base,65,149,base,P11,6,5,1,-330763,1.05247e+08
Tb149_base,65,149,base,Q12,7,6,0,-243001,1.05335e+08
Tb149_base,65,149,base,Q13,7,6,1,-242814,1.05335e+08
Tb149_base,65,149,base,R14,8,7,0,-185902,1.05392e+08
Tb149_base,65,149,base,R15,8,7,1,-185809,1.05392e+08
Tb149_rsig,65,149,rsig,K1,1,0,1,-7.70185e+06,9.78761e+07
Tb149_rsig,65,149,rsig,L2,2,1,0,-3.06856e+06,1.02509e+08
Tb149_rsig,65,149,rsig,L3,2,1,1,-2.96638e+06,1.02612e+08
Tb149_rsig,65,149,rsig,M4,3,2,0,-1.35019e+06,1.04228e+08
Tb149_rsig,65,149,rsig,M5,3,2,1,-1.33311e+06,1.04245e+08
Tb149_rsig,65,149,rsig,N6,4,3,0,-750404,1.04828e+08
Tb149_rsig,65,149,rsig,N7,4,3,1,-746825,1.04831e+08
Tb149_rsig,65,149,rsig,O8,5,4,0,-478004,1.051e+08
Tb149_rsig,65,149,rsig,O9,5,4,1,-476916,1.05101e+08
Tb149_rsig,65,149,rsig,P10,6,5,0,-331181,1.05247e+08
Tb149_rsig,65,149,rsig,P11,6,5,1,-330764,1.05247e+08
Tb149_rsig,65,149,rsig,Q12,7,6,0,-243001,1.05335e+08
Tb149_rsig,65,149,rsig,Q13,7,6,1,-242814,1.05335e+08
Tb149_rsig,65,149,rsig,R14,8,7,0,-185902,1.05392e+08
Tb149_rsig,65,149,rsig,R15,8,7,1,-185809,1.05392e+08
Tb150_base,65,150,base,K1,1,0,1,-7.80077e+06,9.77777e+07
Tb150_base,65,150,base,L2,2,1,0,-3.07601e+06,1.02502e+08
Tb150_base,65,150,base,L3,2,1,1,-2.97113e+06,1.02607e+08
Tb150_base,65,150,base,M4,3,2,0,-1.35025e+06,1.04228e+08
Tb150_base,65,150,base,M5,3,2,1,-1.33315e+06,1.04245e+08
Tb150_base,65,150,base,N6,4,3,0,-750408,1.04828e+08
Tb150_base,65,150,base,N7,4,3,1,-746828,1.04832e+08
Tb150_base,65,150,base,O8,5,4,0,-478006,1.051e+08
Tb150_base,65,150,base,O9,5,4,1,-476918,1.05102e+08
Tb150_base,65,150,base,P10,6,5,0,-331182,1.05247e+08
Tb150_base,65,150,base,P11,6,5,1,-330765,1.05248e+08
Tb150_base,65,150,base,Q12,7,6,0,-243003,1.05335e+08
Tb150_base,65,150,base,Q13,7,6,1,-242816,1.05336e+08
Tb150_base,65,150,base,R14,8,7,0,-185903,1.05393e+08
Tb150_base,65,150,base,R15,8,7,1,-185810,1.05393e+08
Tb150_rsig,65,150,rsig,K1,1,0,1,-7.69704e+06,9.78815e+07
Tb150_rsig,65,150,rsig,L2,2,1,0,-3.0682e+06,1.0251e+08
Tb150_rsig,65,150,rsig,L3,2,1,1,-2.96615e+06,1.02612e+08
Tb150_rsig,65,150,rsig,M4,3,2,0,-1.3502e+06,1.04228e+08
Tb150_rsig,65,150,rsig,M5,3,2,1,-1.33312e+06,1.04245e+08
Tb150_rsig,65,150,rsig,N6,4,3,0,-750408,1.04828e+08
Tb150_rsig,65,150,rsig,N7,4,3,1,-746829,1.04832e+08
Tb150_rsig,65,150,rsig,O8,5,4,0,-478006,1.051e+08
Tb150_rsig,65,150,rsig,O9,5,4,1,-476918,1.05102e+08
Tb150_rsig,65,150,rsig,P10,6,5,0,-331183,1.05247e+08
Tb150_rsig,65,150,rsig,P11,6,5,1,-330765,1.05248e+08
Tb150_rsig,65,150,rsig,Q12,7,6,0,-243003,1.05335e+08
Tb150_rsig,65,150,rsig,Q13,7,6,1,-242816,1.05336e+08
Tb150_rsig,65,150,rsig,R14,8,7,0,-185903,1.05393e+08
Tb150_rsig,65,150,rsig,R15,8,7,1,-185810,1.05393e+08
Tb151_base,65,151,base,K1,1,0,1,-7.79165e+06,9.77874e+07
Tb151_base,65,151,base,L2,2,1,0,-3.07535e+06,1.02504e+08
Tb151_base,65,151,base,L3,2,1,1,-2.97072e+06,1.02608e+08
Tb151_base,65,151,base,M4,3,2,0,-1.35025e+06,1.04229e+08
Tb151_base,65,151,base,M5,3,2,1,-1.33315e+06,1.04246e+08
Tb151_base,65,151,base,N6,4,3,0,-750411,1.04829e+08
Tb151_base,65,151,base,N7,4,3,1,-746832,1.04832e+08
Tb151_base,65,151,base,O8,5,4,0,-478008,1.05101e+08
Tb151_base,65,151,base,O9,5,4,1,-476920,1.05102e+08
Tb151_base,65,151,base,P10,6,5,0,-331184,1.05248e+08
Tb151_base,65,151,base,P11,6,5,1,-330767,1.05248e+08
Tb151_base,65,151,base,Q12,7,6,0,-243004,1.05336e+08
Tb151_base,65,151,base,Q13,7,6,1,-242817,1.05336e+08
Tb151_base,65,151,base,R14,8,7,0,-185904,1.05393e+08
Tb151_base,65,151,base,R15,8,7,1,-185810,1.05393e+08
Tb151_rsig,65,151,rsig,K1,1,0,1,-7.68823e+06,9.78908e+07
Tb151_rsig,65,151,rsig,L2,2,1,0,-3.06753e+06,1.02511e+08
Tb151_rsig,65,151,rsig,L3,2,1,1,-2.96573e+06,1.02613e+08
Tb151_rsig,65,151,rsig,M4,3,2,0,-1.3502e+06,1.04229e+08
Tb151_rsig,65,151,rsig,M5,3,2,1,-1.33312e+06,1.04246e+08
Tb151_rsig,65,151,rsig,N6,4,3,0,-750412,1.04829e+08
Tb151_rsig,65,151,rsig,N7,4,3,1,-746833,1.04832e+08
Tb151_rsig,65,151,rsig,O8,5,4,0,-478008,1.05101e+08
Tb151_rsig,65,151,rsig,O9,5,4,1,-476920,1.05102e+08
Tb151_rsig,65,151,rsig,P10,6,5,0,-331184,1.05248e+08
Tb151_rsig,65,151,rsig,P11,6,5,1,-330767,1.05248e+08
Tb151_rsig,65,151,rsig,Q12,7,6,0,-243004,1.05336e+08
Tb151_rsig,65,151,rsig,Q13,7,6,1,-242817,1.05336e+08
Tb151_rsig,65,151,rsig,R14,8,7,0,-185904,1.05393e+08
Tb151_rsig,65,151,rsig,R15,8,7,1,-185811,1.05393e+08
Tb152_base,65,152,base,K1,1,0,1,-7.78756e+06,9.7792e+07
Tb152_base,65,152,base,L2,2,1,0,-3.07506e+06,1.02504e+08
Tb152_base,65,152,base,L3,2,1,1,-2.97054e+06,1.02609e+08
Tb152_base,65,152,base,M4,3,2,0,-1.35026e+06,1.04229e+08
Tb152_base,65,152,base,M5,3,2,1,-1.33316e+06,1.04246e+08
Tb152_base,65,152,base,N6,4,3,0,-750415,1.04829e+08
Tb152_base,65,152,base,N7,4,3,1,-746836,1.04833e+08
Tb152_base,65,152,base,O8,5,4,0,-478011,1.05102e+08
Tb152_base,65,152,base,O9,5,4,1,-476923,1.05103e+08
Tb152_base,65,152,base,P10,6,5,0,-331186,1.05248e+08
Tb152_base,65,152,base,P11,6,5,1,-330768,1.05249e+08
Tb152_base,65,152,base,Q12,7,6,0,-243005,1.05337e+08
Tb152_base,65,152,base,Q13,7,6,1,-242818,1.05337e+08
Tb152_base,65,152,base,R14,8,7,0,-185905,1.05394e+08
Tb152_base,65,152,base,R15,8,7,1,-185811,1.05394e+08
Tb152_rsig,65,152,rsig,K1,1,0,1,-7.68425e+06,9.78953e+07
Tb152_rsig,65,152,rsig,L2,2,1,0,-3.06724e+06,1.02512e+08
Tb152_rsig,65,152,rsig,L3,2,1,1,-2.96554e+06,1.02614e+08
Tb152_rsig,65,152,rsig,M4,3,2,0,-1.3502e+06,1.04229e+08
Tb152_rsig,65,152,rsig,M5,3,2,1,-1.33313e+06,1.04246e+08
Tb152_rsig,65,152,rsig,N6,4,3,0,-750416,1.04829e+08
Tb152_rsig,65,152,rsig,N7,4,3,1,-746836,1.04833e+08
Tb152_rsig,65,152,rsig,O8,5,4,0,-478011,1.05102e+08
Tb152_rsig,65,152,rsig,O9,5,4,1,-476923,1.05103e+08
Tb152_rsig,65,152,rsig,P10,6,5,0,-331186,1.05248e+08
Tb152_rsig,65,152,rsig,P11,6,5,1,-330769,1.05249e+08
Tb152_rsig,65,152,rsig,Q12,7,6,0,-243005,1.05337e+08
Tb152_rsig,65,152,rsig,Q13,7,6,1,-242818,1.05337e+08
Tb152_rsig,65,152,rsig,R14,8,7,0,-185905,1.05394e+08
Tb152_rsig,65,152,rsig,R15,8,7,1,-185811,1.05394e+08
Tb153_base,65,153,base,K1,1,0,1,-7.76945e+06,9.78106e+07
Tb153_base,65,153,base,L2,2,1,0,-3.07373e+06,1.02506e+08
Tb153_base,65,153,base,L3,2,1,1,-2.9697e+06,1.0261e+08
Tb153_base,65,153,base,M4,3,2,0,-1.35026e+06,1.0423e+08
Tb153_base,65,153,base,M5,3,2,1,-1.33316e+06,1.04247e+08
Tb153_base,65,153,base,N6,4,3,0,-750419,1.0483e+08
Tb153_base,65,153,base,N7,4,3,1,-746840,1.04833e+08
Tb153_base,65,153,base,O8,5,4,0,-478013,1.05102e+08
Tb153_base,65,153,base,O9,5,4,1,-476925,1.05103e+08
Tb153_base,65,153,base,P10,6,5,0,-331187,1.05249e+08
Tb153_base,65,153,base,P11,6,5,1,-330770,1.05249e+08
Tb153_base,65,153,base,Q12,7,6,0,-243006,1.05337e+08
Tb153_base,65,153,base,Q13,7,6,1,-242819,1.05337e+08
Tb153_base,65,153,base,R14,8,7,0,-185906,1.05394e+08
Tb153_base,65,153,base,R15,8,7,1,-185812,1.05394e+08
Tb153_rsig,65,153,rsig,K1,1,0,1,-7.66677e+06,9.79133e+07
Tb153_rsig,65,153,rsig,L2,2,1,0,-3.06589e+06,1.02514e+08
Tb153_rsig,65,153,rsig,L3,2,1,1,-2.96467e+06,1.02615e+08
Tb153_rsig,65,153,rsig,M4,3,2,0,-1.3502e+06,1.0423e+08
Tb153_rsig,65,153,rsig,M5,3,2,1,-1.33313e+06,1.04247e+08
Tb153_rsig,65,153,rsig,N6,4,3,0,-750419,1.0483e+08
Tb153_rsig,65,153,rsig,N7,4,3,1,-746840,1.04833e+08
Tb153_rsig,65,153,rsig,O8,5,4,0,-478013,1.05102e+08
Tb153_rsig,65,153,rsig,O9,5,4,1,-476925,1.05103e+08
Tb153_rsig,65,153,rsig,P10,6,5,0,-331187,1.05249e+08
Tb153_rsig,65,153,rsig,P11,6,5,1,-330770,1.05249e+08
Tb153_rsig,65,153,rsig,Q12,7,6,0,-243006,1.05337e+08
Tb153_rsig,65,153,rsig,Q13,7,6,1,-242819,1.05337e+08
Tb153_rsig,65,153,rsig,R14,8,7,0,-185906,1.05394e+08
Tb153_rsig,65,153,rsig,R15,8,7,1,-185812,1.05394e+08
Tb154_base,65,154,base,K1,1,0,1,-7.74302e+06,9.78375e+07
Tb154_base,65,154,base,L2,2,1,0,-3.07175e+06,1.02509e+08
Tb154_base,65,154,base,L3,2,1,1,-2.96845e+06,1.02612e+08
Tb154_base,65,154,base,M4,3,2,0,-1.35025e+06,1.0423e+08
Tb154_base,65,154,base,M5,3,2,1,-1.33316e+06,1.04247e+08
Tb154_base,65,154,base,N6,4,3,0,-750423,1.0483e+08
Tb154_base,65,154,base,N7,4,3,1,-746843,1.04834e+08
Tb154_base,65,154,base,O8,5,4,0,-478015,1.05103e+08
Tb154_base,65,154,base,O9,5,4,1,-476927,1.05104e+08
Tb154_base,65,154,base,P10,6,5,0,-331189,1.05249e+08
Tb154_base,65,154,base,P11,6,5,1,-330772,1.0525e+08
Tb154_base,65,154,base,Q12,7,6,0,-243007,1.05338e+08
Tb154_base,65,154,base,Q13,7,6,1,-242820,1.05338e+08
Tb154_base,65,154,base,R14,8,7,0,-185907,1.05395e+08
Tb154_base,65,154,base,R15,8,7,1,-185813,1.05395e+08
Tb154_rsig,65,154,rsig,K1,1,0,1,-7.64111e+06,9.79395e+07
Tb154_rsig,65,154,rsig,L2,2,1,0,-3.06389e+06,1.02517e+08
Tb154_rsig,65,154,rsig,L3,2,1,1,-2.96338e+06,1.02617e+08
Tb154_rsig,65,154,rsig,M4,3,2,0,-1.35019e+06,1.0423e+08
Tb154_rsig,65,154,rsig,M5,3,2,1,-1.33313e+06,1.04247e+08
Tb154_rsig,65,154,rsig,N6,4,3,0,-750423,1.0483e+08
Tb154_rsig,65,154,rsig,N7,4,3,1,-746844,1.04834e+08
Tb154_rsig,65,154,rsig,O8,5,4,0,-478015,1.05103e+08
Tb154_rsig,65,154,rsig,O9,5,4,1,-476928,1.05104e+08
Tb154_rsig,65,154,rsig,P10,6,5,0,-331189,1.05249e+08
Tb154_rsig,65,154,rsig,P11,6,5,1,-330772,1.0525e+08
Tb154_rsig,65,154,rsig,Q12,7,6,0,-243008,1.05338e+08
Tb154_rsig,65,154,rsig,Q13,7,6,1,-242820,1.05338e+08
Tb154_rsig,65,154,rsig,R14,8,7,0,-185907,1.05395e+08
Tb154_rsig,65,154,rsig,R15,8,7,1,-185813,1.05395e+08
Tb155_base,65,155,base,K1,1,0,1,-7.73905e+06,9.7842e+07
Tb155_base,65,155,base,L2,2,1,0,-3.07147e+06,1.0251e+08
Tb155_base,65,155,base,L3,2,1,1,-2.96827e+06,1.02613e+08
Tb155_base,65,155,base,M4,3,2,0,-1.35025e+06,1.04231e+08
Tb155_base,65,155,base,M5,3,2,1,-1.33316e+06,1.04248e+08
Tb155_base,65,155,base,N6,4,3,0,-750426,1.04831e+08
Tb155_base,65,155,base,N7,4,3,1,-746847,1.04834e+08
Tb155_base,65,155,base,O8,5,4,0,-478018,1.05103e+08
Tb155_base,65,155,base,O9,5,4,1,-476930,1.05104e+08
Tb155_base,65,155,base,P10,6,5,0,-331191,1.0525e+08
Tb155_base,65,155,base,P11,6,5,1,-330773,1.0525e+08
Tb155_base,65,155,base,Q12,7,6,0,-243009,1.05338e+08
Tb155_base,65,155,base,Q13,7,6,1,-242822,1.05338e+08
Tb155_base,65,155,base,R14,8,7,0,-185908,1.05395e+08
Tb155_base,65,155,base,R15,8,7,1,-185814,1.05395e+08
Tb155_rsig,65,155,rsig,K1,1,0,1,-7.63732e+06,9.79438e+07
Tb155_rsig,65,155,rsig,L2,2,1,0,-3.0636e+06,1.02517e+08
Tb155_rsig,65,155,rsig,L3,2,1,1,-2.96319e+06,1.02618e+08
Tb155_rsig,65,155,rsig,M4,3,2,0,-1.35019e+06,1.04231e+08
Tb155_rsig,65,155,rsig,M5,3,2,1,-1.33314e+06,1.04248e+08
Tb155_rsig,65,155,rsig,N6,4,3,0,-750427,1.04831e+08
Tb155_rsig,65,155,rsig,N7,4,3,1,-746847,1.04834e+08
Tb155_rsig,65,155,rsig,O8,5,4,0,-478018,1.05103e+08
Tb155_rsig,65,155,rsig,O9,5,4,1,-476930,1.05104e+08
Tb155_rsig,65,155,rsig,P10,6,5,0,-331191,1.0525e+08
Tb155_rsig,65,155,rsig,P11,6,5,1,-330773,1.0525e+08
Tb155_rsig,65,155,rsig,Q12,7,6,0,-243009,1.05338e+08
Tb155_rsig,65,155,rsig,Q13,7,6,1,-242822,1.05338e+08
Tb155_rsig,65,155,rsig,R14,8,7,0,-185908,1.05395e+08
Tb155_rsig,65,155,rsig,R15,8,7,1,-185814,1.05395e+08
Tb157_base,65,157,base,K1,1,0,1,-7.73236e+06,9.78497e+07
Tb157_base,65,157,base,L2,2,1,0,-3.07098e+06,1.02511e+08
Tb157_base,65,157,base,L3,2,1,1,-2.96797e+06,1.02614e+08
Tb157_base,65,157,base,M4,3,2,0,-1.35026e+06,1.04232e+08
Tb157_base,65,157,base,M5,3,2,1,-1.33317e+06,1.04249e+08
Tb157_base,65,157,base,N6,4,3,0,-750433,1.04832e+08
Tb157_base,65,157,base,N7,4,3,1,-746854,1.04835e+08
Tb157_base,65,157,base,O8,5,4,0,-478022,1.05104e+08
Tb157_base,65,157,base,O9,5,4,1,-476934,1.05105e+08
Tb157_base,65,157,base,P10,6,5,0,-331194,1.05251e+08
Tb157_base,65,157,base,P11,6,5,1,-330776,1.05251e+08
Tb157_base,65,157,base,Q12,7,6,0,-243011,1.05339e+08
Tb157_base,65,157,base,Q13,7,6,1,-242824,1.05339e+08
Tb157_base,65,157,base,R14,8,7,0,-185910,1.05396e+08
Tb157_base,65,157,base,R15,8,7,1,-185816,1.05396e+08
Tb157_rsig,65,157,rsig,K1,1,0,1,-7.6308e+06,9.79512e+07
Tb157_rsig,65,157,rsig,L2,2,1,0,-3.06311e+06,1.02519e+08
Tb157_rsig,65,157,rsig,L3,2,1,1,-2.96288e+06,1.02619e+08
Tb157_rsig,65,157,rsig,M4,3,2,0,-1.3502e+06,1.04232e+08
Tb157_rsig,65,157,rsig,M5,3,2,1,-1.33315e+06,1.04249e+08
Tb157_rsig,65,157,rsig,N6,4,3,0,-750434,1.04832e+08
Tb157_rsig,65,157,rsig,N7,4,3,1,-746854,1.04835e+08
Tb157_rsig,65,157,rsig,O8,5,4,0,-478022,1.05104e+08
Tb157_rsig,65,157,rsig,O9,5,4,1,-476934,1.05105e+08
Tb157_rsig,65,157,rsig,P10,6,5,0,-331194,1.05251e+08
Tb157_rsig,65,157,rsig,P11,6,5,1,-330776,1.05251e+08
Tb157_rsig,65,157,rsig,Q12,7,6,0,-243011,1.05339e+08
Tb157_rsig,65,157,rsig,Q13,7,6,1,-242824,1.05339e+08
Tb157_rsig,65,157,rsig,R14,8,7,0,-185910,1.05396e+08
Tb157_rsig,65,157,rsig,R15,8,7,1,-185816,1.05396e+08
Tb159_base,65,159,base,K1,1,0,1,-7.72479e+06,9.78582e+07
Tb159_base,65,159,base,L2,2,1,0,-3.07043e+06,1.02513e+08
Tb159_base,65,159,base,L3,2,1,1,-2.96763e+06,1.02615e+08
Tb159_base,65,159,base,M4,3,2,0,-1.35027e+06,1.04233e+08
Tb159_base,65,159,base,M5,3,2,1,-1.33318e+06,1.0425e+08
Tb159_base,65,159,base,N6,4,3,0,-750440,1.04833e+08
Tb159_base,65,159,base,N7,4,3,1,-746861,1.04836e+08
Tb159_base,65,159,base,O8,5,4,0,-478026,1.05105e+08
Tb159_base,65,159,base,O9,5,4,1,-476938,1.05106e+08
Tb159_base,65,159,base,P10,6,5,0,-331197,1.05252e+08
Tb159_base,65,159,base,P11,6,5,1,-330779,1.05252e+08
Tb159_base,65,159,base,Q12,7,6,0,-243013,1.0534e+08
Tb159_base,65,159,base,Q13,7,6,1,-242826,1.0534e+08
Tb159_base,65,159,base,R14,8,7,0,-185911,1.05397e+08
Tb159_base,65,159,base,R15,8,7,1,-185818,1.05397e+08
Tb159_rsig,65,159,rsig,K1,1,0,1,-7.62344e+06,9.79596e+07
Tb159_rsig,65,159,rsig,L2,2,1,0,-3.06255e+06,1.0252e+08
Tb159_rsig,65,159,rsig,L3,2,1,1,-2.96252e+06,1.0262e+08
Tb159_rsig,65,159,rsig,M4,3,2,0,-1.35021e+06,1.04233e+08
Tb159_rsig,65,159,rsig,M5,3,2,1,-1.33316e+06,1.0425e+08
Tb159_rsig,65,159,rsig,N6,4,3,0,-750440,1.04833e+08
Tb159_rsig,65,159,rsig,N7,4,3,1,-746861,1.04836e+08
Tb159_rsig,65,159,rsig,O8,5,4,0,-478027,1.05105e+08
Tb159_rsig,65,159,rsig,O9,5,4,1,-476939,1.05106e+08
Tb159_rsig,65,159,rsig,P10,6,5,0,-331197,1.05252e+08
Tb159_rsig,65,159,rsig,P11,6,5,1,-330780,1.05252e+08
Tb159_rsig,65,159,rsig,Q12,7,6,0,-243013,1.0534e+08
Tb159_rsig,65,159,rsig,Q13,7,6,1,-242826,1.0534e+08
Tb159_rsig,65,159,rsig,R14,8,7,0,-185911,1.05397e+08
Tb159_rsig,65,159,rsig,R15,8,7,1,-185818,1.05397e+08
Dy146_base,66,146,base,K1,1,0,1,-7.9238e+06,9.76525e+07
Dy146_base,66,146,base,L2,2,1,0,-3.16666e+06,1.0241e+08
Dy146_base,66,146,base,L3,2,1,1,-3.05851e+06,1.02518e+08
Dy146_base,66,146,base,M4,3,2,0,-1.39291e+06,1.04183e+08
Dy146_base,66,146,base,M5,3,2,1,-1.37475e+06,1.04202e+08
Dy146_base,66,146,base,N6,4,3,0,-773887,1.04802e+08
Dy146_base,66,146,base,N7,4,3,1,-770080,1.04806e+08
Dy146_base,66,146,base,O8,5,4,0,-492900,1.05083e+08
Dy146_base,66,146,base,O9,5,4,1,-491743,1.05085e+08
Dy146_base,66,146,base,P10,6,5,0,-341481,1.05235e+08
Dy146_base,66,146,base,P11,6,5,1,-341038,1.05235e+08
Dy146_base,66,146,base,Q12,7,6,0,-250551,1.05326e+08
Dy146_base,66,146,base,Q13,7,6,1,-250352,1.05326e+08
Dy146_base,66,146,base,R14,8,7,0,-191674,1.05385e+08
Dy146_base,66,146,base,R15,8,7,1,-191574,1.05385e+08
Dy146_rsig,66,146,rsig,K1,1,0,1,-7.75782e+06,9.78185e+07
Dy146_rsig,66,146,rsig,L2,2,1,0,-3.15318e+06,1.02423e+08
