run,Z,A,kind,line,delta_e_eV,w12_per_s
Rb97_base,37,97,base,K1-L3,2202854.072861,187802580884611872.000000
Rb97_base,37,97,base,L2-M4,552963.021643,21579559540503088.000000
Rb97_base,37,97,base,L3-M4,537381.188303,4170669192524884.500000
Rb97_base,37,97,base,L3-M5,539150.880031,25173810046053564.000000
Rb97_base,37,97,base,M4-N6,189765.987874,5062364190647542.000000
Rb97_base,37,97,base,M5-N6,187996.296145,356458650989274.250000
Rb97_base,37,97,base,M5-N7,188366.134727,5374478183183259.000000
Rb97_base,37,97,base,N6-O8,87199.631339,1601922614428022.750000
Rb97_base,37,97,base,N7-O8,86829.792757,58870270659176.062500
Rb97_base,37,97,base,N7-O9,86942.834429,1654715069285042.500000
Rb97_base,37,97,base,O8-P10,47220.466184,625847403283542.375000
Rb97_base,37,97,base,O9-P10,47107.424512,14153542939976.097656
Rb97_base,37,97,base,O9-P11,47150.910441,638752153293323.000000
Rb97_base,37,97,base,P10-Q12,28425.534369,283348198394565.625000
Rb97_base,37,97,base,P11-Q12,28382.048440,4344216204687.184570
Rb97_base,37,97,base,P11-Q13,28401.574486,287357744211089.687500
Rb97_base,37,97,base,Q12-R14,18431.651963,142914679248854.843750
Rb97_base,37,97,base,Q13-R14,18412.125917,1583912591337.763672
Rb97_base,37,97,base,Q13-R15,18421.925962,144390311205529.375000
Rb97_rsig,37,97,rsig,K1-L2,2179838.740271,186254123169249152.000000
Rb97_rsig,37,97,rsig,K1-L3,2195376.907729,187139091947917440.000000
Rb97_rsig,37,97,rsig,L2-M4,552856.609138,21576387346753396.000000
Rb97_rsig,37,97,rsig,L3-M4,537318.441680,4170279937908948.500000
Rb97_rsig,37,97,rsig,L3-M5,539088.053828,25171513655594740.000000
Rb97_rsig,37,97,rsig,M4-N6,189765.894507,5062363665428194.000000
Rb97_rsig,37,97,rsig,M5-N6,187996.282359,356458714451747.312500
Rb97_rsig,37,97,rsig,M5-N7,188366.121065,5374479154971641.000000
Rb97_rsig,37,97,rsig,N6-O8,87199.646852,1601923120147095.250000
Rb97_rsig,37,97,rsig,N7-O8,86829.808146,58870289252135.625000
Rb97_rsig,37,97,rsig,N7-O9,86942.849854,1654715727014795.000000
Rb97_rsig,37,97,rsig,O8-P10,47220.473219,625847585519225.250000
Rb97_rsig,37,97,rsig,O9-P10,47107.431510,14153547061555.587891
Rb97_rsig,37,97,rsig,O9-P11,47150.917452,638752339369104.250000
Rb97_rsig,37,97,rsig,P10-Q12,28425.538299,283348253611782.500000
Rb97_rsig,37,97,rsig,P11-Q12,28382.052357,4344217322333.760742
Rb97_rsig,37,97,rsig,P11-Q13,28401.578409,287357818178443.125000
Rb97_rsig,37,97,rsig,Q12-R14,18431.654252,142914708300212.156250
Rb97_rsig,37,97,rsig,Q13-R14,18412.128200,1583912913154.307373
Rb97_rsig,37,97,rsig,Q13-R15,18421.928248,144390340555506.312500
Rb98_base,37,98,base,K1-L2,2185309.892169,186762554089146560.000000
Rb98_base,37,98,base,K1-L3,2200880.258790,187627589878137408.000000
Rb98_base,37,98,base,L2-M4,552941.365942,21578975297527856.000000
Rb98_base,37,98,base,L3-M4,537370.999321,4170616603465485.500000
Rb98_base,37,98,base,L3-M5,539140.691298,25173504463735796.000000
Rb98_base,37,98,base,M4-N6,189768.244481,5062424773078156.000000
Rb98_base,37,98,base,M5-N6,187998.552504,356462974695139.437500
Rb98_base,37,98,base,M5-N7,188368.395576,5374543250176868.000000
Rb98_base,37,98,base,N6-O8,87200.683329,1601942060574797.250000
Rb98_base,37,98,base,N7-O8,86830.840257,58870983490813.203125
Rb98_base,37,98,base,N7-O9,86943.883300,1654735214915699.500000
Rb98_base,37,98,base,O8-P10,47221.035243,625854980938774.375000
Rb98_base,37,98,base,O9-P10,47107.992200,14153714716378.548828
Rb98_base,37,98,base,O9-P11,47151.478656,638759850423756.000000
Rb98_base,37,98,base,P10-Q12,28425.876678,283351615977308.000000
Rb98_base,37,98,base,P11-Q12,28382.390222,4344268681437.355957
Rb98_base,37,98,base,P11-Q13,28401.916505,287361213057223.000000
Rb98_base,37,98,base,Q12-R14,18431.873763,142916394399675.531250
Rb98_base,37,98,base,Q13-R14,18412.347480,1583931773138.566406
Rb98_base,37,98,base,Q13-R15,18422.147644,144392058897167.250000
Rb98_rsig,37,98,rsig,K1-L2,2177527.278444,186038660972641376.000000
Rb98_rsig,37,98,rsig,K1-L3,2193051.842247,186932144871912864.000000
Rb98_rsig,37,98,rsig,L2-M4,552829.426993,21575637632659024.000000
Rb98_rsig,37,98,rsig,L3-M4,537304.863189,4170205576125596.000000
Rb98_rsig,37,98,rsig,L3-M5,539074.471201,25171082507300488.000000
Rb98_rsig,37,98,rsig,M4-N6,189768.145286,5062424337788962.000000
Rb98_rsig,37,98,rsig,M5-N6,187998.537274,356463042720979.250000
Rb98_rsig,37,98,rsig,M5-N7,188368.380476,5374544291265255.000000
Rb98_rsig,37,98,rsig,N6-O8,87200.699575,1601942577960890.500000
Rb98_rsig,37,98,rsig,N7-O8,86830.856373,58871002509148.914062
Rb98_rsig,37,98,rsig,N7-O9,86943.899454,1654735749780326.500000
Rb98_rsig,37,98,rsig,O8-P10,47221.042614,625855167383349.750000
Rb98_rsig,37,98,rsig,O9-P10,47107.999532,14153718932638.578125
Rb98_rsig,37,98,rsig,O9-P11,47151.486001,638760088869690.375000
Rb98_rsig,37,98,rsig,P10-Q12,28425.880795,283351726085411.562500
Rb98_rsig,37,98,rsig,P11-Q12,28382.394326,4344269826208.421875
Rb98_rsig,37,98,rsig,P11-Q13,28401.920615,287361288825302.000000
Rb98_rsig,37,98,rsig,Q12-R14,18431.876160,142916437951569.656250
Rb98_rsig,37,98,rsig,Q13-R14,18412.349872,1583932256030.091309
Rb98_rsig,37,98,rsig,Q13-R15,18422.150039,144392088979550.062500
Sr77_base,38,77,base,K1-L2,2317268.277966,208778710451008960.000000
Sr77_base,38,77,base,K1-L3,2334692.156883,209748595180041728.000000
Sr77_base,38,77,base,L2-M4,584292.917214,24043186674222484.000000
Sr77_base,38,77,base,L3-M4,566869.038297,4637784025379030.000000
Sr77_base,38,77,base,L3-M5,568839.138362,28002456843350944.000000
Sr77_base,38,77,base,M4-N6,200233.627735,5633977506901587.000000
Sr77_base,38,77,base,M5-N6,198263.527670,396395855144169.750000
Sr77_base,38,77,base,M5-N7,198675.065924,5978324437740270.000000
Sr77_base,38,77,base,N6-O8,91979.368749,1782302222324877.000000
Sr77_base,38,77,base,N7-O8,91567.830495,65471162615582.398438
Sr77_base,38,77,base,N7-O9,91693.597748,1840640886927146.750000
Sr77_base,38,77,base,O8-P10,49802.428236,696236380185303.250000
Sr77_base,38,77,base,O9-P10,49676.660984,15741108442588.621094
Sr77_base,38,77,base,O9-P11,49725.037993,710512078970448.250000
Sr77_base,38,77,base,P10-Q12,29977.803578,315194731443266.437500
Sr77_base,38,77,base,P11-Q12,29929.426569,4831564707167.920898
Sr77_base,38,77,base,P11-Q13,29951.147488,319633582136552.062500
Sr77_base,38,77,base,Q12-R14,19437.360801,158969944165617.250000
Sr77_base,38,77,base,Q13-R14,19415.639881,1761606453178.402588
Sr77_base,38,77,base,Q13-R15,19426.541031,160604487538010.843750
Sr77_rsig,38,77,rsig,K1-L2,2316364.146219,208690677308352256.000000
Sr77_rsig,38,77,rsig,K1-L3,2333782.464630,209664302269650560.000000
Sr77_rsig,38,77,rsig,L2-M4,584280.012412,24042782534179492.000000
Sr77_rsig,38,77,rsig,L3-M4,566861.694001,4637735613796075.000000
Sr77_rsig,38,77,rsig,L3-M5,568831.784274,28002174958208884.000000
Sr77_rsig,38,77,rsig,M4-N6,200233.616696,5633977728364931.000000
Sr77_rsig,38,77,rsig,M5-N6,198263.526423,396395866519264.062500
Sr77_rsig,38,77,rsig,M5-N7,198675.064693,5978324610754961.000000
Sr77_rsig,38,77,rsig,N6-O8,91979.370632,1782302253846310.250000
Sr77_rsig,38,77,rsig,N7-O8,91567.832362,65471163764029.195312
Sr77_rsig,38,77,rsig,N7-O9,91693.599619,1840640919471733.750000
Sr77_rsig,38,77,rsig,O8-P10,49802.429095,696236391542710.375000
Sr77_rsig,38,77,rsig,O9-P10,49676.661838,15741108697936.179688
Sr77_rsig,38,77,rsig,O9-P11,49725.038849,710512090559490.125000
Sr77_rsig,38,77,rsig,P10-Q12,29977.804060,315194736322875.062500
Sr77_rsig,38,77,rsig,P11-Q12,29929.427048,4831564781654.100586
Sr77_rsig,38,77,rsig,P11-Q13,29951.147969,319633587083848.187500
Sr77_rsig,38,77,rsig,Q12-R14,19437.361086,158969946219349.218750
Sr77_rsig,38,77,rsig,Q13-R14,19415.640166,1761606475858.628662
Sr77_rsig,38,77,rsig,Q13-R15,19426.541316,160604489612353.906250
Sr78_base,38,78,base,K1-L2,2317460.186895,208797097145261280.000000
Sr78_base,38,78,base,K1-L3,2334885.305260,209766355431262752.000000
Sr78_base,38,78,base,L2-M4,584306.028690,24043705720192580.000000
Sr78_base,38,78,base,L3-M4,566880.910325,4637879598879213.000000
Sr78_base,38,78,base,L3-M5,568851.049200,28003030853136032.000000
Sr78_base,38,78,base,M4-N6,200237.400846,5634083813047069.000000
Sr78_base,38,78,base,M5-N6,198267.261971,396403352523081.250000
Sr78_base,38,78,base,M5-N7,198678.807993,5978437277507533.000000
Sr78_base,38,78,base,N6-O8,91981.100267,1782335781333148.750000
Sr78_base,38,78,base,N7-O8,91569.554245,65472395799867.843750
Sr78_base,38,78,base,N7-O9,91695.323870,1840675509495958.750000
Sr78_base,38,78,base,O8-P10,49803.365379,696249477126224.500000
Sr78_base,38,78,base,O9-P10,49677.595754,15741405295891.332031
Sr78_base,38,78,base,O9-P11,49725.973675,710525414465965.875000
Sr78_base,38,78,base,P10-Q12,29978.367440,315200646187500.187500
Sr78_base,38,78,base,P11-Q12,29929.989519,4831655518889.344727
Sr78_base,38,78,base,P11-Q13,29951.710847,319639585501383.062500
Sr78_base,38,78,base,Q12-R14,19437.726220,158972927524033.781250
Sr78_base,38,78,base,Q13-R14,19416.004891,1761639549728.139648
Sr78_base,38,78,base,Q13-R15,19426.906246,160607517931511.718750
Sr78_rsig,38,78,rsig,K1-L2,2316638.143434,208717050485406688.000000
Sr78_rsig,38,78,rsig,K1-L3,2334058.206940,209689725078233408.000000
Sr78_rsig,38,78,rsig,L2-M4,584294.300114,24043339148038192.000000
Sr78_rsig,38,78,rsig,L3-M4,566874.236609,4637835669863578.000000
Sr78_rsig,38,78,rsig,L3-M5,568844.366587,28002775326092708.000000
Sr78_rsig,38,78,rsig,M4-N6,200237.390851,5634084015164363.000000
Sr78_rsig,38,78,rsig,M5-N6,198267.260873,396403362920554.375000
Sr78_rsig,38,78,rsig,M5-N7,198678.806910,5978437435654445.000000
Sr78_rsig,38,78,rsig,N6-O8,91981.101993,1782335947826804.000000
Sr78_rsig,38,78,rsig,N7-O8,91569.555956,65472401950534.742188
Sr78_rsig,38,78,rsig,N7-O9,91695.325585,1840675539444527.500000
Sr78_rsig,38,78,rsig,O8-P10,49803.366175,696249487822990.625000
Sr78_rsig,38,78,rsig,O9-P10,49677.596546,15741405536394.923828
Sr78_rsig,38,78,rsig,O9-P11,49725.974468,710525476083061.000000
Sr78_rsig,38,78,rsig,P10-Q12,29978.367900,315200650964714.875000
Sr78_rsig,38,78,rsig,P11-Q12,29929.989977,4831655591815.966797
Sr78_rsig,38,78,rsig,P11-Q13,29951.711306,319639590345527.062500
Sr78_rsig,38,78,rsig,Q12-R14,19437.726503,158972929614618.062500
Sr78_rsig,38,78,rsig,Q13-R14,19416.005174,1761639734263.509277
Sr78_rsig,38,78,rsig,Q13-R15,19426.906529,160607520042622.781250
Sr79_base,38,79,base,K1-L2,2316973.231664,208749389134625344.000000
Sr79_base,38,79,base,K1-L3,2334395.414387,209720861538835904.000000
Sr79_base,38,79,base,L2-M4,584309.230234,24043912764259512.000000
Sr79_base,38,79,base,L3-M4,566887.047511,4637936752110853.000000
Sr79_base,38,79,base,L3-M5,568857.217047,28003384210577544.000000
Sr79_base,38,79,base,M4-N6,200241.082922,5634188279887298.000000
Sr79_base,38,79,base,M5-N6,198270.913387,396410659071401.437500
Sr79_base,38,79,base,M5-N7,198682.467019,5978547676440807.000000
Sr79_base,38,79,base,N6-O8,91982.795188,1782368674050061.250000
Sr79_base,38,79,base,N7-O8,91571.241555,65473604394773.718750
Sr79_base,38,79,base,N7-O9,91697.013504,1840709583968046.250000
Sr79_base,38,79,base,O8-P10,49804.282620,696262334162362.125000
Sr79_base,38,79,base,O9-P10,49678.510671,15741695584097.779297
Sr79_base,38,79,base,O9-P11,49726.889485,710538555419040.625000
Sr79_base,38,79,base,P10-Q12,29978.919294,315206452453947.625000
Sr79_base,38,79,base,P11-Q12,29930.540480,4831744665331.618164
Sr79_base,38,79,base,P11-Q13,29952.262209,319645478753605.187500
Sr79_base,38,79,base,Q12-R14,19438.083856,158975854650185.250000
Sr79_base,38,79,base,Q13-R14,19416.362127,1761672022487.580322
Sr79_base,38,79,base,Q13-R15,19427.263683,160610476795561.093750
Sr79_rsig,38,79,rsig,K1-L2,2316171.908788,208671321165696480.000000
Sr79_rsig,38,79,rsig,K1-L3,2333589.161941,209646131286520608.000000
Sr79_rsig,38,79,rsig,L2-M4,584297.785124,24043557396854328.000000
Sr79_rsig,38,79,rsig,L3-M4,566880.531972,4637894423390993.000000
Sr79_rsig,38,79,rsig,L3-M5,568850.692819,28003135349857376.000000
Sr79_rsig,38,79,rsig,M4-N6,200241.073125,5634188077842528.000000
Sr79_rsig,38,79,rsig,M5-N6,198270.912278,396410669171812.875000
Sr79_rsig,38,79,rsig,M5-N7,198682.465925,5978547830062766.000000
Sr79_rsig,38,79,rsig,N6-O8,91982.796859,1782368839488438.500000
Sr79_rsig,38,79,rsig,N7-O8,91571.243212,65473605413069.968750
Sr79_rsig,38,79,rsig,N7-O9,91697.015165,1840709612824543.250000
Sr79_rsig,38,79,rsig,O8-P10,49804.283383,696262344288328.625000
Sr79_rsig,38,79,rsig,O9-P10,49678.511430,15741695811760.417969
Sr79_rsig,38,79,rsig,O9-P11,49726.890245,710538565752303.125000
Sr79_rsig,38,79,rsig,P10-Q12,29978.919723,315206494127468.062500
Sr79_rsig,38,79,rsig,P11-Q12,29930.540907,4831744731362.851562
Sr79_rsig,38,79,rsig,P11-Q13,29952.262637,319645483139831.937500
Sr79_rsig,38,79,rsig,Q12-R14,19438.084108,158975856440362.093750
Sr79_rsig,38,79,rsig,Q13-R14,19416.362378,1761672042258.023438
Sr79_rsig,38,79,rsig,Q13-R15,19427.263934,160610493287353.250000
Sr80_base,38,80,base,K1-L2,2317492.639562,208799660547536512.000000
Sr80_base,38,80,base,K1-L3,2334918.072614,209769180481083104.000000
Sr80_base,38,80,base,L2-M4,584326.506675,24044558573061536.000000
Sr80_base,38,80,base,L3-M4,566901.073623,4638045590515275.000000
Sr80_base,38,80,base,L3-M5,568871.283716,28004035620492136.000000
Sr80_base,38,80,base,M4-N6,200244.675589,5634289289020222.000000
Sr80_base,38,80,base,M5-N6,198274.465496,396417781647085.937500
Sr80_base,38,80,base,M5-N7,198686.026511,5978655300310471.000000
Sr80_base,38,80,base,N6-O8,91984.441295,1782400702051419.000000
Sr80_base,38,80,base,N7-O8,91572.880280,65474781111037.242188
Sr80_base,38,80,base,N7-O9,91698.654484,1840742478157556.750000
Sr80_base,38,80,base,O8-P10,49805.173634,696274779624241.125000
Sr80_base,38,80,base,O9-P10,49679.399430,15741977671342.384766
Sr80_base,38,80,base,O9-P11,49727.779111,710551275754824.375000
Sr80_base,38,80,base,P10-Q12,29979.455380,315212103104964.250000
Sr80_base,38,80,base,P11-Q12,29931.075699,4831830848752.341797
Sr80_base,38,80,base,P11-Q13,29952.797817,319651214061657.000000
Sr80_base,38,80,base,Q12-R14,19438.431310,158978692039771.750000
Sr80_base,38,80,base,Q13-R14,19416.709192,1761703661179.049316
Sr80_base,38,80,base,Q13-R15,19427.610943,160613344954085.500000
Sr80_rsig,38,80,rsig,K1-L2,2316732.201483,208725597928529984.000000
Sr80_rsig,38,80,rsig,K1-L3,2334152.958414,209698285579336512.000000
Sr80_rsig,38,80,rsig,L2-M4,584315.656573,24044220781886256.000000
Sr80_rsig,38,80,rsig,L3-M4,566894.899642,4638005027564532.000000
Sr80_rsig,38,80,rsig,L3-M5,568865.101503,28003799886922044.000000
Sr80_rsig,38,80,rsig,M4-N6,200244.666360,5634289078531265.000000
Sr80_rsig,38,80,rsig,M5-N6,198274.464499,396417791348066.875000
Sr80_rsig,38,80,rsig,M5-N7,198686.025527,5978655447869107.000000
Sr80_rsig,38,80,rsig,N6-O8,91984.442913,1782400729343933.750000
Sr80_rsig,38,80,rsig,N7-O8,91572.881884,65474782105424.031250
Sr80_rsig,38,80,rsig,N7-O9,91698.656092,1840742506336176.250000
Sr80_rsig,38,80,rsig,O8-P10,49805.174379,696274839134936.125000
Sr80_rsig,38,80,rsig,O9-P10,49679.400171,15741977893355.474609
Sr80_rsig,38,80,rsig,O9-P11,49727.779853,710551285832225.875000
Sr80_rsig,38,80,rsig,P10-Q12,29979.455797,315212107329838.187500
Sr80_rsig,38,80,rsig,P11-Q12,29931.076115,4831830913244.598633
Sr80_rsig,38,80,rsig,P11-Q13,29952.798234,319651218345178.437500
Sr80_rsig,38,80,rsig,Q12-R14,19438.431557,158978708341412.656250
Sr80_rsig,38,80,rsig,Q13-R14,19416.709438,1761703680747.727783
Sr80_rsig,38,80,rsig,Q13-R15,19427.611189,160613361427605.500000
Sr81_base,38,81,base,K1-L2,2317826.602266,208831873141672288.000000
Sr81_base,38,81,base,K1-L3,2335254.143676,209800186919973568.000000
Sr81_base,38,81,base,L2-M4,584340.929460,24045113296279220.000000
Sr81_base,38,81,base,L3-M4,566913.388051,4638142465407577.000000
Sr81_base,38,81,base,L3-M5,568883.635963,28004621958196508.000000
Sr81_base,38,81,base,M4-N6,200248.191457,5634388735648890.000000
Sr81_base,38,81,base,M5-N6,198277.943544,396424764021312.187500
Sr81_base,38,81,base,M5-N7,198689.511791,5978759963130967.000000
Sr81_base,38,81,base,N6-O8,91986.053563,1782432047053309.000000
Sr81_base,38,81,base,N7-O8,91574.485315,65475932618223.382812
Sr81_base,38,81,base,N7-O9,91700.261728,1840774807081332.750000
Sr81_base,38,81,base,O8-P10,49806.046303,696287027798987.500000
Sr81_base,38,81,base,O9-P10,49680.269891,15742254162104.056641
Sr81_base,38,81,base,O9-P11,49728.650421,710563743704149.375000
Sr81_base,38,81,base,P10-Q12,29979.980414,315217642713597.500000
Sr81_base,38,81,base,P11-Q12,29931.599884,4831915901955.235352
Sr81_base,38,81,base,P11-Q13,29953.322383,319656836660481.062500
Sr81_base,38,81,base,Q12-R14,19438.771617,158981486318865.343750
Sr81_base,38,81,base,Q13-R14,19417.049119,1761734337516.341064
Sr81_base,38,81,base,Q13-R15,19427.951061,160616154846181.843750
Sr81_rsig,38,81,rsig,K1-L2,2317127.688434,208763824743841984.000000
Sr81_rsig,38,81,rsig,K1-L3,2334550.933207,209735057986901984.000000
Sr81_rsig,38,81,rsig,L2-M4,584330.963804,24044801919558572.000000
Sr81_rsig,38,81,rsig,L3-M4,566907.719030,4638105260815463.000000
Sr81_rsig,38,81,rsig,L3-M5,568877.959387,28004403212745096.000000
Sr81_rsig,38,81,rsig,M4-N6,200248.182982,5634388509291516.000000
Sr81_rsig,38,81,rsig,M5-N6,198277.942626,396424772896003.187500
Sr81_rsig,38,81,rsig,M5-N7,198689.510886,5978760098116734.000000
Sr81_rsig,38,81,rsig,N6-O8,91986.055038,1782432071810144.750000
Sr81_rsig,38,81,rsig,N7-O8,91574.486779,65475933520213.203125
Sr81_rsig,38,81,rsig,N7-O9,91700.263194,1840774832642957.000000
Sr81_rsig,38,81,rsig,O8-P10,49806.046978,696287036761568.000000
Sr81_rsig,38,81,rsig,O9-P10,49680.270563,15742254363610.998047
Sr81_rsig,38,81,rsig,O9-P11,49728.651094,710563752850199.625000
Sr81_rsig,38,81,rsig,P10-Q12,29979.980794,315217646565301.000000
Sr81_rsig,38,81,rsig,P11-Q12,29931.600263,4831915960750.482422
Sr81_rsig,38,81,rsig,P11-Q13,29953.322762,319656840566289.562500
Sr81_rsig,38,81,rsig,Q12-R14,19438.771842,158981487931987.156250
Sr81_rsig,38,81,rsig,Q13-R14,19417.049343,1761734355331.501465
Sr81_rsig,38,81,rsig,Q13-R15,19427.951285,160616156475578.125000
Sr82_base,38,82,base,K1-L2,2319270.631156,208972101311342112.000000
Sr82_base,38,82,base,K1-L3,2336707.096379,209934607181732448.000000
Sr82_base,38,82,base,L2-M4,584370.871225,24046148787625396.000000
Sr82_base,38,82,base,L3-M4,566934.406002,4638296211890923.000000
Sr82_base,38,82,base,L3-M5,568904.702737,28005536849725952.000000
Sr82_base,38,82,base,M4-N6,200251.623305,5634485100275654.000000
Sr82_base,38,82,base,M5-N6,198281.326571,396431504198479.375000
Sr82_base,38,82,base,M5-N7,198692.901829,5978861833591214.000000
Sr82_base,38,82,base,N6-O8,91987.618772,1782462386736251.750000
Sr82_base,38,82,base,N7-O8,91576.043513,65477041939782.382812
Sr82_base,38,82,base,N7-O9,91701.822067,1840806237079213.250000
Sr82_base,38,82,base,O8-P10,49806.893687,696298863294010.750000
Sr82_base,38,82,base,O9-P10,49681.115133,15742522426160.830078
Sr82_base,38,82,base,O9-P11,49729.496487,710575840622488.000000
Sr82_base,38,82,base,P10-Q12,29980.490292,315222952136454.562500
Sr82_base,38,82,base,P11-Q12,29932.108939,4831997993839.268555
Sr82_base,38,82,base,P11-Q13,29953.831807,319662263551950.062500
Sr82_base,38,82,base,Q12-R14,19439.102148,158984190761455.187500
Sr82_base,38,82,base,Q13-R14,19417.379280,1761764340068.106934
Sr82_base,38,82,base,Q13-R15,19428.281407,160618888616038.312500
Sr82_rsig,38,82,rsig,K1-L2,2318653.495232,208912066526148416.000000
Sr82_rsig,38,82,rsig,K1-L3,2336086.171110,209877113208317472.000000
Sr82_rsig,38,82,rsig,L2-M4,584362.097568,24045874862434452.000000
Sr82_rsig,38,82,rsig,L3-M4,566929.421690,4638263468784876.000000
Sr82_rsig,38,82,rsig,L3-M5,568899.711785,28005344335183980.000000
Sr82_rsig,38,82,rsig,M4-N6,200251.615872,5634484852325613.000000
Sr82_rsig,38,82,rsig,M5-N6,198281.325778,396431511948454.500000
Sr82_rsig,38,82,rsig,M5-N7,198692.901047,5978861951467974.000000
Sr82_rsig,38,82,rsig,N6-O8,91987.620055,1782462408126702.500000
Sr82_rsig,38,82,rsig,N7-O8,91576.044785,65477042719119.820312
Sr82_rsig,38,82,rsig,N7-O9,91701.823342,1840806259166215.750000
Sr82_rsig,38,82,rsig,O8-P10,49806.894270,696298870988476.375000
Sr82_rsig,38,82,rsig,O9-P10,49681.115713,15742522599155.791016
Sr82_rsig,38,82,rsig,O9-P11,49729.497067,710575848474369.875000
Sr82_rsig,38,82,rsig,P10-Q12,29980.490617,315222992768323.437500
Sr82_rsig,38,82,rsig,P11-Q12,29932.109263,4831998043970.885742
Sr82_rsig,38,82,rsig,P11-Q13,29953.832132,319662266882333.437500
Sr82_rsig,38,82,rsig,Q12-R14,19439.102340,158984192139237.750000
Sr82_rsig,38,82,rsig,Q13-R14,19417.379471,1761764355284.109619
Sr82_rsig,38,82,rsig,Q13-R15,19428.281599,160618890007637.468750
Sr83_base,38,83,base,K1-L2,2319768.329301,209020244833165600.000000
Sr83_base,38,83,base,K1-L3,2337207.902487,209980842834272192.000000
Sr83_base,38,83,base,L2-M4,584387.146871,24046755267329688.000000
Sr83_base,38,83,base,L3-M4,566947.573685,4638397872028106.000000
Sr83_base,38,83,base,L3-M5,568917.908361,28006145271038740.000000
Sr83_base,38,83,base,M4-N6,200254.974968,5634579290842751.000000
Sr83_base,38,83,base,M5-N6,198284.640292,396438142154914.562500
Sr83_base,38,83,base,M5-N7,198696.222438,5978962164466745.000000
Sr83_base,38,83,base,N6-O8,91989.154381,1782492206116333.250000
Sr83_base,38,83,base,N7-O8,91577.572235,65478137150582.492188
Sr83_base,38,83,base,N7-O9,91703.352892,1840836985627060.000000
Sr83_base,38,83,base,O8-P10,49807.724857,696310510921861.875000
Sr83_base,38,83,base,O9-P10,49681.944200,15742784176031.501953
Sr83_base,38,83,base,O9-P11,49730.326361,710587745483086.250000
Sr83_base,38,83,base,P10-Q12,29980.990387,315228266304526.312500
Sr83_base,38,83,base,P11-Q12,29932.608225,4832079012356.175781
Sr83_base,38,83,base,P11-Q13,29954.331456,319667581533808.562500
Sr83_base,38,83,base,Q12-R14,19439.426296,158986838848525.531250
Sr83_base,38,83,base,Q13-R14,19417.703065,1761793717264.605957
Sr83_base,38,83,base,Q13-R15,19428.605374,160621565418410.281250
Sr83_rsig,38,83,rsig,K1-L2,2319212.758498,208966201425970592.000000
Sr83_rsig,38,83,rsig,K1-L3,2336648.921750,209929112102435968.000000
Sr83_rsig,38,83,rsig,L2-M4,584379.256363,24046510089080124.000000
Sr83_rsig,38,83,rsig,L3-M4,566943.093111,4638368489277840.000000
Sr83_rsig,38,83,rsig,L3-M5,568913.421819,28005975274413460.000000
Sr83_rsig,38,83,rsig,M4-N6,200254.968315,5634579427604669.000000
Sr83_rsig,38,83,rsig,M5-N6,198284.639607,396438149211850.375000
Sr83_rsig,38,83,rsig,M5-N7,198696.221763,5978962271811328.000000
Sr83_rsig,38,83,rsig,N6-O8,91989.155564,1782492226172421.500000
Sr83_rsig,38,83,rsig,N7-O8,91577.573408,65478137881328.867188
Sr83_rsig,38,83,rsig,N7-O9,91703.354068,1840837148603358.000000
Sr83_rsig,38,83,rsig,O8-P10,49807.725408,696310518345551.875000
Sr83_rsig,38,83,rsig,O9-P10,49681.944748,15742784342942.488281
Sr83_rsig,38,83,rsig,O9-P11,49730.326911,710587753058647.500000
Sr83_rsig,38,83,rsig,P10-Q12,29980.990704,315228269542107.312500
Sr83_rsig,38,83,rsig,P11-Q12,29932.608541,4832079061777.552734
Sr83_rsig,38,83,rsig,P11-Q13,29954.331772,319667584816877.187500
Sr83_rsig,38,83,rsig,Q12-R14,19439.426485,158986854744596.843750
Sr83_rsig,38,83,rsig,Q13-R14,19417.703254,1761793732355.092773
Sr83_rsig,38,83,rsig,Q13-R15,19428.605564,160621566798556.500000
Sr84_base,38,84,base,K1-L2,2321047.860715,209144400101817472.000000
Sr84_base,38,84,base,K1-L3,2338495.333510,210099842829083168.000000
Sr84_base,38,84,base,L2-M4,584414.246571,24047696996498444.000000
Sr84_base,38,84,base,L3-M4,566966.773777,4638538956671292.000000
Sr84_base,38,84,base,L3-M5,568937.153872,28006987965809300.000000
Sr84_base,38,84,base,M4-N6,200258.245711,5634671280643802.000000
Sr84_base,38,84,base,M5-N6,198287.865616,396444599199513.750000
Sr84_base,38,84,base,M5-N7,198699.454448,5979059769860384.000000
Sr84_base,38,84,base,N6-O8,91990.646950,1782521032184727.750000
Sr84_base,38,84,base,N7-O8,91579.058118,65479200791471.757812
Sr84_base,38,84,base,N7-O9,91704.840817,1840866847719038.250000
Sr84_base,38,84,base,O8-P10,49808.532872,696321800650545.625000
Sr84_base,38,84,base,O9-P10,49682.750172,15743040069775.390625
Sr84_base,38,84,base,O9-P11,49731.133119,710599284578745.125000
Sr84_base,38,84,base,P10-Q12,29981.476598,315233351877812.625000
Sr84_base,38,84,base,P11-Q12,29933.093651,4832157093465.641602
Sr84_base,38,84,base,P11-Q13,29954.817234,319672781210322.187500
Sr84_base,38,84,base,Q12-R14,19439.741448,158989412259880.718750
Sr84_base,38,84,base,Q13-R14,19418.017865,1761822266100.156006
Sr84_base,38,84,base,Q13-R15,19428.920351,160624181420979.718750
Sr84_rsig,38,84,rsig,K1-L2,2320553.704360,209096360802013248.000000
